summons_number,issue_date,violation_code,violation_category,issuer_code,time_format,time_number,house_number,street_name,geo_address
7398987882,9/1/13,14,2,358600,10:43,0.446527778,19,Nassau St,"19 Nassau St, New York, NY"
7398988205,9/1/13,14,2,358600,15:22,0.640277778,55,Liberty St,"55 Liberty St, New York, NY"
7398988114,9/1/13,17,2,358600,12:47,0.532638889,25,Beaver St,"25 Beaver St, New York, NY"
7398988102,9/1/13,17,2,358600,12:42,0.529166667,25,Beaver St,"25 Beaver St, New York, NY"
7398988096,9/1/13,14,2,358600,12:32,0.522222222,19,Nassau St,"19 Nassau St, New York, NY"
7398988060,9/1/13,61,3,358600,11:48,0.491666667,88,Greenwich St,"88 Greenwich St, New York, NY"
7398987912,9/1/13,40,2,358600,10:49,0.450694444,41-43,Pine St,"41-43 Pine St, New York, NY"
7398987869,9/1/13,14,2,358600,10:41,0.445138889,19,Nassau St,"19 Nassau St, New York, NY"
7277197215,9/1/13,70,5,351929,16:50,0.701388889,25,Ann St,"25 Ann St, New York, NY"
7277197185,9/1/13,17,2,351929,14:10,0.590277778,80,Greenwich St,"80 Greenwich St, New York, NY"
7277197173,9/1/13,17,2,351929,14:09,0.589583333,80,Greenwich St,"80 Greenwich St, New York, NY"
7277197161,9/1/13,17,2,351929,14:08,0.588888889,80,Greenwich St,"80 Greenwich St, New York, NY"
7277197094,9/1/13,17,2,351929,13:04,0.544444444,15,Beaver St,"15 Beaver St, New York, NY"
7277197082,9/1/13,17,2,351929,13:03,0.54375,15,Beaver St,"15 Beaver St, New York, NY"
7277197069,9/1/13,71,5,351929,12:55,0.538194444,77,Pearl St,"77 Pearl St, New York, NY"
7277197010,9/1/13,71,5,351929,12:33,0.522916667,50,Fulton St,"50 Fulton St, New York, NY"
7277196971,9/1/13,40,2,351929,11:37,0.484027778,1,Beekman St,"1 Beekman St, New York, NY"
7277196958,9/1/13,14,2,351929,11:04,0.461111111,182,Franklin St,"182 Franklin St, New York, NY"
7277196934,9/1/13,20,2,351929,10:55,0.454861111,190A,Duane St,"190A Duane St, New York, NY"
7277196922,9/1/13,16,2,351929,10:50,0.451388889,92,W Broadway,"92 W Broadway, New York, NY"
7277196910,9/1/13,16,2,351929,10:48,0.45,92,W Broadway,"92 W Broadway, New York, NY"
7277196880,9/1/13,17,2,351929,10:43,0.446527778,255,Greenwich St,"255 Greenwich St, New York, NY"
7277196892,9/1/13,17,2,351929,10:43,0.446527778,255,Greenwich St,"255 Greenwich St, New York, NY"
7277196879,9/1/13,17,2,351929,10:42,0.445833333,255,Greenwich St,"255 Greenwich St, New York, NY"
7277196867,9/1/13,17,2,351929,10:41,0.445138889,255,Greenwich St,"255 Greenwich St, New York, NY"
7277196855,9/1/13,17,2,351929,10:40,0.444444444,255,Greenwich St,"255 Greenwich St, New York, NY"
7277196843,9/1/13,19,2,351929,10:37,0.442361111,37,Murray St,"37 Murray St, New York, NY"
7398988229,9/1/13,17,2,358600,15:37,0.650694444,15,Beaver St,"15 Beaver St, New York, NY"
7398988187,9/1/13,14,2,358600,15:16,0.636111111,19,Nassau St,"19 Nassau St, New York, NY"
7398988175,9/1/13,14,2,358600,13:34,0.565277778,41-43,Pine St,"41-43 Pine St, New York, NY"
7398988126,9/1/13,40,2,358600,12:49,0.534027778,33,Beaver St,"33 Beaver St, New York, NY"
7398988084,9/1/13,14,2,358600,12:30,0.520833333,19,Nassau St,"19 Nassau St, New York, NY"
7398988072,9/1/13,14,2,358600,12:28,0.519444444,19,Nassau St,"19 Nassau St, New York, NY"
7398988059,9/1/13,17,2,358600,11:44,0.488888889,88,Greenwich St,"88 Greenwich St, New York, NY"
7398988047,9/1/13,17,2,358600,11:43,0.488194444,88,Greenwich St,"88 Greenwich St, New York, NY"
7398988035,9/1/13,17,2,358600,11:41,0.486805556,88,Greenwich St,"88 Greenwich St, New York, NY"
7398988023,9/1/13,17,2,358600,11:39,0.485416667,88,Greenwich St,"88 Greenwich St, New York, NY"
7398987973,9/1/13,17,2,358600,11:08,0.463888889,15,Beaver St,"15 Beaver St, New York, NY"
7398987961,9/1/13,17,2,358600,11:06,0.4625,15,Beaver St,"15 Beaver St, New York, NY"
7398987950,9/1/13,17,2,358600,11:04,0.461111111,15,Beaver St,"15 Beaver St, New York, NY"
7398987900,9/1/13,14,2,358600,10:47,0.449305556,41-43,Pine St,"41-43 Pine St, New York, NY"
7398987894,9/1/13,14,2,358600,10:46,0.448611111,41-43,Pine St,"41-43 Pine St, New York, NY"
7398987870,9/1/13,14,2,358600,10:42,0.445833333,19,Nassau St,"19 Nassau St, New York, NY"
7277197203,9/1/13,40,2,351929,16:45,0.697916667,14,Vesey St,"14 Vesey St, New York, NY"
7277197112,9/1/13,17,2,351929,13:56,0.580555556,25,Beaver St,"25 Beaver St, New York, NY"
7277197100,9/1/13,17,2,351929,13:54,0.579166667,25,Beaver St,"25 Beaver St, New York, NY"
7277197070,9/1/13,17,2,351929,13:02,0.543055556,25,Beaver St,"25 Beaver St, New York, NY"
7277197057,9/1/13,14,2,351929,12:50,0.534722222,64,Beaver St,"64 Beaver St, New York, NY"
7277197045,9/1/13,40,2,351929,12:42,0.529166667,125,Maiden Ln,"125 Maiden Ln, New York, NY"
7277197008,9/1/13,14,2,351929,12:22,0.515277778,145,Nassau St,"145 Nassau St, New York, NY"
7277196995,9/1/13,14,2,351929,12:20,0.513888889,145,Nassau St,"145 Nassau St, New York, NY"
7277196983,9/1/13,14,2,351929,11:39,0.485416667,19,Beekman St,"19 Beekman St, New York, NY"
7277196960,9/1/13,14,2,351929,11:05,0.461805556,180,Franklin St,"180 Franklin St, New York, NY"
7277196946,9/1/13,20,2,351929,11:01,0.459027778,375,Greenwich St,"375 Greenwich St, New York, NY"
7277196909,9/1/13,17,2,351929,10:44,0.447222222,255,Greenwich St,"255 Greenwich St, New York, NY"
7398988382,9/2/13,14,2,358600,12:16,0.511111111,19,Nassau St,"19 Nassau St, New York, NY"
7398988370,9/2/13,14,2,358600,10:17,0.428472222,81,Nassau St,"81 Nassau St, New York, NY"
7398988266,9/2/13,14,2,358600,7:47,0.324305556,19,Nassau St,"19 Nassau St, New York, NY"
7398988369,9/2/13,14,2,358600,10:13,0.425694444,71,Nassau St,"71 Nassau St, New York, NY"
7398988357,9/2/13,14,2,358600,10:08,0.422222222,75,Nassau St,"75 Nassau St, New York, NY"
7398988345,9/2/13,17,2,358600,9:24,0.391666667,255,Greenwich St,"255 Greenwich St, New York, NY"
7398988333,9/2/13,17,2,358600,9:22,0.390277778,255,Greenwich St,"255 Greenwich St, New York, NY"
7398988321,9/2/13,14,2,358600,8:31,0.354861111,19,Nassau St,"19 Nassau St, New York, NY"
7398988308,9/2/13,14,2,358600,7:52,0.327777778,41-43,Pine St,"41-43 Pine St, New York, NY"
7398988291,9/2/13,14,2,358600,7:50,0.326388889,19,Nassau St,"19 Nassau St, New York, NY"
7398988280,9/2/13,14,2,358600,7:49,0.325694444,19,Nassau St,"19 Nassau St, New York, NY"
7398988278,9/2/13,14,2,358600,7:49,0.325694444,19,Nassau St,"19 Nassau St, New York, NY"
7937996730,9/3/13,38,5,353164,18:28,0.769444444,40,Hester St,"40 Hester St, New York, NY"
7937996729,9/3/13,38,5,353164,18:24,0.766666667,11,Essex St,"11 Essex St, New York, NY"
7937996717,9/3/13,77,6,353164,18:19,0.763194444,34,Canal St,"34 Canal St, New York, NY"
7937996705,9/3/13,20,2,353164,18:15,0.760416667,22,Orchard St,"22 Orchard St, New York, NY"
7937996687,9/3/13,37,4,353164,17:18,0.720833333,63,Orchard St,"63 Orchard St, New York, NY"
7937996675,9/3/13,38,5,353164,17:02,0.709722222,139,Ludlow St,"139 Ludlow St, New York, NY"
7937996638,9/3/13,38,5,353164,16:05,0.670138889,243,Broome St,"243 Broome St, New York, NY"
7937996596,9/3/13,37,4,353164,14:09,0.589583333,174,Orchard St,"174 Orchard St, New York, NY"
7937996572,9/3/13,37,4,353164,13:53,0.578472222,131,Rivington St,"131 Rivington St, New York, NY"
7937996511,9/3/13,20,2,353164,13:17,0.553472222,137,Ludlow St,"137 Ludlow St, New York, NY"
7937996500,9/3/13,38,5,353164,13:07,0.546527778,131,Rivington St,"131 Rivington St, New York, NY"
7398988801,9/3/13,38,5,358600,20:21,0.847916667,863,Washington St,"863 Washington St, New York, NY"
7398988795,9/3/13,38,5,358600,20:08,0.838888889,652,Hudson St,"652 Hudson St, New York, NY"
7398988760,9/3/13,37,4,358600,19:59,0.832638889,649,Hudson St,"649 Hudson St, New York, NY"
7398988734,9/3/13,37,4,358600,19:46,0.823611111,863,Washington St,"863 Washington St, New York, NY"
7398988709,9/3/13,38,5,358600,19:37,0.817361111,425,W 14th St,"425 W 14th St, New York, NY"
7398988539,9/3/13,16,2,358600,14:19,0.596527778,1,Clarkson St,"1 Clarkson St, New York, NY"
7398988527,9/3/13,16,2,358600,14:14,0.593055556,200,Varick St,"200 Varick St, New York, NY"
7398988497,9/3/13,38,5,358600,13:42,0.570833333,163,Varick St,"163 Varick St, New York, NY"
7398988485,9/3/13,38,5,358600,13:40,0.569444444,180,Varick St,"180 Varick St, New York, NY"
7398988450,9/3/13,20,2,358600,13:12,0.55,30,Charlton St,"30 Charlton St, New York, NY"
7398988412,9/3/13,37,4,358600,12:46,0.531944444,75,Varick St,"75 Varick St, New York, NY"
7277197550,9/3/13,37,4,351929,20:16,0.844444444,10,Hanover Sq,"10 Hanover Sq, New York, NY"
7277197537,9/3/13,14,2,351929,20:07,0.838194444,3,Hanover St,"3 Hanover St, New York, NY"
7277197422,9/3/13,31,2,351929,16:39,0.69375,35,Ann St,"35 Ann St, New York, NY"
7069033333,9/3/13,14,2,354084,14:04,0.586111111,265,Edgecombe Ave,"265 Edgecombe Ave, New York, NY"
7069033308,9/3/13,14,2,354084,13:42,0.570833333,265,Edgecombe Ave,"265 Edgecombe Ave, New York, NY"
7069033280,9/3/13,16,2,354084,13:37,0.567361111,300,W 145th St,"300 W 145th St, New York, NY"
7069033254,9/3/13,37,4,354084,13:22,0.556944444,2348,Adam Clayton Powell,"2348 Adam Clayton Powell, New York, NY"
7069033229,9/3/13,46,3,354084,13:10,0.548611111,253,W 138th St,"253 W 138th St, New York, NY"
7069033199,9/3/13,46,3,354084,13:06,0.545833333,321,W 137th St,"321 W 137th St, New York, NY"
7097720888,9/3/13,38,5,355567,14:29,0.603472222,952,Amsterdam Ave,"952 Amsterdam Ave, New York, NY"
7097720876,9/3/13,40,2,355567,14:28,0.602777778,948,Amsterdam Ave,"948 Amsterdam Ave, New York, NY"
