summons_number,issue_date,violation_code,violation_category,issuer_code,time_format,time_number,house_number,street_name,geo_address
7916255315,9/3/2013,14,2,346330,14:56,0.622222222,408,W 39th St,"408 W 39th St, New York, NY"
7916255297,9/3/2013,14,2,346330,14:48,0.616666667,528,W 39th St,"528 W 39th St, New York, NY"
7916255364,9/3/2013,51,3,346330,15:21,0.639583333,514,W 44th St,"514 W 44th St, New York, NY"
7916255340,9/3/2013,31,2,346330,15:04,0.627777778,300,W 40th St,"300 W 40th St, New York, NY"
7916255261,9/3/2013,14,2,346330,14:44,0.613888889,512,W 39th St,"512 W 39th St, New York, NY"
7916255224,9/3/2013,16,2,346330,14:36,0.608333333,543,W 37th St,"543 W 37th St, New York, NY"
7916255200,9/3/2013,16,2,346330,14:28,0.602777778,445,W 37th St,"445 W 37th St, New York, NY"
7916255194,9/3/2013,16,2,346330,14:26,0.601388889,430,W 37th St,"430 W 37th St, New York, NY"
7916255182,9/3/2013,18,2,346330,14:14,0.593055556,408,W 34th St,"408 W 34th St, New York, NY"
7916255170,9/3/2013,18,2,346330,14:12,0.591666667,430,W 34th St,"430 W 34th St, New York, NY"
7916257105,9/12/2013,14,2,346330,11:50,0.493055556,514,W 39th St,"514 W 39th St, New York, NY"
7916257075,9/12/2013,47,3,346330,10:46,0.448611111,24,E 39th St,"24 E 39th St, New York, NY"
7916257063,9/12/2013,14,2,346330,10:28,0.436111111,300,E 39th St,"300 E 39th St, New York, NY"
7916257038,9/12/2013,31,2,346330,10:06,0.420833333,9,E 38th St,"9 E 38th St, New York, NY"
7916257026,9/12/2013,14,2,346330,9:59,0.415972222,48,W 38th St,"48 W 38th St, New York, NY"
7916256976,9/12/2013,14,2,346330,9:33,0.397916667,512,W 39th St,"512 W 39th St, New York, NY"
7916256964,9/12/2013,16,2,346330,9:28,0.394444444,555,W 37th St,"555 W 37th St, New York, NY"
7916256940,9/12/2013,14,2,346330,9:04,0.377777778,10,E 37th St,"10 E 37th St, New York, NY"
7916256927,9/12/2013,16,2,346330,8:42,0.3625,401,W 37th St,"401 W 37th St, New York, NY"
7916256915,9/12/2013,20,2,346330,8:38,0.359722222,650,1st Ave,"650 1st Ave, New York, NY"
7916256897,9/12/2013,31,2,346330,8:16,0.344444444,229,W 36th St,"229 W 36th St, New York, NY"
