issuer_code,day_period,violation_category,count
355635,PM,3,61
355635,PM,4,36
355635,PM,5,122
355671,AM,1,28
355671,AM,2,740
355671,AM,3,241
355671,AM,4,71
355671,AM,5,950
355671,AM,6,4
355671,PM,2,218
355671,PM,3,79
355671,PM,4,55
355671,PM,5,213
355671,PM,6,2
355678,AM,1,4
355678,AM,2,150
355678,AM,3,129
355678,AM,4,28
355678,AM,5,375
355678,PM,2,50
355678,PM,3,32
355678,PM,4,24
355678,PM,5,83
355682,AM,1,16
355682,AM,2,286
355682,AM,3,48
355682,AM,4,2
355682,AM,5,60
355682,AM,6,20
355682,PM,2,704
355682,PM,3,165
355682,PM,4,10
355682,PM,5,67
355682,PM,6,4
355685,AM,1,239
355685,AM,2,482
355685,AM,3,193
355685,AM,4,225
355685,AM,5,443
355685,PM,1,77
355685,PM,2,403
355685,PM,3,176
355685,PM,4,179
355685,PM,5,314
356219,AM,1,57
356219,AM,2,674
356219,AM,3,161
356219,AM,4,81
356219,AM,5,262
356219,PM,2,587
356219,PM,3,135
356219,PM,4,93
356219,PM,5,141
356276,AM,1,705
356276,AM,2,295
356276,AM,3,72
356276,AM,4,201
356276,AM,5,372
356276,PM,1,105
356276,PM,2,276
356276,PM,3,52
356276,PM,4,101
356276,PM,5,291
356310,AM,1,6
356310,AM,2,648
356310,AM,3,312
356310,AM,4,100
356310,AM,5,603
356310,AM,6,1
356310,PM,2,120
356310,PM,3,56
356310,PM,4,57
356310,PM,5,138
356498,AM,1,151
356498,AM,2,765
356498,AM,3,98
356498,AM,4,94
356498,AM,5,641
356498,PM,1,8
356498,PM,2,202
356498,PM,3,86
356498,PM,4,38
356498,PM,5,124
356502,AM,1,6
356502,AM,2,843
356502,AM,3,273
356502,AM,4,162
356502,AM,5,1100
356502,AM,6,8
356502,PM,1,1
356502,PM,2,190
356502,PM,3,62
356502,PM,4,47
356502,PM,5,232
356507,AM,1,251
356507,AM,2,463
356507,AM,3,111
356507,AM,4,169
356507,AM,5,440
356507,PM,1,23
356507,PM,2,292
356507,PM,3,81
356507,PM,4,148
356507,PM,5,287
356510,AM,1,10
356510,AM,2,730
356510,AM,3,277
356510,AM,4,131
356510,AM,5,1162
356510,AM,6,1
356510,PM,2,195
356510,PM,3,63
356510,PM,4,47
356510,PM,5,198
356549,AM,1,502
356549,AM,2,195
356549,AM,3,39
356549,AM,4,145
356549,AM,5,361
356549,PM,1,118
356549,PM,2,317
356549,PM,3,68
356549,PM,4,107
356549,PM,5,399
357327,AM,1,118
357327,AM,2,2084
357327,AM,3,54
357327,AM,4,38
357327,AM,5,184
357327,PM,1,10
357327,PM,2,64
357327,PM,3,13
357327,PM,4,7
357327,PM,5,22
357330,AM,2,3
357330,AM,4,2
357330,AM,5,11
357330,PM,1,1
357330,PM,2,1255
357330,PM,3,485
357330,PM,4,54
357330,PM,5,351
357345,AM,2,612
357345,AM,3,135
357345,AM,5,482
357355,AM,2,535
357355,AM,3,181
357355,AM,4,87
357355,AM,5,536
357367,AM,1,25
357367,AM,2,175
357367,AM,3,74
357367,AM,4,70
357367,AM,5,278
357367,PM,2,609
357367,PM,3,136
357367,PM,4,255
357367,PM,5,548
357367,PM,6,1
357377,AM,2,705
357377,AM,3,423
357377,AM,4,128
357377,AM,5,901
357377,PM,2,138
357377,PM,3,59
357377,PM,4,33
357377,PM,5,125
357678,AM,1,38
357678,AM,2,463
357678,AM,3,292
357678,AM,4,185
357678,AM,5,1014
357678,AM,6,1
357678,PM,1,1
357678,PM,2,88
357678,PM,3,75
357678,PM,4,68
357678,PM,5,175
357702,AM,1,504
357702,AM,2,228
357702,AM,3,81
357702,AM,4,140
357702,AM,5,432
357702,PM,1,104
357702,PM,2,165
357702,PM,3,71
357702,PM,4,115
357702,PM,5,225
357711,AM,2,17
357711,AM,3,11
357711,AM,4,5
357711,AM,5,17
357711,PM,2,964
357711,PM,3,393
357711,PM,4,291
357711,PM,5,718
357711,PM,6,23
357716,PM,2,2202
357716,PM,3,157
357716,PM,4,16
357716,PM,5,288
357752,AM,1,2
357752,AM,2,1
357752,AM,3,2
357752,AM,4,7
357752,AM,5,17
357752,PM,2,1077
357752,PM,3,126
357752,PM,4,616
357752,PM,5,788
357801,AM,1,17
357801,AM,2,588
357801,AM,3,241
357801,AM,4,225
357801,AM,5,1178
357801,PM,1,1
357801,PM,2,166
357801,PM,3,48
357801,PM,4,135
357801,PM,5,217
357804,AM,2,91
357804,AM,3,22
357804,AM,4,21
357804,AM,5,111
357804,PM,2,714
357804,PM,3,156
357804,PM,4,283
357804,PM,5,424
357804,PM,6,28
358233,AM,1,25
358233,AM,2,16
358233,AM,3,2
358233,AM,4,21
358233,AM,5,34
358233,PM,1,9
358233,PM,2,830
358233,PM,3,103
358233,PM,4,840
358233,PM,5,895
358525,AM,1,222
358525,AM,2,206
358525,AM,3,57
358525,AM,4,292
358525,AM,5,468
358525,PM,1,43
358525,PM,2,220
358525,PM,3,50
358525,PM,4,325
358525,PM,5,354
358647,AM,1,9
358647,AM,2,7
358647,AM,3,2
358647,AM,4,9
358647,AM,5,6
358647,PM,2,731
358647,PM,3,248
358647,PM,4,723
358647,PM,5,850
358664,PM,2,643
358664,PM,3,41
358664,PM,4,791
358664,PM,5,1050
358840,AM,1,1
358840,AM,2,9
358840,AM,4,17
358840,AM,5,52
358840,PM,1,11
358840,PM,2,363
358840,PM,3,18
358840,PM,4,806
358840,PM,5,788
358856,AM,1,214
358856,AM,2,406
358856,AM,3,52
358856,AM,4,352
358856,AM,5,772
358856,PM,1,30
358856,PM,2,165
358856,PM,3,26
358856,PM,4,197
358856,PM,5,240
358868,AM,1,236
358868,AM,2,181
358868,AM,3,85
358868,AM,4,219
358868,AM,5,290
358868,PM,1,16
358868,PM,2,180
358868,PM,3,84
358868,PM,4,376
358868,PM,5,275
358878,AM,2,5
358878,AM,4,7
358878,AM,5,7
358878,PM,2,827
358878,PM,3,172
358878,PM,4,434
358878,PM,5,719
358889,AM,2,5
358889,AM,3,4
358889,AM,4,3
358889,AM,5,8
358889,PM,2,453
358889,PM,3,668
358889,PM,4,633
358889,PM,5,785
358896,AM,2,2
358896,AM,4,7
358896,AM,5,4
358896,PM,2,308
358896,PM,3,17
358896,PM,4,756
358896,PM,5,632
358914,AM,1,792
358914,AM,2,565
358914,AM,3,195
358914,AM,4,130
358914,AM,5,485
358914,PM,1,8
358914,PM,2,124
358914,PM,3,58
358914,PM,4,114
358914,PM,5,191
358928,AM,1,191
358928,AM,2,192
358928,AM,3,51
358928,AM,4,216
358928,AM,5,280
358928,PM,1,60
358928,PM,2,235
358928,PM,3,66
358928,PM,4,286
358928,PM,5,308
358929,AM,2,2
358929,AM,4,5
358929,AM,5,11
358929,PM,1,1
358929,PM,2,321
358929,PM,3,22
358929,PM,4,1048
358929,PM,5,1040
358939,AM,4,1
358939,AM,5,8
358939,PM,2,267
358939,PM,3,26
358939,PM,4,1181
358939,PM,5,858
359294,PM,2,157
359294,PM,3,14
359294,PM,4,323
359294,PM,5,319
359316,AM,1,16
359316,AM,2,102
359316,AM,3,90
359316,AM,4,47
359316,AM,5,164
359316,PM,1,2
359316,PM,2,124
359316,PM,3,48
359316,PM,4,152
359316,PM,5,179
359316,PM,6,10
359324,AM,2,31
359324,AM,3,9
359324,AM,4,7
359324,AM,5,20
359324,PM,2,211
359324,PM,3,156
359324,PM,4,244
359324,PM,5,280
359324,PM,6,1
359325,AM,4,1
359325,AM,5,2
359325,PM,2,113
359325,PM,3,2
359325,PM,4,365
359325,PM,5,341
359326,AM,2,2
359326,AM,3,1
359326,AM,4,4
359326,AM,5,17
359326,PM,2,163
359326,PM,3,26
359326,PM,4,387
359326,PM,5,414
359330,AM,2,1
359330,AM,5,1
359330,PM,2,153
359330,PM,3,64
359330,PM,4,277
359330,PM,5,389
359330,PM,6,7
894955,AM,2,233
894955,AM,3,346
894955,AM,5,4
894955,PM,2,180
894955,PM,3,283
894955,PM,5,5
895496,AM,2,186
895496,AM,3,622
895496,AM,4,4
895496,AM,5,2
895496,PM,2,102
895496,PM,3,380
895496,PM,4,1
895496,PM,5,3
897937,AM,1,211
897937,AM,2,401
897937,AM,3,335
897937,AM,4,7
897937,AM,5,68
897937,PM,1,2
897937,PM,2,39
897937,PM,3,67
897937,PM,4,1
897937,PM,5,2
901890,AM,1,2
901890,AM,2,813
901890,AM,3,145
901890,AM,4,1
901890,AM,5,101
901890,PM,2,123
901890,PM,3,15
901890,PM,5,16
903106,AM,1,5
903106,AM,2,82
903106,AM,3,1251
903106,AM,4,2
903106,AM,5,258
903106,PM,2,6
903106,PM,3,236
903106,PM,5,10
904597,AM,2,1005
904597,AM,3,722
904597,AM,4,5
904597,AM,5,43
904597,AM,6,3
904597,PM,2,44
904597,PM,3,74
904597,PM,5,5
906258,AM,1,282
906258,AM,2,630
906258,AM,3,219
906258,AM,4,2
906258,AM,5,55
906258,PM,1,4
906258,PM,2,329
906258,PM,3,189
906258,PM,5,27
906659,AM,1,6
906659,AM,2,204
906659,AM,3,584
906659,AM,4,6
906659,AM,5,5
906659,PM,1,2
906659,PM,2,28
906659,PM,3,56
907041,AM,1,22
907041,AM,2,189
907041,AM,3,1359
907041,AM,4,2
907041,AM,5,168
907041,AM,6,1
907041,PM,2,16
907041,PM,3,118
907041,PM,5,18
911170,AM,2,217
911170,AM,3,390
911170,PM,2,56
911170,PM,3,12
911170,PM,4,1
915560,AM,2,52
915560,AM,3,1049
915560,AM,4,5
915560,AM,5,1
915560,AM,6,1
915560,PM,2,25
915560,PM,3,90
916949,AM,1,2
916949,AM,2,411
916949,AM,3,1
916949,AM,4,3
916949,AM,5,112
916949,PM,2,22
916949,PM,3,19
916949,PM,5,3
920567,AM,1,141
920567,AM,2,115
920567,AM,3,450
920567,AM,4,1
920567,AM,5,25
920567,PM,1,3
920567,PM,2,259
920567,PM,3,892
920567,PM,4,3
920567,PM,5,9
921002,AM,2,67
921002,AM,3,1010
921002,PM,2,18
921002,PM,3,16
922379,AM,2,28
922379,AM,3,622
922379,PM,2,29
922379,PM,3,33
925657,AM,1,17
925657,AM,2,2024
925657,AM,3,665
925657,AM,4,25
925657,AM,5,75
925657,AM,6,1
925657,PM,2,56
925657,PM,3,20
925657,PM,5,2
926024,AM,1,98
926024,AM,2,233
926024,AM,3,910
926024,AM,4,2
926024,AM,5,10
926024,PM,1,2
926024,PM,2,39
926024,PM,3,125
926024,PM,4,1
926024,PM,5,2
926112,AM,2,352
926112,AM,3,707
926112,AM,5,33
926112,AM,6,1
926112,PM,2,27
926112,PM,3,28
926112,PM,5,1
926560,AM,2,9
926560,AM,3,9
926560,PM,1,4
926560,PM,2,312
926560,PM,3,152
926560,PM,4,3
926560,PM,5,7
926560,PM,6,1
927355,AM,2,157
927355,AM,3,1141
927355,AM,4,4
927355,AM,5,3
927355,PM,2,35
927355,PM,3,36
927355,PM,4,1
927373,AM,1,2
927373,AM,2,147
927373,AM,3,845
927373,AM,4,1
927373,AM,5,10
927373,PM,2,35
927373,PM,3,34
927373,PM,5,1
927487,AM,2,205
927487,AM,3,189
927487,AM,4,1
927487,AM,5,3
927487,PM,1,2
927487,PM,2,211
927487,PM,3,128
927487,PM,4,1
927636,AM,1,1
927636,AM,2,447
927636,AM,3,891
927636,AM,4,4
927636,AM,5,5
927636,PM,1,1
927636,PM,2,96
927636,PM,3,164
927636,PM,4,1
927706,AM,2,60
927706,AM,3,527
927706,AM,4,6
927706,AM,5,2
927706,PM,2,21
927706,PM,3,30
929025,AM,2,6
929025,AM,3,2
929025,AM,5,1
929025,PM,1,1
929025,PM,2,425
929025,PM,3,243
929025,PM,4,5
929025,PM,5,2
929923,AM,1,24
929923,AM,2,926
929923,AM,3,425
929923,AM,4,37
929923,AM,5,42
929923,PM,2,44
929923,PM,3,13
932402,AM,1,6
932402,AM,2,808
932402,AM,3,1247
932402,AM,4,35
932402,AM,5,6
932402,PM,1,1
932402,PM,2,125
932402,PM,3,199
932402,PM,4,3
932845,AM,1,4
932845,AM,2,879
932845,AM,3,973
932845,AM,4,39
932845,AM,5,6
932845,AM,6,1
932845,PM,2,52
932845,PM,3,168
932845,PM,4,2
932845,PM,5,1
934615,AM,1,1
934615,AM,2,192
934615,AM,3,1346
934615,AM,4,5
934615,AM,5,27
934615,PM,2,1
934615,PM,3,23
936299,AM,1,59
936299,AM,2,420
936299,AM,3,934
936299,AM,4,8
936299,AM,5,113
936299,PM,2,19
936299,PM,3,71
938339,AM,1,49
938339,AM,2,139
938339,AM,3,33
938339,AM,4,3
938339,AM,5,24
938339,PM,1,62
938339,PM,2,256
938339,PM,3,101
938339,PM,4,10
938339,PM,5,39
939874,AM,1,90
939874,AM,2,186
939874,AM,3,346
939874,AM,4,11
939874,AM,5,32
939874,PM,1,2
939874,PM,2,77
939874,PM,3,221
939874,PM,4,3
939874,PM,5,7
940460,AM,2,102
940460,AM,3,235
940460,PM,2,66
940460,PM,3,313
940864,AM,1,2
940864,AM,2,110
940864,AM,3,656
940864,AM,4,2
940864,PM,1,1
940864,PM,2,68
940864,PM,3,339
940864,PM,4,1
940864,PM,5,1
942819,AM,1,230
942819,AM,2,349
942819,AM,3,555
942819,AM,4,6
942819,AM,5,14
942819,PM,2,180
942819,PM,3,318
942819,PM,4,3
942819,PM,5,5
945266,AM,1,4
945266,AM,2,207
945266,AM,3,704
945266,AM,4,2
945266,AM,5,3
945266,PM,1,5
945266,PM,2,114
945266,PM,3,390
