issuer_code,day_week,violation_code,count
330551,5,51,1
330551,5,70,5
330551,5,71,12
330551,5,74,2
330593,1,14,71
330593,1,19,5
330593,1,20,1
330593,1,31,23
330593,1,37,5
330593,1,38,4
330593,1,40,3
330593,1,42,62
330593,1,47,26
330593,1,48,3
330593,1,51,1
330593,1,64,8
330593,1,69,162
330593,1,70,2
330593,1,71,9
330593,1,84,13
330593,2,14,68
330593,2,17,2
330593,2,19,2
330593,2,31,21
330593,2,37,4
330593,2,38,7
330593,2,40,2
330593,2,42,62
330593,2,47,33
330593,2,48,4
330593,2,64,5
330593,2,69,165
330593,2,71,5
330593,2,74,2
330593,2,84,8
330593,3,10,1
330593,3,14,71
330593,3,17,3
330593,3,19,1
330593,3,31,14
330593,3,37,3
330593,3,38,6
330593,3,42,55
330593,3,47,29
330593,3,48,3
330593,3,50,1
330593,3,64,8
330593,3,69,170
330593,3,70,1
330593,3,71,5
330593,3,74,2
330593,3,75,1
330593,3,84,4
330593,4,14,79
330593,4,17,4
330593,4,19,3
330593,4,31,9
330593,4,37,2
330593,4,38,2
330593,4,42,60
330593,4,47,23
330593,4,48,2
330593,4,64,5
330593,4,69,141
330593,4,70,3
330593,4,71,4
330593,4,82,1
330593,4,84,7
330593,5,13,1
330593,5,14,52
330593,5,17,1
330593,5,19,3
330593,5,31,16
330593,5,37,4
330593,5,38,1
330593,5,40,2
330593,5,42,53
330593,5,47,29
330593,5,48,1
330593,5,51,1
330593,5,64,3
330593,5,69,165
330593,5,70,2
330593,5,71,9
330593,5,82,1
330593,5,84,9
330593,6,14,2
330593,6,64,2
330593,6,69,2
330924,1,13,2
330924,1,14,92
330924,1,16,2
330924,1,17,3
330924,1,19,12
330924,1,20,1
330924,1,22,1
330924,1,31,44
330924,1,40,3
330924,1,42,8
330924,1,46,1
330924,1,47,43
330924,1,51,1
330924,1,69,87
330924,1,70,1
330924,1,71,8
330924,1,82,3
330924,2,14,90
330924,2,16,1
330924,2,17,2
330924,2,19,13
330924,2,20,2
330924,2,24,1
330924,2,31,31
330924,2,40,2
330924,2,42,4
330924,2,46,3
330924,2,47,81
330924,2,50,1
330924,2,69,83
330924,2,71,6
330924,3,11,1
330924,3,13,2
330924,3,14,99
330924,3,16,1
330924,3,17,1
330924,3,19,6
330924,3,31,38
330924,3,40,7
330924,3,42,6
330924,3,46,1
330924,3,47,57
330924,3,50,2
330924,3,69,108
330924,3,70,1
330924,3,71,4
330924,4,13,1
330924,4,14,125
330924,4,17,1
330924,4,19,6
330924,4,31,28
330924,4,40,5
330924,4,42,6
330924,4,46,1
330924,4,47,68
330924,4,50,2
330924,4,69,123
330924,4,70,4
330924,4,82,2
330924,4,98,1
330924,5,11,1
330924,5,13,4
330924,5,14,130
330924,5,16,2
330924,5,17,1
330924,5,19,13
330924,5,31,45
330924,5,38,1
330924,5,40,8
330924,5,42,13
330924,5,47,110
330924,5,50,1
330924,5,69,121
330924,5,71,4
330924,5,82,1
330924,6,14,31
330924,6,16,9
330924,6,19,5
330924,6,20,2
330924,6,31,15
330924,6,37,8
330924,6,38,35
330924,6,46,3
330924,6,47,2
330924,6,69,3
330924,6,71,4
330924,6,74,1
330957,1,13,1
330957,1,14,57
330957,1,17,4
330957,1,19,3
330957,1,20,5
330957,1,31,78
330957,1,38,5
330957,1,40,6
330957,1,42,46
330957,1,46,13
330957,1,47,3
330957,1,48,2
330957,1,50,2
330957,1,51,1
330957,1,69,89
330957,1,70,1
330957,1,71,5
330957,1,82,7
330957,1,89,2
330957,2,14,60
330957,2,16,1
330957,2,17,5
330957,2,19,5
330957,2,20,1
330957,2,31,63
330957,2,37,7
330957,2,38,14
330957,2,40,6
330957,2,42,23
330957,2,46,17
330957,2,47,11
330957,2,48,2
330957,2,50,4
330957,2,51,1
330957,2,52,1
330957,2,67,1
330957,2,69,74
330957,2,71,8
330957,2,79,1
330957,2,82,6
330957,3,10,1
330957,3,14,57
330957,3,17,8
330957,3,19,6
330957,3,20,1
330957,3,31,68
330957,3,37,5
330957,3,38,13
330957,3,40,4
330957,3,42,31
330957,3,46,12
330957,3,47,7
330957,3,48,2
330957,3,50,5
330957,3,69,68
330957,3,71,4
330957,3,82,10
330957,3,84,2
330957,4,14,50
330957,4,17,9
330957,4,19,5
330957,4,31,61
330957,4,37,5
330957,4,38,6
330957,4,40,5
330957,4,42,30
330957,4,46,21
330957,4,47,12
330957,4,50,1
330957,4,51,1
330957,4,69,67
330957,4,70,2
330957,4,71,3
330957,4,79,1
330957,4,82,15
330957,4,84,2
330957,5,14,57
330957,5,17,11
330957,5,19,2
330957,5,31,52
330957,5,37,1
330957,5,38,1
330957,5,40,6
330957,5,42,33
330957,5,46,9
330957,5,47,4
330957,5,69,64
330957,5,71,2
330957,5,82,10
330957,5,83,1
330957,5,84,1
330978,1,8,3
330978,1,10,5
330978,1,13,1
330978,1,14,74
330978,1,16,4
330978,1,17,1
330978,1,19,10
330978,1,20,44
330978,1,21,79
330978,1,31,7
330978,1,38,3
330978,1,40,8
330978,1,42,4
330978,1,46,1
330978,1,47,16
330978,1,48,4
330978,1,51,1
330978,1,53,1
330978,1,66,1
330978,1,69,21
330978,1,70,1
330978,1,71,9
330978,1,74,1
330978,1,82,1
330978,1,84,10
330978,2,8,2
330978,2,10,4
330978,2,11,1
330978,2,13,2
330978,2,14,59
330978,2,16,3
330978,2,17,1
330978,2,18,1
330978,2,19,7
330978,2,21,32
330978,2,31,6
330978,2,38,6
330978,2,40,1
330978,2,42,1
330978,2,47,25
330978,2,53,1
330978,2,66,1
330978,2,69,23
330978,2,70,1
330978,2,71,2
330978,2,84,13
330978,3,10,7
330978,3,13,1
330978,3,14,47
330978,3,16,3
330978,3,17,2
330978,3,19,7
330978,3,20,6
330978,3,21,5
330978,3,31,7
330978,3,38,3
330978,3,46,1
330978,3,47,48
330978,3,48,5
330978,3,51,1
330978,3,53,1
330978,3,66,1
330978,3,69,22
330978,3,70,2
330978,3,71,7
330978,3,84,14
330978,4,8,3
330978,4,10,2
330978,4,14,60
330978,4,19,7
330978,4,20,5
330978,4,21,36
330978,4,31,6
330978,4,38,7
330978,4,40,3
330978,4,42,2
330978,4,46,1
330978,4,47,29
330978,4,48,2
330978,4,51,2
330978,4,60,1
330978,4,64,1
330978,4,66,1
330978,4,69,18
330978,4,70,2
330978,4,71,3
330978,4,74,2
330978,4,75,1
330978,4,84,9
330978,5,8,3
330978,5,10,8
330978,5,13,1
330978,5,14,61
330978,5,16,4
330978,5,17,1
330978,5,19,4
330978,5,20,4
330978,5,21,47
330978,5,31,14
330978,5,38,3
330978,5,40,5
330978,5,42,1
330978,5,46,1
330978,5,47,26
330978,5,48,1
330978,5,50,1
330978,5,51,2
330978,5,66,1
330978,5,69,9
330978,5,70,2
330978,5,71,2
330978,5,74,1
330978,5,84,9
330978,6,8,1
330978,6,10,3
330978,6,13,2
330978,6,14,73
330978,6,16,10
330978,6,17,8
330978,6,19,22
330978,6,20,34
330978,6,21,5
330978,6,31,70
330978,6,37,5
330978,6,38,52
330978,6,40,11
330978,6,42,8
330978,6,46,3
330978,6,47,76
330978,6,48,5
330978,6,50,1
330978,6,51,1
330978,6,66,2
330978,6,69,17
330978,6,70,3
330978,6,71,12
330978,6,74,1
330978,6,75,1
330978,6,84,9
330978,7,10,5
330978,7,14,34
330978,7,16,15
330978,7,17,9
330978,7,19,5
330978,7,20,21
330978,7,40,13
330978,7,46,3
330978,7,64,3
330978,7,70,1
330978,7,71,17
330978,7,75,1
330978,7,84,1
330978,7,98,1
331074,1,10,5
331074,1,14,24
331074,1,16,3
331074,1,17,1
331074,1,19,1
331074,1,20,25
331074,1,21,66
331074,1,31,5
331074,1,38,8
331074,1,40,4
331074,1,47,5
331074,1,48,1
331074,1,51,2
331074,1,66,1
331074,1,69,12
331074,1,71,10
331074,1,84,1
331074,2,10,4
331074,2,13,1
331074,2,14,60
331074,2,16,2
331074,2,17,1
331074,2,19,4
331074,2,20,7
331074,2,21,16
331074,2,31,1
331074,2,38,8
331074,2,40,5
331074,2,47,5
331074,2,48,1
331074,2,51,2
331074,2,66,5
331074,2,69,11
331074,2,70,3
331074,2,71,9
331074,2,82,1
331074,2,84,2
331074,3,11,1
331074,3,13,2
331074,3,14,12
331074,3,16,2
331074,3,17,1
331074,3,19,1
331074,3,21,7
331074,3,31,1
331074,3,38,5
331074,3,40,2
331074,3,47,5
331074,3,48,2
331074,3,51,3
331074,3,66,2
331074,3,69,6
331074,3,71,8
331074,3,82,1
331074,3,84,1
331074,4,10,2
331074,4,14,49
331074,4,16,1
331074,4,19,2
331074,4,20,8
331074,4,21,38
331074,4,31,1
331074,4,37,1
331074,4,38,10
331074,4,40,1
331074,4,47,7
331074,4,48,4
331074,4,51,1
331074,4,64,1
331074,4,69,6
331074,4,71,5
331074,4,84,8
331074,5,14,22
331074,5,16,1
331074,5,19,2
331074,5,20,1
331074,5,21,37
331074,5,31,2
331074,5,38,6
331074,5,47,10
331074,5,48,2
331074,5,51,5
331074,5,53,1
331074,5,66,2
331074,5,69,19
331074,5,71,1
331074,5,84,1
331074,6,11,1
331074,6,14,20
331074,6,16,6
331074,6,17,1
331074,6,19,2
331074,6,20,5
331074,6,31,1
331074,6,38,15
331074,6,40,11
331074,6,47,2
331074,6,66,10
331074,6,69,2
331074,6,70,2
331074,6,71,21
331074,6,74,2
331074,6,84,1
331074,7,13,7
331074,7,14,24
331074,7,17,11
331074,7,19,3
331074,7,20,9
331074,7,40,17
331074,7,48,1
331074,7,50,3
331074,7,51,1
331074,7,61,1
331074,7,66,4
331074,7,70,12
331074,7,71,45
331074,7,74,6
331261,1,13,1
331261,1,14,87
331261,1,16,13
331261,1,17,3
331261,1,19,1
331261,1,31,90
331261,1,47,9
331261,1,69,36
331261,1,74,3
331261,1,82,135
331261,1,84,2
331261,2,14,100
331261,2,16,25
331261,2,17,3
331261,2,31,107
331261,2,40,1
331261,2,46,1
331261,2,47,24
331261,2,69,64
331261,2,74,3
331261,2,82,163
331261,2,84,4
331261,3,14,96
331261,3,16,23
331261,3,17,5
331261,3,19,6
331261,3,20,2
331261,3,31,97
331261,3,40,1
331261,3,47,18
331261,3,69,70
331261,3,74,6
331261,3,82,171
331261,3,84,3
331261,4,14,91
331261,4,16,7
331261,4,17,4
331261,4,31,66
331261,4,40,1
331261,4,47,20
331261,4,69,65
331261,4,70,1
331261,4,74,1
331261,4,82,99
331261,5,14,78
331261,5,16,10
331261,5,19,2
331261,5,20,1
331261,5,31,94
331261,5,47,13
331261,5,51,1
331261,5,69,44
331261,5,70,1
331261,5,74,4
331261,5,82,122
331261,5,84,2
331261,7,14,1
331261,7,19,1
331261,7,46,1
331261,7,82,2
331356,1,10,1
331356,1,14,34
331356,1,16,28
331356,1,19,1
331356,1,20,32
331356,1,24,2
331356,1,31,9
331356,1,38,2
331356,1,40,3
331356,1,46,2
331356,1,47,1
331356,1,48,4
331356,1,51,3
331356,1,70,5
331356,1,71,4
331356,1,82,1
331356,2,10,1
331356,2,13,2
331356,2,14,30
331356,2,16,13
331356,2,19,1
331356,2,20,23
331356,2,24,2
331356,2,31,16
331356,2,37,3
331356,2,38,5
331356,2,40,7
331356,2,46,3
331356,2,47,1
331356,2,51,1
331356,2,70,1
331356,2,71,6
331356,2,74,2
331356,2,82,3
331356,2,83,3
331356,2,84,5
331356,3,10,1
331356,3,13,1
331356,3,14,34
331356,3,16,12
331356,3,17,1
331356,3,19,1
331356,3,20,19
331356,3,31,19
331356,3,38,2
331356,3,40,10
331356,3,45,1
331356,3,46,3
331356,3,48,3
331356,3,51,2
331356,3,53,1
331356,3,60,1
331356,3,61,2
331356,3,64,1
331356,3,71,3
331356,3,74,1
331356,3,83,1
331356,3,84,2
331356,4,10,1
331356,4,14,50
331356,4,16,22
331356,4,19,3
331356,4,20,33
331356,4,24,2
331356,4,31,12
331356,4,40,6
331356,4,45,6
331356,4,46,2
331356,4,47,4
331356,4,50,1
331356,4,51,1
331356,4,70,2
331356,4,71,6
331356,4,74,2
331356,4,83,3
331356,4,84,1
331356,5,10,2
331356,5,13,3
331356,5,14,57
331356,5,16,18
331356,5,17,1
331356,5,19,1
331356,5,20,50
331356,5,24,1
331356,5,31,17
331356,5,38,2
331356,5,40,12
331356,5,46,3
331356,5,47,4
331356,5,48,1
331356,5,51,1
331356,5,70,2
331356,5,71,2
331356,5,82,1
331356,5,83,7
331356,5,84,4
331356,6,10,1
331356,6,13,2
331356,6,14,63
331356,6,16,22
331356,6,17,8
331356,6,19,5
331356,6,20,25
331356,6,31,5
331356,6,37,1
331356,6,38,31
331356,6,40,25
331356,6,46,6
331356,6,47,10
331356,6,48,9
331356,6,51,3
331356,6,53,1
331356,6,66,1
331356,6,70,1
331356,6,71,13
331356,6,74,6
331356,6,75,1
331356,6,83,19
331356,6,84,3
331794,1,13,2
331794,1,14,16
331794,1,16,4
331794,1,17,3
331794,1,19,2
331794,1,20,17
331794,1,21,1
331794,1,24,3
331794,1,37,52
331794,1,38,59
331794,1,40,6
331794,1,70,5
331794,1,71,1
331794,1,82,2
331794,2,13,2
331794,2,14,14
331794,2,16,22
331794,2,17,3
331794,2,19,13
331794,2,20,15
331794,2,21,20
331794,2,24,1
331794,2,37,125
331794,2,38,148
331794,2,40,12
331794,2,46,7
331794,2,48,1
331794,2,50,1
331794,2,53,2
331794,2,69,2
331794,2,70,18
331794,2,71,21
331794,2,74,6
331794,2,82,4
331794,3,10,1
331794,3,13,1
331794,3,14,45
331794,3,16,32
331794,3,19,7
331794,3,20,18
331794,3,24,1
331794,3,37,89
331794,3,38,117
331794,3,40,14
331794,3,46,2
331794,3,50,1
331794,3,53,2
331794,3,69,1
331794,3,70,13
331794,3,71,13
331794,3,74,3
331794,3,82,9
331794,4,10,2
331794,4,13,1
331794,4,14,26
331794,4,16,27
331794,4,17,5
331794,4,18,1
331794,4,19,13
331794,4,20,21
331794,4,21,12
331794,4,37,89
331794,4,38,119
331794,4,39,9
331794,4,40,24
331794,4,46,2
331794,4,48,2
331794,4,51,1
331794,4,53,5
331794,4,70,6
331794,4,71,19
331794,4,74,3
331794,4,82,3
331794,5,10,2
331794,5,11,1
331794,5,14,42
331794,5,16,21
331794,5,17,7
331794,5,18,1
331794,5,19,6
331794,5,20,26
331794,5,21,21
331794,5,24,1
331794,5,37,118
331794,5,38,140
331794,5,40,19
331794,5,42,1
331794,5,46,8
331794,5,48,4
331794,5,51,1
331794,5,53,4
331794,5,70,12
331794,5,71,21
331794,5,74,7
331794,5,82,4
331794,6,14,6
331794,6,20,2
331794,6,37,2
331794,6,38,9
331794,6,40,4
331794,6,71,5
331829,1,9,1
331829,1,10,1
331829,1,13,12
331829,1,14,46
331829,1,17,3
331829,1,19,2
331829,1,31,80
331829,1,40,3
331829,1,42,24
331829,1,46,2
331829,1,47,2
331829,1,50,2
331829,1,51,14
331829,1,69,32
331829,1,70,3
331829,1,71,1
331829,1,74,1
331829,1,82,10
331829,1,84,1
331829,1,89,17
331829,2,11,2
331829,2,13,8
331829,2,14,46
331829,2,17,7
331829,2,19,4
331829,2,31,76
331829,2,40,3
331829,2,42,18
331829,2,46,3
331829,2,47,1
331829,2,48,2
331829,2,51,12
331829,2,69,34
331829,2,70,3
331829,2,71,2
331829,2,82,16
331829,2,89,24
331829,3,9,1
331829,3,11,2
331829,3,13,8
331829,3,14,26
331829,3,17,2
331829,3,31,46
331829,3,40,2
331829,3,42,10
331829,3,47,1
331829,3,48,1
331829,3,51,6
331829,3,69,18
331829,3,71,2
331829,3,82,9
331829,3,89,11
331829,4,13,1
331829,4,14,40
331829,4,17,3
331829,4,19,1
331829,4,20,1
331829,4,31,36
331829,4,40,2
331829,4,42,2
331829,4,46,1
331829,4,47,1
331829,4,51,4
331829,4,67,1
331829,4,69,21
331829,4,71,3
331829,4,82,6
331829,4,84,1
331829,4,89,10
331829,5,13,5
331829,5,14,44
331829,5,17,1
331829,5,31,29
331829,5,42,3
331829,5,47,1
331829,5,51,4
331829,5,69,11
331829,5,71,1
331829,5,82,4
331829,5,89,5
331829,6,10,2
331829,6,11,13
331829,6,13,32
331829,6,14,76
331829,6,17,41
331829,6,19,14
331829,6,27,1
331829,6,31,37
331829,6,37,5
331829,6,38,27
331829,6,40,60
331829,6,42,2
331829,6,46,7
331829,6,47,39
331829,6,48,1
331829,6,50,2
331829,6,51,6
331829,6,60,1
331829,6,61,4
331829,6,64,3
331829,6,69,17
331829,6,70,5
331829,6,71,23
331829,6,82,20
331829,6,83,31
331829,6,84,2
331829,6,89,6
331829,7,9,10
331829,7,11,2
331829,7,13,23
331829,7,14,68
331829,7,17,33
331829,7,19,8
331829,7,20,5
331829,7,40,56
331829,7,46,13
331829,7,48,1
331829,7,50,6
331829,7,51,1
331829,7,64,5
331829,7,70,4
331829,7,71,23
331829,7,74,1
331829,7,82,8
331829,7,83,10
331829,7,89,3
332944,1,8,2
332944,1,10,2
332944,1,14,61
332944,1,16,29
332944,1,17,4
332944,1,18,9
332944,1,19,2
332944,1,20,13
332944,1,21,3
332944,1,31,29
332944,1,38,3
332944,1,42,1
332944,1,46,1
332944,1,47,6
332944,1,48,1
332944,1,50,1
332944,1,51,1
332944,1,66,2
332944,1,69,6
332944,1,70,2
332944,1,71,8
332944,1,72,1
332944,1,74,1
332944,1,77,2
332944,1,82,15
332944,1,83,1
332944,1,84,1
332944,1,89,1
332944,2,10,4
332944,2,14,55
332944,2,16,22
332944,2,17,2
332944,2,18,3
332944,2,19,10
332944,2,20,19
332944,2,21,4
332944,2,31,31
332944,2,38,3
332944,2,46,1
332944,2,47,8
332944,2,51,3
332944,2,53,2
332944,2,64,1
332944,2,69,9
332944,2,70,6
332944,2,71,12
332944,2,82,15
332944,2,84,4
332944,3,8,6
332944,3,10,1
332944,3,13,1
332944,3,14,48
332944,3,16,12
332944,3,18,1
332944,3,19,3
332944,3,20,14
332944,3,21,2
332944,3,31,23
332944,3,38,5
332944,3,40,1
332944,3,46,6
332944,3,47,4
332944,3,50,1
332944,3,51,6
332944,3,53,1
332944,3,64,5
332944,3,66,6
332944,3,69,12
332944,3,70,2
332944,3,71,11
332944,3,74,1
332944,3,77,5
332944,3,82,17
332944,3,84,3
332944,4,4,1
332944,4,8,3
332944,4,10,2
332944,4,13,1
332944,4,14,45
332944,4,16,20
332944,4,17,5
332944,4,18,4
332944,4,19,13
332944,4,20,14
332944,4,21,13
332944,4,31,14
332944,4,38,2
332944,4,40,1
332944,4,46,7
332944,4,47,3
332944,4,48,2
332944,4,51,4
332944,4,64,1
332944,4,66,4
332944,4,69,7
332944,4,70,1
332944,4,71,11
332944,4,74,4
332944,4,77,3
332944,4,82,15
332944,4,83,2
332944,4,84,1
332944,4,98,1
332944,5,8,1
332944,5,10,5
332944,5,13,2
332944,5,14,55
332944,5,16,24
332944,5,17,2
332944,5,18,9
332944,5,19,7
332944,5,20,13
332944,5,21,5
332944,5,31,32
332944,5,38,3
332944,5,40,2
332944,5,46,8
332944,5,47,10
332944,5,48,1
332944,5,51,3
332944,5,61,1
332944,5,64,2
332944,5,66,1
332944,5,69,7
332944,5,70,3
332944,5,71,12
332944,5,74,3
332944,5,77,5
332944,5,79,1
332944,5,82,13
332944,5,83,1
332944,5,84,2
332944,6,8,2
332944,6,10,2
332944,6,14,86
332944,6,16,36
332944,6,17,1
332944,6,19,15
332944,6,20,36
332944,6,23,2
332944,6,31,44
332944,6,37,3
332944,6,38,28
332944,6,40,9
332944,6,46,20
332944,6,48,2
332944,6,51,1
332944,6,64,1
332944,6,66,3
332944,6,67,1
332944,6,69,9
332944,6,70,9
332944,6,71,28
332944,6,74,11
332944,6,77,9
332944,6,82,24
332944,6,83,2
332944,7,14,25
332944,7,16,3
332944,7,17,1
332944,7,19,1
332944,7,20,1
332944,7,40,6
332944,7,46,2
332944,7,70,1
332944,7,71,2
341171,1,11,4
341171,1,13,3
341171,1,14,134
341171,1,16,35
341171,1,17,15
341171,1,19,5
341171,1,20,35
341171,1,21,57
341171,1,23,2
341171,1,37,19
341171,1,38,102
341171,1,40,7
341171,1,43,5
341171,1,46,1
341171,1,48,5
341171,1,53,2
341171,1,69,68
341171,1,70,7
341171,1,71,15
341171,2,11,7
341171,2,13,3
341171,2,14,167
341171,2,16,53
341171,2,17,19
341171,2,19,8
341171,2,20,55
341171,2,21,33
341171,2,23,2
341171,2,37,12
341171,2,38,101
341171,2,40,5
341171,2,43,10
341171,2,48,4
341171,2,50,2
341171,2,51,2
341171,2,53,1
341171,2,69,61
341171,2,70,7
341171,2,71,12
341171,3,11,2
341171,3,14,120
341171,3,16,47
341171,3,17,13
341171,3,19,6
341171,3,20,38
341171,3,21,4
341171,3,23,3
341171,3,37,18
341171,3,38,103
341171,3,40,4
341171,3,43,15
341171,3,48,8
341171,3,50,2
341171,3,53,2
341171,3,69,76
341171,3,70,7
341171,3,71,8
341171,4,11,1
341171,4,13,1
341171,4,14,122
341171,4,16,37
341171,4,17,9
341171,4,19,12
341171,4,20,36
341171,4,21,40
341171,4,31,1
341171,4,37,27
341171,4,38,84
341171,4,40,9
341171,4,43,10
341171,4,48,5
341171,4,61,1
341171,4,69,60
341171,4,70,4
341171,4,71,9
341171,5,11,7
341171,5,13,2
341171,5,14,152
341171,5,16,44
341171,5,17,24
341171,5,19,11
341171,5,20,45
341171,5,21,41
341171,5,23,1
341171,5,31,1
341171,5,37,22
341171,5,38,90
341171,5,40,3
341171,5,43,12
341171,5,48,7
341171,5,50,1
341171,5,51,1
341171,5,69,74
341171,5,70,3
341171,5,71,12
341171,6,14,5
341171,6,16,3
341171,6,20,5
341171,6,37,4
341171,6,38,33
341171,6,40,5
341171,6,48,1
341171,6,69,4
341171,6,70,1
341171,6,71,4
341240,1,14,106
341240,1,17,4
341240,1,19,3
341240,1,20,1
341240,1,31,74
341240,1,40,3
341240,1,42,68
341240,1,46,1
