issuer_code,day_week,violation_category,count
345238,3,4,21
345238,3,5,114
345238,4,1,167
345238,4,2,234
345238,4,3,119
345238,4,4,11
345238,4,5,92
345238,5,1,220
345238,5,2,279
345238,5,3,174
345238,5,4,26
345238,5,5,130
345238,6,1,93
345238,6,2,227
345238,6,3,63
345238,6,4,13
345238,6,5,87
345238,7,2,137
345238,7,3,6
345238,7,5,12
345275,1,2,372
345275,1,3,163
345275,1,5,112
345275,2,1,2
345275,2,2,458
345275,2,3,172
345275,2,5,133
345275,3,2,371
345275,3,3,179
345275,3,5,128
345275,4,1,3
345275,4,2,434
345275,4,3,238
345275,4,5,151
345275,5,1,1
345275,5,2,437
345275,5,3,230
345275,5,5,140
345275,6,1,2
345275,6,2,338
345275,6,3,153
345275,6,4,1
345275,6,5,151
345275,7,2,641
345275,7,3,163
345275,7,5,37
345331,1,1,262
345331,1,2,232
345331,1,3,36
345331,1,5,60
345331,1,6,2
345331,2,1,253
345331,2,2,199
345331,2,3,31
345331,2,5,49
345331,2,6,3
345331,3,1,216
345331,3,2,177
345331,3,3,34
345331,3,5,97
345331,3,6,7
345331,4,1,308
345331,4,2,203
345331,4,3,44
345331,4,5,83
345331,4,6,7
345331,5,1,316
345331,5,2,193
345331,5,3,50
345331,5,5,74
345331,5,6,10
345331,6,1,214
345331,6,2,182
345331,6,3,33
345331,6,5,120
345331,6,6,6
345331,7,2,111
345331,7,3,19
345331,7,5,79
345331,7,6,4
345536,1,1,6
345536,1,2,117
345536,1,3,20
345536,1,4,1
345536,1,5,35
345536,2,1,5
345536,2,2,154
345536,2,3,26
345536,2,4,1
345536,2,5,14
345536,3,1,1
345536,3,2,168
345536,3,3,26
345536,3,4,3
345536,3,5,12
345536,4,1,4
345536,4,2,169
345536,4,3,35
345536,4,5,23
345536,5,1,1
345536,5,2,222
345536,5,3,47
345536,5,5,23
345536,6,1,1
345536,6,2,276
345536,6,3,57
345536,6,4,1
345536,6,5,26
345536,7,2,85
345536,7,3,23
345536,7,5,1
345560,1,1,315
345560,1,2,286
345560,1,3,90
345560,1,5,34
345560,2,1,398
345560,2,2,283
345560,2,3,148
345560,2,5,41
345560,3,1,133
345560,3,2,291
345560,3,3,64
345560,3,5,49
345560,4,1,281
345560,4,2,229
345560,4,3,116
345560,4,5,37
345560,5,1,281
345560,5,2,290
345560,5,3,112
345560,5,5,54
345560,6,1,83
345560,6,2,183
345560,6,3,29
345560,6,5,53
346105,1,1,508
346105,1,2,371
346105,1,3,90
346105,1,4,14
346105,1,5,99
346105,2,1,559
346105,2,2,381
346105,2,3,121
346105,2,4,23
346105,2,5,158
346105,3,1,118
346105,3,2,368
346105,3,3,73
346105,3,4,14
346105,3,5,158
346105,4,1,415
346105,4,2,344
346105,4,3,109
346105,4,4,16
346105,4,5,99
346105,5,1,518
346105,5,2,430
346105,5,3,103
346105,5,4,34
346105,5,5,121
346105,6,1,127
346105,6,2,335
346105,6,3,45
346105,6,4,1
346105,6,5,169
346105,6,6,1
346105,7,2,27
346105,7,3,5
346105,7,5,3
346109,1,2,430
346109,1,3,111
346109,1,4,4
346109,1,5,102
346109,2,2,490
346109,2,3,111
346109,2,4,3
346109,2,5,118
346109,3,2,361
346109,3,3,99
346109,3,4,5
346109,3,5,88
346109,3,6,1
346109,4,2,456
346109,4,3,108
346109,4,4,4
346109,4,5,91
346109,5,2,395
346109,5,3,108
346109,5,4,2
346109,5,5,90
346109,5,6,2
346109,6,2,104
346109,6,3,30
346109,6,5,44
346330,1,1,18
346330,1,2,733
346330,1,3,56
346330,1,4,1
346330,1,5,38
346330,1,6,1
346330,2,1,15
346330,2,2,816
346330,2,3,74
346330,2,5,57
346330,2,6,2
346330,3,2,625
346330,3,3,60
346330,3,5,45
346330,3,6,4
346330,4,1,19
346330,4,2,410
346330,4,3,34
346330,4,5,25
346330,5,1,24
346330,5,2,635
346330,5,3,50
346330,5,5,34
346330,6,1,115
346330,6,2,598
346330,6,3,40
346330,6,5,114
346330,7,2,100
346330,7,3,9
346330,7,5,3
346346,1,1,94
346346,1,2,578
346346,1,3,100
346346,1,4,92
346346,1,5,174
346346,2,1,72
346346,2,2,562
346346,2,3,98
346346,2,4,63
346346,2,5,148
346346,3,1,1
346346,3,2,525
346346,3,3,79
346346,3,4,72
346346,3,5,175
346346,4,1,93
346346,4,2,578
346346,4,3,87
346346,4,4,87
346346,4,5,197
346346,5,1,114
346346,5,2,578
346346,5,3,100
346346,5,4,85
346346,5,5,191
346346,6,1,3
346346,6,2,152
346346,6,3,33
346346,6,4,26
346346,6,5,100
346346,7,2,165
346346,7,3,17
346346,7,5,19
346381,1,2,463
346381,1,3,33
346381,1,4,55
346381,1,5,163
346381,1,6,1
346381,2,2,365
346381,2,3,35
346381,2,4,39
346381,2,5,116
346381,2,6,1
346381,3,2,307
346381,3,3,29
346381,3,4,39
346381,3,5,134
346381,4,2,348
346381,4,3,42
346381,4,4,36
346381,4,5,93
346381,4,6,1
346381,5,2,396
346381,5,3,22
346381,5,4,36
346381,5,5,106
346381,6,1,17
346381,6,2,314
346381,6,3,18
346381,6,4,58
346381,6,5,139
346381,6,6,16
346381,7,2,587
346381,7,3,42
346381,7,5,58
346409,1,1,11
346409,1,2,306
346409,1,3,70
346409,1,4,4
346409,1,5,144
346409,2,1,7
346409,2,2,300
346409,2,3,78
346409,2,5,146
346409,3,1,5
346409,3,2,283
346409,3,3,99
346409,3,4,7
346409,3,5,133
346409,4,1,4
346409,4,2,335
346409,4,3,79
346409,4,4,7
346409,4,5,151
346409,5,1,6
346409,5,2,346
346409,5,3,117
346409,5,4,10
346409,5,5,172
346409,6,2,49
346409,6,3,11
346409,6,5,15
347489,1,1,478
347489,1,2,637
347489,1,3,30
347489,1,4,10
347489,1,5,46
347489,2,1,575
347489,2,2,472
347489,2,3,28
347489,2,4,2
347489,2,5,41
347489,3,1,137
347489,3,2,487
347489,3,3,18
347489,3,4,10
347489,3,5,43
347489,4,1,425
347489,4,2,500
347489,4,3,30
347489,4,4,5
347489,4,5,45
347489,5,1,553
347489,5,2,466
347489,5,3,24
347489,5,4,2
347489,5,5,36
347489,6,1,229
347489,6,2,525
347489,6,3,21
347489,6,4,4
347489,6,5,155
347489,7,2,766
347489,7,3,42
347489,7,5,51
347593,1,1,329
347593,1,2,362
347593,1,3,43
347593,1,4,2
347593,1,5,38
347593,2,1,319
347593,2,2,276
347593,2,3,51
347593,2,4,10
347593,2,5,49
347593,3,1,49
347593,3,2,345
347593,3,3,40
347593,3,4,2
347593,3,5,47
347593,4,1,283
347593,4,2,307
347593,4,3,59
347593,4,4,6
347593,4,5,62
347593,5,1,386
347593,5,2,331
347593,5,3,48
347593,5,4,3
347593,5,5,22
347593,6,1,31
347593,6,2,244
347593,6,3,30
347593,6,5,50
347674,1,1,214
347674,1,2,206
347674,1,3,31
347674,1,5,41
347674,2,1,231
347674,2,2,299
347674,2,3,48
347674,2,5,45
347674,3,1,210
347674,3,2,151
347674,3,3,21
347674,3,5,28
347674,4,1,243
347674,4,2,219
347674,4,3,35
347674,4,5,70
347674,5,1,318
347674,5,2,217
347674,5,3,26
347674,5,5,19
347674,6,1,305
347674,6,2,178
347674,6,3,15
347674,6,5,70
347674,7,2,390
347674,7,3,33
347674,7,5,60
347687,1,1,1
347687,1,2,774
347687,1,3,108
347687,1,5,43
347687,2,1,9
347687,2,2,903
347687,2,3,212
347687,2,5,54
347687,3,2,724
347687,3,3,143
347687,3,5,51
347687,4,1,3
347687,4,2,817
347687,4,3,133
347687,4,5,49
347687,5,1,8
347687,5,2,885
347687,5,3,140
347687,5,5,59
347687,6,2,399
347687,6,3,152
347687,6,5,69
347687,7,2,141
347687,7,3,10
347687,7,5,59
348520,1,2,463
348520,1,3,26
348520,1,4,1
348520,1,5,42
348520,2,2,342
348520,2,3,25
348520,2,5,47
348520,3,2,234
348520,3,3,19
348520,3,4,1
348520,3,5,25
348520,4,2,328
348520,4,3,26
348520,4,5,50
348520,5,2,443
348520,5,3,24
348520,5,5,38
348566,1,2,373
348566,1,3,50
348566,1,4,2
348566,1,5,63
348566,2,2,501
348566,2,3,84
348566,2,4,2
348566,2,5,82
348566,2,6,1
348566,3,2,412
348566,3,3,81
348566,3,4,2
348566,3,5,60
348566,4,2,404
348566,4,3,68
348566,4,4,4
348566,4,5,57
348566,4,6,2
348566,5,2,434
348566,5,3,110
348566,5,4,4
348566,5,5,81
348566,6,2,54
348566,6,3,27
348566,6,4,1
348566,6,5,12
349481,1,1,15
349481,1,2,645
349481,1,3,92
349481,1,4,61
349481,1,5,167
349481,2,1,23
349481,2,2,591
349481,2,3,92
349481,2,4,77
349481,2,5,161
349481,3,2,546
349481,3,3,62
349481,3,4,71
349481,3,5,138
349481,4,1,17
349481,4,2,542
349481,4,3,67
349481,4,4,48
349481,4,5,148
349481,5,1,24
349481,5,2,546
349481,5,3,79
349481,5,4,61
349481,5,5,168
349481,6,1,2
349481,6,2,180
349481,6,3,13
349481,6,4,17
349481,6,5,55
349481,7,2,139
349481,7,3,12
349481,7,5,10
349538,1,1,35
349538,1,2,613
349538,1,3,13
349538,1,4,32
349538,1,5,133
349538,2,1,21
349538,2,2,531
349538,2,3,23
349538,2,4,32
349538,2,5,109
349538,3,2,509
349538,3,3,32
349538,3,4,26
349538,3,5,84
349538,4,1,15
349538,4,2,373
349538,4,3,24
349538,4,4,21
349538,4,5,85
349538,5,1,27
349538,5,2,400
349538,5,3,19
349538,5,4,19
349538,5,5,72
349538,6,2,148
349538,6,3,14
349538,6,4,20
349538,6,5,203
349538,7,2,42
349538,7,3,6
349538,7,5,34
349570,1,1,577
349570,1,2,419
349570,1,3,102
349570,1,4,8
349570,1,5,168
349570,2,1,668
349570,2,2,301
349570,2,3,80
349570,2,4,3
349570,2,5,111
349570,2,6,1
349570,3,1,365
349570,3,2,216
349570,3,3,73
349570,3,4,3
349570,3,5,59
349570,3,6,1
349570,4,1,501
349570,4,2,311
349570,4,3,89
349570,4,4,6
349570,4,5,68
349570,5,1,762
349570,5,2,378
349570,5,3,119
349570,5,4,4
349570,5,5,110
349570,5,6,2
349570,6,1,550
349570,6,2,259
349570,6,3,83
349570,6,4,9
349570,6,5,194
349576,1,2,152
349576,1,3,19
349576,1,4,128
349576,1,5,239
349576,1,6,1
349576,2,2,287
349576,2,3,56
349576,2,4,168
349576,2,5,237
349576,2,6,4
349576,3,2,216
349576,3,3,44
349576,3,4,159
349576,3,5,272
349576,3,6,7
349576,4,2,172
349576,4,3,37
349576,4,4,143
349576,4,5,214
349576,4,6,3
349576,5,2,227
349576,5,3,31
349576,5,4,157
349576,5,5,304
349576,5,6,4
349576,6,2,82
349576,6,3,22
349576,6,4,101
349576,6,5,390
349576,6,6,1
349576,7,2,56
349576,7,5,14
349850,1,1,507
349850,1,2,161
349850,1,3,43
349850,1,5,87
349850,1,6,3
349850,2,1,491
349850,2,2,198
349850,2,3,50
349850,2,5,85
349850,2,6,4
349850,3,1,378
349850,3,2,179
349850,3,3,80
349850,3,5,85
349850,3,6,10
349850,4,1,439
349850,4,2,188
349850,4,3,53
349850,4,5,81
349850,4,6,6
349850,5,1,517
349850,5,2,180
349850,5,3,74
349850,5,4,1
349850,5,5,74
349850,5,6,5
349850,6,1,292
349850,6,2,206
349850,6,3,44
349850,6,5,171
349850,6,6,11
350401,1,1,1
350401,1,2,536
350401,1,3,100
350401,1,4,4
350401,1,5,114
350401,1,6,1
350401,2,1,4
350401,2,2,549
350401,2,3,101
350401,2,4,1
350401,2,5,113
350401,2,6,1
350401,3,2,513
350401,3,3,80
350401,3,4,5
350401,3,5,95
350401,3,6,1
350401,4,1,3
350401,4,2,459
350401,4,3,66
350401,4,4,2
350401,4,5,95
350401,4,6,1
350401,5,1,2
350401,5,2,492
350401,5,3,76
350401,5,4,3
350401,5,5,62
350401,5,6,1
350401,6,1,4
350401,6,2,276
350401,6,3,48
350401,6,5,46
350407,1,1,23
350407,1,2,449
350407,1,3,151
350407,1,4,1
350407,1,5,142
350407,1,6,4
350407,2,1,45
350407,2,2,415
350407,2,3,116
350407,2,4,2
350407,2,5,146
350407,2,6,5
350407,3,2,342
350407,3,3,119
350407,3,4,1
350407,3,5,124
350407,3,6,10
350407,4,1,33
350407,4,2,350
350407,4,3,137
350407,4,4,1
350407,4,5,152
350407,4,6,14
350407,5,1,43
350407,5,2,379
350407,5,3,112
350407,5,4,1
350407,5,5,156
350407,5,6,15
350407,6,1,2
350407,6,2,296
350407,6,3,116
350407,6,5,92
350407,7,2,32
350407,7,3,2
350407,7,5,5
350423,1,2,242
350423,1,3,27
350423,1,5,395
350423,2,1,17
350423,2,2,227
350423,2,3,29
350423,2,5,340
350423,3,2,205
350423,3,3,29
350423,3,5,362
350423,4,2,175
350423,4,3,15
350423,4,5,343
350423,5,2,201
350423,5,3,35
350423,5,5,386
350423,6,1,1
350423,6,2,262
350423,6,3,19
350423,6,5,523
350424,1,1,2
350424,1,2,461
350424,1,3,52
350424,1,5,63
350424,1,6,29
350424,2,2,469
350424,2,3,55
350424,2,4,1
350424,2,5,59
350424,2,6,30
350424,3,1,1
350424,3,2,330
350424,3,3,37
350424,3,4,1
350424,3,5,66
350424,3,6,15
350424,4,2,346
350424,4,3,52
350424,4,4,1
350424,4,5,64
350424,4,6,23
350424,5,1,7
350424,5,2,487
350424,5,3,51
350424,5,4,1
350424,5,5,69
350424,5,6,46
350424,6,1,11
350424,6,2,105
350424,6,3,5
350424,6,5,17
350424,6,6,1
350425,1,1,206
350425,1,2,146
350425,1,3,90
350425,1,5,102
350425,1,6,10
350425,2,1,161
350425,2,2,150
350425,2,3,71
350425,2,4,7
350425,2,5,84
350425,2,6,15
350425,3,1,93
350425,3,2,161
350425,3,3,83
350425,3,4,1
350425,3,5,110
350425,3,6,12
350425,4,1,160
350425,4,2,159
350425,4,3,92
350425,4,4,2
350425,4,5,116
350425,4,6,9
350425,5,1,104
350425,5,2,135
350425,5,3,94
350425,5,5,92
350425,5,6,9
350425,6,1,97
350425,6,2,62
350425,6,3,13
350425,6,5,75
350425,6,6,2
350425,7,2,19
350425,7,3,6
350425,7,5,6
350425,7,6,2
350433,1,1,319
350433,1,2,312
350433,1,3,36
350433,1,4,2
350433,1,5,108
350433,2,1,386
350433,2,2,317
350433,2,3,64
350433,2,5,165
350433,3,1,379
350433,3,2,293
350433,3,3,30
350433,3,4,1
350433,3,5,148
350433,4,1,326
350433,4,2,273
350433,4,3,89
350433,4,4,2
350433,4,5,188
350433,5,1,355
350433,5,2,278
350433,5,3,35
350433,5,5,135
350433,6,1,298
350433,6,2,162
350433,6,3,13
350433,6,4,1
350433,6,5,140
350433,7,2,354
350433,7,3,34
350433,7,5,62
350439,1,1,6
350439,1,2,183
350439,1,3,20
350439,1,4,2
350439,1,5,147
350439,2,1,4
350439,2,2,175
350439,2,3,14
350439,2,5,150
350439,3,2,216
350439,3,3,16
350439,3,4,1
350439,3,5,113
350439,3,6,1
350439,4,1,18
350439,4,2,193
350439,4,3,21
350439,4,5,117
350439,5,2,183
350439,5,3,27
350439,5,4,1
350439,5,5,143
350439,6,2,16
350439,6,3,3
350439,6,5,32
351239,1,2,300
351239,1,3,150
351239,1,4,4
351239,1,5,47
351239,1,6,2
351239,2,2,324
351239,2,3,178
351239,2,4,1
351239,2,5,46
351239,2,6,4
351239,3,2,280
351239,3,3,154
351239,3,4,1
351239,3,5,29
351239,3,6,4
351239,4,2,274
351239,4,3,182
351239,4,4,4
351239,4,5,23
351239,4,6,4
351239,5,2,252
351239,5,3,166
351239,5,4,7
351239,5,5,49
351239,5,6,3
351239,6,1,9
351239,6,2,101
351239,6,3,61
351239,6,4,5
351239,6,5,48
351239,7,2,126
351239,7,3,37
351239,7,5,4
351274,1,2,803
351274,1,3,120
351274,1,4,3
351274,1,5,95
351274,2,2,600
351274,2,3,108
351274,2,4,2
351274,2,5,55
351274,3,2,749
351274,3,3,176
351274,3,4,2
351274,3,5,93
351274,4,1,12
351274,4,2,727
351274,4,3,154
351274,4,4,3
351274,4,5,85
351274,5,1,5
351274,5,2,833
351274,5,3,174
351274,5,4,4
351274,5,5,100
351274,6,2,286
351274,6,3,78
351274,6,4,1
351274,6,5,36
351274,7,2,141
351274,7,3,29
351274,7,5,3
351280,1,1,227
351280,1,2,292
351280,1,3,108
351280,1,4,1
351280,1,5,27
351280,1,6,4
351280,2,1,268
351280,2,2,234
351280,2,3,106
351280,2,4,2
351280,2,5,51
351280,2,6,16
351280,3,1,17
351280,3,2,396
351280,3,3,122
351280,3,5,58
351280,3,6,16
351280,4,1,284
351280,4,2,265
351280,4,3,103
351280,4,5,41
351280,4,6,7
351280,5,1,215
351280,5,2,327
351280,5,3,128
351280,5,4,1
351280,5,5,57
351280,5,6,35
351280,6,1,57
351280,6,2,361
351280,6,3,45
351280,6,4,1
351280,6,5,85
351280,6,6,14
351919,1,2,370
351919,1,3,33
351919,1,4,141
351919,1,5,205
351919,1,6,1
351919,2,2,356
351919,2,3,51
351919,2,4,132
351919,2,5,211
351919,2,6,1
351919,3,2,295
351919,3,3,30
351919,3,4,93
351919,3,5,171
351919,4,2,315
351919,4,3,36
351919,4,4,159
351919,4,5,181
351919,4,6,1
351919,5,2,272
351919,5,3,36
351919,5,4,139
351919,5,5,169
351919,6,1,1
351919,6,2,78
351919,6,3,27
351919,6,4,54
351919,6,5,93
351929,1,2,404
351929,1,3,31
351929,1,4,46
351929,1,5,138
351929,2,2,305
351929,2,3,36
351929,2,4,40
351929,2,5,111
351929,3,2,385
351929,3,3,35
351929,3,4,34
351929,3,5,105
351929,4,2,400
351929,4,3,67
351929,4,4,57
351929,4,5,150
351929,5,2,410
351929,5,3,41
351929,5,4,62
351929,5,5,147
351929,5,6,1
351929,6,2,383
351929,6,3,25
351929,6,4,100
351929,6,5,245
351929,7,2,558
351929,7,3,21
351929,7,5,124
351995,1,1,65
351995,1,2,553
351995,1,3,95
351995,1,4,16
351995,1,5,104
351995,1,6,2
351995,2,1,40
