issuer_code,type_day,violation_code,count
355057,Week,10,19
355057,Week,13,47
355057,Week,14,576
355057,Week,16,46
355057,Week,17,47
355057,Week,19,26
355057,Week,20,120
355057,Week,21,1
355057,Week,24,1
355057,Week,31,195
355057,Week,37,31
355057,Week,38,26
355057,Week,40,43
355057,Week,42,96
355057,Week,46,47
355057,Week,47,81
355057,Week,48,51
355057,Week,50,1
355057,Week,51,14
355057,Week,53,22
355057,Week,64,1
355057,Week,69,152
355057,Week,70,10
355057,Week,71,19
355057,Week,73,4
355057,Week,74,2
355057,Week,81,2
355057,Week,82,3
355057,Week,84,34
355057,Week,98,1
355057,Weekend,10,2
355057,Weekend,13,10
355057,Weekend,14,42
355057,Weekend,16,11
355057,Weekend,17,3
355057,Weekend,19,11
355057,Weekend,20,23
355057,Weekend,21,24
355057,Weekend,31,27
355057,Weekend,37,1
355057,Weekend,38,6
355057,Weekend,40,3
355057,Weekend,42,1
355057,Weekend,46,10
355057,Weekend,47,12
355057,Weekend,48,2
355057,Weekend,50,1
355057,Weekend,51,1
355057,Weekend,53,3
355057,Weekend,60,1
355057,Weekend,64,2
355057,Weekend,69,8
355057,Weekend,70,3
355057,Weekend,71,8
355057,Weekend,81,1
355057,Weekend,84,6
355135,Week,10,1
355135,Week,13,2
355135,Week,14,145
355135,Week,16,20
355135,Week,17,15
355135,Week,19,64
355135,Week,20,80
355135,Week,21,729
355135,Week,24,15
355135,Week,37,57
355135,Week,38,139
355135,Week,40,316
355135,Week,46,95
355135,Week,48,91
355135,Week,50,48
355135,Week,51,51
355135,Week,53,26
355135,Week,61,65
355135,Week,67,2
355135,Week,68,1
355135,Week,70,110
355135,Week,71,185
355135,Week,72,18
355135,Week,73,5
355135,Week,74,13
355135,Week,82,10
355135,Week,84,20
355207,Week,10,6
355207,Week,13,1
355207,Week,14,457
355207,Week,16,2
355207,Week,17,1
355207,Week,18,35
355207,Week,19,23
355207,Week,31,56
355207,Week,40,14
355207,Week,42,64
355207,Week,46,14
355207,Week,47,370
355207,Week,48,5
355207,Week,50,11
355207,Week,51,3
355207,Week,53,5
355207,Week,69,150
355207,Week,70,2
355207,Week,71,3
355207,Week,82,29
355207,Week,84,15
355208,Week,9,167
355208,Week,10,2
355208,Week,11,1
355208,Week,13,43
355208,Week,14,401
355208,Week,16,56
355208,Week,17,15
355208,Week,19,9
355208,Week,21,1
355208,Week,31,748
355208,Week,37,13
355208,Week,38,12
355208,Week,40,7
355208,Week,42,181
355208,Week,46,40
355208,Week,47,63
355208,Week,48,4
355208,Week,50,2
355208,Week,53,1
355208,Week,61,1
355208,Week,64,6
355208,Week,69,242
355208,Week,70,3
355208,Week,71,10
355208,Week,74,1
355208,Week,82,6
355208,Week,84,9
355208,Week,89,5
355208,Weekend,9,21
355208,Weekend,13,5
355208,Weekend,14,23
355208,Weekend,17,7
355208,Weekend,20,2
355208,Weekend,40,2
355208,Weekend,46,1
355208,Weekend,48,2
355208,Weekend,51,1
355208,Weekend,53,1
355208,Weekend,64,4
355208,Weekend,70,1
355208,Weekend,71,2
355208,Weekend,84,1
355226,Week,8,5
355226,Week,9,18
355226,Week,10,20
355226,Week,13,11
355226,Week,14,447
355226,Week,16,2
355226,Week,17,10
355226,Week,19,10
355226,Week,20,37
355226,Week,21,27
355226,Week,31,68
355226,Week,37,37
355226,Week,38,46
355226,Week,40,1
355226,Week,42,180
355226,Week,46,92
355226,Week,47,220
355226,Week,48,3
355226,Week,51,1
355226,Week,53,5
355226,Week,64,11
355226,Week,69,803
355226,Week,70,12
355226,Week,71,22
355226,Week,73,1
355226,Week,74,6
355226,Week,75,1
355226,Week,82,11
355226,Week,84,120
355226,Weekend,14,1
355226,Weekend,17,3
355226,Weekend,19,4
355226,Weekend,40,1
355226,Weekend,46,2
355226,Weekend,71,8
355231,Week,10,12
355231,Week,11,5
355231,Week,13,5
355231,Week,14,206
355231,Week,16,5
355231,Week,17,24
355231,Week,19,24
355231,Week,20,39
355231,Week,21,27
355231,Week,23,1
355231,Week,24,2
355231,Week,31,88
355231,Week,37,202
355231,Week,38,316
355231,Week,40,31
355231,Week,42,194
355231,Week,47,122
355231,Week,48,10
355231,Week,50,2
355231,Week,53,6
355231,Week,69,581
355231,Week,70,5
355231,Week,71,64
355231,Week,74,2
355231,Week,84,10
355231,Weekend,10,1
355231,Weekend,14,2
355231,Weekend,16,4
355231,Weekend,17,4
355231,Weekend,19,2
355231,Weekend,40,10
355231,Weekend,71,1
355290,Week,10,34
355290,Week,13,4
355290,Week,14,331
355290,Week,16,6
355290,Week,17,27
355290,Week,19,67
355290,Week,20,18
355290,Week,21,202
355290,Week,31,5
355290,Week,38,2
355290,Week,40,11
355290,Week,45,1
355290,Week,46,13
355290,Week,48,9
355290,Week,50,2
355290,Week,51,2
355290,Week,53,46
355290,Week,59,12
355290,Week,60,22
355290,Week,66,1
355290,Week,67,1
355290,Week,68,1
355290,Week,70,11
355290,Week,71,22
355290,Week,72,1
355290,Week,73,2
355290,Week,74,5
355290,Week,80,4
355290,Week,83,2
355290,Week,84,67
355290,Week,85,1
355290,Weekend,14,2
355290,Weekend,21,2
355316,Week,10,2
355316,Week,14,64
355316,Week,16,11
355316,Week,17,9
355316,Week,19,5
355316,Week,20,39
355316,Week,21,185
355316,Week,24,5
355316,Week,37,49
355316,Week,38,76
355316,Week,39,65
355316,Week,40,70
355316,Week,46,3
355316,Week,48,1
355316,Week,50,5
355316,Week,51,5
355316,Week,53,4
355316,Week,60,3
355316,Week,61,1
355316,Week,69,7
355316,Week,70,16
355316,Week,71,47
355316,Week,74,1
355316,Week,84,6
355316,Weekend,10,1
355316,Weekend,14,22
355316,Weekend,16,13
355316,Weekend,17,4
355316,Weekend,19,3
355316,Weekend,20,14
355316,Weekend,21,3
355316,Weekend,37,4
355316,Weekend,38,31
355316,Weekend,40,82
355316,Weekend,46,2
355316,Weekend,50,10
355316,Weekend,53,10
355316,Weekend,60,2
355316,Weekend,61,2
355316,Weekend,70,30
355316,Weekend,71,65
355418,Week,8,2
355418,Week,10,2
355418,Week,11,1
355418,Week,13,6
355418,Week,14,177
355418,Week,16,1
355418,Week,17,23
355418,Week,19,25
355418,Week,20,6
355418,Week,21,1
355418,Week,31,258
355418,Week,35,15
355418,Week,37,6
355418,Week,38,29
355418,Week,40,3
355418,Week,42,105
355418,Week,46,4
355418,Week,47,169
355418,Week,48,9
355418,Week,50,3
355418,Week,51,3
355418,Week,53,15
355418,Week,60,2
355418,Week,64,2
355418,Week,66,2
355418,Week,69,1343
355418,Week,70,12
355418,Week,71,26
355418,Week,74,4
355418,Week,82,47
355418,Week,83,8
355418,Week,84,18
355418,Week,98,1
355418,Weekend,10,1
355418,Weekend,11,1
355418,Weekend,13,6
355418,Weekend,14,34
355418,Weekend,16,1
355418,Weekend,17,4
355418,Weekend,19,10
355418,Weekend,20,1
355418,Weekend,31,57
355418,Weekend,37,7
355418,Weekend,38,46
355418,Weekend,40,3
355418,Weekend,42,4
355418,Weekend,46,10
355418,Weekend,47,61
355418,Weekend,48,12
355418,Weekend,50,3
355418,Weekend,51,1
355418,Weekend,53,2
355418,Weekend,69,75
355418,Weekend,70,3
355418,Weekend,71,14
355418,Weekend,82,4
355418,Weekend,83,1
355418,Weekend,84,3
355443,Week,10,12
355443,Week,13,5
355443,Week,14,65
355443,Week,16,3
355443,Week,17,11
355443,Week,19,23
355443,Week,20,15
355443,Week,21,16
355443,Week,31,143
355443,Week,37,58
355443,Week,38,130
355443,Week,40,8
355443,Week,42,43
355443,Week,46,1
355443,Week,47,117
355443,Week,48,8
355443,Week,50,3
355443,Week,53,1
355443,Week,69,568
355443,Week,70,6
355443,Week,71,27
355443,Week,73,1
355443,Week,75,2
355443,Week,82,10
355443,Week,83,1
355443,Week,84,7
355443,Weekend,11,1
355443,Weekend,13,5
355443,Weekend,14,10
355443,Weekend,17,4
355443,Weekend,19,3
355443,Weekend,20,1
355443,Weekend,21,2
355443,Weekend,23,1
355443,Weekend,31,6
355443,Weekend,37,4
355443,Weekend,38,21
355443,Weekend,40,1
355443,Weekend,46,1
355443,Weekend,47,11
355443,Weekend,50,1
355443,Weekend,61,1
355443,Weekend,69,1
355443,Weekend,71,13
355443,Weekend,74,2
355603,Week,8,1
355603,Week,10,44
355603,Week,13,14
355603,Week,14,355
355603,Week,16,192
355603,Week,17,21
355603,Week,18,3
355603,Week,19,41
355603,Week,20,161
355603,Week,21,110
355603,Week,31,93
355603,Week,37,182
355603,Week,38,378
355603,Week,39,5
355603,Week,40,104
355603,Week,42,51
355603,Week,46,37
355603,Week,47,52
355603,Week,48,11
355603,Week,50,13
355603,Week,51,10
355603,Week,53,24
355603,Week,60,2
355603,Week,64,5
355603,Week,69,279
355603,Week,70,33
355603,Week,71,67
355603,Week,72,3
355603,Week,73,2
355603,Week,74,17
355603,Week,75,3
355603,Week,82,71
355603,Week,83,5
355603,Week,84,79
355603,Weekend,8,4
355603,Weekend,10,7
355603,Weekend,13,1
355603,Weekend,14,42
355603,Weekend,16,37
355603,Weekend,17,2
355603,Weekend,19,1
355603,Weekend,20,30
355603,Weekend,21,5
355603,Weekend,31,11
355603,Weekend,37,12
355603,Weekend,38,152
355603,Weekend,40,22
355603,Weekend,46,4
355603,Weekend,47,1
355603,Weekend,50,2
355603,Weekend,51,3
355603,Weekend,53,10
355603,Weekend,69,20
355603,Weekend,70,20
355603,Weekend,71,25
355603,Weekend,74,2
355603,Weekend,75,1
355603,Weekend,82,9
355603,Weekend,84,15
355603,Weekend,98,1
355604,Week,10,5
355604,Week,11,1
355604,Week,13,3
355604,Week,14,287
355604,Week,16,773
355604,Week,17,2
355604,Week,19,54
355604,Week,20,61
355604,Week,21,747
355604,Week,31,2
355604,Week,37,71
355604,Week,38,158
355604,Week,39,16
355604,Week,40,60
355604,Week,46,38
355604,Week,50,6
355604,Week,51,5
355604,Week,67,2
355604,Week,69,3
355604,Week,70,21
355604,Week,71,47
355604,Week,74,4
355604,Week,80,2
355604,Week,82,14
355604,Week,83,1
355604,Week,84,18
355604,Week,89,1
355604,Week,98,1
355607,Week,10,17
355607,Week,13,9
355607,Week,14,72
355607,Week,16,57
355607,Week,17,8
355607,Week,19,87
355607,Week,20,52
355607,Week,21,299
355607,Week,24,1
355607,Week,31,4
355607,Week,37,633
355607,Week,38,666
355607,Week,40,178
355607,Week,42,2
355607,Week,46,70
355607,Week,48,25
355607,Week,50,10
355607,Week,51,3
355607,Week,53,15
355607,Week,64,1
355607,Week,67,2
355607,Week,69,20
355607,Week,70,63
355607,Week,71,107
355607,Week,74,17
355607,Week,84,5
355607,Weekend,16,1
355607,Weekend,37,2
355607,Weekend,38,18
355607,Weekend,40,2
355607,Weekend,46,2
355607,Weekend,70,1
355618,Week,8,5
355618,Week,10,3
355618,Week,13,14
355618,Week,14,710
355618,Week,16,64
355618,Week,17,41
355618,Week,19,55
355618,Week,20,10
355618,Week,31,293
355618,Week,35,16
355618,Week,37,69
355618,Week,38,78
355618,Week,40,29
355618,Week,42,233
355618,Week,46,59
355618,Week,47,102
355618,Week,48,4
355618,Week,50,3
355618,Week,51,9
355618,Week,64,7
355618,Week,69,333
355618,Week,70,16
355618,Week,71,39
355618,Week,77,183
355618,Week,82,3
355618,Week,83,1
355618,Week,84,13
355618,Week,89,1
355618,Weekend,8,1
355618,Weekend,13,3
355618,Weekend,14,45
355618,Weekend,19,2
355618,Weekend,20,3
355618,Weekend,31,25
355618,Weekend,35,1
355618,Weekend,37,49
355618,Weekend,38,53
355618,Weekend,40,7
355618,Weekend,42,12
355618,Weekend,46,2
355618,Weekend,47,7
355618,Weekend,48,3
355618,Weekend,69,12
355618,Weekend,70,4
355618,Weekend,71,14
355618,Weekend,77,3
355635,Week,9,2
355635,Week,10,10
355635,Week,13,7
355635,Week,14,276
355635,Week,16,339
355635,Week,17,28
355635,Week,19,62
355635,Week,20,161
355635,Week,21,154
355635,Week,31,6
355635,Week,37,101
355635,Week,38,239
355635,Week,39,1
355635,Week,40,94
355635,Week,42,3
355635,Week,45,1
355635,Week,46,105
355635,Week,47,5
355635,Week,48,13
355635,Week,50,18
355635,Week,51,10
355635,Week,53,3
355635,Week,60,1
355635,Week,69,28
355635,Week,70,42
355635,Week,71,77
355635,Week,72,1
355635,Week,73,3
355635,Week,74,22
355635,Week,75,1
355635,Week,80,2
355635,Week,82,31
355635,Week,83,18
355635,Week,84,15
355635,Week,98,1
355671,Week,8,3
355671,Week,9,32
355671,Week,10,8
355671,Week,11,3
355671,Week,13,60
355671,Week,14,196
355671,Week,16,37
355671,Week,17,67
355671,Week,19,21
355671,Week,20,197
355671,Week,21,25
355671,Week,22,1
355671,Week,23,39
355671,Week,24,1
355671,Week,31,252
355671,Week,37,21
355671,Week,38,44
355671,Week,40,14
355671,Week,42,105
355671,Week,46,14
355671,Week,47,232
355671,Week,48,16
355671,Week,51,2
355671,Week,53,13
355671,Week,60,1
355671,Week,61,2
355671,Week,64,8
355671,Week,69,590
355671,Week,70,9
355671,Week,71,110
355671,Week,74,2
355671,Week,77,4
355671,Week,82,164
355671,Week,83,46
355671,Week,84,162
355671,Weekend,13,3
355671,Weekend,14,13
355671,Weekend,17,3
355671,Weekend,19,1
355671,Weekend,20,13
355671,Weekend,21,3
355671,Weekend,23,15
355671,Weekend,38,9
355671,Weekend,40,2
355671,Weekend,47,7
355671,Weekend,51,1
355671,Weekend,69,4
355671,Weekend,71,3
355671,Weekend,75,1
355671,Weekend,77,2
355671,Weekend,82,3
355671,Weekend,83,5
355671,Weekend,84,11
355671,Weekend,98,1
355678,Week,10,9
355678,Week,11,2
355678,Week,13,11
355678,Week,14,91
355678,Week,17,17
355678,Week,19,19
355678,Week,21,3
355678,Week,31,16
355678,Week,37,12
355678,Week,38,52
355678,Week,40,16
355678,Week,42,30
355678,Week,47,132
355678,Week,48,1
355678,Week,53,12
355678,Week,64,4
355678,Week,69,348
355678,Week,82,1
355678,Week,84,20
355678,Weekend,13,1
355678,Weekend,14,7
355678,Weekend,16,1
355678,Weekend,17,2
355678,Weekend,20,1
355678,Weekend,21,1
355678,Weekend,37,9
355678,Weekend,38,24
355678,Weekend,40,3
355678,Weekend,42,1
355678,Weekend,47,16
355678,Weekend,69,8
355678,Weekend,70,1
355678,Weekend,84,4
355682,Week,9,1
355682,Week,10,12
355682,Week,13,26
355682,Week,14,415
355682,Week,16,45
355682,Week,17,78
355682,Week,19,20
355682,Week,20,114
355682,Week,31,43
355682,Week,37,2
355682,Week,38,9
355682,Week,40,32
355682,Week,42,9
355682,Week,46,38
355682,Week,47,31
355682,Week,48,81
355682,Week,50,2
355682,Week,51,10
355682,Week,53,8
355682,Week,64,1
355682,Week,66,15
355682,Week,67,2
355682,Week,69,22
355682,Week,70,7
355682,Week,71,16
355682,Week,74,3
355682,Week,77,3
355682,Week,82,3
355682,Week,84,17
355682,Weekend,10,2
355682,Weekend,13,13
355682,Weekend,14,88
355682,Weekend,16,18
355682,Weekend,17,13
355682,Weekend,19,7
355682,Weekend,20,47
355682,Weekend,21,16
355682,Weekend,31,8
355682,Weekend,38,15
355682,Weekend,40,8
355682,Weekend,42,1
355682,Weekend,46,14
355682,Weekend,47,17
355682,Weekend,48,4
355682,Weekend,50,1
355682,Weekend,51,2
355682,Weekend,53,2
355682,Weekend,66,6
355682,Weekend,69,13
355682,Weekend,70,5
355682,Weekend,74,1
355682,Weekend,82,1
355682,Weekend,84,15
355685,Week,10,57
355685,Week,11,1
355685,Week,13,5
355685,Week,14,120
355685,Week,16,104
355685,Week,17,24
355685,Week,18,4
355685,Week,19,91
355685,Week,20,116
355685,Week,21,316
355685,Week,31,17
355685,Week,37,399
355685,Week,38,541
355685,Week,40,346
355685,Week,42,5
355685,Week,46,270
355685,Week,48,19
355685,Week,50,30
355685,Week,51,18
355685,Week,52,3
355685,Week,53,26
355685,Week,61,1
355685,Week,67,2
355685,Week,69,26
355685,Week,70,29
355685,Week,71,58
355685,Week,73,1
355685,Week,74,27
355685,Week,82,16
355685,Week,84,59
356219,Week,10,19
356219,Week,13,5
356219,Week,14,474
356219,Week,16,156
356219,Week,17,53
356219,Week,19,61
356219,Week,20,97
356219,Week,21,57
356219,Week,23,1
356219,Week,31,11
356219,Week,37,167
356219,Week,38,241
356219,Week,40,20
356219,Week,42,7
356219,Week,46,190
356219,Week,48,36
356219,Week,50,20
356219,Week,51,7
356219,Week,53,5
356219,Week,69,26
356219,Week,70,16
356219,Week,71,55
356219,Week,74,1
356219,Week,82,2
356219,Week,84,36
356219,Weekend,10,1
356219,Weekend,14,274
356219,Weekend,16,5
356219,Weekend,17,4
356219,Weekend,19,4
356219,Weekend,20,46
356219,Weekend,40,30
356219,Weekend,46,9
356219,Weekend,48,5
356219,Weekend,50,19
356219,Weekend,51,1
356219,Weekend,53,4
356219,Weekend,70,5
356219,Weekend,71,21
356276,Week,10,30
356276,Week,13,1
356276,Week,14,73
356276,Week,16,100
356276,Week,17,7
356276,Week,19,37
356276,Week,20,116
356276,Week,21,804
356276,Week,31,17
356276,Week,37,297
356276,Week,38,504
356276,Week,40,185
356276,Week,46,68
356276,Week,48,30
356276,Week,50,11
356276,Week,51,2
356276,Week,53,10
356276,Week,60,1
356276,Week,67,1
356276,Week,69,17
356276,Week,70,22
356276,Week,71,45
356276,Week,74,7
356276,Week,75,1
356276,Week,82,1
356276,Week,83,1
356276,Week,84,55
356276,Weekend,16,1
356276,Weekend,20,1
356276,Weekend,21,6
356276,Weekend,37,5
356276,Weekend,38,4
356276,Weekend,40,3
356276,Weekend,53,1
356276,Weekend,70,4
356276,Weekend,74,1
356276,Weekend,84,1
356310,Week,10,5
356310,Week,11,1
356310,Week,13,47
356310,Week,14,447
356310,Week,16,10
356310,Week,17,23
356310,Week,19,34
356310,Week,20,3
356310,Week,21,6
356310,Week,23,5
356310,Week,31,141
356310,Week,35,1
356310,Week,37,13
356310,Week,38,31
356310,Week,40,20
356310,Week,42,142
356310,Week,46,25
356310,Week,47,266
356310,Week,48,24
356310,Week,50,11
356310,Week,51,8
356310,Week,53,32
356310,Week,64,23
356310,Week,69,595
356310,Week,70,8
356310,Week,71,17
356310,Week,73,1
356310,Week,74,14
356310,Week,82,25
356310,Week,83,2
356310,Week,84,47
356310,Weekend,14,2
356310,Weekend,17,2
356310,Weekend,20,1
356310,Weekend,31,3
356310,Weekend,38,1
356310,Weekend,40,1
356310,Weekend,42,2
356310,Weekend,47,2
356498,Week,10,2
356498,Week,11,1
356498,Week,13,11
356498,Week,14,170
356498,Week,16,301
356498,Week,17,14
356498,Week,19,45
356498,Week,20,111
356498,Week,21,154
356498,Week,31,12
356498,Week,37,92
356498,Week,38,299
356498,Week,39,5
356498,Week,40,184
356498,Week,42,17
356498,Week,46,81
356498,Week,47,23
356498,Week,48,19
356498,Week,50,15
356498,Week,51,5
356498,Week,53,4
356498,Week,60,1
356498,Week,67,5
356498,Week,69,69
356498,Week,70,42
356498,Week,71,42
356498,Week,73,2
356498,Week,74,15
356498,Week,75,1
356498,Week,82,46
356498,Week,84,128
356498,Weekend,10,2
356498,Weekend,13,2
356498,Weekend,14,14
356498,Weekend,16,7
356498,Weekend,17,1
356498,Weekend,19,7
356498,Weekend,20,11
356498,Weekend,21,5
356498,Weekend,37,14
356498,Weekend,38,43
356498,Weekend,39,2
356498,Weekend,40,72
356498,Weekend,42,2
356498,Weekend,46,15
356498,Weekend,48,2
356498,Weekend,50,5
356498,Weekend,51,1
356498,Weekend,53,2
356498,Weekend,67,6
356498,Weekend,70,29
356498,Weekend,71,36
356498,Weekend,72,1
356498,Weekend,74,4
356498,Weekend,82,3
356498,Weekend,84,5
356502,Week,9,3
356502,Week,10,35
356502,Week,11,1
356502,Week,13,43
356502,Week,14,236
356502,Week,16,20
356502,Week,17,18
356502,Week,19,43
356502,Week,20,88
356502,Week,21,6
356502,Week,23,4
356502,Week,31,321
356502,Week,35,8
356502,Week,37,46
356502,Week,38,80
356502,Week,40,21
356502,Week,42,152
356502,Week,46,46
356502,Week,47,204
356502,Week,48,1
356502,Week,51,5
356502,Week,53,9
356502,Week,64,2
356502,Week,69,871
356502,Week,70,13
356502,Week,71,46
356502,Week,72,4
356502,Week,73,1
356502,Week,74,15
356502,Week,75,1
356502,Week,82,86
356502,Week,83,13
356502,Week,84,19
356502,Week,89,6
356502,Weekend,10,12
356502,Weekend,11,2
356502,Weekend,13,5
356502,Weekend,14,57
356502,Weekend,16,5
356502,Weekend,17,11
356502,Weekend,19,19
356502,Weekend,20,12
356502,Weekend,21,1
356502,Weekend,23,1
356502,Weekend,31,41
356502,Weekend,37,10
356502,Weekend,38,45
356502,Weekend,40,30
356502,Weekend,42,1
356502,Weekend,46,19
356502,Weekend,47,43
356502,Weekend,48,1
356502,Weekend,50,1
356502,Weekend,53,3
356502,Weekend,69,26
356502,Weekend,70,23
356502,Weekend,71,47
356502,Weekend,72,2
356502,Weekend,74,12
356502,Weekend,75,1
356502,Weekend,82,11
356502,Weekend,83,13
356502,Weekend,84,3
356507,Week,10,9
356507,Week,11,1
356507,Week,13,14
356507,Week,14,78
356507,Week,16,74
356507,Week,17,12
356507,Week,18,5
356507,Week,19,63
356507,Week,20,94
356507,Week,21,274
356507,Week,31,2
356507,Week,37,311
356507,Week,38,486
356507,Week,40,201
356507,Week,46,89
356507,Week,48,26
356507,Week,50,32
356507,Week,51,5
356507,Week,53,3
356507,Week,60,1
356507,Week,61,1
356507,Week,68,1
356507,Week,69,9
356507,Week,70,67
356507,Week,71,76
356507,Week,73,3
356507,Week,74,9
356507,Week,75,3
356507,Week,82,5
356507,Week,84,11
356507,Week,98,1
356507,Weekend,14,39
356507,Weekend,16,19
356507,Weekend,17,8
356507,Weekend,19,24
356507,Weekend,20,41
356507,Weekend,37,6
356507,Weekend,38,20
356507,Weekend,40,69
356507,Weekend,46,11
356507,Weekend,48,4
356507,Weekend,50,14
356507,Weekend,60,5
356507,Weekend,61,1
356507,Weekend,70,10
356507,Weekend,71,22
356507,Weekend,74,4
356507,Weekend,75,1
356507,Weekend,82,1
356510,Week,8,2
356510,Week,9,1
356510,Week,10,16
356510,Week,13,27
356510,Week,14,167
356510,Week,16,27
356510,Week,17,32
356510,Week,19,48
356510,Week,20,84
356510,Week,21,6
356510,Week,24,4
356510,Week,31,304
356510,Week,35,1
356510,Week,37,45
356510,Week,38,111
356510,Week,40,56
356510,Week,42,116
356510,Week,46,47
356510,Week,47,200
356510,Week,48,5
356510,Week,50,2
356510,Week,51,5
356510,Week,53,17
356510,Week,60,1
356510,Week,64,3
356510,Week,69,875
356510,Week,70,16
356510,Week,71,32
356510,Week,72,3
356510,Week,73,2
356510,Week,74,3
356510,Week,82,90
356510,Week,83,19
356510,Week,84,17
356510,Weekend,10,4
356510,Weekend,13,1
356510,Weekend,14,52
356510,Weekend,16,3
356510,Weekend,17,15
356510,Weekend,19,15
356510,Weekend,20,8
356510,Weekend,21,4
356510,Weekend,23,1
356510,Weekend,31,43
356510,Weekend,37,10
356510,Weekend,38,84
356510,Weekend,40,13
356510,Weekend,42,7
356510,Weekend,46,13
356510,Weekend,47,42
356510,Weekend,48,1
356510,Weekend,50,4
356510,Weekend,53,2
356510,Weekend,69,40
356510,Weekend,70,17
356510,Weekend,71,25
356510,Weekend,74,3
356510,Weekend,82,12
356510,Weekend,83,7
356510,Weekend,84,4
356549,Week,10,15
356549,Week,11,1
356549,Week,13,2
356549,Week,14,91
356549,Week,16,117
356549,Week,17,7
356549,Week,18,1
356549,Week,19,42
356549,Week,20,90
356549,Week,21,616
356549,Week,31,2
356549,Week,34,1
356549,Week,37,247
356549,Week,38,568
356549,Week,40,114
356549,Week,46,75
356549,Week,48,16
356549,Week,50,10
356549,Week,51,2
356549,Week,59,1
356549,Week,60,2
356549,Week,64,4
356549,Week,70,29
356549,Week,71,43
356549,Week,73,3
356549,Week,74,3
356549,Week,82,10
356549,Week,84,43
356549,Weekend,10,1
356549,Weekend,14,5
356549,Weekend,16,3
356549,Weekend,19,2
356549,Weekend,20,4
356549,Weekend,21,4
356549,Weekend,37,4
356549,Weekend,38,44
356549,Weekend,40,11
356549,Weekend,50,1
356549,Weekend,70,7
356549,Weekend,71,7
356549,Weekend,84,3
357327,Week,10,18
357327,Week,11,2
357327,Week,13,5
357327,Week,14,403
357327,Week,16,1493
357327,Week,17,4
357327,Week,18,1
357327,Week,19,39
357327,Week,20,108
357327,Week,21,128
357327,Week,31,3
357327,Week,37,38
357327,Week,38,89
357327,Week,39,4
357327,Week,40,63
357327,Week,42,3
357327,Week,46,34
357327,Week,47,1
357327,Week,48,14
357327,Week,51,12
357327,Week,53,4
357327,Week,60,1
357327,Week,64,9
357327,Week,67,1
357327,Week,69,4
357327,Week,70,16
357327,Week,71,18
357327,Week,74,7
357327,Week,75,2
357327,Week,82,39
357327,Week,83,1
357327,Week,84,30
357330,Week,10,18
357330,Week,11,1
357330,Week,13,5
357330,Week,14,288
357330,Week,16,44
357330,Week,17,59
357330,Week,18,8
357330,Week,19,89
357330,Week,20,381
357330,Week,21,1
357330,Week,37,54
357330,Week,38,134
357330,Week,40,338
357330,Week,46,163
357330,Week,48,73
357330,Week,50,49
357330,Week,51,11
357330,Week,53,87
357330,Week,60,2
357330,Week,61,4
357330,Week,67,89
357330,Week,68,1
357330,Week,69,1
357330,Week,70,39
357330,Week,71,72
357330,Week,72,1
357330,Week,73,1
357330,Week,74,30
357330,Week,75,4
357330,Week,82,48
357330,Week,84,10
357330,Week,98,1
357330,Weekend,13,1
357330,Weekend,14,5
357330,Weekend,16,1
357330,Weekend,17,1
357330,Weekend,19,3
357330,Weekend,20,4
357330,Weekend,37,2
357330,Weekend,38,9
357330,Weekend,40,9
357330,Weekend,46,4
357330,Weekend,50,1
357330,Weekend,67,2
357330,Weekend,70,3
357330,Weekend,71,2
357330,Weekend,74,1
357330,Weekend,75,1
357330,Weekend,82,6
357330,Weekend,98,1
357345,Week,10,8
357345,Week,13,6
357345,Week,14,474
357345,Week,16,1
357345,Week,17,2
357345,Week,19,66
357345,Week,20,1
357345,Week,31,45
357345,Week,38,8
357345,Week,40,7
357345,Week,46,2
357345,Week,47,130
357345,Week,50,1
357345,Week,51,2
357345,Week,64,2
357345,Week,69,415
357345,Week,70,11
357345,Week,71,31
357345,Week,84,17
357355,Week,10,5
357355,Week,13,3
357355,Week,14,428
357355,Week,17,1
357355,Week,19,45
357355,Week,31,38
357355,Week,40,13
357355,Week,42,87
357355,Week,47,180
357355,Week,50,1
357355,Week,64,1
357355,Week,69,439
357355,Week,70,1
357355,Week,74,1
357355,Week,81,1
357355,Week,84,95
357367,Week,9,1
357367,Week,10,8
357367,Week,13,14
357367,Week,14,411
357367,Week,16,30
357367,Week,17,17
357367,Week,19,31
357367,Week,20,9
357367,Week,21,14
357367,Week,23,3
357367,Week,31,180
357367,Week,37,85
357367,Week,38,121
357367,Week,40,13
357367,Week,42,227
357367,Week,46,9
357367,Week,47,152
357367,Week,48,5
357367,Week,50,2
357367,Week,51,12
357367,Week,53,11
357367,Week,64,11
357367,Week,67,3
357367,Week,69,534
357367,Week,70,11
357367,Week,71,31
357367,Week,73,1
357367,Week,74,4
357367,Week,77,1
357367,Week,82,19
357367,Week,84,38
357367,Weekend,11,1
357367,Weekend,13,3
357367,Weekend,14,25
357367,Weekend,16,1
357367,Weekend,19,6
357367,Weekend,20,6
357367,Weekend,21,11
357367,Weekend,31,13
357367,Weekend,37,10
357367,Weekend,38,41
357367,Weekend,40,2
357367,Weekend,42,3
357367,Weekend,47,10
357367,Weekend,50,2
357367,Weekend,51,1
357367,Weekend,53,2
357367,Weekend,69,11
357367,Weekend,70,1
357367,Weekend,71,3
357367,Weekend,73,1
357367,Weekend,82,5
357367,Weekend,84,5
357377,Week,8,57
