issuer_code,day_week,violation_code,count
331220,3,64,1
331220,3,69,120
331220,3,71,6
331220,3,74,1
331220,3,79,1
331220,3,82,17
331220,3,84,13
331220,4,8,1
331220,4,10,7
331220,4,11,1
331220,4,13,2
331220,4,14,80
331220,4,16,4
331220,4,17,8
331220,4,18,3
331220,4,19,11
331220,4,20,9
331220,4,21,83
331220,4,24,1
331220,4,31,79
331220,4,37,6
331220,4,38,10
331220,4,40,12
331220,4,42,10
331220,4,46,26
331220,4,47,58
331220,4,48,10
331220,4,50,2
331220,4,51,1
331220,4,53,1
331220,4,64,2
331220,4,69,119
331220,4,70,1
331220,4,71,2
331220,4,74,2
331220,4,82,7
331220,4,84,11
331220,5,10,3
331220,5,13,5
331220,5,14,79
331220,5,16,5
331220,5,17,3
331220,5,18,2
331220,5,19,9
331220,5,20,17
331220,5,21,85
331220,5,31,79
331220,5,37,3
331220,5,38,8
331220,5,40,10
331220,5,42,3
331220,5,46,16
331220,5,47,35
331220,5,48,4
331220,5,50,1
331220,5,51,3
331220,5,53,1
331220,5,64,1
331220,5,69,100
331220,5,70,2
331220,5,71,2
331220,5,82,6
331220,5,84,10
331220,6,8,1
331220,6,13,2
331220,6,14,14
331220,6,16,3
331220,6,17,5
331220,6,19,1
331220,6,20,11
331220,6,21,9
331220,6,31,21
331220,6,37,1
331220,6,38,8
331220,6,40,13
331220,6,42,1
331220,6,46,9
331220,6,47,17
331220,6,48,1
331220,6,69,8
331220,6,70,1
331220,6,71,1
331220,6,84,1
331220,6,98,1
331220,7,10,1
331220,7,13,8
331220,7,14,64
331220,7,16,5
331220,7,17,22
331220,7,19,24
331220,7,20,7
331220,7,40,60
331220,7,46,27
331220,7,48,2
331220,7,50,2
331220,7,70,4
331220,7,71,5
331220,7,75,1
331510,1,4,4
331510,1,10,4
331510,1,13,3
331510,1,14,188
331510,1,16,79
331510,1,17,22
331510,1,18,1
331510,1,19,34
331510,1,20,96
331510,1,31,48
331510,1,37,8
331510,1,38,13
331510,1,40,39
331510,1,46,14
331510,1,48,17
331510,1,50,3
331510,1,51,1
331510,1,53,22
331510,1,67,3
331510,1,69,13
331510,1,70,8
331510,1,71,7
331510,1,74,3
331510,1,82,4
331510,1,84,4
331510,1,98,1
331510,2,4,2
331510,2,10,5
331510,2,13,4
331510,2,14,182
331510,2,16,87
331510,2,17,21
331510,2,19,32
331510,2,20,123
331510,2,21,5
331510,2,31,46
331510,2,37,7
331510,2,38,13
331510,2,40,30
331510,2,46,17
331510,2,48,21
331510,2,50,5
331510,2,51,3
331510,2,53,18
331510,2,61,2
331510,2,67,6
331510,2,69,5
331510,2,70,5
331510,2,71,10
331510,2,74,3
331510,2,75,1
331510,2,82,4
331510,2,84,3
331510,3,4,4
331510,3,10,6
331510,3,13,5
331510,3,14,173
331510,3,16,85
331510,3,17,17
331510,3,18,1
331510,3,19,33
331510,3,20,97
331510,3,31,41
331510,3,37,17
331510,3,38,11
331510,3,40,27
331510,3,46,23
331510,3,48,32
331510,3,50,6
331510,3,51,5
331510,3,53,29
331510,3,67,6
331510,3,69,6
331510,3,70,3
331510,3,71,5
331510,3,74,1
331510,3,82,5
331510,3,84,1
331510,4,4,4
331510,4,13,2
331510,4,14,194
331510,4,16,98
331510,4,17,21
331510,4,19,32
331510,4,20,112
331510,4,31,43
331510,4,37,10
331510,4,38,10
331510,4,40,46
331510,4,42,1
331510,4,46,11
331510,4,48,33
331510,4,50,5
331510,4,51,2
331510,4,53,29
331510,4,67,5
331510,4,69,2
331510,4,70,6
331510,4,71,11
331510,4,74,2
331510,4,82,5
331510,4,84,3
331510,5,4,3
331510,5,10,3
331510,5,13,2
331510,5,14,207
331510,5,16,96
331510,5,17,14
331510,5,18,1
331510,5,19,38
331510,5,20,103
331510,5,31,53
331510,5,37,7
331510,5,38,11
331510,5,40,43
331510,5,42,1
331510,5,46,20
331510,5,48,28
331510,5,50,3
331510,5,51,6
331510,5,53,20
331510,5,61,1
331510,5,67,8
331510,5,69,6
331510,5,70,3
331510,5,71,6
331510,5,74,2
331510,5,82,4
331510,5,84,2
331510,6,4,1
331510,6,14,14
331510,6,16,3
331510,6,17,7
331510,6,19,3
331510,6,20,4
331510,6,37,1
331510,6,40,2
331510,6,51,2
331510,6,67,1
331510,6,70,1
331510,6,71,1
333163,1,10,26
333163,1,13,3
333163,1,14,139
333163,1,16,26
333163,1,17,22
333163,1,18,24
333163,1,19,23
333163,1,20,53
333163,1,21,2
333163,1,24,6
333163,1,31,73
333163,1,38,1
333163,1,40,46
333163,1,46,80
333163,1,47,5
333163,1,48,12
333163,1,51,13
333163,1,53,37
333163,1,60,1
333163,1,64,6
333163,1,67,2
333163,1,68,3
333163,1,70,8
333163,1,71,29
333163,1,74,5
333163,1,82,4
333163,2,10,21
333163,2,13,13
333163,2,14,129
333163,2,16,34
333163,2,17,45
333163,2,18,3
333163,2,19,28
333163,2,20,23
333163,2,21,5
333163,2,24,3
333163,2,31,76
333163,2,34,1
333163,2,40,51
333163,2,46,74
333163,2,47,12
333163,2,48,19
333163,2,50,1
333163,2,51,9
333163,2,53,33
333163,2,64,3
333163,2,67,4
333163,2,68,1
333163,2,70,20
333163,2,71,23
333163,2,74,2
333163,3,10,16
333163,3,13,4
333163,3,14,104
333163,3,16,29
333163,3,17,35
333163,3,18,1
333163,3,19,22
333163,3,20,15
333163,3,24,1
333163,3,31,55
333163,3,40,46
333163,3,45,1
333163,3,46,67
333163,3,47,5
333163,3,48,10
333163,3,50,1
333163,3,51,2
333163,3,53,23
333163,3,60,1
333163,3,61,1
333163,3,64,7
333163,3,67,5
333163,3,68,5
333163,3,70,13
333163,3,71,30
333163,3,74,1
333163,3,82,1
333163,4,10,13
333163,4,13,3
333163,4,14,71
333163,4,16,17
333163,4,17,20
333163,4,18,2
333163,4,19,10
333163,4,20,12
333163,4,21,2
333163,4,31,38
333163,4,40,15
333163,4,45,1
333163,4,46,43
333163,4,47,6
333163,4,48,4
333163,4,50,2
333163,4,51,6
333163,4,53,25
333163,4,67,2
333163,4,68,1
333163,4,70,9
333163,4,71,18
333163,4,81,1
333163,4,82,2
333163,4,84,1
333163,5,10,15
333163,5,13,2
333163,5,14,93
333163,5,16,28
333163,5,17,27
333163,5,18,2
333163,5,19,13
333163,5,20,19
333163,5,21,2
333163,5,31,40
333163,5,40,29
333163,5,46,40
333163,5,47,9
333163,5,48,8
333163,5,50,2
333163,5,51,4
333163,5,53,28
333163,5,64,4
333163,5,67,5
333163,5,68,4
333163,5,70,8
333163,5,71,19
333163,5,74,1
333163,5,80,1
333163,5,82,2
333163,6,10,7
333163,6,13,3
333163,6,14,46
333163,6,16,30
333163,6,17,34
333163,6,19,30
333163,6,20,19
333163,6,31,36
333163,6,40,26
333163,6,46,52
333163,6,47,2
333163,6,48,6
333163,6,51,2
333163,6,53,20
333163,6,64,1
333163,6,67,3
333163,6,70,8
333163,6,71,13
333163,6,74,1
333163,6,75,1
333163,6,82,1
333163,7,10,12
333163,7,13,2
333163,7,14,46
333163,7,17,34
333163,7,18,1
333163,7,19,45
333163,7,20,16
333163,7,40,90
333163,7,46,65
333163,7,48,9
333163,7,50,5
333163,7,53,37
333163,7,64,3
333163,7,67,4
333163,7,68,1
333163,7,70,15
333163,7,71,8
333163,7,74,1
333386,1,10,2
333386,1,14,39
333386,1,16,16
333386,1,17,2
333386,1,18,2
333386,1,19,14
333386,1,20,72
333386,1,21,407
333386,1,38,19
333386,1,40,47
333386,1,46,14
333386,1,48,1
333386,1,50,4
333386,1,60,24
333386,1,70,7
333386,1,71,12
333386,1,74,2
333386,2,11,1
333386,2,14,34
333386,2,16,13
333386,2,17,6
333386,2,18,1
333386,2,19,11
333386,2,20,62
333386,2,21,463
333386,2,38,12
333386,2,40,56
333386,2,46,29
333386,2,48,7
333386,2,50,4
333386,2,60,5
333386,2,67,1
333386,2,70,4
333386,2,71,18
333386,2,74,1
333386,2,84,1
333386,2,98,2
333386,3,11,2
333386,3,14,31
333386,3,16,5
333386,3,17,2
333386,3,19,12
333386,3,20,57
333386,3,21,195
333386,3,37,1
333386,3,38,19
333386,3,39,1
333386,3,40,40
333386,3,46,15
333386,3,48,9
333386,3,50,11
333386,3,60,30
333386,3,70,1
333386,3,71,26
333386,4,14,32
333386,4,16,15
333386,4,17,2
333386,4,19,11
333386,4,20,35
333386,4,21,331
333386,4,37,1
333386,4,38,7
333386,4,40,39
333386,4,46,24
333386,4,48,3
333386,4,50,2
333386,4,60,11
333386,4,71,11
333386,4,74,2
333386,5,11,1
333386,5,14,31
333386,5,16,5
333386,5,17,4
333386,5,19,10
333386,5,20,56
333386,5,21,342
333386,5,38,6
333386,5,40,38
333386,5,46,22
333386,5,48,3
333386,5,50,4
333386,5,60,7
333386,5,70,4
333386,5,71,13
333386,5,74,3
333386,6,14,18
333386,6,16,4
333386,6,17,2
333386,6,19,8
333386,6,20,55
333386,6,21,176
333386,6,38,94
333386,6,40,39
333386,6,46,8
333386,6,50,4
333386,6,70,2
333386,6,71,7
333733,1,10,4
333733,1,11,1
333733,1,13,1
333733,1,14,161
333733,1,16,9
333733,1,17,14
333733,1,18,16
333733,1,19,1
333733,1,20,26
333733,1,24,2
333733,1,31,76
333733,1,38,5
333733,1,40,18
333733,1,42,73
333733,1,46,5
333733,1,47,36
333733,1,50,2
333733,1,53,1
333733,1,55,1
333733,1,64,7
333733,1,69,111
333733,1,70,1
333733,1,71,4
333733,1,74,1
333733,1,77,23
333733,1,82,9
333733,1,84,5
333733,1,98,1
333733,2,10,6
333733,2,11,1
333733,2,13,4
333733,2,14,176
333733,2,16,7
333733,2,17,34
333733,2,18,20
333733,2,20,20
333733,2,31,70
333733,2,40,10
333733,2,42,59
333733,2,46,13
333733,2,47,51
333733,2,48,7
333733,2,50,6
333733,2,51,1
333733,2,53,2
333733,2,59,1
333733,2,64,13
333733,2,66,1
333733,2,69,128
333733,2,70,4
333733,2,71,8
333733,2,75,1
333733,2,77,37
333733,2,82,10
333733,2,84,10
333733,3,10,5
333733,3,11,2
333733,3,13,2
333733,3,14,202
333733,3,16,4
333733,3,17,22
333733,3,18,26
333733,3,20,16
333733,3,23,1
333733,3,31,66
333733,3,38,2
333733,3,40,12
333733,3,42,69
333733,3,46,9
333733,3,47,33
333733,3,48,2
333733,3,50,1
333733,3,51,2
333733,3,53,1
333733,3,64,18
333733,3,66,2
333733,3,69,103
333733,3,70,2
333733,3,71,8
333733,3,74,1
333733,3,77,22
333733,3,82,7
333733,3,84,5
333733,4,10,1
333733,4,11,1
333733,4,13,4
333733,4,14,173
333733,4,16,4
333733,4,17,23
333733,4,18,21
333733,4,20,17
333733,4,24,1
333733,4,31,82
333733,4,37,1
333733,4,38,5
333733,4,40,14
333733,4,42,58
333733,4,46,4
333733,4,47,35
333733,4,48,1
333733,4,50,3
333733,4,51,2
333733,4,53,2
333733,4,59,1
333733,4,64,9
333733,4,69,104
333733,4,70,4
333733,4,71,3
333733,4,77,29
333733,4,82,18
333733,4,84,6
333733,4,98,1
333733,5,10,3
333733,5,11,1
333733,5,13,4
333733,5,14,203
333733,5,16,7
333733,5,17,23
333733,5,18,21
333733,5,20,24
333733,5,23,1
333733,5,31,60
333733,5,40,8
333733,5,42,71
333733,5,46,3
333733,5,47,38
333733,5,48,4
333733,5,50,8
333733,5,51,1
333733,5,53,2
333733,5,59,1
333733,5,64,11
333733,5,69,106
333733,5,70,3
333733,5,71,3
333733,5,72,1
333733,5,77,26
333733,5,82,7
333733,5,84,7
333733,6,10,1
333733,6,13,1
333733,6,14,66
333733,6,16,7
333733,6,17,7
333733,6,18,8
333733,6,20,3
333733,6,31,14
333733,6,37,19
333733,6,38,41
333733,6,40,14
333733,6,42,7
333733,6,46,5
333733,6,47,8
333733,6,48,1
333733,6,50,2
333733,6,53,1
333733,6,64,1
333733,6,69,12
333733,6,70,1
333733,6,71,4
333733,6,72,1
333733,6,73,1
333733,6,75,1
333733,6,77,23
333733,6,82,4
333733,6,84,1
333733,7,13,2
333733,7,14,22
333733,7,17,3
333733,7,18,1
333733,7,20,2
333733,7,40,10
333733,7,46,1
333733,7,48,1
333733,7,50,2
333733,7,52,1
333733,7,59,1
333733,7,64,2
333733,7,71,6
333733,7,74,1
337778,1,13,3
337778,1,14,10
337778,1,16,38
337778,1,17,8
337778,1,19,5
337778,1,20,40
337778,1,21,62
337778,1,24,3
337778,1,37,112
337778,1,38,80
337778,1,39,9
337778,1,40,15
337778,1,46,47
337778,1,48,2
337778,1,50,2
337778,1,51,1
337778,1,60,1
337778,1,70,24
337778,1,71,45
337778,1,74,2
337778,1,77,1
337778,1,98,1
337778,2,13,1
337778,2,14,31
337778,2,16,16
337778,2,17,3
337778,2,19,22
337778,2,20,27
337778,2,21,85
337778,2,24,1
337778,2,37,129
337778,2,38,134
337778,2,39,3
337778,2,40,33
337778,2,42,3
337778,2,46,109
337778,2,48,3
337778,2,50,3
337778,2,51,6
337778,2,53,1
337778,2,60,2
337778,2,61,1
337778,2,70,34
337778,2,71,62
337778,2,74,1
337778,2,77,2
337778,2,98,1
337778,3,10,1
337778,3,14,19
337778,3,16,19
337778,3,19,13
337778,3,20,22
337778,3,21,61
337778,3,34,1
337778,3,37,152
337778,3,38,128
337778,3,39,1
337778,3,40,21
337778,3,46,87
337778,3,48,1
337778,3,51,9
337778,3,60,1
337778,3,70,42
337778,3,71,70
337778,3,74,3
337778,3,75,1
337778,3,77,1
337778,4,10,1
337778,4,13,4
337778,4,14,23
337778,4,16,22
337778,4,17,17
337778,4,19,16
337778,4,20,48
337778,4,21,50
337778,4,24,2
337778,4,28,1
337778,4,31,2
337778,4,34,1
337778,4,37,149
337778,4,38,107
337778,4,39,4
337778,4,40,16
337778,4,42,4
337778,4,46,45
337778,4,48,2
337778,4,50,3
337778,4,51,3
337778,4,60,1
337778,4,64,2
337778,4,69,3
337778,4,70,26
337778,4,71,46
337778,4,75,1
337778,4,77,1
337778,4,98,1
337778,5,10,2
337778,5,13,2
337778,5,14,12
337778,5,16,26
337778,5,17,5
337778,5,19,18
337778,5,20,39
337778,5,21,141
337778,5,24,2
337778,5,37,137
337778,5,38,115
337778,5,40,22
337778,5,46,67
337778,5,48,3
337778,5,50,2
337778,5,51,2
337778,5,53,1
337778,5,60,1
337778,5,70,44
337778,5,71,70
337778,5,73,1
337778,5,74,2
337778,5,75,1
337778,5,83,1
337778,5,98,1
337778,6,10,4
337778,6,14,12
337778,6,16,18
337778,6,17,4
337778,6,19,13
337778,6,20,12
337778,6,21,4
337778,6,31,2
337778,6,37,98
337778,6,38,121
337778,6,40,22
337778,6,46,20
337778,6,50,1
337778,6,51,8
337778,6,61,1
337778,6,64,9
337778,6,70,31
337778,6,71,56
337778,6,74,2
337778,6,81,1
337778,7,10,2
337778,7,11,1
337778,7,14,7
337778,7,16,3
337778,7,17,4
337778,7,19,6
337778,7,20,24
337778,7,27,1
337778,7,40,25
337778,7,46,13
337778,7,53,1
337778,7,60,1
337778,7,61,1
337778,7,62,2
337778,7,70,47
337778,7,71,72
337778,7,72,1
337778,7,74,3
337778,7,98,1
340051,1,10,1
340051,1,11,4
340051,1,13,1
340051,1,14,337
340051,1,16,15
340051,1,17,2
340051,1,18,2
340051,1,19,12
340051,1,20,13
340051,1,21,9
