issuer_code,day_week,violation_category,count
355290,4,1,51
355290,4,2,90
355290,4,3,26
355290,4,4,1
355290,4,5,26
355290,4,6,2
355290,5,1,56
355290,5,2,83
355290,5,3,12
355290,5,5,14
355290,5,6,1
355290,6,1,1
355290,6,2,1
355290,7,1,1
355290,7,2,1
355316,1,1,7
355316,1,2,45
355316,1,3,5
355316,1,4,6
355316,1,5,23
355316,2,1,144
355316,2,2,97
355316,2,3,11
355316,2,4,61
355316,2,5,67
355316,3,2,24
355316,3,3,1
355316,3,4,3
355316,3,5,25
355316,4,2,35
355316,4,3,4
355316,4,4,28
355316,4,5,31
355316,5,1,34
355316,5,2,4
355316,5,3,1
355316,5,4,16
355316,5,5,7
355316,6,1,3
355316,6,2,61
355316,6,3,10
355316,6,4,4
355316,6,5,62
355316,7,2,78
355316,7,3,16
355316,7,5,64
355418,1,2,91
355418,1,3,28
355418,1,4,22
355418,1,5,269
355418,1,6,9
355418,2,1,1
355418,2,2,123
355418,2,3,40
355418,2,4,23
355418,2,5,365
355418,2,6,1
355418,3,2,108
355418,3,3,47
355418,3,4,18
355418,3,5,315
355418,3,6,1
355418,4,2,98
355418,4,3,41
355418,4,4,23
355418,4,5,279
355418,4,6,1
355418,5,2,87
355418,5,3,49
355418,5,4,25
355418,5,5,259
355418,5,6,5
355418,6,2,115
355418,6,3,87
355418,6,4,11
355418,6,5,144
355418,7,2,3
355418,7,3,2
355418,7,5,2
355443,1,1,3
355443,1,2,72
355443,1,3,30
355443,1,4,26
355443,1,5,184
355443,2,2,38
355443,2,3,20
355443,2,4,8
355443,2,5,125
355443,3,1,3
355443,3,2,48
355443,3,3,21
355443,3,4,11
355443,3,5,117
355443,4,1,6
355443,4,2,54
355443,4,3,27
355443,4,4,16
355443,4,5,123
355443,5,1,4
355443,5,2,73
355443,5,3,32
355443,5,4,40
355443,5,5,203
355443,6,1,2
355443,6,2,27
355443,6,3,13
355443,6,4,4
355443,6,5,29
355443,7,2,5
355443,7,3,1
355443,7,5,8
355603,1,1,42
355603,1,2,203
355603,1,3,34
355603,1,4,52
355603,1,5,211
355603,2,1,28
355603,2,2,187
355603,2,3,35
355603,2,4,43
355603,2,5,177
355603,3,2,149
355603,3,3,13
355603,3,4,66
355603,3,5,155
355603,4,1,25
355603,4,2,273
355603,4,3,36
355603,4,4,43
355603,4,5,218
355603,5,1,15
355603,5,2,222
355603,5,3,31
355603,5,4,34
355603,5,5,176
355603,6,1,5
355603,6,2,158
355603,6,3,20
355603,6,4,12
355603,6,5,244
355604,1,1,236
355604,1,2,173
355604,1,3,7
355604,1,4,15
355604,1,5,45
355604,2,1,139
355604,2,2,290
355604,2,3,6
355604,2,4,3
355604,2,5,37
355604,3,2,377
355604,3,3,6
355604,3,4,10
355604,3,5,35
355604,4,1,99
355604,4,2,239
355604,4,3,8
355604,4,4,40
355604,4,5,69
355604,5,1,273
355604,5,2,171
355604,5,3,24
355604,5,4,19
355604,5,5,80
355604,5,6,2
355607,1,1,66
355607,1,2,98
355607,1,3,25
355607,1,4,117
355607,1,5,201
355607,2,1,67
355607,2,2,109
355607,2,3,19
355607,2,4,157
355607,2,5,193
355607,3,1,1
355607,3,2,103
355607,3,3,28
355607,3,4,135
355607,3,5,153
355607,4,1,22
355607,4,2,89
355607,4,3,26
355607,4,4,104
355607,4,5,172
355607,5,1,143
355607,5,2,87
355607,5,3,27
355607,5,4,122
355607,5,5,159
355607,6,2,3
355607,6,3,2
355607,6,4,2
355607,6,5,19
355618,1,2,226
355618,1,3,24
355618,1,4,81
355618,1,5,126
355618,1,6,32
355618,2,2,253
355618,2,3,36
355618,2,4,48
355618,2,5,84
355618,2,6,52
355618,3,2,280
355618,3,3,32
355618,3,4,67
355618,3,5,103
355618,3,6,44
355618,4,2,244
355618,4,3,30
355618,4,4,66
355618,4,5,91
355618,4,6,45
355618,5,2,229
355618,5,3,55
355618,5,4,40
355618,5,5,79
355618,5,6,26
355618,6,2,80
355618,6,3,12
355618,6,4,61
355618,6,5,75
355618,6,6,4
355618,7,2,6
355618,7,5,8
355635,1,1,37
355635,1,2,207
355635,1,3,29
355635,1,4,26
355635,1,5,95
355635,2,1,44
355635,2,2,180
355635,2,3,23
355635,2,4,20
355635,2,5,93
355635,3,1,7
355635,3,2,201
355635,3,3,16
355635,3,4,15
355635,3,5,65
355635,4,1,23
355635,4,2,166
355635,4,3,32
355635,4,4,19
355635,4,5,111
355635,4,6,1
355635,5,1,43
355635,5,2,230
355635,5,3,58
355635,5,4,25
355635,5,5,113
355635,5,6,1
355671,1,1,2
355671,1,2,260
355671,1,3,56
355671,1,4,47
355671,1,5,276
355671,1,6,1
355671,2,1,16
355671,2,2,176
355671,2,3,61
355671,2,4,17
355671,2,5,243
355671,3,1,1
355671,3,2,199
355671,3,3,77
355671,3,4,29
355671,3,5,222
355671,4,1,4
355671,4,2,173
355671,4,3,75
355671,4,4,14
355671,4,5,235
355671,4,6,3
355671,5,1,2
355671,5,2,99
355671,5,3,43
355671,5,4,19
355671,5,5,151
355671,6,1,3
355671,6,2,51
355671,6,3,8
355671,6,5,36
355671,6,6,2
355678,1,2,55
355678,1,3,19
355678,1,4,10
355678,1,5,113
355678,2,2,36
355678,2,3,29
355678,2,4,9
355678,2,5,98
355678,3,2,22
355678,3,3,32
355678,3,4,5
355678,3,5,51
355678,4,1,3
355678,4,2,37
355678,4,3,42
355678,4,4,8
355678,4,5,79
355678,5,2,35
355678,5,3,23
355678,5,4,10
355678,5,5,80
355678,6,1,1
355678,6,2,5
355678,6,3,16
355678,6,4,10
355678,6,5,36
355678,7,2,10
355678,7,5,1
355682,1,2,192
355682,1,3,27
355682,1,4,1
355682,1,5,17
355682,1,6,17
355682,2,2,175
355682,2,3,36
355682,2,4,4
355682,2,5,17
355682,3,2,154
355682,3,3,36
355682,3,5,20
355682,3,6,1
355682,4,2,153
355682,4,3,35
355682,4,5,12
355682,5,2,112
355682,5,3,39
355682,5,4,6
355682,5,5,11
355682,6,1,16
355682,6,2,180
355682,6,3,38
355682,6,4,1
355682,6,5,50
355682,6,6,6
355682,7,2,24
355682,7,3,2
355685,1,1,83
355685,1,2,133
355685,1,3,67
355685,1,4,64
355685,1,5,133
355685,2,1,63
355685,2,2,157
355685,2,3,78
355685,2,4,77
355685,2,5,166
355685,3,2,174
355685,3,3,52
355685,3,4,94
355685,3,5,160
355685,4,1,58
355685,4,2,253
355685,4,3,53
355685,4,4,92
355685,4,5,145
355685,5,1,112
355685,5,2,168
355685,5,3,119
355685,5,4,77
355685,5,5,153
356219,1,1,33
356219,1,2,171
356219,1,3,53
356219,1,4,47
356219,1,5,96
356219,2,1,9
356219,2,2,219
356219,2,3,76
356219,2,4,51
356219,2,5,95
356219,3,2,149
356219,3,3,46
356219,3,4,39
356219,3,5,80
356219,4,1,15
356219,4,2,246
356219,4,3,53
356219,4,4,32
356219,4,5,80
356219,5,2,112
356219,5,3,30
356219,5,4,5
356219,5,5,26
356219,7,2,364
356219,7,3,38
356219,7,5,26
356276,1,1,175
356276,1,2,89
356276,1,3,28
356276,1,4,49
356276,1,5,112
356276,2,1,256
356276,2,2,104
356276,2,3,25
356276,2,4,46
356276,2,5,128
356276,3,2,154
356276,3,3,22
356276,3,4,77
356276,3,5,137
356276,4,1,165
356276,4,2,111
356276,4,3,16
356276,4,4,67
356276,4,5,137
356276,5,1,208
356276,5,2,108
356276,5,3,32
356276,5,4,58
356276,5,5,139
356276,6,1,6
356276,6,2,5
356276,6,3,1
356276,6,4,5
356276,6,5,10
356310,1,1,2
356310,1,2,101
356310,1,3,55
356310,1,4,19
356310,1,5,120
356310,2,1,2
356310,2,2,161
356310,2,3,69
356310,2,4,26
356310,2,5,154
356310,2,6,1
356310,3,1,2
356310,3,2,138
356310,3,3,79
356310,3,4,25
356310,3,5,142
356310,4,2,179
356310,4,3,71
356310,4,4,46
356310,4,5,170
356310,5,2,180
356310,5,3,92
356310,5,4,39
356310,5,5,154
356310,6,2,3
356310,6,3,2
356310,6,4,2
356310,6,5,1
356310,7,2,6
356498,1,1,25
356498,1,2,165
356498,1,3,34
356498,1,4,21
356498,1,5,113
356498,2,1,72
356498,2,2,205
356498,2,3,38
356498,2,4,29
356498,2,5,149
356498,3,2,229
356498,3,3,18
356498,3,4,22
356498,3,5,133
356498,4,1,21
356498,4,2,119
356498,4,3,38
356498,4,4,23
356498,4,5,139
356498,5,1,36
356498,5,2,133
356498,5,3,25
356498,5,4,19
356498,5,5,110
356498,6,1,5
356498,6,2,116
356498,6,3,31
356498,6,4,18
356498,6,5,121
356502,1,1,2
356502,1,2,173
356502,1,3,43
356502,1,4,47
356502,1,5,273
356502,1,6,1
356502,2,1,1
356502,2,2,186
356502,2,3,67
356502,2,4,36
356502,2,5,215
356502,2,6,1
356502,3,2,143
356502,3,3,41
356502,3,4,34
356502,3,5,218
356502,3,6,3
356502,4,1,2
356502,4,2,132
356502,4,3,47
356502,4,4,33
356502,4,5,211
356502,5,1,1
356502,5,2,204
356502,5,3,70
356502,5,4,48
356502,5,5,232
356502,5,6,3
356502,6,1,1
356502,6,2,122
356502,6,3,48
356502,6,4,11
356502,6,5,102
356502,7,2,73
356502,7,3,19
356502,7,5,81
356507,1,1,40
356507,1,2,102
356507,1,3,28
356507,1,4,54
356507,1,5,133
356507,2,1,84
356507,2,2,129
356507,2,3,49
356507,2,4,62
356507,2,5,150
356507,3,2,141
356507,3,3,18
356507,3,4,57
356507,3,5,141
356507,4,1,51
356507,4,2,96
356507,4,3,27
356507,4,4,82
356507,4,5,126
356507,5,1,99
356507,5,2,87
356507,5,3,35
356507,5,4,56
356507,5,5,119
356507,6,2,11
356507,6,3,3
356507,6,4,6
356507,6,5,28
356507,7,2,189
356507,7,3,32
356507,7,5,30
356510,1,1,3
356510,1,2,138
356510,1,3,38
356510,1,4,25
356510,1,5,235
356510,1,6,1
356510,2,1,3
356510,2,2,171
356510,2,3,60
356510,2,4,39
356510,2,5,250
356510,3,2,150
356510,3,3,65
356510,3,4,38
356510,3,5,257
356510,4,2,147
356510,4,3,52
356510,4,4,33
356510,4,5,217
356510,5,2,164
356510,5,3,63
356510,5,4,26
356510,5,5,209
356510,6,1,4
356510,6,2,109
356510,6,3,51
356510,6,4,17
356510,6,5,167
356510,7,2,46
356510,7,3,11
356510,7,5,25
356549,1,1,173
356549,1,2,86
356549,1,3,18
356549,1,4,60
356549,1,5,173
356549,2,1,195
356549,2,2,61
356549,2,3,21
356549,2,4,46
356549,2,5,141
356549,3,2,120
356549,3,3,37
356549,3,4,53
356549,3,5,134
356549,4,1,160
356549,4,2,76
356549,4,3,11
356549,4,4,23
356549,4,5,121
356549,5,1,88
356549,5,2,143
356549,5,3,19
356549,5,4,66
356549,5,5,130
356549,6,1,4
356549,6,2,19
356549,6,3,1
356549,6,4,4
356549,6,5,55
356549,7,2,7
356549,7,5,6
357327,1,1,20
357327,1,2,438
357327,1,3,13
357327,1,4,3
357327,1,5,39
357327,2,1,62
357327,2,2,419
357327,2,3,15
357327,2,4,12
357327,2,5,51
357327,3,2,513
357327,3,3,12
357327,3,4,5
357327,3,5,31
357327,4,1,28
357327,4,2,368
357327,4,3,20
357327,4,4,17
357327,4,5,54
357327,5,1,18
357327,5,2,410
357327,5,3,7
357327,5,4,8
357327,5,5,31
357330,1,2,241
357330,1,3,72
357330,1,4,12
357330,1,5,60
357330,2,1,1
357330,2,2,311
357330,2,3,139
357330,2,4,3
357330,2,5,65
357330,3,2,220
357330,3,3,73
357330,3,4,11
357330,3,5,61
357330,4,2,256
357330,4,3,100
357330,4,4,17
357330,4,5,74
357330,5,2,205
357330,5,3,94
357330,5,4,11
357330,5,5,80
357330,6,2,25
357330,6,3,7
357330,6,4,2
357330,6,5,22
357345,1,2,114
357345,1,3,18
357345,1,5,112
357345,2,2,177
357345,2,3,42
357345,2,5,127
357345,3,2,135
357345,3,3,43
357345,3,5,113
357345,4,2,186
357345,4,3,32
357345,4,5,130
357355,1,2,124
357355,1,3,32
357355,1,4,23
357355,1,5,119
357355,2,2,156
357355,2,3,69
357355,2,4,18
357355,2,5,148
357355,3,2,117
357355,3,3,35
357355,3,4,21
357355,3,5,121
357355,4,2,138
357355,4,3,45
357355,4,4,25
357355,4,5,148
357367,1,2,185
357367,1,3,31
357367,1,4,74
357367,1,5,189
357367,2,1,14
357367,2,2,158
357367,2,3,65
357367,2,4,77
357367,2,5,242
357367,3,2,124
357367,3,3,36
357367,3,4,55
357367,3,5,150
357367,3,6,1
357367,4,2,154
357367,4,3,42
357367,4,4,81
357367,4,5,138
357367,5,2,106
357367,5,3,21
357367,5,4,25
357367,5,5,40
357367,6,1,11
357367,6,2,35
357367,6,3,14
357367,6,4,13
357367,6,5,64
357367,7,2,22
357367,7,3,1
357367,7,5,3
357377,1,2,173
357377,1,3,97
357377,1,4,30
357377,1,5,235
357377,2,2,174
357377,2,3,120
357377,2,4,29
357377,2,5,206
357377,3,2,164
357377,3,3,104
357377,3,4,39
357377,3,5,188
357377,4,2,141
357377,4,3,66
357377,4,4,29
357377,4,5,197
357377,5,2,191
357377,5,3,95
357377,5,4,34
357377,5,5,200
357678,1,1,8
357678,1,2,90
357678,1,3,57
357678,1,4,55
357678,1,5,226
357678,2,1,3
357678,2,2,126
357678,2,3,62
357678,2,4,38
357678,2,5,238
357678,2,6,1
357678,3,1,1
357678,3,2,113
357678,3,3,104
357678,3,4,47
357678,3,5,223
357678,4,1,7
357678,4,2,79
357678,4,3,59
357678,4,4,45
357678,4,5,250
357678,5,1,20
357678,5,2,121
357678,5,3,83
357678,5,4,68
357678,5,5,244
357678,6,2,1
357678,6,5,3
357678,7,2,21
357678,7,3,2
357678,7,5,5
357702,1,1,153
357702,1,2,70
357702,1,3,30
357702,1,4,53
357702,1,5,136
357702,2,1,151
357702,2,2,89
357702,2,3,26
357702,2,4,62
357702,2,5,133
357702,3,1,64
357702,3,2,82
357702,3,3,21
357702,3,4,58
357702,3,5,154
357702,4,1,116
357702,4,2,75
357702,4,3,44
357702,4,4,45
357702,4,5,130
357702,5,1,124
357702,5,2,77
357702,5,3,31
357702,5,4,37
357702,5,5,104
357711,1,2,183
357711,1,3,79
357711,1,4,78
357711,1,5,183
357711,1,6,7
357711,2,2,161
357711,2,3,93
357711,2,4,40
357711,2,5,113
357711,2,6,4
357711,3,2,170
357711,3,3,69
357711,3,4,43
357711,3,5,127
357711,3,6,4
357711,4,2,171
357711,4,3,80
357711,4,4,53
357711,4,5,116
357711,4,6,4
357711,5,2,162
357711,5,3,69
357711,5,4,45
357711,5,5,102
357711,5,6,2
357711,6,2,134
357711,6,3,14
357711,6,4,37
357711,6,5,94
357711,6,6,2
357716,1,2,401
357716,1,3,23
357716,1,4,6
357716,1,5,50
357716,2,2,459
357716,2,3,39
357716,2,4,5
357716,2,5,69
357716,3,2,418
357716,3,3,30
357716,3,4,2
357716,3,5,59
357716,4,2,457
357716,4,3,34
357716,4,4,3
357716,4,5,68
357716,5,2,467
357716,5,3,31
357716,5,5,42
357752,1,2,223
357752,1,3,20
357752,1,4,126
357752,1,5,127
357752,2,2,218
357752,2,3,24
357752,2,4,135
357752,2,5,180
357752,3,2,217
357752,3,3,24
357752,3,4,124
357752,3,5,156
357752,4,1,2
357752,4,2,204
357752,4,3,31
357752,4,4,123
357752,4,5,168
357752,5,2,216
357752,5,3,29
357752,5,4,115
357752,5,5,174
357801,1,1,5
357801,1,2,148
357801,1,3,51
357801,1,4,74
357801,1,5,274
357801,2,1,1
357801,2,2,154
357801,2,3,65
357801,2,4,88
357801,2,5,275
357801,3,2,137
357801,3,3,67
357801,3,4,78
357801,3,5,289
357801,4,1,1
357801,4,2,127
357801,4,3,51
357801,4,4,62
357801,4,5,233
357801,5,2,128
357801,5,3,42
357801,5,4,38
357801,5,5,226
357801,6,1,11
357801,6,2,52
357801,6,3,13
357801,6,4,20
357801,6,5,95
357801,7,2,8
357801,7,5,3
357804,1,2,147
357804,1,3,19
357804,1,4,57
357804,1,5,95
357804,1,6,6
357804,2,2,158
357804,2,3,40
357804,2,4,58
357804,2,5,86
357804,2,6,4
357804,3,2,130
357804,3,3,40
357804,3,4,71
357804,3,5,97
357804,3,6,7
357804,4,2,143
357804,4,3,30
357804,4,4,50
357804,4,5,86
357804,4,6,2
357804,5,2,137
357804,5,3,33
357804,5,4,51
357804,5,5,69
357804,5,6,9
357804,6,2,78
357804,6,3,15
357804,6,4,17
357804,6,5,95
357804,7,2,12
357804,7,3,1
357804,7,5,7
358233,1,1,9
358233,1,2,183
358233,1,3,12
358233,1,4,168
358233,1,5,152
358233,2,1,6
358233,2,2,113
358233,2,3,20
358233,2,4,175
358233,2,5,223
358233,3,2,218
358233,3,3,25
358233,3,4,170
358233,3,5,161
358233,4,2,159
358233,4,3,26
358233,4,4,179
358233,4,5,192
358233,5,1,19
358233,5,2,171
358233,5,3,22
358233,5,4,161
358233,5,5,181
358233,6,2,2
358233,6,4,8
358233,6,5,20
358525,1,1,42
358525,1,2,65
358525,1,3,16
358525,1,4,107
358525,1,5,126
358525,2,1,100
358525,2,2,75
358525,2,3,28
358525,2,4,132
358525,2,5,167
358525,3,2,104
358525,3,3,20
358525,3,4,111
358525,3,5,148
358525,4,1,39
358525,4,2,92
358525,4,3,22
358525,4,4,117
358525,4,5,167
358525,5,1,83
358525,5,2,79
358525,5,3,19
358525,5,4,134
358525,5,5,138
358525,6,1,1
358525,6,2,11
358525,6,3,2
358525,6,4,16
358525,6,5,76
358647,1,2,107
358647,1,3,16
358647,1,4,154
358647,1,5,159
358647,2,2,146
358647,2,3,40
358647,2,4,190
358647,2,5,195
358647,3,2,145
358647,3,3,67
358647,3,4,103
358647,3,5,166
358647,4,1,9
358647,4,2,179
358647,4,3,53
358647,4,4,127
358647,4,5,164
358647,5,2,139
358647,5,3,72
358647,5,4,144
358647,5,5,152
358647,6,2,22
358647,6,3,2
358647,6,4,14
358647,6,5,20
358664,2,2,237
358664,2,3,11
358664,2,4,111
358664,2,5,138
358664,3,2,99
358664,3,3,6
358664,3,4,175
358664,3,5,207
358664,4,2,89
358664,4,3,6
358664,4,4,163
358664,4,5,203
358664,5,2,128
358664,5,3,12
358664,5,4,164
358664,5,5,170
358664,6,2,90
358664,6,3,6
358664,6,4,178
358664,6,5,332
358840,1,1,1
358840,1,2,84
358840,1,3,3
358840,1,4,124
358840,1,5,141
358840,2,1,11
358840,2,2,62
358840,2,3,5
358840,2,4,187
358840,2,5,176
358840,3,2,77
358840,3,3,3
358840,3,4,162
358840,3,5,127
358840,4,2,48
358840,4,3,2
358840,4,4,185
358840,4,5,185
358840,5,2,94
358840,5,3,5
358840,5,4,140
358840,5,5,155
358840,6,2,7
358840,6,4,25
358840,6,5,56
358856,1,1,64
358856,1,2,123
358856,1,3,13
358856,1,4,91
358856,1,5,195
358856,2,1,51
358856,2,2,113
358856,2,3,20
358856,2,4,90
358856,2,5,195
358856,3,1,7
358856,3,2,91
358856,3,3,15
358856,3,4,105
358856,3,5,134
358856,4,1,58
358856,4,2,101
358856,4,3,14
358856,4,4,105
358856,4,5,158
358856,5,1,64
358856,5,2,86
358856,5,3,13
358856,5,4,93
358856,5,5,147
358856,6,2,57
358856,6,3,3
358856,6,4,65
358856,6,5,183
358868,1,1,50
358868,1,2,29
358868,1,3,31
358868,1,4,102
358868,1,5,98
358868,2,1,81
358868,2,2,79
358868,2,3,47
358868,2,4,112
358868,2,5,99
358868,3,2,97
358868,3,3,34
358868,3,4,113
358868,3,5,91
358868,4,1,54
358868,4,2,85
358868,4,3,32
358868,4,4,131
358868,4,5,127
358868,5,1,66
358868,5,2,70
358868,5,3,25
358868,5,4,117
358868,5,5,123
358868,6,1,1
358868,6,2,1
358868,6,4,20
358868,6,5,27
358878,1,2,188
358878,1,3,21
358878,1,4,80
358878,1,5,106
358878,2,2,125
358878,2,3,35
358878,2,4,109
358878,2,5,162
358878,3,2,209
358878,3,3,38
358878,3,4,59
358878,3,5,115
358878,4,2,130
358878,4,3,29
358878,4,4,107
358878,4,5,160
358878,5,2,180
358878,5,3,49
358878,5,4,86
358878,5,5,183
358889,1,2,102
358889,1,3,126
358889,1,4,118
358889,1,5,168
358889,2,2,90
358889,2,3,116
358889,2,4,116
358889,2,5,154
358889,3,2,100
358889,3,3,123
358889,3,4,131
358889,3,5,137
358889,4,2,78
358889,4,3,163
358889,4,4,138
358889,4,5,163
358889,5,2,86
358889,5,3,140
358889,5,4,128
358889,5,5,162
358889,6,2,2
358889,6,3,4
358889,6,4,5
358889,6,5,9
358896,1,2,9
358896,1,3,2
358896,1,4,12
358896,1,5,13
358896,2,2,64
358896,2,3,2
358896,2,4,154
358896,2,5,99
358896,3,2,67
358896,3,3,5
358896,3,4,142
358896,3,5,95
358896,4,2,27
358896,4,3,4
358896,4,4,176
358896,4,5,133
358896,5,2,109
358896,5,3,1
358896,5,4,118
358896,5,5,94
358896,6,2,34
358896,6,3,3
358896,6,4,161
358896,6,5,202
358914,1,1,162
358914,1,2,111
358914,1,3,40
358914,1,4,49
358914,1,5,165
358914,2,1,204
358914,2,2,146
358914,2,3,57
358914,2,4,42
358914,2,5,119
358914,3,1,29
358914,3,2,156
358914,3,3,40
358914,3,4,58
358914,3,5,138
358914,4,1,173
358914,4,2,130
358914,4,3,53
358914,4,4,54
358914,4,5,122
358914,5,1,232
358914,5,2,146
358914,5,3,63
358914,5,4,41
358914,5,5,132
358928,1,1,68
358928,1,2,96
358928,1,3,22
358928,1,4,100
358928,1,5,110
358928,2,1,46
358928,2,2,85
358928,2,3,27
358928,2,4,85
358928,2,5,122
358928,3,1,9
358928,3,2,98
358928,3,3,27
358928,3,4,105
358928,3,5,117
358928,4,1,58
358928,4,2,77
358928,4,3,22
358928,4,4,102
358928,4,5,118
358928,5,1,70
358928,5,2,71
358928,5,3,19
358928,5,4,110
358928,5,5,121
358929,1,2,9
358929,1,4,32
358929,1,5,58
358929,2,1,1
358929,2,2,55
358929,2,3,2
358929,2,4,216
358929,2,5,200
358929,3,2,99
358929,3,3,5
358929,3,4,126
358929,3,5,114
358929,4,2,75
358929,4,3,4
358929,4,4,231
358929,4,5,175
358929,5,2,62
358929,5,3,8
358929,5,4,195
358929,5,5,199
358929,6,2,23
358929,6,3,3
358929,6,4,253
358929,6,5,305
358939,1,2,7
358939,1,3,1
358939,1,4,35
358939,1,5,40
358939,2,2,52
358939,2,3,6
358939,2,4,265
358939,2,5,169
358939,3,2,49
358939,3,3,5
358939,3,4,191
358939,3,5,119
358939,4,2,47
358939,4,3,6
358939,4,4,231
358939,4,5,157
358939,5,2,78
358939,5,4,218
358939,5,5,155
358939,6,2,34
358939,6,3,8
358939,6,4,242
358939,6,5,226
359294,1,2,22
359294,1,3,1
359294,1,4,62
359294,1,5,72
359294,2,2,25
359294,2,3,4
359294,2,4,77
359294,2,5,79
359294,3,2,41
359294,3,3,5
359294,3,4,51
359294,3,5,37
359294,4,2,21
359294,4,3,2
359294,4,4,64
359294,4,5,73
359294,5,2,48
359294,5,3,2
359294,5,4,69
359294,5,5,58
359316,1,1,2
359316,1,2,59
359316,1,3,29
359316,1,4,42
359316,1,5,72
359316,1,6,4
359316,2,1,7
359316,2,2,44
359316,2,3,34
359316,2,4,57
359316,2,5,82
359316,3,1,2
359316,3,2,36
359316,3,3,32
359316,3,4,22
359316,3,5,53
359316,3,6,4
359316,4,1,3
359316,4,2,26
359316,4,3,19
359316,4,4,34
359316,4,5,46
359316,4,6,2
359316,5,1,4
359316,5,2,52
359316,5,3,18
359316,5,4,35
359316,5,5,65
359316,6,2,6
359316,6,3,6
359316,6,4,9
359316,6,5,23
359316,7,2,3
359316,7,5,2
359324,1,2,63
359324,1,3,30
359324,1,4,65
359324,1,5,58
359324,2,2,41
359324,2,3,32
359324,2,4,47
359324,2,5,59
359324,3,2,29
359324,3,3,30
359324,3,4,27
359324,3,5,52
359324,4,2,48
359324,4,3,32
359324,4,4,45
359324,4,5,48
359324,4,6,1
359324,5,2,44
359324,5,3,35
359324,5,4,60
359324,5,5,60
359324,6,2,16
359324,6,3,6
359324,6,4,7
359324,6,5,19
359324,7,2,1
359324,7,5,4
359325,2,2,22
359325,2,4,90
359325,2,5,71
359325,3,2,19
359325,3,3,1
359325,3,4,53
359325,3,5,45
359325,4,2,32
359325,4,4,62
359325,4,5,66
359325,5,2,29
359325,5,4,90
359325,5,5,66
359325,6,2,11
359325,6,3,1
359325,6,4,71
359325,6,5,95
359326,1,2,27
359326,1,3,3
359326,1,4,85
359326,1,5,97
359326,2,2,23
359326,2,3,7
359326,2,4,81
359326,2,5,75
359326,3,2,17
359326,3,3,5
359326,3,4,54
359326,3,5,44
359326,4,2,62
359326,4,3,4
359326,4,4,38
359326,4,5,54
359326,5,2,31
359326,5,3,5
359326,5,4,56
359326,5,5,65
359326,6,2,5
359326,6,3,3
359326,6,4,77
359326,6,5,96
359330,1,2,40
359330,1,3,13
359330,1,4,70
359330,1,5,72
359330,1,6,1
359330,2,2,29
359330,2,3,16
359330,2,4,73
359330,2,5,77
359330,2,6,4
359330,3,2,23
359330,3,3,11
359330,3,4,42
359330,3,5,63
359330,3,6,1
359330,4,2,34
359330,4,3,12
359330,4,4,34
359330,4,5,82
359330,5,2,22
359330,5,3,7
359330,5,4,58
359330,5,5,79
359330,5,6,1
359330,6,2,3
359330,6,3,4
359330,6,5,6
359330,7,2,3
359330,7,3,1
359330,7,5,11
894955,1,2,49
894955,1,3,155
894955,1,5,3
894955,2,2,96
894955,2,3,140
894955,2,5,2
894955,3,2,73
894955,3,3,102
894955,4,2,97
894955,4,3,107
894955,4,5,2
894955,4,,1
894955,5,2,70
894955,5,3,107
894955,6,2,8
894955,6,3,14
894955,6,5,2
894955,7,2,20
894955,7,3,4
895496,1,2,31
895496,1,3,170
895496,1,4,1
895496,1,5,1
895496,2,2,84
895496,2,3,251
895496,3,2,48
895496,3,3,261
895496,3,4,3
895496,3,5,1
895496,4,2,84
895496,4,3,229
895496,4,5,2
895496,5,2,41
895496,5,3,89
895496,5,4,1
895496,5,5,1
895496,6,3,1
895496,7,3,1
897937,1,2,1
897937,1,3,2
897937,2,1,102
897937,2,2,119
897937,2,3,73
897937,2,4,1
897937,2,5,7
897937,3,1,3
897937,3,2,143
897937,3,3,145
897937,3,4,1
897937,3,5,17
897937,4,1,44
897937,4,2,40
897937,4,3,42
897937,4,4,4
897937,4,5,7
897937,5,1,63
897937,5,2,95
897937,5,3,90
897937,5,5,7
897937,6,2,42
897937,6,3,50
897937,6,4,2
897937,6,5,32
897937,7,1,1
901890,1,1,1
901890,1,2,142
901890,1,3,25
901890,1,5,13
901890,2,2,199
901890,2,3,34
901890,2,5,18
901890,3,2,221
901890,3,3,35
901890,3,4,1
901890,3,5,32
901890,3,,1
901890,4,1,1
901890,4,2,203
901890,4,3,37
901890,4,5,25
901890,5,2,167
901890,5,3,29
901890,5,5,28
901890,5,,1
901890,6,2,3
901890,7,2,1
901890,7,5,1
903106,1,2,28
903106,1,3,282
903106,1,5,40
903106,2,2,20
903106,2,3,351
903106,2,5,24
903106,3,1,3
903106,3,2,17
903106,3,3,296
903106,3,5,138
903106,4,1,1
903106,4,2,15
903106,4,3,345
903106,4,4,1
903106,4,5,34
903106,4,,1
903106,5,1,1
903106,5,2,8
903106,5,3,213
903106,5,4,1
903106,5,5,31
903106,7,5,1
904597,1,2,180
904597,1,3,167
904597,1,5,11
904597,1,6,1
904597,2,2,262
904597,2,3,185
904597,2,4,4
904597,2,5,12
904597,2,6,1
904597,3,2,242
904597,3,3,195
904597,3,5,15
904597,3,6,1
904597,4,2,221
904597,4,3,149
904597,4,5,7
904597,4,,1
904597,5,2,142
904597,5,3,96
904597,5,4,1
904597,5,5,3
904597,6,2,1
904597,6,3,3
904597,7,2,1
