summons_number,issue_date,violation_code,violation_category,issuer_code,violation_time,Column2,AP,Column1,time_format,first_hour,house_number,street_name,Column5,City,State,Zip
7097815115,8/27/2013,21,1,349570,753,753,A,753,0.328472222,7,525,W 120th St,525 W 120th St,New York,NY,10032
7097815140,8/27/2013,21,1,349570,808,808,A,808,0.338888889,8,521,W 146th St,521 W 146th St,New York,NY,10032
7097815164,8/27/2013,21,1,349570,837,837,A,837,0.359027778,8,270,W 119th St,270 W 119th St,New York,NY,10032
7097815190,8/27/2013,21,1,349570,912,912,A,912,0.383333333,9,374,W 127th St,374 W 127th St,New York,NY,10032
7097815220,8/27/2013,21,1,349570,917,917,A,917,0.386805556,9,35,St Nicholas Ter,35 St Nicholas Ter,New York,NY,10032
7097815243,8/27/2013,21,1,349570,940,940,A,940,0.402777778,9,125,W 128th St,125 W 128th St,New York,NY,10032
7097815280,8/27/2013,40,2,349570,954,954,A,954,0.4125,9,73,W 130th St,73 W 130th St,New York,NY,10032
7097815309,8/27/2013,21,1,349570,1012,1012,A,1012,0.425,10,364,W 116th St,364 W 116th St,New York,NY,10032
7097815358,8/27/2013,21,1,349570,1110,1110,A,1110,0.465277778,11,58,Riverside Dr,58 Riverside Dr,New York,NY,10032
7097815395,8/27/2013,21,1,349570,1140,1140,A,1140,0.486111111,11,308,W 138th St,308 W 138th St,New York,NY,10032
7097815401,8/27/2013,21,1,349570,1141,1141,A,1141,0.486805556,11,244,W 138th St,244 W 138th St,New York,NY,10032
7097815413,8/27/2013,21,1,349570,1144,1144,A,1144,0.488888889,11,218,W 138th St,218 W 138th St,New York,NY,10032
7097815437,8/27/2013,21,1,349570,1149,1149,A,1149,0.492361111,11,101,W 137th St,101 W 137th St,New York,NY,10032
7097815449,8/27/2013,21,1,349570,1150,1150,A,1150,0.493055556,11,101,W 137th St,101 W 137th St,New York,NY,10032
7097815450,8/27/2013,21,1,349570,1210,10,P,1210,0.506944444,12,52,W 132nd St,52 W 132nd St,New York,NY,10032
7097815218,8/27/2013,21,1,349570,915,915,A,915,0.385416667,9,408,W 128th St,408 W 128th St,New York,NY,10032
7097815231,8/27/2013,21,1,349570,919,919,A,919,0.388194444,9,2,St Nicholas Ter,2 St Nicholas Ter,New York,NY,10032
7097815255,8/27/2013,21,1,349570,943,943,A,943,0.404861111,9,70,W 128th St,70 W 128th St,New York,NY,10032
7097815267,8/27/2013,21,1,349570,943,943,A,943,0.404861111,9,70,W 128th St,70 W 128th St,New York,NY,10032
7097815279,8/27/2013,21,1,349570,949,949,A,949,0.409027778,9,2153,Adam Clayton Powell,2153 Adam Clayton Powell,New York,NY,10032
7097815310,8/27/2013,21,1,349570,1015,1015,A,1015,0.427083333,10,16,Morningside Ave,16 Morningside Ave,New York,NY,10032
7097815322,8/27/2013,19,2,349570,1034,1034,A,1034,0.440277778,10,2620,Broadway,2620 Broadway,New York,NY,10032
7097815334,8/27/2013,21,1,349570,1106,1106,A,1106,0.4625,11,314,W 77th St,314 W 77th St,New York,NY,10032
7097815346,8/27/2013,21,1,349570,1108,1108,A,1108,0.463888889,11,318,W 77th St,318 W 77th St,New York,NY,10032
7097815383,8/27/2013,21,1,349570,1138,1138,A,1138,0.484722222,11,318,W 138th St,318 W 138th St,New York,NY,10032
7097815425,8/27/2013,21,1,349570,1147,1147,A,1147,0.490972222,11,104,W 138th St,104 W 138th St,New York,NY,10032
7097814950,8/27/2013,46,3,349570,539,539,A,539,0.235416667,5,207,Central Park North,207 Central Park North,New York,NY,10032
7097814986,8/27/2013,21,1,349570,706,706,A,706,0.295833333,7,988,Columbus Ave,988 Columbus Ave,New York,NY,10032
7097814998,8/27/2013,21,1,349570,710,710,A,710,0.298611111,7,830,Columbus Ave,830 Columbus Ave,New York,NY,10032
7097815024,8/27/2013,19,2,349570,726,726,A,726,0.309722222,7,2568,Broadway,2568 Broadway,New York,NY,10032
7097815048,8/27/2013,21,1,349570,738,738,A,738,0.318055556,7,2796,Broadway,2796 Broadway,New York,NY,10032
7097815050,8/27/2013,21,1,349570,739,739,A,739,0.31875,7,2802,Broadway,2802 Broadway,New York,NY,10032
7097815061,8/27/2013,21,1,349570,741,741,A,741,0.320138889,7,2848,Broadway,2848 Broadway,New York,NY,10032
7097815085,8/27/2013,21,1,349570,748,748,A,748,0.325,7,525,W 120th St,525 W 120th St,New York,NY,10032
7097815127,8/27/2013,21,1,349570,806,806,A,806,0.3375,8,525,W 146th St,525 W 146th St,New York,NY,10032
7097815139,8/27/2013,21,1,349570,807,807,A,807,0.338194444,8,521,W 146th St,521 W 146th St,New York,NY,10032
7097815152,8/27/2013,21,1,349570,812,812,A,812,0.341666667,8,569,W 150th St,569 W 150th St,New York,NY,10032
7097815176,8/27/2013,21,1,349570,840,840,A,840,0.361111111,8,282,W 119th St,282 W 119th St,New York,NY,10032
7097815188,8/27/2013,21,1,349570,909,909,A,909,0.38125,9,357,W 127th St,357 W 127th St,New York,NY,10032
7097815206,8/27/2013,21,1,349570,914,914,A,914,0.384722222,9,128,W 128th St,128 W 128th St,New York,NY,10032
7097815796,8/28/2013,21,1,349570,1143,1143,A,1143,0.488194444,11,667,W 161st St,667 W 161st St,New York,NY,10032
7097815747,8/28/2013,21,1,349570,1138,1138,A,1138,0.484722222,11,65,Ft Washington Ave,65 Ft Washington Ave,New York,NY,10032
7097815735,8/28/2013,21,1,349570,1136,1136,A,1136,0.483333333,11,600,W 161st St,600 W 161st St,New York,NY,10032
7097815700,8/28/2013,14,2,349570,1045,1045,A,1045,0.447916667,10,216,Ft Washington Ave,216 Ft Washington Ave,New York,NY,10032
7097815693,8/28/2013,48,3,349570,1002,1002,A,1002,0.418055556,10,260,Ft Washington Ave,260 Ft Washington Ave,New York,NY,10032
7097815668,8/28/2013,21,1,349570,952,952,A,952,0.411111111,9,561,W 161st St,561 W 161st St,New York,NY,10032
7097815632,8/28/2013,21,1,349570,943,943,A,943,0.404861111,9,461,W 164th St,461 W 164th St,New York,NY,10032
7097815619,8/28/2013,21,1,349570,937,937,A,937,0.400694444,9,539,W 162nd St,539 W 162nd St,New York,NY,10032
7097815589,8/28/2013,71,5,349570,844,844,A,844,0.363888889,8,453,W 164th St,453 W 164th St,New York,NY,10032
7097815577,8/28/2013,21,1,349570,840,840,A,840,0.361111111,8,564,W 160th St,564 W 160th St,New York,NY,10032
7097815565,8/28/2013,21,1,349570,839,839,A,839,0.360416667,8,601,W 160th St,601 W 160th St,New York,NY,10032
7097815553,8/28/2013,21,1,349570,838,838,A,838,0.359722222,8,601,W 160th St,601 W 160th St,New York,NY,10032
7097815530,8/28/2013,21,1,349570,809,809,A,809,0.339583333,8,3928,Broadway,3928 Broadway,New York,NY,10032
7097815486,8/28/2013,14,2,349570,715,715,A,715,0.302083333,7,236,Columbus Ave,236 Columbus Ave,New York,NY,10032
7097815474,8/28/2013,21,1,349570,707,707,A,707,0.296527778,7,967,Columbus Ave,967 Columbus Ave,New York,NY,10032
7097815802,8/28/2013,21,1,349570,1146,1146,A,1146,0.490277778,11,665,W 160th St,665 W 160th St,New York,NY,10032
7097815784,8/28/2013,21,1,349570,1141,1141,A,1141,0.486805556,11,667,W 161st St,667 W 161st St,New York,NY,10032
7097815772,8/28/2013,71,5,349570,1141,1141,A,1141,0.486805556,11,654,W 161st St,654 W 161st St,New York,NY,10032
7097815760,8/28/2013,21,1,349570,1140,1140,A,1140,0.486111111,11,654,W 161st St,654 W 161st St,New York,NY,10032
7097815759,8/28/2013,21,1,349570,1138,1138,A,1138,0.484722222,11,65,Ft Washington Ave,65 Ft Washington Ave,New York,NY,10032
7097815723,8/28/2013,14,2,349570,1056,1056,A,1056,0.455555556,10,177,Ft Washington Ave,177 Ft Washington Ave,New York,NY,10032
7097815711,8/28/2013,46,3,349570,1054,1054,A,1054,0.454166667,10,177,Ft Washington Ave,177 Ft Washington Ave,New York,NY,10032
7097815681,8/28/2013,48,3,349570,1001,1001,A,1001,0.417361111,10,250,Ft Washington Ave,250 Ft Washington Ave,New York,NY,10032
7097815670,8/28/2013,14,2,349570,956,956,A,956,0.413888889,9,600,W 165th St,600 W 165th St,New York,NY,10032
7097815644,8/28/2013,21,1,349570,945,945,A,945,0.40625,9,434,W 164th St,434 W 164th St,New York,NY,10032
7097815620,8/28/2013,21,1,349570,939,939,A,939,0.402083333,9,505,W 162nd St,505 W 162nd St,New York,NY,10032
7097815607,8/28/2013,21,1,349570,936,936,A,936,0.4,9,535,W 163rd St,535 W 163rd St,New York,NY,10032
7097815528,8/28/2013,21,1,349570,808,808,A,808,0.338888889,8,3924,Broadway,3924 Broadway,New York,NY,10032
7097815516,8/28/2013,21,1,349570,807,807,A,807,0.338194444,8,3920,Broadway,3920 Broadway,New York,NY,10032
7097815504,8/28/2013,21,1,349570,738,738,A,738,0.318055556,7,2652,Broadway,2652 Broadway,New York,NY,10032
7097815498,8/28/2013,21,1,349570,736,736,A,736,0.316666667,7,2642,Broadway,2642 Broadway,New York,NY,10032
7097815462,8/28/2013,19,2,349570,645,645,A,645,0.28125,6,2831,Broadway,2831 Broadway,New York,NY,10032
7097816569,8/29/2013,46,3,349570,156,156,P,1356,0.580555556,13,1901,Lexington Ave,1901 Lexington Ave,New York,NY,10032
7097816557,8/29/2013,16,2,349570,149,149,P,1349,0.575694444,13,252,E 125th St,252 E 125th St,New York,NY,10032
7097816533,8/29/2013,17,2,349570,139,139,P,1339,0.56875,13,116,E 125th St,116 E 125th St,New York,NY,10032
7097816508,8/29/2013,46,3,349570,127,127,P,1327,0.560416667,13,326,E 116th St,326 E 116th St,New York,NY,10032
7097816491,8/29/2013,46,3,349570,125,125,P,1325,0.559027778,13,306,E 116th St,306 E 116th St,New York,NY,10032
7097816417,8/29/2013,21,1,349570,1145,1145,A,1145,0.489583333,11,313,W 136th St,313 W 136th St,New York,NY,10032
7097816405,8/29/2013,71,5,349570,1143,1143,A,1143,0.488194444,11,323,W 137th St,323 W 137th St,New York,NY,10032
7097816399,8/29/2013,21,1,349570,1142,1142,A,1142,0.4875,11,323,W 137th St,323 W 137th St,New York,NY,10032
7097816387,8/29/2013,21,1,349570,1141,1141,A,1141,0.486805556,11,307,W 137th St,307 W 137th St,New York,NY,10032
7097816351,8/29/2013,21,1,349570,1137,1137,A,1137,0.484027778,11,101,Edgecombe Ave,101 Edgecombe Ave,New York,NY,10032
7097816326,8/29/2013,21,1,349570,1120,1120,A,1120,0.472222222,11,15,Claremont Ave,15 Claremont Ave,New York,NY,10032
7097816284,8/29/2013,21,1,349570,1112,1112,A,1112,0.466666667,11,80,Claremont Ave,80 Claremont Ave,New York,NY,10032
7097816272,8/29/2013,21,1,349570,1109,1109,A,1109,0.464583333,11,134,Claremont Ave,134 Claremont Ave,New York,NY,10032
7097816260,8/29/2013,21,1,349570,1108,1108,A,1108,0.463888889,11,150,Claremont Ave,150 Claremont Ave,New York,NY,10032
7097816259,8/29/2013,21,1,349570,1013,1013,A,1013,0.425694444,10,30,St Nicholas Pl,30 St Nicholas Pl,New York,NY,10032
7097816235,8/29/2013,21,1,349570,945,945,A,945,0.40625,9,35-39,W 129th St,35-39 W 129th St,New York,NY,10032
7097816223,8/29/2013,21,1,349570,941,941,A,941,0.403472222,9,133,W 130th St,133 W 130th St,New York,NY,10032
7097816211,8/29/2013,21,1,349570,938,938,A,938,0.401388889,9,133,W 131st St,133 W 131st St,New York,NY,10032
7097816181,8/29/2013,21,1,349570,910,910,A,910,0.381944444,9,110,Convent Ave,110 Convent Ave,New York,NY,10032
7097816170,8/29/2013,21,1,349570,907,907,A,907,0.379861111,9,102,Convent Ave,102 Convent Ave,New York,NY,10032
7097816144,8/29/2013,21,1,349570,852,852,A,852,0.369444444,8,109,W 120th St,109 W 120th St,New York,NY,10032
7097816120,8/29/2013,21,1,349570,845,845,A,845,0.364583333,8,149,W 121st St,149 W 121st St,New York,NY,10032
7097816030,8/29/2013,21,1,349570,807,807,A,807,0.338194444,8,565,W 148th St,565 W 148th St,New York,NY,10032
7097816028,8/29/2013,21,1,349570,806,806,A,806,0.3375,8,565,W 148th St,565 W 148th St,New York,NY,10032
7097816016,8/29/2013,19,2,349570,757,757,A,757,0.33125,7,3320,Broadway,3320 Broadway,New York,NY,10032
7097815980,8/29/2013,21,1,349570,742,742,A,742,0.320833333,7,2688,Broadway,2688 Broadway,New York,NY,10032
7097815966,8/29/2013,14,2,349570,717,717,A,717,0.303472222,7,520,Columbus Ave,520 Columbus Ave,New York,NY,10032
7097815954,8/29/2013,21,1,349570,712,712,A,712,0.3,7,525,Columbus Ave,525 Columbus Ave,New York,NY,10032
7097815942,8/29/2013,21,1,349570,710,710,A,710,0.298611111,7,912,Columbus Ave,912 Columbus Ave,New York,NY,10032
7097815930,8/29/2013,21,1,349570,707,707,A,707,0.296527778,7,984,Columbus Ave,984 Columbus Ave,New York,NY,10032
7097815905,8/29/2013,48,3,349570,651,651,A,651,0.285416667,6,51,W 106th St,51 W 106th St,New York,NY,10032
7097815875,8/29/2013,21,1,349570,639,639,A,639,0.277083333,6,865,Columbus Ave,865 Columbus Ave,New York,NY,10032
7097815851,8/29/2013,84,5,349570,546,546,A,546,0.240277778,5,545,W 110th St,545 W 110th St,New York,NY,10032
7097815840,8/29/2013,19,2,349570,545,545,A,545,0.239583333,5,545,W 110th St,545 W 110th St,New York,NY,10032
7097816673,8/29/2013,46,3,349570,227,227,P,1427,0.602083333,14,165,E 125th St,165 E 125th St,New York,NY,10032
7097816650,8/29/2013,20,2,349570,223,223,P,1423,0.599305556,14,116,E 125th St,116 E 125th St,New York,NY,10032
7097816636,8/29/2013,46,3,349570,212,212,P,1412,0.591666667,14,234,E 116th St,234 E 116th St,New York,NY,10032
7097816594,8/29/2013,46,3,349570,204,204,P,1404,0.586111111,14,226,E 116th St,226 E 116th St,New York,NY,10032
7097816582,8/29/2013,19,2,349570,200,200,P,1400,0.583333333,14,161,E 116th St,161 E 116th St,New York,NY,10032
7097816661,8/29/2013,17,2,349570,225,225,P,1425,0.600694444,14,116,E 125th St,116 E 125th St,New York,NY,10032
7097816624,8/29/2013,10,2,349570,210,210,P,1410,0.590277778,14,2262,2nd Ave,2262 2nd Ave,New York,NY,10032
7097816612,8/29/2013,18,2,349570,209,209,P,1409,0.589583333,14,2305,2nd Ave,2305 2nd Ave,New York,NY,10032
7097816600,8/29/2013,19,2,349570,205,205,P,1405,0.586805556,14,2260,1st Ave,2260 1st Ave,New York,NY,10032
7097816570,8/29/2013,46,3,349570,158,158,P,1358,0.581944444,13,170,E 116th St,170 E 116th St,New York,NY,10032
7097816545,8/29/2013,46,3,349570,140,140,P,1340,0.569444444,13,131-135,E 125th St,131-135 E 125th St,New York,NY,10032
7097816521,8/29/2013,48,3,349570,132,132,P,1332,0.563888889,13,2319,1st Ave,2319 1st Ave,New York,NY,10032
7097816510,8/29/2013,48,3,349570,129,129,P,1329,0.561805556,13,2267,1st Ave,2267 1st Ave,New York,NY,10032
7097816480,8/29/2013,46,3,349570,121,121,P,1321,0.55625,13,156,E 116th St,156 E 116th St,New York,NY,10032
7097816478,8/29/2013,46,3,349570,113,113,P,1313,0.550694444,13,250,E 105th St,250 E 105th St,New York,NY,10032
7097816466,8/29/2013,19,2,349570,107,107,P,1307,0.546527778,13,211,E 106th St,211 E 106th St,New York,NY,10032
7097816454,8/29/2013,21,1,349570,1156,1156,A,1156,0.497222222,11,137,W 137th St,137 W 137th St,New York,NY,10032
7097816442,8/29/2013,21,1,349570,1154,1154,A,1154,0.495833333,11,107-09,W 137th St,107-09 W 137th St,New York,NY,10032
7097816430,8/29/2013,21,1,349570,1152,1152,A,1152,0.494444444,11,560,Lenox Ave,560 Lenox Ave,New York,NY,10032
7097816429,8/29/2013,21,1,349570,1150,1150,A,1150,0.493055556,11,101,W 136th St,101 W 136th St,New York,NY,10032
7097816375,8/29/2013,21,1,349570,1139,1139,A,1139,0.485416667,11,311,W 138th St,311 W 138th St,New York,NY,10032
7097816363,8/29/2013,21,1,349570,1138,1138,A,1138,0.484722222,11,321,W 138th St,321 W 138th St,New York,NY,10032
7097816340,8/29/2013,21,1,349570,1136,1136,A,1136,0.483333333,11,101,Edgecombe Ave,101 Edgecombe Ave,New York,NY,10032
7097816338,8/29/2013,21,1,349570,1121,1121,A,1121,0.472916667,11,15,Claremont Ave,15 Claremont Ave,New York,NY,10032
7097816314,8/29/2013,21,1,349570,1118,1118,A,1118,0.470833333,11,15,Claremont Ave,15 Claremont Ave,New York,NY,10032
7097816302,8/29/2013,21,1,349570,1116,1116,A,1116,0.469444444,11,21,Claremont Ave,21 Claremont Ave,New York,NY,10032
7097816247,8/29/2013,21,1,349570,949,949,A,949,0.409027778,9,393,Lenox Ave,393 Lenox Ave,New York,NY,10032
7097816200,8/29/2013,21,1,349570,936,936,A,936,0.4,9,110,W 131st St,110 W 131st St,New York,NY,10032
7097816168,8/29/2013,21,1,349570,906,906,A,906,0.379166667,9,96-100,Convent Ave,96-100 Convent Ave,New York,NY,10032
7097816156,8/29/2013,21,1,349570,855,855,A,855,0.371527778,8,119,W 119th St,119 W 119th St,New York,NY,10032
7097816132,8/29/2013,21,1,349570,848,848,A,848,0.366666667,8,267,W 121st St,267 W 121st St,New York,NY,10032
7097816090,8/29/2013,21,1,349570,838,838,A,838,0.359722222,8,209,W 122nd St,209 W 122nd St,New York,NY,10032
7097816089,8/29/2013,21,1,349570,836,836,A,836,0.358333333,8,235,W 122nd St,235 W 122nd St,New York,NY,10032
7097816077,8/29/2013,21,1,349570,816,816,A,816,0.344444444,8,537,W 150th St,537 W 150th St,New York,NY,10032
7097816065,8/29/2013,21,1,349570,812,812,A,812,0.341666667,8,537,W 149th St,537 W 149th St,New York,NY,10032
7097816053,8/29/2013,21,1,349570,811,811,A,811,0.340972222,8,523,W 149th St,523 W 149th St,New York,NY,10032
7097816041,8/29/2013,21,1,349570,810,810,A,810,0.340277778,8,519,W 148th St,519 W 148th St,New York,NY,10032
7097816004,8/29/2013,19,2,349570,748,748,A,748,0.325,7,2848,Broadway,2848 Broadway,New York,NY,10032
7097815991,8/29/2013,21,1,349570,743,743,A,743,0.321527778,7,2688,Broadway,2688 Broadway,New York,NY,10032
7097815978,8/29/2013,21,1,349570,740,740,A,740,0.319444444,7,2688,Broadway,2688 Broadway,New York,NY,10032
7097815929,8/29/2013,21,1,349570,706,706,A,706,0.295833333,7,998,Columbus Ave,998 Columbus Ave,New York,NY,10032
7097815917,8/29/2013,71,5,349570,702,702,A,702,0.293055556,7,998,Columbus Ave,998 Columbus Ave,New York,NY,10032
7097815899,8/29/2013,21,1,349570,642,642,A,642,0.279166667,6,845,Columbus Ave,845 Columbus Ave,New York,NY,10032
7097815887,8/29/2013,21,1,349570,641,641,A,641,0.278472222,6,845,Columbus Ave,845 Columbus Ave,New York,NY,10032
7097815863,8/29/2013,21,1,349570,638,638,A,638,0.276388889,6,865,Columbus Ave,865 Columbus Ave,New York,NY,10032
7097817446,8/30/2013,46,3,349570,243,243,P,1443,0.613194444,14,353,E 116th St,353 E 116th St,New York,NY,10032
7097817434,8/30/2013,46,3,349570,240,240,P,1440,0.611111111,14,357,E 116th St,357 E 116th St,New York,NY,10032
7097817422,8/30/2013,46,3,349570,236,236,P,1436,0.608333333,14,350,E 116th St,350 E 116th St,New York,NY,10032
7097817410,8/30/2013,73,5,349570,233,233,P,1433,0.60625,14,322,E 116th St,322 E 116th St,New York,NY,10032
7097817409,8/30/2013,46,3,349570,232,232,P,1432,0.605555556,14,322,E 116th St,322 E 116th St,New York,NY,10032
7097817392,8/30/2013,46,3,349570,222,222,P,1422,0.598611111,14,218,E 116th St,218 E 116th St,New York,NY,10032
7097817380,8/30/2013,46,3,349570,221,221,P,1421,0.597916667,14,210,E 116th St,210 E 116th St,New York,NY,10032
7097817379,8/30/2013,19,2,349570,219,219,P,1419,0.596527778,14,218,E 116th St,218 E 116th St,New York,NY,10032
7097817367,8/30/2013,19,2,349570,216,216,P,1416,0.594444444,14,161,E 116th St,161 E 116th St,New York,NY,10032
7097817355,8/30/2013,18,2,349570,208,208,P,1408,0.588888889,14,2403,2nd Ave,2403 2nd Ave,New York,NY,10032
7097817331,8/30/2013,16,2,349570,202,202,P,1402,0.584722222,14,252,E 125th St,252 E 125th St,New York,NY,10032
7097817318,8/30/2013,46,3,349570,151,151,P,1351,0.577083333,13,350,E 116th St,350 E 116th St,New York,NY,10032
7097817288,8/30/2013,19,2,349570,145,145,P,1345,0.572916667,13,157,E 116th St,157 E 116th St,New York,NY,10032
7097817264,8/30/2013,46,3,349570,121,121,P,1321,0.55625,13,107,W 136th St,107 W 136th St,New York,NY,10032
7097817239,8/30/2013,19,2,349570,105,105,P,1305,0.545138889,13,1627,Amsterdam Ave,1627 Amsterdam Ave,New York,NY,10032
7097817227,8/30/2013,21,1,349570,1150,1150,A,1150,0.493055556,11,200,W 137th St,200 W 137th St,New York,NY,10032
7097817197,8/30/2013,21,1,349570,1144,1144,A,1144,0.488888889,11,162,W 136th St,162 W 136th St,New York,NY,10032
7097817185,8/30/2013,21,1,349570,1144,1144,A,1144,0.488888889,11,160,W 136th St,160 W 136th St,New York,NY,10032
7097817173,8/30/2013,21,1,349570,1142,1142,A,1142,0.4875,11,232,W 136th St,232 W 136th St,New York,NY,10032
7097817124,8/30/2013,51,3,349570,1054,1054,A,1054,0.454166667,10,25,Ft Washington Ave,25 Ft Washington Ave,New York,NY,10032
7097817094,8/30/2013,19,2,349570,1041,1041,A,1041,0.445138889,10,344,Ft Washington Ave,344 Ft Washington Ave,New York,NY,10032
7097817070,8/30/2013,21,1,349570,1024,1024,A,1024,0.433333333,10,552,W 171st St,552 W 171st St,New York,NY,10032
7097817069,8/30/2013,21,1,349570,1022,1022,A,1022,0.431944444,10,566,W 171st St,566 W 171st St,New York,NY,10032
7097817045,8/30/2013,19,2,349570,958,958,A,958,0.415277778,9,1620,Amsterdam Ave,1620 Amsterdam Ave,New York,NY,10032
7097817021,8/30/2013,21,1,349570,940,940,A,940,0.402777778,9,65,W 130th St,65 W 130th St,New York,NY,10032
7097816995,8/30/2013,21,1,349570,914,914,A,914,0.384722222,9,106,Convent Ave,106 Convent Ave,New York,NY,10032
7097816960,8/30/2013,21,1,349570,907,907,A,907,0.379861111,9,357,W 127th St,357 W 127th St,New York,NY,10032
7097816892,8/30/2013,21,1,349570,812,812,A,812,0.341666667,8,510,W 149th St,510 W 149th St,New York,NY,10032
7097816820,8/30/2013,21,1,349570,742,742,A,742,0.320833333,7,2688,Broadway,2688 Broadway,New York,NY,10032
7097816806,8/30/2013,21,1,349570,739,739,A,739,0.31875,7,2686,Broadway,2686 Broadway,New York,NY,10032
7097816752,8/30/2013,84,5,349570,629,629,A,629,0.270138889,6,545,W 110th St,545 W 110th St,New York,NY,10032
7097816740,8/30/2013,19,2,349570,628,628,A,628,0.269444444,6,545,W 110th St,545 W 110th St,New York,NY,10032
7097816727,8/30/2013,84,5,349570,542,542,A,542,0.2375,5,2840,Broadway,2840 Broadway,New York,NY,10032
7097816715,8/30/2013,19,2,349570,540,540,A,540,0.236111111,5,2840,Broadway,2840 Broadway,New York,NY,10032
7097817343,8/30/2013,18,2,349570,206,206,P,1406,0.5875,14,2413,2nd Ave,2413 2nd Ave,New York,NY,10032
7097817320,8/30/2013,16,2,349570,156,156,P,1356,0.580555556,13,250,E 125th St,250 E 125th St,New York,NY,10032
7097817306,8/30/2013,19,2,349570,149,149,P,1349,0.575694444,13,248,E 116th St,248 E 116th St,New York,NY,10032
7097817290,8/30/2013,46,3,349570,147,147,P,1347,0.574305556,13,170,E 116th St,170 E 116th St,New York,NY,10032
7097817276,8/30/2013,46,3,349570,142,142,P,1342,0.570833333,13,2108,3rd Ave,2108 3rd Ave,New York,NY,10032
7097817252,8/30/2013,46,3,349570,114,114,P,1314,0.551388889,13,115,W 138th St,115 W 138th St,New York,NY,10032
7097817240,8/30/2013,46,3,349570,113,113,P,1313,0.550694444,13,128,W 138th St,128 W 138th St,New York,NY,10032
7097817215,8/30/2013,21,1,349570,1148,1148,A,1148,0.491666667,11,116,W 137th St,116 W 137th St,New York,NY,10032
7097817203,8/30/2013,21,1,349570,1147,1147,A,1147,0.490972222,11,110,W 137th St,110 W 137th St,New York,NY,10032
7097817161,8/30/2013,21,1,349570,1129,1129,A,1129,0.478472222,11,404,Riverside Dr,404 Riverside Dr,New York,NY,10032
7097817148,8/30/2013,21,1,349570,1114,1114,A,1114,0.468055556,11,21,Claremont Ave,21 Claremont Ave,New York,NY,10032
7097817136,8/30/2013,21,1,349570,1112,1112,A,1112,0.466666667,11,61,Claremont Ave,61 Claremont Ave,New York,NY,10032
7097817112,8/30/2013,14,2,349570,1050,1050,A,1050,0.451388889,10,177,Ft Washington Ave,177 Ft Washington Ave,New York,NY,10032
7097817033,8/30/2013,21,1,349570,944,944,A,944,0.405555556,9,5,W 127th St,5 W 127th St,New York,NY,10032
7097817010,8/30/2013,21,1,349570,936,936,A,936,0.4,9,120,W 131st St,120 W 131st St,New York,NY,10032
7097817008,8/30/2013,21,1,349570,916,916,A,916,0.386111111,9,106,Convent Ave,106 Convent Ave,New York,NY,10032
7097816983,8/30/2013,21,1,349570,910,910,A,910,0.381944444,9,376,W 127th St,376 W 127th St,New York,NY,10032
7097816971,8/30/2013,21,1,349570,909,909,A,909,0.38125,9,368,W 127th St,368 W 127th St,New York,NY,10032
7097816958,8/30/2013,21,1,349570,840,840,A,840,0.361111111,8,350,W 122nd St,350 W 122nd St,New York,NY,10032
7097816922,8/30/2013,21,1,349570,823,823,A,823,0.349305556,8,520,W 150th St,520 W 150th St,New York,NY,10032
7097816910,8/30/2013,21,1,349570,819,819,A,819,0.346527778,8,561,W 149th St,561 W 149th St,New York,NY,10032
7097816909,8/30/2013,21,1,349570,813,813,A,813,0.342361111,8,524,W 149th St,524 W 149th St,New York,NY,10032
7097816880,8/30/2013,21,1,349570,811,811,A,811,0.340972222,8,504,W 149th St,504 W 149th St,New York,NY,10032
7097816879,8/30/2013,21,1,349570,807,807,A,807,0.338194444,8,506,W 148th St,506 W 148th St,New York,NY,10032
7097816867,8/30/2013,21,1,349570,806,806,A,806,0.3375,8,550,W 148th St,550 W 148th St,New York,NY,10032
7097816855,8/30/2013,19,2,349570,749,749,A,749,0.325694444,7,2840,Broadway,2840 Broadway,New York,NY,10032
7097816843,8/30/2013,21,1,349570,745,745,A,745,0.322916667,7,2758,Broadway,2758 Broadway,New York,NY,10032
7097816831,8/30/2013,21,1,349570,744,744,A,744,0.322222222,7,2748,Broadway,2748 Broadway,New York,NY,10032
7097816818,8/30/2013,21,1,349570,742,742,A,742,0.320833333,7,2688,Broadway,2688 Broadway,New York,NY,10032
7097816790,8/30/2013,71,5,349570,737,737,A,737,0.317361111,7,2644,Broadway,2644 Broadway,New York,NY,10032
7097816788,8/30/2013,21,1,349570,736,736,A,736,0.316666667,7,2644,Broadway,2644 Broadway,New York,NY,10032
7097816776,8/30/2013,21,1,349570,706,706,A,706,0.295833333,7,,Columbus Ave, Columbus Ave,New York,NY,10032
7097816764,8/30/2013,21,1,349570,636,636,A,636,0.275,6,885,Columbus Ave,885 Columbus Ave,New York,NY,10032
7097816739,8/30/2013,19,2,349570,625,625,A,625,0.267361111,6,2766,Broadway,2766 Broadway,New York,NY,10032
7097816703,8/30/2013,19,2,349570,539,539,A,539,0.235416667,5,545,W 110th St,545 W 110th St,New York,NY,10032
7097816697,8/30/2013,40,2,349570,533,533,A,533,0.23125,5,157,W 111th St,157 W 111th St,New York,NY,10032
7097817793,8/31/2013,14,2,349570,1046,1046,A,1046,0.448611111,10,45,Fairview Ave,45 Fairview Ave,New York,NY,10032
7097817770,8/31/2013,19,2,349570,939,939,A,939,0.402083333,9,3552,Broadway,3552 Broadway,New York,NY,10032
