summons_number,issue_date,violation_code,violation_category,issuer_code,violation_time,Column2,AP,Column1,time_format,first_hour,house_number,street_name,address,city,state,zip
7937993649,8/21/13,38,5,353164,305,305,P,1505,15:05,15,176,Delancey St,176 Delancey St,New York,NY,10014
7937993674,8/21/13,38,5,353164,317,317,P,1517,15:17,15,131,Rivington St,131 Rivington St,New York,NY,10014
7937993686,8/21/13,38,5,353164,424,424,P,1624,16:24,16,188,Ludlow St,188 Ludlow St,New York,NY,10014
7937993698,8/21/13,20,2,353164,427,427,P,1627,16:27,16,179,Ludlow St,179 Ludlow St,New York,NY,10014
7937993704,8/21/13,37,4,353164,433,433,P,1633,16:33,16,150,Ludlow St,150 Ludlow St,New York,NY,10014
7937993716,8/21/13,71,5,353164,516,516,P,1716,17:16,17,170,Ludlow St,170 Ludlow St,New York,NY,10014
7937993728,8/21/13,16,2,353164,525,525,P,1725,17:25,17,188,Ludlow St,188 Ludlow St,New York,NY,10014
7937993730,8/21/13,38,5,353164,537,537,P,1737,17:37,17,139,Ludlow St,139 Ludlow St,New York,NY,10014
7937993510,8/21/13,16,2,353164,115,115,P,1315,13:15,13,57,Clinton St,57 Clinton St,New York,NY,10014
7937993522,8/21/13,37,4,353164,117,117,P,1317,13:17,13,43,Clinton St,43 Clinton St,New York,NY,10014
7937993534,8/21/13,20,2,353164,127,127,P,1327,13:27,13,150,Stanton St,150 Stanton St,New York,NY,10014
7937993546,8/21/13,20,2,353164,129,129,P,1329,13:29,13,138,Stanton St,138 Stanton St,New York,NY,10014
7937993560,8/21/13,24,2,353164,134,134,P,1334,13:34,13,153,Norfolk St,153 Norfolk St,New York,NY,10014
7937993650,8/21/13,38,5,353164,307,307,P,1507,15:07,15,168,Delancey St,168 Delancey St,New York,NY,10014
7937993662,8/21/13,14,2,353164,312,312,P,1512,15:12,15,101,Norfolk St,101 Norfolk St,New York,NY,10014
7937993789,8/22/13,46,3,353164,1246,46,P,1246,12:46,12,35,E 1st St,35 E 1st St,New York,NY,10014
7937993790,8/22/13,14,2,353164,1256,56,P,1256,12:56,12,11,E 1st St,11 E 1st St,New York,NY,10014
7937993819,8/22/13,31,2,353164,139,139,P,1339,13:39,13,670,Broadway,670 Broadway,New York,NY,10014
7937993844,8/22/13,38,5,353164,256,256,P,1456,14:56,14,2,Washington Pl,2 Washington Pl,New York,NY,10014
7937993868,8/22/13,37,4,353164,416,416,P,1616,16:16,16,566,Laguardia Pl,566 Laguardia Pl,New York,NY,10014
7937993870,8/22/13,38,5,353164,429,429,P,1629,16:29,16,13,E 8th St,13 E 8th St,New York,NY,10014
7937993881,8/22/13,38,5,353164,431,431,P,1631,16:31,16,4,E 8th St,4 E 8th St,New York,NY,10014
7937993893,8/22/13,37,4,353164,500,500,P,1700,17:00,17,130,7th Ave S,130 7th Ave S,New York,NY,10014
7937993900,8/22/13,37,4,353164,521,521,P,1721,17:21,17,135,W 3rd St,135 W 3rd St,New York,NY,10014
7937993911,8/22/13,37,4,353164,548,548,P,1748,17:48,17,35,7th Ave,35 7th Ave,New York,NY,10014
7937993807,8/22/13,20,2,353164,101,101,P,1301,13:01,13,324,Bowery,324 Bowery,New York,NY,10014
7937993820,8/22/13,16,2,353164,249,249,P,1449,14:49,14,250,Mercer St,250 Mercer St,New York,NY,10014
7937993923,8/22/13,20,2,353164,554,554,P,1754,17:54,17,60,W 13th St,60 W 13th St,New York,NY,10014
7937993984,8/23/13,38,5,353164,1259,59,P,1259,12:59,12,150,Orchard St,150 Orchard St,New York,NY,10014
7937994022,8/23/13,40,2,353164,149,149,P,1349,13:49,13,205,Mott St,205 Mott St,New York,NY,10014
7937994034,8/23/13,75,5,353164,201,201,P,1401,14:01,14,226,Elizabeth St,226 Elizabeth St,New York,NY,10014
7937994060,8/23/13,16,2,353164,218,218,P,1418,14:18,14,306,Mott St,306 Mott St,New York,NY,10014
7937994071,8/23/13,16,2,353164,220,220,P,1420,14:20,14,302-4,Mott St,302-4 Mott St,New York,NY,10014
7937994083,8/23/13,20,2,353164,232,232,P,1432,14:32,14,170,Elizabeth St,170 Elizabeth St,New York,NY,10014
7937994113,8/23/13,42,4,353164,423,423,P,1623,16:23,16,568,Broadway,568 Broadway,New York,NY,10014
7937994149,8/23/13,20,2,353164,439,439,P,1639,16:39,16,68,Prince St,68 Prince St,New York,NY,10014
7937994150,8/23/13,20,2,353164,441,441,P,1641,16:41,16,70,Prince St,70 Prince St,New York,NY,10014
7937994162,8/23/13,16,2,353164,443,443,P,1643,16:43,16,97,Crosby St,97 Crosby St,New York,NY,10014
7937994174,8/23/13,16,2,353164,450,450,P,1650,16:50,16,85,Spring St,85 Spring St,New York,NY,10014
7937994198,8/23/13,16,2,353164,545,545,P,1745,17:45,17,292,Lafayette St,292 Lafayette St,New York,NY,10014
7937994204,8/23/13,71,5,353164,550,550,P,1750,17:50,17,32,Prince St,32 Prince St,New York,NY,10014
7937994216,8/23/13,20,2,353164,554,554,P,1754,17:54,17,2,Prince St,2 Prince St,New York,NY,10014
7937993996,8/23/13,38,5,353164,106,106,P,1306,13:06,13,88,Rivington St,88 Rivington St,New York,NY,10014
7937994009,8/23/13,20,2,353164,128,128,P,1328,13:28,13,174,Forsyth St,174 Forsyth St,New York,NY,10014
7937994010,8/23/13,20,2,353164,129,129,P,1329,13:29,13,174,Forsyth St,174 Forsyth St,New York,NY,10014
7937994058,8/23/13,16,2,353164,216,216,P,1416,14:16,14,306,Mott St,306 Mott St,New York,NY,10014
7937994101,8/23/13,16,2,353164,356,356,P,1556,15:56,15,76,Crosby St,76 Crosby St,New York,NY,10014
7937994125,8/23/13,31,2,353164,428,428,P,1628,16:28,16,587,Broadway,587 Broadway,New York,NY,10014
7937994137,8/23/13,20,2,353164,435,435,P,1635,16:35,16,110,Crosby St,110 Crosby St,New York,NY,10014
7937994186,8/23/13,20,2,353164,506,506,P,1706,17:06,17,120,Crosby St,120 Crosby St,New York,NY,10014
7937994472,8/24/13,82,5,353164,1254,54,P,1254,12:54,12,174,Orchard St,174 Orchard St,New York,NY,10014
7937994484,8/24/13,20,2,353164,1256,56,P,1256,12:56,12,174,Orchard St,174 Orchard St,New York,NY,10014
7937994538,8/24/13,40,2,353164,140,140,P,1340,13:40,13,300,Elizabeth St,300 Elizabeth St,New York,NY,10014
7937994551,8/24/13,37,4,353164,159,159,P,1359,13:59,13,334,Bowery,334 Bowery,New York,NY,10014
7937994563,8/24/13,38,5,353164,201,201,P,1401,14:01,14,334,Bowery,334 Bowery,New York,NY,10014
7937994605,8/24/13,38,5,353164,258,258,P,1458,14:58,14,540,Broadway,540 Broadway,New York,NY,10014
7937994617,8/24/13,70,5,353164,303,303,P,1503,15:03,15,577,Broadway,577 Broadway,New York,NY,10014
7937994629,8/24/13,14,2,353164,318,318,P,1518,15:18,15,87,E Houston St,87 E Houston St,New York,NY,10014
7937994630,8/24/13,20,2,353164,327,327,P,1527,15:27,15,192,Elizabeth St,192 Elizabeth St,New York,NY,10014
7937994642,8/24/13,20,2,353164,330,330,P,1530,15:30,15,168,Elizabeth St,168 Elizabeth St,New York,NY,10014
7937994654,8/24/13,14,2,353164,407,407,P,1607,16:07,16,202,Bowery,202 Bowery,New York,NY,10014
7937994678,8/24/13,14,2,353164,412,412,P,1612,16:12,16,218,Bowery,218 Bowery,New York,NY,10014
7937994708,8/24/13,20,2,353164,421,421,P,1621,16:21,16,306,Elizabeth St,306 Elizabeth St,New York,NY,10014
7937994721,8/24/13,38,5,353164,512,512,P,1712,17:12,17,530,Laguardia Pl,530 Laguardia Pl,New York,NY,10014
7937994757,8/24/13,38,5,353164,522,522,P,1722,17:22,17,500,Laguardia Pl,500 Laguardia Pl,New York,NY,10014
7937994460,8/24/13,38,5,353164,1251,51,P,1251,12:51,12,191,Orchard St,191 Orchard St,New York,NY,10014
7937994496,8/24/13,10,2,353164,112,112,P,1312,13:12,13,183,Chrystie St,183 Chrystie St,New York,NY,10014
7937994514,8/24/13,53,3,353164,129,129,P,1329,13:29,13,224,Elizabeth St,224 Elizabeth St,New York,NY,10014
7937994526,8/24/13,20,2,353164,132,132,P,1332,13:32,13,265,Elizabeth St,265 Elizabeth St,New York,NY,10014
7937994540,8/24/13,51,3,353164,155,155,P,1355,13:55,13,50,Bond St,50 Bond St,New York,NY,10014
7937994666,8/24/13,14,2,353164,409,409,P,1609,16:09,16,204,Bowery,204 Bowery,New York,NY,10014
7937994680,8/24/13,14,2,353164,413,413,P,1613,16:13,16,220,Bowery,220 Bowery,New York,NY,10014
7937994691,8/24/13,20,2,353164,417,417,P,1617,16:17,16,250,Elizabeth St,250 Elizabeth St,New York,NY,10014
7937994745,8/24/13,37,4,353164,518,518,P,1718,17:18,17,510,Laguardia Pl,510 Laguardia Pl,New York,NY,10014
7937994769,8/24/13,37,4,353164,524,524,P,1724,17:24,17,502,Laguardia Pl,502 Laguardia Pl,New York,NY,10014
7937994770,8/24/13,37,4,353164,528,528,P,1728,17:28,17,502,Laguardia Pl,502 Laguardia Pl,New York,NY,10014
7937994800,8/26/13,38,5,353164,1242,42,P,1242,12:42,12,189,Allen St,189 Allen St,New York,NY,10014
7937994812,8/26/13,37,4,353164,1244,44,P,1244,12:44,12,189,Allen St,189 Allen St,New York,NY,10014
7937994850,8/26/13,16,2,353164,143,143,P,1343,13:43,13,7,Rivington St,7 Rivington St,New York,NY,10014
7937994873,8/26/13,20,2,353164,206,206,P,1406,14:06,14,26,Prince St,26 Prince St,New York,NY,10014
7937994885,8/26/13,20,2,353164,207,207,P,1407,14:07,14,19,Prince St,19 Prince St,New York,NY,10014
7937994897,8/26/13,20,2,353164,213,213,P,1413,14:13,14,210,Elizabeth St,210 Elizabeth St,New York,NY,10014
7937994915,8/26/13,39,4,353164,223,223,P,1423,14:23,14,240,Bowery,240 Bowery,New York,NY,10014
7937994939,8/26/13,20,2,353164,250,250,P,1450,14:50,14,170,Elizabeth St,170 Elizabeth St,New York,NY,10014
7937994940,8/26/13,20,2,353164,256,256,P,1456,14:56,14,250,Mott St,250 Mott St,New York,NY,10014
7937994976,8/26/13,14,2,353164,339,339,P,1539,15:39,15,180,Mott St,180 Mott St,New York,NY,10014
7937995002,8/26/13,14,2,353164,407,407,P,1607,16:07,16,200,Bowery,200 Bowery,New York,NY,10014
7937995014,8/26/13,14,2,353164,410,410,P,1610,16:10,16,222,Bowery,222 Bowery,New York,NY,10014
7937995038,8/26/13,71,5,353164,513,513,P,1713,17:13,17,217,Mott St,217 Mott St,New York,NY,10014
7937994824,8/26/13,20,2,353164,105,105,P,1305,13:05,13,1,Rivington St,1 Rivington St,New York,NY,10014
7937994836,8/26/13,53,3,353164,117,117,P,1317,13:17,13,224,Elizabeth St,224 Elizabeth St,New York,NY,10014
7937994848,8/26/13,38,5,353164,136,136,P,1336,13:36,13,180,Bowery,180 Bowery,New York,NY,10014
7937994903,8/26/13,39,4,353164,220,220,P,1420,14:20,14,215,Bowery,215 Bowery,New York,NY,10014
7937994927,8/26/13,39,4,353164,226,226,P,1426,14:26,14,243,Bowery,243 Bowery,New York,NY,10014
7937994952,8/26/13,16,2,353164,301,301,P,1501,15:01,15,306,Mott St,306 Mott St,New York,NY,10014
7937994964,8/26/13,16,2,353164,302,302,P,1502,15:02,15,302-4,Mott St,302-4 Mott St,New York,NY,10014
7937995026,8/26/13,14,2,353164,413,413,P,1613,16:13,16,214,Bowery,214 Bowery,New York,NY,10014
7937995040,8/26/13,20,2,353164,519,519,P,1719,17:19,17,32,Prince St,32 Prince St,New York,NY,10014
7937995051,8/26/13,20,2,353164,527,527,P,1727,17:27,17,284,Lafayette St,284 Lafayette St,New York,NY,10014
7937995063,8/26/13,17,2,353164,549,549,P,1749,17:49,17,270,Lafayette St,270 Lafayette St,New York,NY,10014
7937995142,8/27/13,40,2,353164,103,103,P,1303,13:03,13,43,E 1st St,43 E 1st St,New York,NY,10014
7937995154,8/27/13,14,2,353164,109,109,P,1309,13:09,13,11,E 1st St,11 E 1st St,New York,NY,10014
7937995178,8/27/13,14,2,353164,136,136,P,1336,13:36,13,89A,E Houston St,89A E Houston St,New York,NY,10014
7937995191,8/27/13,51,3,353164,216,216,P,1416,14:16,14,81,Greene St,81 Greene St,New York,NY,10014
7937995208,8/27/13,20,2,353164,230,230,P,1430,14:30,14,194,Mercer St,194 Mercer St,New York,NY,10014
7937995210,8/27/13,20,2,353164,231,231,P,1431,14:31,14,200,Mercer St,200 Mercer St,New York,NY,10014
7937995233,8/27/13,20,2,353164,246,246,P,1446,14:46,14,122,Spring St,122 Spring St,New York,NY,10014
7937995245,8/27/13,20,2,353164,254,254,P,1454,14:54,14,112,Prince St,112 Prince St,New York,NY,10014
7937995269,8/27/13,20,2,353164,256,256,P,1456,14:56,14,120,Prince St,120 Prince St,New York,NY,10014
7937995270,8/27/13,20,2,353164,259,259,P,1459,14:59,14,130,Greene St,130 Greene St,New York,NY,10014
7937995294,8/27/13,20,2,353164,307,307,P,1507,15:07,15,206,Mercer St,206 Mercer St,New York,NY,10014
7937995350,8/27/13,16,2,353164,449,449,P,1649,16:49,16,250,Mercer St,250 Mercer St,New York,NY,10014
7937995361,8/27/13,20,2,353164,546,546,P,1746,17:46,17,29,Waverly Pl,29 Waverly Pl,New York,NY,10014
7937995117,8/27/13,37,4,353164,1243,43,P,1243,12:43,12,176,Ludlow St,176 Ludlow St,New York,NY,10014
7937995129,8/27/13,37,4,353164,1247,47,P,1247,12:47,12,172,Ludlow St,172 Ludlow St,New York,NY,10014
7937995130,8/27/13,37,4,353164,1257,57,P,1257,12:57,12,188,Allen St,188 Allen St,New York,NY,10014
7937995166,8/27/13,14,2,353164,135,135,P,1335,13:35,13,87,E Houston St,87 E Houston St,New York,NY,10014
7937995180,8/27/13,20,2,353164,200,200,P,1400,14:00,14,170,Mercer St,170 Mercer St,New York,NY,10014
7937995221,8/27/13,20,2,353164,234,234,P,1434,14:34,14,210,Mercer St,210 Mercer St,New York,NY,10014
7937995257,8/27/13,20,2,353164,255,255,P,1455,14:55,14,116,Prince St,116 Prince St,New York,NY,10014
7937995282,8/27/13,20,2,353164,301,301,P,1501,15:01,15,135,Greene St,135 Greene St,New York,NY,10014
7937995300,8/27/13,71,5,353164,311,311,P,1511,15:11,15,232,Mercer St,232 Mercer St,New York,NY,10014
7937995324,8/27/13,14,2,353164,328,328,P,1528,15:28,15,68,W 3rd St,68 W 3rd St,New York,NY,10014
7937995348,8/27/13,14,2,353164,420,420,P,1620,16:20,16,68,W 3rd St,68 W 3rd St,New York,NY,10014
7937995543,8/28/13,16,2,353164,300,300,P,1500,15:00,15,250,Mercer St,250 Mercer St,New York,NY,10014
7937995531,8/28/13,40,2,353164,252,252,P,1452,14:52,14,57,Bond St,57 Bond St,New York,NY,10014
7937995452,8/28/13,16,2,353164,200,200,P,1400,14:00,14,306,Mott St,306 Mott St,New York,NY,10014
7937995440,8/28/13,20,2,353164,151,151,P,1351,13:51,13,24,Bond St,24 Bond St,New York,NY,10014
7937995439,8/28/13,38,5,353164,136,136,P,1336,13:36,13,352,Bowery,352 Bowery,New York,NY,10014
7937995427,8/28/13,16,2,353164,115,115,P,1315,13:15,13,188,Ludlow St,188 Ludlow St,New York,NY,10014
7937995397,8/28/13,20,2,353164,108,108,P,1308,13:08,13,165,Ludlow St,165 Ludlow St,New York,NY,10014
7937995609,8/28/13,16,2,353164,515,515,P,1715,17:15,17,400,Lafayette St,400 Lafayette St,New York,NY,10014
7937995592,8/28/13,42,4,353164,510,510,P,1710,17:10,17,704,Broadway,704 Broadway,New York,NY,10014
7937995580,8/28/13,69,5,353164,426,426,P,1626,16:26,16,13B,E 4th St,13B E 4th St,New York,NY,10014
7937995579,8/28/13,42,4,353164,348,348,P,1548,15:48,15,689,Broadway,689 Broadway,New York,NY,10014
7937995567,8/28/13,69,5,353164,344,344,P,1544,15:44,15,678,Broadway,678 Broadway,New York,NY,10014
7937995520,8/28/13,20,2,353164,245,245,P,1445,14:45,14,39,Bond St,39 Bond St,New York,NY,10014
7937995518,8/28/13,20,2,353164,242,242,P,1442,14:42,14,48,Bond St,48 Bond St,New York,NY,10014
7937995506,8/28/13,71,5,353164,237,237,P,1437,14:37,14,54,Bond St,54 Bond St,New York,NY,10014
7937995490,8/28/13,20,2,353164,236,236,P,1436,14:36,14,54,Bond St,54 Bond St,New York,NY,10014
7937995488,8/28/13,19,2,353164,215,215,P,1415,14:15,14,316,Bowery,316 Bowery,New York,NY,10014
7937995476,8/28/13,20,2,353164,209,209,P,1409,14:09,14,299,Bowery,299 Bowery,New York,NY,10014
7937995415,8/28/13,16,2,353164,113,113,P,1313,13:13,13,188,Ludlow St,188 Ludlow St,New York,NY,10014
7937995403,8/28/13,20,2,353164,112,112,P,1312,13:12,13,179,Ludlow St,179 Ludlow St,New York,NY,10014
7937995750,8/29/13,38,5,353164,305,305,P,1505,15:05,15,125,Orchard St,125 Orchard St,New York,NY,10014
7937995737,8/29/13,10,2,353164,219,219,P,1419,14:19,14,87,Rivington St,87 Rivington St,New York,NY,10014
7937995725,8/29/13,37,4,353164,215,215,P,1415,14:15,14,137,Allen St,137 Allen St,New York,NY,10014
7937995713,8/29/13,38,5,353164,209,209,P,1409,14:09,14,169,Allen St,169 Allen St,New York,NY,10014
7937995695,8/29/13,16,2,353164,154,154,P,1354,13:54,13,188,Ludlow St,188 Ludlow St,New York,NY,10014
7937995660,8/29/13,38,5,353164,117,117,P,1317,13:17,13,105,Stanton St,105 Stanton St,New York,NY,10014
7937995634,8/29/13,10,2,353164,1246,46,P,1246,12:46,12,98,Suffolk St,98 Suffolk St,New York,NY,10014
7937995841,8/29/13,38,5,353164,540,540,P,1740,17:40,17,106,Forsyth St,106 Forsyth St,New York,NY,10014
7937995830,8/29/13,37,4,353164,537,537,P,1737,17:37,17,104,Forsyth St,104 Forsyth St,New York,NY,10014
7937995816,8/29/13,14,2,353164,445,445,P,1645,16:45,16,90,Delancey St,90 Delancey St,New York,NY,10014
7937995804,8/29/13,37,4,353164,435,435,P,1635,16:35,16,90-96,Stanton St,90-96 Stanton St,New York,NY,10014
7937995798,8/29/13,38,5,353164,422,422,P,1622,16:22,16,157,Allen St,157 Allen St,New York,NY,10014
7937995786,8/29/13,20,2,353164,323,323,P,1523,15:23,15,58,Rivington St,58 Rivington St,New York,NY,10014
7937995774,8/29/13,38,5,353164,315,315,P,1515,15:15,15,188,Ludlow St,188 Ludlow St,New York,NY,10014
7937995762,8/29/13,37,4,353164,308,308,P,1508,15:08,15,157,Orchard St,157 Orchard St,New York,NY,10014
7937995749,8/29/13,10,2,353164,220,220,P,1420,14:20,14,92,Rivington St,92 Rivington St,New York,NY,10014
7937995701,8/29/13,14,2,353164,203,203,P,1403,14:03,14,157,E Houston St,157 E Houston St,New York,NY,10014
7937995683,8/29/13,38,5,353164,128,128,P,1328,13:28,13,188,Ludlow St,188 Ludlow St,New York,NY,10014
7937995671,8/29/13,38,5,353164,122,122,P,1322,13:22,13,172,Ludlow St,172 Ludlow St,New York,NY,10014
7937995658,8/29/13,20,2,353164,114,114,P,1314,13:14,13,132,Ludlow St,132 Ludlow St,New York,NY,10014
7937995646,8/29/13,38,5,353164,1254,54,P,1254,12:54,12,168,Rivington St,168 Rivington St,New York,NY,10014
7937996080,8/30/13,16,2,353164,453,453,P,1653,16:53,16,306,Mott St,306 Mott St,New York,NY,10014
7937996079,8/30/13,40,2,353164,450,450,P,1650,16:50,16,266,Elizabeth St,266 Elizabeth St,New York,NY,10014
7937996043,8/30/13,14,2,353164,403,403,P,1603,16:03,16,241,Bowery,241 Bowery,New York,NY,10014
7937996018,8/30/13,39,4,353164,304,304,P,1504,15:04,15,250,Bowery,250 Bowery,New York,NY,10014
7937996006,8/30/13,39,4,353164,254,254,P,1454,14:54,14,221,Bowery,221 Bowery,New York,NY,10014
7937995932,8/30/13,20,2,353164,139,139,P,1339,13:39,13,1,Rivington St,1 Rivington St,New York,NY,10014
7937995920,8/30/13,37,4,353164,133,133,P,1333,13:33,13,137,Allen St,137 Allen St,New York,NY,10014
7937995919,8/30/13,10,2,353164,109,109,P,1309,13:09,13,92,Rivington St,92 Rivington St,New York,NY,10014
7937995890,8/30/13,37,4,353164,101,101,P,1301,13:01,13,120,Orchard St,120 Orchard St,New York,NY,10014
7937995877,8/30/13,38,5,353164,1243,43,P,1243,12:43,12,141,Ludlow St,141 Ludlow St,New York,NY,10014
7937996110,8/30/13,20,2,353164,552,552,P,1752,17:52,17,4,Rivington St,4 Rivington St,New York,NY,10014
7937996109,8/30/13,39,4,353164,507,507,P,1707,17:07,17,243,Bowery,243 Bowery,New York,NY,10014
7937996092,8/30/13,20,2,353164,458,458,P,1658,16:58,16,262,Mott St,262 Mott St,New York,NY,10014
7937996055,8/30/13,39,4,353164,406,406,P,1606,16:06,16,250,Bowery,250 Bowery,New York,NY,10014
7937996020,8/30/13,20,2,353164,311,311,P,1511,15:11,15,279,Mott St,279 Mott St,New York,NY,10014
7937995993,8/30/13,16,2,353164,243,243,P,1443,14:43,14,229,Chrystie St,229 Chrystie St,New York,NY,10014
7937995981,8/30/13,46,3,353164,236,236,P,1436,14:36,14,250,Bowery,250 Bowery,New York,NY,10014
7937995970,8/30/13,16,2,353164,225,225,P,1425,14:25,14,7,Rivington St,7 Rivington St,New York,NY,10014
7937995968,8/30/13,20,2,353164,219,219,P,1419,14:19,14,202,Elizabeth St,202 Elizabeth St,New York,NY,10014
7937995956,8/30/13,46,3,353164,203,203,P,1403,14:03,14,248,Bowery,248 Bowery,New York,NY,10014
7937995944,8/30/13,74,5,353164,153,153,P,1353,13:53,13,217,Bowery,217 Bowery,New York,NY,10014
7937995907,8/30/13,10,2,353164,106,106,P,1306,13:06,13,87,Rivington St,87 Rivington St,New York,NY,10014
7937995889,8/30/13,38,5,353164,1255,55,P,1255,12:55,12,161,Orchard St,161 Orchard St,New York,NY,10014
7937996407,8/31/13,14,2,353164,556,556,P,1756,17:56,17,218,Bowery,218 Bowery,New York,NY,10014
7937996390,8/31/13,20,2,353164,512,512,P,1712,17:12,17,26,Prince St,26 Prince St,New York,NY,10014
7937996377,8/31/13,39,4,353164,458,458,P,1658,16:58,16,270,Bowery,270 Bowery,New York,NY,10014
7937996365,8/31/13,37,4,353164,427,427,P,1627,16:27,16,23,2nd Ave,23 2nd Ave,New York,NY,10014
7937996341,8/31/13,37,4,353164,409,409,P,1609,16:09,16,207,Bowery,207 Bowery,New York,NY,10014
7937996316,8/31/13,16,2,353164,339,339,P,1539,15:39,15,11,Rivington St,11 Rivington St,New York,NY,10014
7937996304,8/31/13,16,2,353164,331,331,P,1531,15:31,15,179,Mott St,179 Mott St,New York,NY,10014
7937996286,8/31/13,16,2,353164,243,243,P,1443,14:43,14,306,Mott St,306 Mott St,New York,NY,10014
7937996249,8/31/13,14,2,353164,149,149,P,1349,13:49,13,87,E Houston St,87 E Houston St,New York,NY,10014
7937996195,8/31/13,20,2,353164,113,113,P,1313,13:13,13,223-225,Bowery,223-225 Bowery,New York,NY,10014
7937996171,8/31/13,14,2,353164,1247,47,P,1247,12:47,12,192,Allen St,192 Allen St,New York,NY,10014
7937996160,8/31/13,38,5,353164,1239,39,P,1239,12:39,12,176,Ludlow St,176 Ludlow St,New York,NY,10014
7937996158,8/31/13,38,5,353164,1236,36,P,1236,12:36,12,95,Stanton St,95 Stanton St,New York,NY,10014
7937996389,8/31/13,20,2,353164,507,507,P,1707,17:07,17,238,Elizabeth St,238 Elizabeth St,New York,NY,10014
7937996353,8/31/13,20,2,353164,416,416,P,1616,16:16,16,58,Rivington St,58 Rivington St,New York,NY,10014
7937996330,8/31/13,14,2,353164,406,406,P,1606,16:06,16,200,Bowery,200 Bowery,New York,NY,10014
7937996328,8/31/13,39,4,353164,347,347,P,1547,15:47,15,250,Bowery,250 Bowery,New York,NY,10014
7937996274,8/31/13,14,2,353164,237,237,P,1437,14:37,14,89A,E Houston St,89A E Houston St,New York,NY,10014
7937996262,8/31/13,39,4,353164,228,228,P,1428,14:28,14,241,Bowery,241 Bowery,New York,NY,10014
7937996250,8/31/13,39,4,353164,227,227,P,1427,14:27,14,240,Bowery,240 Bowery,New York,NY,10014
7937996237,8/31/13,14,2,353164,143,143,P,1343,13:43,13,8,E 1st St,8 E 1st St,New York,NY,10014
7937996213,8/31/13,16,2,353164,132,132,P,1332,13:32,13,306,Mott St,306 Mott St,New York,NY,10014
7937996201,8/31/13,14,2,353164,130,130,P,1330,13:30,13,47,E Houston St,47 E Houston St,New York,NY,10014
7937996183,8/31/13,48,3,353164,1257,57,P,1257,12:57,12,195,Chrystie St,195 Chrystie St,New York,NY,10014
7937996687,9/3/13,37,4,353164,518,518,P,1718,17:18,17,63,Orchard St,63 Orchard St,New York,NY,10014
7937996675,9/3/13,38,5,353164,502,502,P,1702,17:02,17,139,Ludlow St,139 Ludlow St,New York,NY,10014
7937996638,9/3/13,38,5,353164,405,405,P,1605,16:05,16,243,Broome St,243 Broome St,New York,NY,10014
7937996596,9/3/13,37,4,353164,209,209,P,1409,14:09,14,174,Orchard St,174 Orchard St,New York,NY,10014
7937996572,9/3/13,37,4,353164,153,153,P,1353,13:53,13,131,Rivington St,131 Rivington St,New York,NY,10014
7937996511,9/3/13,20,2,353164,117,117,P,1317,13:17,13,137,Ludlow St,137 Ludlow St,New York,NY,10014
7937996500,9/3/13,38,5,353164,107,107,P,1307,13:07,13,131,Rivington St,131 Rivington St,New York,NY,10014
7937996699,9/3/13,20,2,353164,520,520,P,1720,17:20,17,57,Orchard St,57 Orchard St,New York,NY,10014
7937996663,9/3/13,38,5,353164,422,422,P,1622,16:22,16,153,Orchard St,153 Orchard St,New York,NY,10014
7937996651,9/3/13,38,5,353164,417,417,P,1617,16:17,16,135,Orchard St,135 Orchard St,New York,NY,10014
7937996640,9/3/13,51,3,353164,413,413,P,1613,16:13,16,121,Orchard St,121 Orchard St,New York,NY,10014
7937996626,9/3/13,37,4,353164,307,307,P,1507,15:07,15,337,Grand St,337 Grand St,New York,NY,10014
7937996614,9/3/13,16,2,353164,246,246,P,1446,14:46,14,188,Ludlow St,188 Ludlow St,New York,NY,10014
7937996602,9/3/13,38,5,353164,241,241,P,1441,14:41,14,188,Allen St,188 Allen St,New York,NY,10014
7937996584,9/3/13,38,5,353164,201,201,P,1401,14:01,14,164,Ludlow St,164 Ludlow St,New York,NY,10014
7937996560,9/3/13,10,2,353164,147,147,P,1347,13:47,13,153,Rivington St,153 Rivington St,New York,NY,10014
7937996559,9/3/13,37,4,353164,144,144,P,1344,13:44,13,101,Clinton St,101 Clinton St,New York,NY,10014
7937996547,9/3/13,10,2,353164,138,138,P,1338,13:38,13,106,Suffolk St,106 Suffolk St,New York,NY,10014
7937996535,9/3/13,10,2,353164,136,136,P,1336,13:36,13,102,Suffolk St,102 Suffolk St,New York,NY,10014
7937996523,9/3/13,16,2,353164,131,131,P,1331,13:31,13,106,Norfolk St,106 Norfolk St,New York,NY,10014
7937996493,9/3/13,10,2,353164,103,103,P,1303,13:03,13,116,Suffolk St,116 Suffolk St,New York,NY,10014
7937996481,9/3/13,37,4,353164,1255,55,P,1255,12:55,12,43,Clinton St,43 Clinton St,New York,NY,10014
7937996470,9/3/13,37,4,353164,1245,45,P,1245,12:45,12,121,Norfolk St,121 Norfolk St,New York,NY,10014
7937996468,9/3/13,37,4,353164,1240,40,P,1240,12:40,12,126,Rivington St,126 Rivington St,New York,NY,10014
7937996973,9/4/13,20,2,353164,502,502,P,1702,17:02,17,45,Spring St,45 Spring St,New York,NY,10014
7937996961,9/4/13,20,2,353164,454,454,P,1654,16:54,16,146,Elizabeth St,146 Elizabeth St,New York,NY,10014
7937996948,9/4/13,16,2,353164,412,412,P,1612,16:12,16,337,Broome St,337 Broome St,New York,NY,10014
