summons_number,issue_date,violation_code,violation_category,issuer_code,time_format,address,Lat,Long
7391084839,10/4/13,70,5,353164,17:08,170 Mercer St,40.72555,-73.997734
7391084827,10/4/13,20,2,353164,17:04,160 Mercer St,40.725246,-73.997986
7391084815,10/4/13,71,5,353164,17:02,160 Mercer St,40.725246,-73.997986
7391084750,10/4/13,20,2,353164,15:22,250 Mott St,40.72331,-73.99471
7391084748,10/4/13,20,2,353164,15:20,280 Mott St,40.72421,-73.994316
7391084694,10/4/13,20,2,353164,15:03,247 Mulberry St,40.723087,-73.995895
7391084682,10/4/13,20,2,353164,15:01,44 Prince St,40.723263,-73.99561
7391084670,10/4/13,20,2,353164,14:39,28 Prince St,40.72294,-73.99482
7391084657,10/4/13,20,2,353164,14:18,24 Prince St,40.72285,-73.99461
7391084645,10/4/13,20,2,353164,14:10,10 Spring St,40.72118,-73.994545
7391084621,10/4/13,48,3,353164,13:38,179 Chrystie St,40.721302,-73.99229
7391084608,10/4/13,20,2,353164,12:54,137 E Houston St,40.72334,-73.99017
7391084591,10/4/13,71,5,353164,12:48,189 Allen St,40.722916,-73.98873
7391084580,10/4/13,37,4,353164,12:43,163 Allen St,40.721268,-73.98953
7391084797,10/4/13,20,2,353164,16:17,108 Crosby St,40.723934,-73.996994
7391084785,10/4/13,20,2,353164,16:16,116 Crosby St,40.724228,-73.99675
7391084773,10/4/13,20,2,353164,16:13,130 Crosby St,40.72471,-73.996346
7391084761,10/4/13,16,2,353164,15:29,270 Lafayette St,40.723797,-73.99647
7391084700,10/4/13,16,2,353164,15:07,281 Lafayette St,40.72395,-73.99618
7391084610,10/4/13,20,2,353164,13:01,49 Stanton St,40.722015,-73.99055
7391085133,10/5/13,20,2,353164,16:25,190 Elizabeth St,40.721558,-73.99454
7391085091,10/5/13,14,2,353164,16:08,202 Bowery,40.721386,-73.9937
7391085066,10/5/13,20,2,353164,15:53,210 Elizabeth St,40.722294,-73.99425
7391084992,10/5/13,71,5,353164,14:11,296 Elizabeth St,40.72459,-73.99332
7391084943,10/5/13,67,3,353164,13:27,310 Bowery,40.7249,-73.99241
7391084918,10/5/13,14,2,353164,13:09,87 E Houston St,40.72415,-73.99282
7391084890,10/5/13,40,2,353164,12:51,241 Eldridge St,40.72226,-73.989944
7391084888,10/5/13,37,4,353164,12:43,167 Allen St,40.721153,-73.98959
7391085170,10/5/13,20,2,353164,17:49,33 Bleecker St,40.725628,-73.99347
7391085145,10/5/13,20,2,353164,16:27,198 Elizabeth St,40.72185,-73.994415
7391085121,10/5/13,20,2,353164,16:22,172 Elizabeth St,40.72098,-73.99476
7391085110,10/5/13,14,2,353164,16:11,199 Bowery,40.7213,-73.993576
7391085108,10/5/13,14,2,353164,16:09,200 Bowery,40.721333,-73.99371
7391085080,10/5/13,14,2,353164,16:07,218 Bowery,40.721806,-73.99354
7391085078,10/5/13,20,2,353164,15:57,232 Elizabeth St,40.723057,-73.99394
7391085042,10/5/13,37,4,353164,15:03,185 Mulberry St,40.720825,-73.99679
7391085030,10/5/13,20,2,353164,14:54,211 Elizabeth St,40.722378,-73.99436
7391085029,10/5/13,20,2,353164,14:51,192 Elizabeth St,40.72163,-73.99451
7391085017,10/5/13,20,2,353164,14:23,172 Elizabeth St,40.72098,-73.99476
7391085005,10/5/13,20,2,353164,14:16,245 Elizabeth St,40.723255,-73.99401
7391084980,10/5/13,46,3,353164,14:03,33 Bond St,40.726402,-73.99377
7391084979,10/5/13,37,4,353164,13:58,356 Bowery,40.726532,-73.99182
7391084967,10/5/13,16,2,353164,13:46,306 Mott St,40.724792,-73.994064
7391085571,10/6/13,14,2,353164,16:10,60 Kenmare St,40.72094,-73.99606
7391085560,10/6/13,14,2,353164,16:08,58 Kenmare St,40.72085,-73.995804
7391085558,10/6/13,71,5,353164,15:30,175 Mott St,40.720203,-73.9961
7391085492,10/6/13,20,2,353164,14:36,105 Clinton St,40.718254,-73.98558
7391085479,10/6/13,16,2,353164,13:27,229 Chrystie St,40.7227,-73.99158
7391085467,10/6/13,71,5,353164,13:23,229 Chrystie St,40.7227,-73.99158
7391085390,10/6/13,40,2,353164,12:32,55 Spring St,40.722176,-73.996666
7391085327,10/6/13,71,5,353164,11:36,238 Elizabeth St,40.723236,-73.99387
7391085315,10/6/13,16,2,353164,11:23,306 Mott St,40.724792,-73.994064
7391085297,10/6/13,19,2,353164,11:09,351 Bowery,40.726448,-73.9917
7391085285,10/6/13,71,5,353164,11:01,7 Great Jones St,40.727425,-73.99404
7391085250,10/6/13,71,5,353164,10:52,232 Mercer St,40.72764,-73.99598
7391085248,10/6/13,71,5,353164,10:50,232 Mercer St,40.72764,-73.99598
7391085534,10/6/13,16,2,353164,15:06,100 Rivington St,40.720123,-73.988304
7391085522,10/6/13,16,2,353164,15:04,108 Rivington St,40.71999,-73.98787
7391085510,10/6/13,20,2,353164,15:01,147 Essex St,40.720554,-73.98725
7391085509,10/6/13,40,2,353164,14:43,99 Suffolk St,40.718693,-73.98633
7391085443,10/6/13,16,2,353164,13:12,302-4 Mott St,40.72476,-73.99408
7391085418,10/6/13,40,2,353164,12:39,88 Crosby St,40.72323,-73.99759
7391085388,10/6/13,40,2,353164,12:27,200 Mulberry St,40.721516,-73.99637
7391085352,10/6/13,71,5,353164,12:03,18 Spring St,40.72135,-73.994965
7391085340,10/6/13,20,2,353164,11:51,174 Forsyth St,40.721313,-73.99128
7391085339,10/6/13,70,5,353164,11:42,9 Stanton St,40.7226,-73.99253
7391085303,10/6/13,71,5,353164,11:15,40 Bond St,40.726418,-73.99353
7391085819,10/7/13,38,5,353164,17:05,209 Bowery,40.72152,-73.99349
7391085777,10/7/13,20,2,353164,15:20,247 Elizabeth St,40.723297,-73.993996
7391085765,10/7/13,20,2,353164,15:19,262 Elizabeth St,40.72395,-73.993576
7391085753,10/7/13,20,2,353164,15:11,260 Mott St,40.72361,-73.99458
7391085730,10/7/13,20,2,353164,15:06,48 Mott St,40.715473,-73.998505
7391085728,10/7/13,20,2,353164,15:02,40 Prince St,40.723175,-73.99539
7391085650,10/7/13,51,3,353164,14:00,4 Spring St,40.72097,-73.994026
7391085649,10/7/13,38,5,353164,13:17,161 Allen St,40.721325,-73.9895
7391085625,10/7/13,38,5,353164,12:54,189 Allen St,40.722916,-73.98873
7391085613,10/7/13,38,5,353164,12:50,169 Allen St,40.7211,-73.989624
7391085601,10/7/13,38,5,353164,12:47,167 Allen St,40.721153,-73.98959
7391085856,10/7/13,16,2,353164,17:51,10 Delancey St,40.72023,-73.993546
7391085844,10/7/13,20,2,353164,17:45,1 Rivington St,40.721577,-73.99353
7391085832,10/7/13,20,2,353164,17:43,4 Rivington St,40.721676,-73.99348
7391085820,10/7/13,20,2,353164,17:07,4 Rivington St,40.721676,-73.99348
7391085807,10/7/13,14,2,353164,17:01,196 Bowery,40.721264,-73.993744
7391085741,10/7/13,20,2,353164,15:08,252 Mott St,40.72337,-73.99469
7391085716,10/7/13,40,2,353164,14:57,55 Spring St,40.722176,-73.996666
7391085704,10/7/13,20,2,353164,14:54,57 Spring St,40.72223,-73.996796
7391085686,10/7/13,20,2,353164,14:35,252 Elizabeth St,40.72365,-73.9937
7391085674,10/7/13,16,2,353164,14:22,306 Mott St,40.724792,-73.994064
7391085662,10/7/13,20,2,353164,14:13,52 Prince St,40.72345,-73.996056
7391085595,10/7/13,38,5,353164,12:38,161 Allen St,40.721325,-73.9895
7391085583,10/7/13,70,5,353164,12:35,161 Allen St,40.721325,-73.9895
7391086113,10/8/13,31,2,353164,16:14,100 John St,40.708176,-74.00656
7391086083,10/8/13,31,2,353164,15:58,55 Fulton St,40.70844,-74.00473
7391086071,10/8/13,71,5,353164,15:55,55 Fulton St,40.70844,-74.00473
7391086009,10/8/13,10,2,353164,14:40,203 Grand St,40.719006,-73.99654
7391085984,10/8/13,14,2,353164,14:31,180 Mott St,40.720448,-73.99585
7391085960,10/8/13,20,2,353164,13:35,26 Prince St,40.722893,-73.99472
7391085947,10/8/13,40,2,353164,13:21,2 Spring St,40.7209,-73.99386
7391085935,10/8/13,71,5,353164,13:17,196 Bowery,40.721264,-73.993744
7391086150,10/8/13,31,2,353164,17:48,111 John St,40.707706,-74.00572
7391086149,10/8/13,69,5,353164,17:42,75 Nassau St,40.709713,-74.00833
7391086137,10/8/13,69,5,353164,17:11,55 Fulton St,40.70844,-74.00473
7391086125,10/8/13,69,5,353164,16:18,111 John St,40.707706,-74.00572
7391086101,10/8/13,69,5,353164,16:11,99 John St,40.70802,-74.00609
7391086095,10/8/13,17,2,353164,16:04,123 William St,40.70908,-74.006996
7391086022,10/8/13,16,2,353164,14:55,5 Mott St,40.713654,-73.99873
7391085996,10/8/13,69,5,353164,14:36,154 Mott St,40.719334,-73.99629
7391085972,10/8/13,20,2,353164,13:37,250 Mott St,40.72331,-73.99471
7391085923,10/8/13,20,2,353164,13:03,181 Chrystie St,40.721375,-73.99225
7391085900,10/8/13,38,5,353164,12:47,90-96 Stanton St,40.721508,-73.98847
7391085893,10/8/13,37,4,353164,12:44,95 Stanton St,40.721363,-73.98839
7391086447,10/9/13,20,2,353164,17:34,500 6th Ave,40.736423,-73.99744
7391086435,10/9/13,20,2,353164,17:27,105 W 13th St,40.736805,-73.99751
7391086423,10/9/13,37,4,353164,17:09,8 W 14th St,40.73608,-73.99394
7391086381,10/9/13,37,4,353164,16:26,25 W 14th St,40.73641,-73.99442
7391086356,10/9/13,84,5,353164,16:15,3 W 13th St,40.735428,-73.99424
7391086332,10/9/13,20,2,353164,16:06,500 6th Ave,40.736423,-73.99744
7391086320,10/9/13,37,4,353164,14:59,434 6th Ave,40.734737,-73.998665
7391086228,10/9/13,14,2,353164,13:28,11 E 1st St,40.72458,-73.99169
7391086198,10/9/13,38,5,353164,13:08,189 Allen St,40.722916,-73.98873
7391086411,10/9/13,37,4,353164,17:06,9 W 14th St,40.7362,-73.99393
7391086393,10/9/13,37,4,353164,17:01,25 W 14th St,40.73641,-73.99442
7391086370,10/9/13,37,4,353164,16:23,22 W 14th St,40.736263,-73.99438
7391086368,10/9/13,37,4,353164,16:19,22 W 14th St,40.736263,-73.99438
7391086344,10/9/13,20,2,353164,16:10,30 W 13th St,40.73568,-73.99513
7391086319,10/9/13,37,4,353164,14:48,65 W 8th St,40.73332,-73.99871
7391086307,10/9/13,38,5,353164,14:40,23-25 W 8th St,40.7328,-73.99749
7391086290,10/9/13,37,4,353164,14:38,24 W 8th St,40.73265,-73.99743
7391086289,10/9/13,37,4,353164,14:36,17 W 8th St,40.73267,-73.997185
7391086277,10/9/13,31,2,353164,14:15,740 Broadway,40.729877,-73.99293
7391086265,10/9/13,69,5,353164,14:14,735 Broadway,40.72986,-73.99311
7391086253,10/9/13,69,5,353164,13:51,676 Broadway,40.72756,-73.99489
7391086241,10/9/13,31,2,353164,13:46,9 Great Jones St,40.727383,-73.99396
7391086230,10/9/13,20,2,353164,13:39,55 Bond St,40.726143,-73.99323
7391086204,10/9/13,40,2,353164,13:13,43 E 1st St,40.723988,-73.99029
7391086186,10/9/13,38,5,353164,12:52,138 Ludlow St,40.720345,-73.988144
7391086903,10/10/13,40,2,353164,17:19,41-45 Pine St,40.70705,-74.00927
7391086861,10/10/13,14,2,353164,16:10,110 William St,40.708736,-74.00716
7391086812,10/10/13,69,5,353164,15:41,55 Fulton St,40.70844,-74.00473
7391086800,10/10/13,42,4,353164,15:05,108 John St,40.70776,-74.00596
7391086794,10/10/13,31,2,353164,15:01,80 John St,40.708485,-74.00706
7391086782,10/10/13,14,2,353164,14:46,121 Fulton St,40.709976,-74.007126
7391086770,10/10/13,14,2,353164,14:44,112 Fulton St,40.70984,-74.00712
7391086757,10/10/13,20,2,353164,13:54,45 Spring St,40.72196,-73.996124
7391086745,10/10/13,46,3,353164,13:12,285 Lafayette St,40.724083,-73.99606
7391086897,10/10/13,42,4,353164,17:01,75 Wall St,40.705494,-74.00798
7391086850,10/10/13,69,5,353164,16:03,59 Nassau St,40.709167,-74.008865
7391086848,10/10/13,69,5,353164,16:00,80 Nassau St,40.709778,-74.00809
7391086836,10/10/13,42,4,353164,15:57,88 Nassau St,40.710037,-74.007835
7391086824,10/10/13,14,2,353164,15:54,102-104 Fulton St,40.70958,-74.006615
7391086769,10/10/13,31,2,353164,14:03,156 Mott St,40.71942,-73.996254
7391086721,10/10/13,14,2,353164,12:55,235 Bowery,40.72246,-73.99315
7391086710,10/10/13,71,5,353164,12:48,172 Forsyth St,40.721226,-73.991325
7391086708,10/10/13,71,5,353164,12:46,174 Forsyth St,40.721313,-73.99128
7391086691,10/10/13,20,2,353164,12:45,174 Forsyth St,40.721313,-73.99128
7391087208,10/11/13,37,4,353164,17:14,291 Mercer St,40.73007,-73.99407
7391087191,10/11/13,38,5,353164,17:12,295 Mercer St,40.730103,-73.99405
7391087180,10/11/13,31,2,353164,17:03,712 Broadway,40.728855,-73.99379
7391087178,10/11/13,20,2,353164,16:41,164 Crosby St,40.725544,-73.99564
7391087154,10/11/13,31,2,353164,15:23,64 Bleecker St,40.726208,-73.99534
7391087142,10/11/13,31,2,353164,15:09,653 Broadway,40.726936,-73.99559
7391087129,10/11/13,69,5,353164,15:01,65 Bleecker St,40.72612,-73.994896
7391087117,10/11/13,71,5,353164,14:19,645 Broadway,40.72665,-73.99583
7391087105,10/11/13,69,5,353164,14:17,645 Broadway,40.72665,-73.99583
7391087051,10/11/13,20,2,353164,13:59,164 Crosby St,40.725544,-73.99564
7391087026,10/11/13,84,5,353164,13:53,318 Lafayette St,40.725323,-73.995224
7391087014,10/11/13,14,2,353164,13:52,318 Lafayette St,40.725323,-73.995224
7391086988,10/11/13,14,2,353164,13:39,87 E Houston St,40.72415,-73.99282
7391087166,10/11/13,31,2,353164,15:30,54 Bleecker St,40.725956,-73.99483
7391087130,10/11/13,31,2,353164,15:05,644 Broadway,40.726517,-73.995766
7391087099,10/11/13,31,2,353164,14:13,648 Broadway,40.726646,-73.99566
7391087075,10/11/13,38,5,353164,14:05,64 Bleecker St,40.726208,-73.99534
7391087063,10/11/13,20,2,353164,14:02,165 Crosby St,40.72553,-73.99549
7391087040,10/11/13,70,5,353164,13:57,164 Crosby St,40.725544,-73.99564
7391087038,10/11/13,20,2,353164,13:56,164 Crosby St,40.725544,-73.99564
7391087002,10/11/13,14,2,353164,13:44,302 Elizabeth St,40.72464,-73.9933
7391086990,10/11/13,20,2,353164,13:42,300 Elizabeth St,40.724625,-73.99331
7391086976,10/11/13,40,2,353164,13:36,266 Bowery,40.723415,-73.99294
