issuer_id
346157
358233
358856
355671
357752
355618
358939
359294
359324
357327
341171
356219
357716
355556
355208
355685
357702
357801
356510
356502
359330
358878
357330
353512
358929
355316
358525
352991
345535
358868
358647
346086
904597
358889
355226
355135
355418
341891
359326
357804
331217
331829
355603
341964
350307
359316
932845
346357
356507
359325
330551
356498
358914
356276
355635
357377
354048
350513
358664
353431
925657
355604
355678
351262
354150
357678
331794
356549
932402
355231
346166
348515
355607
343930
358840
358896
351933
355207
341240
346045
347581
355443
357711
356310
330069
346192
349904
351315
346167
345513
903106
351202
331261
936299
355057
355682
357345
345369
347679
358928
352012
345388
355290
357367
330593
330978
906258
357355
345551
330924
920567
343455
330957
346204
927636
907041
942819
934615
330068
348553
929923
347576
352995
940864
927355
926112
945266
921002
894955
940460
911170
347594
916949
927706
939874
345557
922379
927487
332944
915560
897937
929025
901890
906659
926024
938339
895496
927373
330039
331074
331356
926560
