Issuer_id,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,1_9,1_10,1_11,1_12,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,2_10,2_11,2_12,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,3_10,3_11,3_12,4_1,4_2,4_3,4_4,4_5,4_6,4_7,4_8,4_9,4_10,4_11,4_12,5_1,5_2,5_3,5_4,5_5,5_6,5_7,5_8,5_9,5_10,5_11,5_12,6_1,6_2,6_3,6_4,6_5,6_6,6_7,6_8,6_9,6_10,6_11,6_12
346105,1,229,870,878,172,479,26,1,0,0,0,0,231,1035,344,266,153,88,55,267,194,43,2,0,44,42,26,68,70,49,16,256,67,19,2,0,0,0,0,2,8,5,0,26,63,3,0,0,66,111,201,177,67,45,13,140,123,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0
347593,11,209,451,441,191,408,14,0,0,0,0,0,320,555,365,327,251,224,34,46,37,6,5,1,43,18,36,59,76,81,13,2,3,0,0,2,0,0,0,0,3,4,3,0,6,0,2,5,12,41,42,60,66,36,13,12,11,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
355677,0,0,0,4,8,290,15,0,0,0,0,0,0,0,19,96,216,225,242,205,123,110,100,15,0,0,1,4,25,26,21,17,3,9,0,0,0,0,3,11,319,426,450,227,162,165,28,27,0,0,41,71,589,330,293,194,120,116,35,29,0,0,0,0,0,0,0,0,0,0,0,0
354084,0,69,89,0,0,0,0,0,0,0,0,0,171,189,92,63,27,28,122,419,584,420,539,193,11,16,10,12,2,2,6,427,67,38,38,9,0,0,0,0,0,10,13,113,145,97,13,35,10,74,172,106,22,22,43,330,327,330,64,92,0,0,0,0,0,0,0,0,0,0,0,0
355675,0,79,147,0,10,0,0,0,0,0,0,0,0,147,203,204,74,77,70,2,175,97,19,8,0,82,86,92,79,81,53,0,46,31,1,0,0,6,25,59,74,96,92,0,162,105,4,2,0,296,576,453,298,241,181,5,281,149,14,7,0,0,0,0,0,0,0,0,0,0,0,0
346109,0,0,0,0,0,0,0,0,0,0,0,0,581,564,478,395,301,53,0,42,31,38,4,0,168,114,114,112,87,18,0,4,4,1,0,0,0,4,3,5,5,0,0,0,0,0,1,0,171,190,100,63,44,2,0,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
345536,0,0,5,6,9,5,0,0,0,0,0,0,165,191,187,226,196,111,59,58,92,147,115,16,10,32,27,51,64,38,14,10,33,25,9,4,0,1,1,0,3,1,0,0,0,1,0,0,20,21,11,29,23,14,4,5,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
349481,0,1,12,73,5,0,0,0,0,0,0,0,0,18,101,513,210,59,258,976,756,247,443,174,0,0,7,71,48,7,38,170,103,14,22,10,0,0,7,27,25,1,21,167,118,21,23,1,0,0,33,174,76,11,54,338,218,55,54,14,0,0,0,0,0,0,0,0,0,0,0,0
345560,7,173,596,453,35,470,28,0,0,0,0,0,586,580,235,149,112,107,6,5,5,0,0,0,155,32,68,106,196,96,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,72,69,65,39,16,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348520,0,0,0,0,0,0,0,0,0,0,0,0,431,445,470,479,248,49,0,0,0,0,0,0,17,55,36,19,30,7,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,74,61,34,24,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344778,16,226,881,599,44,628,38,0,0,0,0,0,920,1039,501,283,221,146,40,10,10,5,2,0,96,64,24,33,105,37,7,5,4,0,1,2,0,0,1,3,1,1,0,0,0,0,0,0,47,60,93,125,38,36,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351997,33,483,835,551,157,587,36,0,0,0,0,0,153,382,224,233,218,192,73,30,18,19,4,2,31,42,48,87,71,65,28,20,33,8,2,1,0,0,0,0,1,0,1,0,0,0,0,0,7,33,146,216,191,123,38,40,39,11,4,0,0,0,0,0,0,1,0,0,0,0,0,0
353486,0,7,10,0,1,0,0,0,0,0,0,0,610,535,292,261,202,28,16,188,83,41,11,3,43,24,30,29,16,1,0,15,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,245,78,37,19,31,4,1,21,1,3,0,0,26,10,7,3,1,0,0,3,3,0,0,0
351995,0,16,30,84,148,12,1,0,0,0,0,0,1,89,210,344,1282,632,357,225,159,120,80,3,1,7,26,117,258,101,62,35,32,24,8,1,0,0,8,17,21,15,5,4,5,8,3,0,1,16,65,188,248,105,67,54,48,45,16,0,0,0,0,0,1,2,2,2,0,0,0,0
355497,0,40,141,1,16,5,0,0,0,0,0,0,0,226,263,180,114,82,72,20,6,8,5,0,0,199,148,171,171,93,59,10,3,2,0,0,0,6,25,96,96,87,64,11,3,7,1,0,0,415,593,570,334,177,145,15,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
357078,0,66,152,30,3,14,1,0,0,0,0,0,0,121,241,150,124,107,90,26,73,61,52,32,0,49,108,124,106,78,54,8,30,20,6,4,0,3,20,52,101,128,90,25,88,140,39,21,1,124,685,490,293,261,173,49,160,150,53,32,0,1,0,0,0,0,0,0,0,0,0,0
357721,0,1,0,2,0,4,2,0,0,0,0,0,0,7,17,8,14,38,75,317,471,239,420,599,0,0,4,1,4,2,6,70,74,52,86,71,0,0,0,0,0,3,4,4,3,7,6,24,0,0,7,7,6,9,10,29,29,20,43,87,0,0,0,1,2,1,0,1,4,7,4,4
357689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,5,11,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,0,0,0,2,8,16,4,7,0,0,0,0,0,0,0,1,21,28,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0
358579,0,0,2,2,0,0,0,0,0,0,0,0,0,20,100,174,365,314,255,719,428,220,155,177,0,0,5,9,32,11,24,35,22,14,7,13,0,0,0,5,20,24,35,75,104,53,32,73,0,5,22,30,101,50,85,167,119,80,75,105,0,0,0,0,0,0,0,0,0,0,0,0
349538,0,5,0,34,25,32,2,0,0,0,0,0,0,260,230,416,673,698,347,132,115,102,2,86,0,6,6,17,50,38,21,10,7,4,0,1,0,1,0,11,49,54,37,12,18,8,0,3,0,25,79,115,222,198,98,52,40,14,6,12,0,0,0,0,0,0,0,0,0,0,0,0
337778,0,11,1,14,114,186,149,0,0,0,0,0,6,30,34,49,172,175,147,89,58,55,10,93,1,11,7,15,68,198,76,62,22,19,7,49,0,0,7,22,159,188,177,119,78,56,7,100,24,75,101,94,297,320,257,127,86,57,18,184,0,0,0,0,2,1,1,1,0,0,0,0
333163,1,0,4,1,4,1,0,0,0,0,0,0,337,470,455,458,357,151,70,137,111,49,5,6,150,146,112,114,161,73,33,91,41,12,1,2,0,0,0,0,1,0,0,0,0,0,0,0,110,37,25,33,13,16,3,7,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
358570,0,1,5,0,0,1,0,0,0,0,0,0,0,31,73,116,129,108,129,402,486,478,423,513,0,7,14,31,34,37,29,88,74,40,19,21,0,1,8,31,38,25,19,125,142,110,65,87,0,13,72,138,127,71,43,184,204,148,101,100,0,0,0,0,0,1,0,0,0,0,0,1
353164,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,84,120,220,666,576,308,432,305,0,0,0,1,10,16,42,103,39,18,16,12,0,0,0,0,0,0,39,79,126,73,91,81,0,0,0,0,17,40,137,181,166,81,102,128,0,0,0,0,0,4,2,5,4,2,4,1
356304,0,6,47,0,0,0,0,0,0,0,0,0,0,4,125,83,20,37,59,616,568,284,411,136,0,0,103,87,22,18,24,184,183,137,78,43,0,0,12,29,6,11,47,378,209,95,32,50,0,2,258,255,48,35,113,888,532,272,124,127,0,0,0,0,0,0,1,8,5,0,0,0
354098,28,400,849,708,100,453,17,0,0,0,0,0,427,916,340,344,217,181,98,119,118,45,24,17,38,24,17,29,11,27,5,54,17,9,1,2,0,0,5,4,7,4,0,4,3,1,0,0,33,36,161,95,48,36,10,21,17,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0
351919,0,0,1,0,0,0,0,0,0,0,0,0,0,2,12,17,13,17,99,694,314,138,480,192,0,0,3,8,4,8,15,68,76,31,21,29,0,0,0,6,8,10,60,316,212,81,106,61,0,7,7,18,28,28,101,485,255,88,140,67,0,0,0,0,0,0,0,3,0,0,0,0
353408,0,17,87,237,12,290,17,0,0,0,0,0,12,139,211,144,154,125,58,11,26,17,5,2,5,51,43,40,81,62,26,8,12,10,0,1,0,0,0,2,0,0,2,0,0,1,0,0,2,19,57,150,64,32,16,6,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
331220,89,144,124,106,16,3,0,0,0,0,0,0,214,253,265,175,163,151,77,81,72,67,35,12,73,104,70,69,57,44,37,7,7,2,1,1,0,0,5,18,28,17,2,12,10,3,5,0,163,78,205,174,146,69,11,16,10,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0
333733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,452,474,475,539,337,0,0,0,0,0,3,7,91,100,60,43,40,0,0,0,0,0,0,2,64,105,114,63,48,0,0,0,0,0,3,14,182,242,201,141,106,0,0,0,0,0,0,5,104,36,15,14,13
347674,74,251,478,391,84,227,16,0,0,0,0,0,709,582,133,81,87,48,16,0,3,1,0,0,60,41,19,17,35,22,2,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,62,103,79,30,16,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352070,0,0,29,38,6,0,13,0,0,0,0,0,0,0,3,17,11,2,29,299,273,178,231,55,0,0,0,1,0,1,9,117,103,76,24,11,0,0,0,9,8,5,26,218,256,205,69,42,0,0,4,50,22,11,64,522,575,282,87,72,0,0,0,0,0,0,0,0,0,0,0,0
347489,21,471,832,877,148,507,23,0,0,0,0,0,814,1323,624,627,388,373,200,47,43,14,10,2,31,15,25,30,43,44,19,15,5,1,0,1,0,0,13,9,6,3,0,3,0,0,0,0,51,62,140,130,55,40,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355080,0,4,29,251,2,28,0,0,0,0,0,0,335,320,173,133,133,64,1,0,0,0,0,0,241,259,211,210,179,88,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,458,269,178,149,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358948,0,8,22,9,8,6,0,0,0,0,0,0,0,87,185,150,134,93,123,295,298,200,180,183,0,37,49,74,68,47,70,96,77,50,25,24,0,0,13,38,34,56,68,124,126,91,75,75,0,160,260,231,161,162,145,283,239,186,116,112,0,1,3,0,1,1,5,10,3,0,0,0
352992,0,101,248,26,3,27,11,0,0,0,0,0,120,165,36,29,16,23,46,365,328,291,354,68,6,21,9,4,4,16,40,191,121,184,97,40,0,0,1,2,4,3,5,13,53,36,57,9,4,12,62,79,11,10,12,46,67,68,78,21,0,0,0,0,0,0,0,0,0,0,0,0
355451,0,146,126,369,28,140,0,0,0,0,0,0,280,550,582,400,263,93,20,25,15,3,0,0,63,37,61,47,30,8,4,2,1,1,0,0,0,0,4,1,9,3,2,2,0,0,0,0,74,69,61,104,65,15,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355546,0,0,5,0,0,11,0,0,0,0,0,0,0,6,13,12,21,30,39,339,411,201,274,214,0,1,1,2,4,5,9,90,93,56,50,26,0,0,0,0,0,1,2,9,18,12,10,12,0,2,3,5,5,3,14,68,64,38,32,34,0,0,0,1,3,3,4,24,54,34,19,21
355134,15,217,619,255,26,293,40,0,0,0,0,0,283,597,1079,145,119,194,121,248,194,104,47,2,36,49,58,35,25,21,21,61,15,11,1,0,0,0,1,0,0,2,0,6,2,0,0,0,5,24,146,122,35,50,17,33,19,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0
353176,0,89,134,28,8,525,48,0,0,0,0,0,34,60,27,41,124,208,137,35,46,26,8,11,1,4,2,3,9,9,5,1,1,3,2,4,0,0,1,2,219,57,27,10,4,5,5,51,0,6,30,104,294,86,48,17,13,9,3,47,0,0,0,0,0,0,0,0,0,0,0,0
345238,100,205,403,182,40,41,0,0,0,0,0,0,209,330,133,213,77,112,48,216,344,183,168,67,39,161,103,147,102,50,5,159,111,56,27,13,0,0,0,6,5,7,0,50,29,11,2,11,11,21,73,154,68,46,10,184,111,66,35,25,0,0,0,0,0,0,0,0,0,0,0,0
357735,0,0,7,64,10,46,15,0,0,0,0,0,5,7,95,294,230,147,190,1003,867,528,503,305,0,1,24,89,55,42,31,264,160,80,58,35,0,0,0,3,17,6,13,39,17,16,7,1,0,1,31,36,67,30,53,161,89,41,43,21,0,0,0,0,0,0,0,0,0,0,0,0
357068,0,84,258,293,48,435,16,0,0,0,0,0,458,427,136,144,229,105,16,1,2,2,0,0,124,84,62,82,138,101,18,3,1,2,0,0,0,0,0,1,6,9,3,0,0,2,0,0,51,47,79,133,154,99,13,2,1,3,0,0,10,4,2,0,0,0,0,0,0,0,0,0
357736,8,22,115,112,3,0,0,0,0,0,0,0,36,84,74,73,24,29,32,533,596,403,323,55,9,13,19,22,20,14,24,290,307,200,95,25,0,0,1,10,7,4,6,208,301,222,85,14,5,8,41,61,23,21,4,399,564,412,135,40,0,0,0,0,0,0,0,0,0,0,0,0
355710,0,14,177,658,113,568,75,0,0,0,0,0,35,551,411,352,333,241,215,54,34,30,12,4,18,50,64,77,64,53,48,10,7,0,1,1,0,0,5,12,24,42,47,8,5,1,2,2,3,72,127,200,152,136,163,28,14,6,5,2,0,0,0,0,0,1,0,0,0,0,0,0
358892,0,4,11,8,1,0,0,0,0,0,0,0,0,19,93,101,99,107,107,314,397,303,293,243,0,6,24,19,17,32,37,62,82,57,20,36,0,0,4,17,22,28,42,106,135,95,61,99,0,19,108,115,61,77,61,208,214,139,96,98,0,0,0,1,1,0,1,2,2,1,0,0
352079,0,228,159,390,8,426,5,0,0,0,0,0,321,650,863,462,332,276,93,120,57,21,29,0,39,38,140,102,32,25,3,3,2,1,1,0,0,0,0,0,2,8,3,1,0,0,0,0,64,111,180,77,88,40,8,6,2,2,1,0,25,13,3,3,2,0,0,0,0,0,0,0
353070,0,0,188,117,4,0,0,0,0,0,0,0,0,35,107,149,97,85,201,684,745,234,633,252,0,5,26,29,17,25,56,137,155,59,21,16,0,0,6,35,20,6,62,280,76,20,15,8,0,3,89,77,26,15,85,384,120,61,53,35,0,0,0,0,0,0,0,0,0,0,0,0
355417,0,0,5,26,121,347,75,0,0,0,0,0,0,2,32,158,268,333,379,382,241,130,18,4,0,0,4,12,44,55,42,34,25,13,1,1,0,0,0,19,196,201,260,221,91,91,13,4,0,0,45,135,401,313,335,311,177,134,8,3,0,0,0,0,0,0,0,0,0,0,0,0
358623,0,1,17,1,0,3,1,0,0,0,0,0,18,30,57,64,60,121,136,520,836,860,788,513,5,17,15,24,22,21,24,129,188,149,64,49,0,0,2,5,6,3,3,81,162,155,78,68,2,4,22,42,25,20,20,171,248,209,135,103,0,0,0,1,0,0,0,6,12,5,5,5
354125,0,6,37,116,13,26,2,0,0,0,0,0,5,7,35,123,125,64,109,266,368,244,164,107,0,1,0,7,12,4,10,31,25,17,7,12,0,0,15,81,99,60,115,211,189,179,139,152,4,10,63,189,193,106,143,341,281,300,172,233,0,0,0,0,0,0,0,0,0,0,0,0
355639,0,0,0,6,2,0,0,0,0,0,0,0,18,21,13,16,11,19,27,610,787,563,276,96,0,0,2,4,4,0,9,118,104,120,80,49,0,0,0,0,0,0,3,9,4,8,16,4,0,1,1,0,3,1,7,92,75,79,60,23,0,0,0,0,0,0,0,0,0,0,0,0
354043,0,0,191,554,40,152,8,0,0,0,0,0,0,17,150,132,82,67,68,37,29,57,47,55,0,0,0,5,2,1,1,0,0,4,0,2,0,0,72,137,282,234,133,81,43,235,197,132,0,3,60,227,314,133,122,86,42,187,204,158,0,0,0,0,0,0,0,0,0,0,0,0
358936,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,8,16,16,104,250,229,103,179,116,0,0,0,6,10,8,38,88,61,34,32,22,0,0,0,3,13,19,66,213,251,140,212,171,0,0,0,13,37,22,184,397,318,209,283,240,0,0,0,0,1,0,2,11,8,4,6,4
341980,0,3,6,0,0,0,0,0,0,0,0,0,22,59,83,59,17,34,113,781,844,502,277,218,8,3,4,10,11,7,5,22,48,32,8,15,0,0,0,0,1,1,0,3,4,3,5,0,3,9,3,7,10,0,8,40,56,34,11,12,1,1,0,2,0,0,0,0,0,0,0,0
356181,0,0,8,0,10,0,0,0,0,0,0,0,760,829,706,565,320,63,13,29,25,27,25,8,131,110,52,47,51,12,0,3,1,0,5,3,0,0,1,5,4,0,1,3,0,0,0,0,145,182,110,80,65,15,2,5,0,1,2,1,13,11,10,3,5,0,0,0,0,0,0,0
358863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,183,735,493,192,290,221,0,0,0,0,0,1,21,55,40,18,32,13,0,0,0,0,0,0,59,174,154,81,109,88,0,0,0,1,0,6,72,226,237,101,194,135,0,0,0,0,0,0,3,10,4,2,3,0
356959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,24,420,417,303,253,241,0,0,0,0,0,2,15,158,180,122,124,148,0,0,0,0,0,0,1,24,14,10,10,36,0,0,0,0,0,1,2,90,114,85,81,116,0,0,0,0,0,0,0,0,0,0,0,0
357700,0,0,0,0,0,0,0,0,0,0,0,0,0,50,65,57,39,55,125,870,692,537,424,521,0,12,12,16,13,20,32,139,103,61,26,57,0,0,0,0,1,0,0,5,14,7,1,3,0,4,13,11,6,12,15,83,91,45,23,36,0,0,0,1,0,0,0,13,5,1,3,2
357701,0,0,3,5,3,10,1,0,0,0,0,0,1,3,3,11,26,127,117,334,264,252,245,76,0,1,0,0,0,12,10,53,38,19,17,7,0,0,0,1,4,14,32,353,288,270,199,58,2,2,5,24,27,66,79,635,415,344,309,127,0,0,0,0,0,0,0,0,0,0,0,0
352950,0,0,5,3,0,2,0,2,0,0,0,0,0,3,34,114,77,48,161,1138,972,719,662,282,0,1,6,27,21,14,75,197,105,49,34,8,0,0,0,0,0,0,0,6,5,3,0,0,0,0,3,18,17,16,12,121,50,31,14,5,0,0,0,0,0,0,0,19,0,0,0,0
355073,0,208,486,51,2,1,0,0,0,0,0,0,246,573,397,468,192,54,25,47,41,26,7,0,52,451,248,222,132,13,2,14,18,15,4,0,0,0,2,3,4,2,0,13,6,4,0,0,89,348,212,160,103,9,6,74,39,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0
358228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,9,27,410,398,244,214,181,0,0,1,1,4,10,17,293,248,179,157,202,0,0,0,0,0,0,0,14,25,9,10,17,0,0,9,7,2,1,4,95,173,109,73,126,0,0,0,0,0,0,0,1,0,0,0,0
357783,0,56,219,0,0,0,0,0,0,0,0,0,0,113,211,102,44,113,105,581,393,257,201,114,0,52,124,64,41,34,78,223,116,94,50,29,0,1,30,21,24,26,47,370,225,118,70,43,0,41,462,278,98,88,102,779,410,218,140,104,0,0,5,0,0,0,0,73,38,8,2,2
353069,0,0,144,152,16,17,51,0,0,0,0,0,0,2,20,40,32,46,90,189,221,107,100,39,0,0,8,14,12,6,25,45,25,9,12,3,0,0,4,107,100,119,293,316,282,199,116,52,0,1,144,343,175,161,254,359,252,178,119,84,0,0,0,0,0,0,0,0,0,0,0,0
355642,0,13,5,0,0,0,0,0,0,0,0,0,0,3,50,88,28,6,72,218,144,58,48,28,0,1,56,67,14,11,51,170,80,40,21,11,0,0,25,75,21,16,128,489,264,149,83,86,0,2,176,331,109,31,191,838,407,212,114,112,0,0,0,0,0,0,0,0,0,0,0,0
350407,0,9,23,59,6,58,6,0,0,0,0,0,29,600,615,564,263,231,153,33,36,26,5,3,18,166,209,153,131,85,50,12,14,15,2,1,0,0,0,1,3,2,0,0,0,0,0,0,10,252,252,169,105,80,43,10,9,6,1,1,1,40,17,3,1,0,0,0,2,0,0,0
355438,0,0,5,0,0,0,0,0,0,0,0,0,9,82,235,325,80,60,120,284,351,175,201,87,2,9,51,66,20,14,50,148,111,51,26,15,0,2,22,59,31,31,45,154,136,84,31,21,6,75,445,332,144,70,137,355,328,183,81,59,0,0,0,0,0,1,1,8,12,2,3,5
357113,0,15,8,5,10,14,4,0,0,0,0,0,0,92,123,219,803,273,195,121,79,110,80,10,0,18,7,72,83,39,28,20,11,16,6,1,0,0,1,13,40,16,25,11,4,6,4,2,0,29,37,106,214,81,62,26,17,22,12,3,0,0,0,0,0,0,0,0,0,0,0,0
350401,0,0,10,0,4,0,0,0,0,0,0,0,770,756,696,542,308,52,0,6,8,1,0,0,152,141,87,76,50,3,0,0,0,0,0,0,0,1,1,5,6,0,0,3,0,0,0,0,178,187,105,72,49,12,0,3,1,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0
355530,0,0,0,22,40,43,2,0,0,0,0,0,0,4,8,96,338,403,318,277,256,114,103,63,0,0,1,28,103,46,85,95,49,28,18,7,0,0,1,31,37,28,86,99,111,70,52,54,0,1,7,151,264,88,139,179,110,80,50,58,0,0,0,5,5,3,6,9,12,4,0,2
356518,0,4,35,48,36,294,26,0,0,0,0,0,0,65,152,198,361,279,172,91,61,25,4,0,0,7,15,36,86,71,33,20,8,7,1,0,0,0,0,74,168,137,135,75,40,42,0,0,0,45,83,267,403,232,172,106,44,35,5,0,0,0,0,1,6,6,2,0,1,0,0,0
355532,0,1,0,1,8,1,1,0,0,0,0,0,0,10,14,77,163,314,281,158,153,87,34,3,3,13,15,81,105,119,144,79,109,71,17,3,0,0,1,18,28,37,46,22,33,25,9,1,0,0,10,105,170,141,182,104,93,64,12,1,0,0,5,2,7,10,7,1,4,5,1,0
356352,0,10,102,276,12,144,0,0,0,0,0,0,181,544,620,462,506,130,87,145,90,87,51,70,51,53,57,67,51,31,30,45,11,17,5,3,0,0,0,5,5,5,14,6,0,3,0,1,27,19,71,37,24,14,22,19,10,9,5,9,42,47,11,15,12,0,0,0,0,0,0,0
356512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,632,185,317,593,459,375,222,295,92,0,0,20,72,22,23,87,53,33,24,15,7,0,0,1,23,0,30,67,42,43,43,26,32,0,0,36,81,11,44,122,90,90,52,49,31,0,0,0,0,0,0,0,0,0,0,0,0
355538,0,0,7,66,40,21,12,0,0,0,0,0,0,9,18,247,619,882,459,163,314,122,3,0,0,2,2,99,190,113,70,38,44,26,0,0,0,0,0,81,118,173,124,24,95,49,1,0,0,0,15,309,455,273,197,91,118,73,1,0,0,0,3,1,5,3,1,1,4,1,0,0
353508,0,0,44,0,0,1,0,0,0,0,0,0,58,475,434,511,295,352,260,175,291,129,53,1,8,102,112,197,92,78,40,24,26,10,2,0,0,9,45,70,69,42,34,15,92,48,8,1,9,633,408,461,234,115,78,15,181,87,14,1,0,4,3,6,7,0,0,1,6,1,0,0
355224,0,0,13,0,0,0,0,0,0,0,0,0,0,5,8,5,2,6,51,363,397,298,265,112,0,7,5,3,1,8,89,348,329,196,107,78,0,0,0,2,2,7,25,226,208,121,98,76,0,4,12,19,20,13,65,582,449,263,153,117,0,0,0,0,0,0,0,0,0,0,0,0
358944,0,0,3,0,0,0,2,0,0,0,0,0,0,17,88,97,41,27,99,546,474,331,278,245,0,7,18,31,15,6,26,105,81,51,22,31,0,0,14,29,15,3,44,224,171,136,88,106,0,10,89,96,37,21,58,334,277,146,74,101,0,0,0,0,0,0,0,5,0,0,0,0
355220,0,10,31,23,0,0,0,0,0,0,0,0,25,53,26,51,91,184,218,987,859,279,408,157,4,3,0,6,10,11,22,167,116,53,42,18,0,0,1,1,1,1,0,18,28,6,11,0,1,5,15,20,23,13,18,352,334,167,149,84,0,0,0,0,1,0,0,0,0,0,0,0
330198,0,64,292,510,174,741,136,0,0,0,0,0,8,276,258,231,228,297,170,82,130,89,77,23,1,30,33,43,52,28,34,12,5,8,4,1,0,0,10,8,45,49,32,21,20,16,15,7,0,57,107,232,250,163,137,62,42,31,22,6,0,0,0,0,0,0,0,0,0,0,0,0
357088,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,46,112,149,406,292,195,354,190,0,0,1,0,28,16,40,75,32,26,30,10,0,0,1,1,0,1,107,322,226,148,230,195,0,0,1,3,13,29,186,499,234,162,213,242,0,0,0,0,0,0,1,1,0,0,0,0
356261,5,137,263,399,56,368,34,0,0,0,0,0,363,623,355,317,191,216,87,86,67,39,5,4,29,20,29,29,32,60,19,15,9,9,0,1,0,0,10,20,33,28,32,101,62,31,7,4,40,86,131,152,138,69,54,131,91,45,13,4,0,0,0,0,0,0,0,0,0,0,0,0
356262,0,84,76,3,17,89,17,0,0,0,0,0,50,143,139,103,691,663,112,59,101,47,1,14,13,23,21,10,224,214,53,20,24,13,1,1,0,0,3,11,69,82,15,8,6,4,0,4,54,116,196,115,827,774,105,42,42,30,1,9,1,0,1,0,1,1,0,0,0,0,0,0
352946,0,0,0,1,3,5,3,0,0,0,0,0,22,34,19,16,16,9,18,363,371,288,273,81,13,26,11,9,8,4,12,470,417,316,223,76,0,0,1,0,0,2,1,2,5,8,6,7,0,2,3,4,2,0,1,66,63,66,27,26,0,0,0,0,0,0,0,1,0,0,0,0
355588,0,0,1,0,0,0,0,0,0,0,0,0,269,257,186,199,113,60,34,23,22,11,3,0,92,85,91,73,45,6,9,2,6,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,113,74,40,32,18,3,4,1,4,0,0,0,3,3,2,1,0,0,0,0,0,0,0,0
345275,0,0,10,0,0,0,0,0,0,0,0,0,685,728,627,591,324,175,163,127,97,76,8,0,412,380,264,213,151,67,36,27,26,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,238,248,203,159,147,22,10,9,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
351239,0,3,6,0,0,0,0,0,0,0,0,0,13,37,31,18,29,17,36,459,482,340,327,172,2,7,6,5,13,4,26,263,261,191,140,112,0,0,1,1,0,0,0,4,9,1,2,4,2,1,9,10,7,1,5,82,53,43,30,21,0,0,0,0,0,0,0,11,4,1,1,0
343918,11,211,685,367,11,555,4,0,0,0,0,0,338,686,344,247,96,83,22,0,3,0,0,0,89,54,38,62,24,102,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,116,79,80,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356225,0,6,22,130,24,35,97,0,0,0,0,0,157,206,210,528,313,214,266,569,635,454,589,284,10,26,31,93,65,38,21,88,78,40,37,18,0,0,10,11,13,4,2,51,39,7,4,4,12,33,38,101,87,23,42,174,109,36,44,14,0,0,0,0,0,0,0,0,0,0,0,0
355428,0,0,0,0,0,0,0,0,0,0,0,0,3,37,171,198,84,69,87,286,271,213,232,83,0,13,23,28,17,6,20,52,40,24,12,3,0,5,10,19,8,2,5,55,42,25,29,8,0,7,19,14,6,13,7,49,53,26,24,14,0,0,1,0,0,0,0,6,5,2,1,2
357792,0,77,210,14,14,1,2,0,0,0,0,0,0,391,212,192,203,193,106,42,298,231,46,79,0,200,73,117,120,133,88,18,114,60,13,13,0,12,23,47,65,92,84,23,174,154,52,41,1,562,533,514,281,292,193,49,352,231,48,31,0,6,1,3,1,0,1,1,10,5,0,1
354205,0,0,0,0,0,0,0,0,0,0,0,0,23,398,385,471,352,218,140,100,355,225,85,49,0,57,97,67,68,38,31,16,33,21,6,1,0,4,30,46,58,32,35,23,97,61,22,6,2,240,306,182,149,59,46,41,131,108,18,10,0,6,9,7,3,0,33,8,16,7,3,1
