Issuer_id,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,1_9,1_10,1_11,1_12,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,2_10,2_11,2_12,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,3_10,3_11,3_12,4_1,4_2,4_3,4_4,4_5,4_6,4_7,4_8,4_9,4_10,4_11,4_12,5_1,5_2,5_3,5_4,5_5,5_6,5_7,5_8,5_9,5_10,5_11,5_12,6_1,6_2,6_3,6_4,6_5,6_6,6_7,6_8,6_9,6_10,6_11,6_12
346409,0,0,43,1,0,1,0,0,0,0,0,0,377,399,391,406,302,86,9,3,0,0,0,0,77,81,116,119,110,33,2,0,0,0,0,0,0,2,9,7,11,2,2,0,0,0,0,0,188,249,150,197,148,30,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330692,0,1,13,19,134,82,7,0,0,0,0,0,259,601,490,593,332,157,94,158,176,126,26,1,23,50,93,158,110,50,19,38,34,12,2,0,0,2,7,28,25,14,3,17,13,4,3,0,21,121,165,245,180,62,25,48,62,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0
355453,3,170,114,96,1,1,0,0,0,0,0,0,349,755,704,398,160,30,9,24,38,16,0,0,171,310,187,225,163,24,3,32,14,3,0,0,0,0,0,2,0,1,0,13,9,1,0,0,143,209,121,121,62,12,1,83,35,4,1,0,0,1,0,2,0,0,0,0,1,0,0,0
355156,18,213,373,402,119,405,64,0,0,0,0,0,348,617,281,345,295,321,207,27,35,23,10,0,26,17,11,24,28,37,21,5,7,0,0,1,0,0,3,2,7,1,4,0,0,0,0,0,13,43,38,66,38,38,35,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
349570,159,538,1101,790,117,1213,63,0,0,0,0,0,243,418,147,171,128,128,73,430,424,116,18,4,16,16,42,57,54,74,47,176,110,39,1,0,0,0,0,5,5,11,2,4,8,5,0,0,29,122,123,263,87,88,23,40,44,10,1,0,0,1,1,0,1,1,0,0,0,0,0,0
342966,0,24,2,0,2,5,0,0,0,0,0,0,410,740,996,989,629,87,38,193,227,77,3,0,28,48,93,125,94,20,15,89,72,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,23,25,17,1,1,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349576,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,191,142,80,120,199,150,139,148,165,0,0,9,41,41,27,32,34,33,20,10,8,0,0,9,65,107,76,127,179,123,131,71,104,0,11,200,264,226,164,190,242,188,179,147,131,0,0,0,3,1,0,3,7,3,2,0,1
352036,0,246,525,266,117,313,12,0,0,0,0,0,6,83,426,284,265,381,349,142,124,259,213,61,1,21,46,100,131,116,107,15,7,29,21,10,0,0,0,1,3,6,5,4,2,4,4,2,1,29,135,223,149,104,101,34,35,82,41,12,0,0,0,0,0,0,0,0,0,0,0,0
357771,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,8,23,32,80,730,999,878,621,336,0,1,4,4,5,10,19,167,111,74,61,29,0,0,0,0,0,0,0,2,8,12,6,3,0,5,14,9,11,6,7,59,71,45,39,17,0,0,0,0,0,0,0,6,7,3,1,1
356964,0,1,2,0,0,0,0,0,0,0,0,0,0,7,28,11,6,3,258,1339,652,341,165,186,0,0,0,1,2,2,24,48,86,29,42,42,0,0,0,0,1,0,0,1,22,14,23,19,0,1,2,1,6,1,13,25,26,15,43,33,0,0,0,0,0,0,0,0,0,0,0,0
358126,0,3,245,453,48,176,12,0,0,0,0,0,0,12,198,213,130,96,51,15,20,55,64,45,0,0,3,3,3,3,1,5,1,3,3,4,0,0,185,170,243,301,129,33,35,154,154,112,0,2,145,388,491,229,142,35,30,125,145,104,0,0,0,0,0,0,0,0,0,0,0,0
358128,0,1,34,83,6,3,2,0,0,0,0,0,4,17,116,201,55,51,92,534,399,223,201,70,0,1,24,62,17,19,22,188,132,58,22,5,0,0,30,66,60,24,85,413,295,160,119,55,0,22,210,337,178,79,163,679,421,213,145,61,0,0,0,0,0,0,0,0,0,0,0,0
355205,10,86,295,245,65,446,29,0,0,0,0,0,162,248,175,215,295,299,243,187,81,40,16,16,10,8,6,12,15,11,13,9,6,1,0,4,0,0,0,11,139,127,115,82,63,28,4,24,14,43,127,153,255,204,162,157,66,25,10,22,0,0,0,0,0,0,0,0,0,0,0,0
359336,0,4,17,89,33,6,7,0,0,0,0,0,0,2,29,31,25,21,19,71,58,31,40,23,0,0,3,3,5,6,0,29,17,16,12,12,0,0,3,19,33,34,37,146,171,122,63,27,0,1,39,107,83,74,58,191,231,158,90,25,0,0,0,0,0,0,0,0,0,0,0,0
346330,2,51,159,46,9,5,0,0,0,0,0,0,129,641,691,684,703,452,232,196,759,292,46,46,5,16,48,58,86,54,28,12,43,24,5,1,0,0,0,0,0,0,0,0,1,0,0,0,17,31,60,136,54,31,15,6,35,17,1,0,3,2,1,0,1,2,0,0,2,0,1,0
358607,0,0,5,0,0,0,0,0,0,0,0,0,4,5,5,9,10,9,7,285,367,322,214,293,1,0,1,1,0,0,0,45,45,45,20,24,0,0,1,0,4,1,3,72,87,77,44,74,0,2,7,8,14,11,9,244,263,207,137,179,0,0,1,1,1,1,0,26,21,11,9,8
350433,100,439,791,705,62,360,8,0,0,0,0,0,1020,814,161,134,122,62,16,27,24,1,1,0,81,68,33,30,39,23,4,35,24,2,0,0,0,0,0,3,3,0,0,0,1,0,0,0,199,254,289,199,103,55,8,9,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358603,0,0,3,0,0,0,0,0,0,0,0,0,0,30,48,72,55,30,76,386,472,320,272,274,0,10,19,41,27,28,21,126,104,59,20,28,0,1,3,30,20,11,18,141,150,102,54,66,0,11,111,151,85,24,33,248,230,165,74,98,0,0,0,1,0,0,0,5,5,1,1,0
358214,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,23,39,51,56,609,755,547,470,457,0,1,2,4,0,9,4,79,64,42,30,42,0,0,1,1,2,0,7,76,78,42,27,25,0,5,1,2,12,9,10,158,191,100,63,64,0,0,0,0,0,0,0,6,1,0,0,0
358608,0,0,40,219,42,29,35,0,0,0,0,0,0,2,33,75,128,72,187,468,535,440,169,46,0,0,1,14,6,6,16,62,47,35,19,4,0,0,2,3,34,42,71,209,166,130,73,40,0,0,8,18,60,42,108,253,203,177,94,61,0,0,0,0,0,0,0,0,0,0,0,0
331510,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,6,332,650,536,95,567,503,0,0,0,0,0,0,50,119,90,12,62,74,0,0,0,0,0,0,0,43,5,0,0,4,0,0,0,0,0,0,14,82,32,3,15,57,0,0,0,0,0,0,0,0,0,0,0,0
350439,0,0,0,2,40,56,54,0,0,0,0,0,0,0,1,12,72,89,62,245,209,206,101,139,0,0,0,0,17,21,36,24,21,14,2,6,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2,28,220,244,148,185,110,71,8,22,0,0,0,0,0,0,0,0,1,0,0,0
355619,0,0,1,5,15,40,29,0,0,0,0,0,0,4,4,22,61,100,89,387,547,213,381,325,0,1,0,11,43,40,69,283,283,139,219,199,0,0,1,3,6,2,5,11,5,10,13,6,0,0,3,5,32,32,24,68,78,37,88,39,0,0,0,1,8,7,10,19,15,8,18,24
355492,2,81,211,267,45,440,27,0,0,0,0,0,210,206,87,98,117,68,9,0,0,0,0,0,119,48,58,62,96,69,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18,25,52,52,50,34,6,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0
355050,17,144,192,78,29,2,0,0,0,0,0,0,193,253,273,333,205,85,31,37,59,28,3,2,231,247,186,195,201,89,14,23,21,3,0,1,0,0,2,11,4,3,2,9,14,1,1,1,107,151,162,139,115,64,16,33,25,7,1,2,0,1,0,0,4,0,0,0,0,0,0,0
341298,0,0,3,0,0,0,0,0,0,1,0,0,0,18,108,86,2,2,21,250,539,430,279,127,0,25,49,26,5,1,5,70,81,47,21,23,0,0,8,1,0,0,3,57,144,111,37,14,0,12,118,75,2,2,12,161,365,246,129,60,0,0,0,1,0,0,0,0,5,5,4,0
357073,0,36,68,1,0,0,0,0,0,0,0,0,0,8,26,19,31,27,60,216,237,89,206,117,0,7,6,9,8,8,25,64,62,24,48,28,0,13,3,18,19,40,83,226,279,124,180,152,0,8,79,195,120,97,182,368,279,130,286,283,0,1,0,0,0,0,0,1,3,2,2,4
356484,0,7,64,0,0,0,0,0,0,0,0,0,0,79,277,91,15,32,140,375,206,108,83,56,0,80,282,85,19,45,99,302,88,56,26,24,0,1,18,7,6,5,30,108,37,29,19,29,0,112,564,147,30,34,259,829,281,97,73,100,0,0,0,0,0,0,0,4,0,0,0,0
