issuer_code,type_day,day_period,violation_code,count
346109,Weekend,AM,31,16
346109,Weekend,AM,38,8
346109,Weekend,AM,40,3
346109,Weekend,AM,46,15
346109,Weekend,AM,47,10
346109,Weekend,AM,69,11
346330,Week,AM,14,940
346330,Week,AM,16,271
346330,Week,AM,17,70
346330,Week,AM,19,48
346330,Week,AM,20,176
346330,Week,AM,21,76
346330,Week,AM,31,320
346330,Week,AM,40,40
346330,Week,AM,46,52
346330,Week,AM,47,95
346330,Week,AM,69,9
346330,Week,AM,71,22
346330,Week,PM,14,400
346330,Week,PM,16,236
346330,Week,PM,17,83
346330,Week,PM,19,28
346330,Week,PM,20,143
346330,Week,PM,31,79
346330,Week,PM,40,15
346330,Week,PM,46,25
346330,Week,PM,47,15
346330,Week,PM,71,13
346330,Weekend,AM,14,230
346330,Weekend,AM,16,95
346330,Weekend,AM,17,27
346330,Weekend,AM,19,15
346330,Weekend,AM,20,81
346330,Weekend,AM,21,115
346330,Weekend,AM,31,32
346330,Weekend,AM,38,78
346330,Weekend,AM,40,17
346330,Weekend,AM,46,13
346330,Weekend,AM,47,3
346330,Weekend,AM,71,4
346330,Weekend,PM,14,54
346330,Weekend,PM,16,41
346330,Weekend,PM,17,5
346330,Weekend,PM,19,6
346330,Weekend,PM,20,63
346330,Weekend,PM,31,13
346330,Weekend,PM,40,6
346330,Weekend,PM,46,9
346330,Weekend,PM,47,2
346330,Weekend,PM,69,1
346330,Weekend,PM,71,3
346346,Week,AM,14,191
346346,Week,AM,16,9
346346,Week,AM,19,41
346346,Week,AM,20,35
346346,Week,AM,21,373
346346,Week,AM,31,3
346346,Week,AM,37,65
346346,Week,AM,38,166
346346,Week,AM,40,8
346346,Week,AM,42,5
346346,Week,AM,46,32
346346,Week,AM,47,33
346346,Week,AM,69,21
346346,Week,AM,71,28
346346,Week,PM,14,1127
346346,Week,PM,16,117
346346,Week,PM,17,49
346346,Week,PM,19,61
346346,Week,PM,20,123
346346,Week,PM,21,1
346346,Week,PM,31,652
346346,Week,PM,37,4
346346,Week,PM,38,9
346346,Week,PM,40,37
346346,Week,PM,42,323
346346,Week,PM,46,30
346346,Week,PM,47,223
346346,Week,PM,69,464
346346,Week,PM,71,60
346346,Weekend,AM,14,67
346346,Weekend,AM,16,5
346346,Weekend,AM,17,4
346346,Weekend,AM,19,16
346346,Weekend,AM,20,4
346346,Weekend,AM,21,3
346346,Weekend,AM,31,13
346346,Weekend,AM,37,8
346346,Weekend,AM,38,28
346346,Weekend,AM,40,15
346346,Weekend,AM,42,2
346346,Weekend,AM,46,3
346346,Weekend,AM,47,14
346346,Weekend,AM,69,14
346346,Weekend,AM,71,24
346346,Weekend,PM,14,47
346346,Weekend,PM,16,1
346346,Weekend,PM,17,4
346346,Weekend,PM,19,42
346346,Weekend,PM,20,16
346346,Weekend,PM,31,22
346346,Weekend,PM,37,15
346346,Weekend,PM,38,27
346346,Weekend,PM,40,24
346346,Weekend,PM,42,1
346346,Weekend,PM,46,9
346346,Weekend,PM,47,9
346346,Weekend,PM,69,4
346346,Weekend,PM,71,11
346381,Week,AM,14,101
346381,Week,AM,16,17
346381,Week,AM,17,46
346381,Week,AM,19,5
346381,Week,AM,20,41
346381,Week,AM,31,23
346381,Week,AM,37,3
346381,Week,AM,38,16
346381,Week,AM,40,4
346381,Week,AM,46,3
346381,Week,AM,69,15
346381,Week,AM,71,7
346381,Week,PM,14,552
346381,Week,PM,16,88
346381,Week,PM,17,231
346381,Week,PM,19,48
346381,Week,PM,20,193
346381,Week,PM,31,363
346381,Week,PM,37,128
346381,Week,PM,38,209
346381,Week,PM,40,83
346381,Week,PM,42,74
346381,Week,PM,46,21
346381,Week,PM,69,187
346381,Week,PM,71,69
346381,Weekend,AM,14,262
346381,Weekend,AM,16,24
346381,Weekend,AM,17,98
346381,Weekend,AM,19,45
346381,Weekend,AM,20,21
346381,Weekend,AM,21,17
346381,Weekend,AM,31,86
346381,Weekend,AM,37,56
346381,Weekend,AM,38,79
346381,Weekend,AM,40,43
346381,Weekend,AM,42,2
346381,Weekend,AM,46,5
346381,Weekend,AM,69,29
346381,Weekend,AM,71,35
346381,Weekend,PM,14,130
346381,Weekend,PM,16,3
346381,Weekend,PM,17,38
346381,Weekend,PM,19,20
346381,Weekend,PM,20,7
346381,Weekend,PM,31,18
346381,Weekend,PM,38,1
346381,Weekend,PM,40,37
346381,Weekend,PM,46,5
346381,Weekend,PM,69,2
346381,Weekend,PM,71,24
346409,Week,AM,14,1145
346409,Week,AM,16,12
346409,Week,AM,17,25
346409,Week,AM,19,60
346409,Week,AM,20,23
346409,Week,AM,21,33
346409,Week,AM,31,140
346409,Week,AM,37,3
346409,Week,AM,38,14
346409,Week,AM,40,6
346409,Week,AM,42,23
346409,Week,AM,46,108
346409,Week,AM,47,278
346409,Week,AM,69,466
346409,Week,AM,71,10
346409,Week,PM,14,6
346409,Week,PM,20,1
346409,Week,PM,31,3
346409,Week,PM,42,2
346409,Week,PM,47,2
346409,Week,PM,69,4
346409,Weekend,AM,14,27
346409,Weekend,AM,16,1
346409,Weekend,AM,17,1
346409,Weekend,AM,19,10
346409,Weekend,AM,31,4
346409,Weekend,AM,38,2
346409,Weekend,AM,40,1
346409,Weekend,AM,46,3
346409,Weekend,AM,47,6
346409,Weekend,AM,69,7
347489,Week,AM,14,826
347489,Week,AM,16,322
347489,Week,AM,17,20
347489,Week,AM,19,216
347489,Week,AM,20,241
347489,Week,AM,21,2151
347489,Week,AM,31,1
347489,Week,AM,37,26
347489,Week,AM,38,64
347489,Week,AM,40,240
347489,Week,AM,46,59
347489,Week,AM,69,2
347489,Week,AM,71,34
347489,Week,PM,14,45
347489,Week,PM,16,8
347489,Week,PM,17,2
347489,Week,PM,19,10
347489,Week,PM,20,14
347489,Week,PM,21,17
347489,Week,PM,37,3
347489,Week,PM,38,5
347489,Week,PM,40,19
347489,Week,PM,46,13
347489,Weekend,AM,14,318
347489,Weekend,AM,16,67
347489,Weekend,AM,17,24
347489,Weekend,AM,19,141
347489,Weekend,AM,20,230
347489,Weekend,AM,21,229
347489,Weekend,AM,37,4
347489,Weekend,AM,38,119
347489,Weekend,AM,40,247
347489,Weekend,AM,46,25
347489,Weekend,AM,69,1
347489,Weekend,AM,71,45
347489,Weekend,PM,14,34
347489,Weekend,PM,16,9
347489,Weekend,PM,17,4
347489,Weekend,PM,19,41
347489,Weekend,PM,20,21
347489,Weekend,PM,38,1
347489,Weekend,PM,40,24
347489,Weekend,PM,46,8
347489,Weekend,PM,71,2
347593,Week,AM,14,318
347593,Week,AM,16,225
347593,Week,AM,17,22
347593,Week,AM,19,130
347593,Week,AM,20,93
347593,Week,AM,21,1352
347593,Week,AM,31,8
347593,Week,AM,37,6
347593,Week,AM,38,64
347593,Week,AM,40,398
347593,Week,AM,42,1
347593,Week,AM,46,156
347593,Week,AM,69,8
347593,Week,AM,71,37
347593,Week,PM,14,21
347593,Week,PM,16,11
347593,Week,PM,19,17
347593,Week,PM,20,1
347593,Week,PM,21,14
347593,Week,PM,31,9
347593,Week,PM,37,16
347593,Week,PM,38,25
347593,Week,PM,40,16
347593,Week,PM,46,7
347593,Week,PM,69,1
347593,Week,PM,71,4
347593,Weekend,AM,14,25
347593,Weekend,AM,16,19
347593,Weekend,AM,17,1
347593,Weekend,AM,19,18
347593,Weekend,AM,20,11
347593,Weekend,AM,21,31
347593,Weekend,AM,38,36
347593,Weekend,AM,40,132
347593,Weekend,AM,46,13
347593,Weekend,AM,71,1
347593,Weekend,PM,14,2
347593,Weekend,PM,19,2
347593,Weekend,PM,20,1
347593,Weekend,PM,38,3
347593,Weekend,PM,40,6
347593,Weekend,PM,46,2
347674,Week,AM,14,104
347674,Week,AM,16,20
347674,Week,AM,17,5
347674,Week,AM,19,33
347674,Week,AM,20,165
347674,Week,AM,21,1200
347674,Week,AM,38,69
347674,Week,AM,40,710
347674,Week,AM,46,63
347674,Week,AM,71,63
347674,Week,PM,21,16
347674,Week,PM,38,2
347674,Week,PM,40,7
347674,Week,PM,46,10
347674,Weekend,AM,14,50
347674,Weekend,AM,16,1
347674,Weekend,AM,17,3
347674,Weekend,AM,19,15
347674,Weekend,AM,20,60
347674,Weekend,AM,21,305
347674,Weekend,AM,38,42
347674,Weekend,AM,40,425
347674,Weekend,AM,46,7
347674,Weekend,AM,71,23
347674,Weekend,PM,14,2
347674,Weekend,PM,19,1
347674,Weekend,PM,20,1
347674,Weekend,PM,38,1
347674,Weekend,PM,40,9
347687,Week,AM,14,2333
347687,Week,AM,16,61
347687,Week,AM,17,52
347687,Week,AM,19,282
347687,Week,AM,20,12
347687,Week,AM,21,21
347687,Week,AM,31,180
347687,Week,AM,38,2
347687,Week,AM,40,63
347687,Week,AM,46,25
347687,Week,AM,47,475
347687,Week,AM,69,72
347687,Week,AM,71,49
347687,Week,PM,14,497
347687,Week,PM,16,78
347687,Week,PM,17,4
347687,Week,PM,19,36
347687,Week,PM,20,6
347687,Week,PM,31,76
347687,Week,PM,38,3
347687,Week,PM,40,22
347687,Week,PM,46,67
347687,Week,PM,47,66
347687,Week,PM,69,18
347687,Week,PM,71,21
347687,Weekend,AM,14,106
347687,Weekend,AM,16,14
347687,Weekend,AM,17,1
347687,Weekend,AM,19,23
347687,Weekend,AM,20,8
347687,Weekend,AM,31,26
347687,Weekend,AM,38,8
347687,Weekend,AM,40,31
347687,Weekend,AM,46,13
347687,Weekend,AM,47,74
347687,Weekend,AM,69,11
347687,Weekend,AM,71,53
347687,Weekend,PM,14,93
347687,Weekend,PM,16,26
347687,Weekend,PM,17,2
347687,Weekend,PM,19,28
347687,Weekend,PM,20,6
347687,Weekend,PM,31,46
347687,Weekend,PM,38,3
347687,Weekend,PM,40,31
347687,Weekend,PM,46,16
347687,Weekend,PM,47,24
347687,Weekend,PM,69,10
347687,Weekend,PM,71,18
348520,Week,AM,14,1289
348520,Week,AM,16,4
348520,Week,AM,17,40
348520,Week,AM,19,38
348520,Week,AM,20,5
348520,Week,AM,31,374
348520,Week,AM,38,2
348520,Week,AM,40,10
348520,Week,AM,42,2
348520,Week,AM,46,36
348520,Week,AM,47,64
348520,Week,AM,69,151
348520,Week,AM,71,7
348566,Week,AM,14,1305
348566,Week,AM,16,36
348566,Week,AM,17,21
348566,Week,AM,19,75
348566,Week,AM,20,17
348566,Week,AM,31,340
348566,Week,AM,38,2
348566,Week,AM,40,28
348566,Week,AM,42,11
348566,Week,AM,46,140
348566,Week,AM,47,196
348566,Week,AM,69,158
348566,Week,AM,71,7
348566,Week,PM,14,127
348566,Week,PM,16,13
348566,Week,PM,17,5
348566,Week,PM,19,13
348566,Week,PM,20,5
348566,Week,PM,31,63
348566,Week,PM,38,2
348566,Week,PM,40,2
348566,Week,PM,42,3
348566,Week,PM,46,11
348566,Week,PM,47,14
348566,Week,PM,69,11
348566,Weekend,AM,14,33
348566,Weekend,AM,16,2
348566,Weekend,AM,19,6
348566,Weekend,AM,31,6
348566,Weekend,AM,37,1
348566,Weekend,AM,38,7
348566,Weekend,AM,40,1
348566,Weekend,AM,46,8
348566,Weekend,AM,47,14
349481,Week,AM,14,389
349481,Week,AM,16,16
349481,Week,AM,17,2
349481,Week,AM,19,33
349481,Week,AM,20,2
349481,Week,AM,21,79
349481,Week,AM,31,76
349481,Week,AM,37,5
349481,Week,AM,38,11
349481,Week,AM,40,18
349481,Week,AM,42,35
349481,Week,AM,46,5
349481,Week,AM,47,82
349481,Week,AM,69,131
349481,Week,AM,71,9
349481,Week,PM,14,995
349481,Week,PM,16,158
349481,Week,PM,17,21
349481,Week,PM,19,60
349481,Week,PM,20,35
349481,Week,PM,31,649
349481,Week,PM,37,23
349481,Week,PM,38,37
349481,Week,PM,40,63
349481,Week,PM,42,255
349481,Week,PM,46,35
349481,Week,PM,47,220
349481,Week,PM,69,343
349481,Week,PM,71,34
349481,Weekend,AM,14,60
349481,Weekend,AM,16,5
349481,Weekend,AM,17,5
349481,Weekend,AM,19,27
349481,Weekend,AM,20,3
349481,Weekend,AM,21,2
349481,Weekend,AM,31,13
349481,Weekend,AM,37,5
349481,Weekend,AM,38,10
349481,Weekend,AM,40,16
349481,Weekend,AM,42,1
349481,Weekend,AM,46,2
349481,Weekend,AM,47,6
349481,Weekend,AM,69,8
349481,Weekend,AM,71,11
349481,Weekend,PM,14,59
349481,Weekend,PM,16,4
349481,Weekend,PM,17,6
349481,Weekend,PM,19,38
349481,Weekend,PM,20,10
349481,Weekend,PM,31,15
349481,Weekend,PM,37,11
349481,Weekend,PM,38,21
349481,Weekend,PM,40,24
349481,Weekend,PM,46,5
349481,Weekend,PM,47,3
349481,Weekend,PM,69,1
349481,Weekend,PM,71,4
349538,Week,AM,14,444
349538,Week,AM,16,523
349538,Week,AM,17,102
349538,Week,AM,19,75
349538,Week,AM,20,491
349538,Week,AM,21,96
349538,Week,AM,31,53
349538,Week,AM,37,64
349538,Week,AM,38,147
349538,Week,AM,40,87
349538,Week,AM,42,14
349538,Week,AM,46,20
349538,Week,AM,69,114
349538,Week,AM,71,65
349538,Week,PM,14,124
349538,Week,PM,16,89
349538,Week,PM,17,14
349538,Week,PM,19,30
349538,Week,PM,20,229
349538,Week,PM,21,2
349538,Week,PM,31,33
349538,Week,PM,37,38
349538,Week,PM,38,59
349538,Week,PM,40,17
349538,Week,PM,42,14
349538,Week,PM,46,7
349538,Week,PM,69,23
349538,Week,PM,71,21
349538,Weekend,AM,14,67
349538,Weekend,AM,16,12
349538,Weekend,AM,17,1
349538,Weekend,AM,19,4
349538,Weekend,AM,20,31
349538,Weekend,AM,37,12
349538,Weekend,AM,38,84
349538,Weekend,AM,40,22
349538,Weekend,AM,46,4
349538,Weekend,AM,71,64
349538,Weekend,PM,14,11
349538,Weekend,PM,17,4
349538,Weekend,PM,19,3
349538,Weekend,PM,20,5
349538,Weekend,PM,37,8
349538,Weekend,PM,38,16
349538,Weekend,PM,40,21
349538,Weekend,PM,46,5
349538,Weekend,PM,71,18
349570,Week,AM,14,172
349570,Week,AM,16,40
349570,Week,AM,17,23
349570,Week,AM,19,310
349570,Week,AM,20,121
349570,Week,AM,21,2816
349570,Week,AM,37,10
349570,Week,AM,38,254
349570,Week,AM,40,125
349570,Week,AM,46,110
349570,Week,AM,71,110
349570,Week,PM,14,91
349570,Week,PM,16,138
349570,Week,PM,17,23
349570,Week,PM,19,198
349570,Week,PM,20,38
349570,Week,PM,21,57
349570,Week,PM,37,14
349570,Week,PM,38,28
349570,Week,PM,40,67
349570,Week,PM,46,246
349570,Week,PM,71,25
349570,Weekend,AM,14,31
349570,Weekend,AM,16,7
349570,Weekend,AM,17,1
349570,Weekend,AM,19,90
349570,Weekend,AM,20,31
349570,Weekend,AM,21,550
349570,Weekend,AM,37,8
349570,Weekend,AM,38,148
349570,Weekend,AM,40,51
349570,Weekend,AM,46,46
349570,Weekend,AM,71,20
349570,Weekend,PM,14,5
349570,Weekend,PM,16,3
349570,Weekend,PM,17,1
349570,Weekend,PM,19,22
349570,Weekend,PM,20,3
349570,Weekend,PM,37,1
349570,Weekend,PM,38,8
349570,Weekend,PM,40,3
349570,Weekend,PM,46,29
349570,Weekend,PM,71,3
349576,Week,AM,14,272
349576,Week,AM,17,3
349576,Week,AM,19,4
349576,Week,AM,20,1
349576,Week,AM,31,41
349576,Week,AM,40,8
349576,Week,AM,42,160
349576,Week,AM,46,1
349576,Week,AM,47,77
349576,Week,AM,69,409
349576,Week,AM,71,10
349576,Week,PM,14,357
349576,Week,PM,17,7
349576,Week,PM,19,11
349576,Week,PM,20,5
349576,Week,PM,31,303
349576,Week,PM,37,2
349576,Week,PM,38,6
349576,Week,PM,40,23
349576,Week,PM,42,593
349576,Week,PM,46,2
349576,Week,PM,47,103
349576,Week,PM,69,766
349576,Week,PM,71,22
349576,Weekend,AM,14,35
349576,Weekend,AM,16,1
349576,Weekend,AM,19,1
349576,Weekend,AM,20,2
349576,Weekend,AM,31,12
349576,Weekend,AM,37,53
349576,Weekend,AM,38,230
349576,Weekend,AM,40,6
349576,Weekend,AM,42,3
349576,Weekend,AM,47,16
349576,Weekend,AM,69,25
349576,Weekend,AM,71,25
349576,Weekend,PM,14,47
349576,Weekend,PM,16,6
349576,Weekend,PM,17,1
349576,Weekend,PM,20,2
349576,Weekend,PM,31,2
349576,Weekend,PM,37,41
349576,Weekend,PM,38,73
349576,Weekend,PM,40,14
349576,Weekend,PM,42,4
349576,Weekend,PM,47,6
349576,Weekend,PM,69,9
349576,Weekend,PM,71,20
349850,Week,AM,14,313
349850,Week,AM,16,24
349850,Week,AM,17,9
349850,Week,AM,19,41
349850,Week,AM,20,263
349850,Week,AM,21,2323
349850,Week,AM,37,1
349850,Week,AM,38,140
349850,Week,AM,40,226
349850,Week,AM,46,134
349850,Week,AM,71,164
349850,Week,PM,21,9
349850,Weekend,AM,14,58
349850,Weekend,AM,16,1
349850,Weekend,AM,17,18
349850,Weekend,AM,19,16
349850,Weekend,AM,20,33
349850,Weekend,AM,21,292
349850,Weekend,AM,38,122
349850,Weekend,AM,40,65
349850,Weekend,AM,46,17
349850,Weekend,AM,71,23
349850,Weekend,PM,14,2
349850,Weekend,PM,19,1
349850,Weekend,PM,20,2
349850,Weekend,PM,38,1
349850,Weekend,PM,40,7
349850,Weekend,PM,46,2
349850,Weekend,PM,71,5
350401,Week,AM,14,1446
350401,Week,AM,16,262
350401,Week,AM,17,36
350401,Week,AM,19,120
350401,Week,AM,20,10
350401,Week,AM,21,10
350401,Week,AM,31,454
350401,Week,AM,37,1
350401,Week,AM,38,4
350401,Week,AM,40,26
350401,Week,AM,42,11
350401,Week,AM,46,110
350401,Week,AM,47,198
350401,Week,AM,69,317
350401,Week,AM,71,18
350401,Week,PM,14,8
350401,Week,PM,31,6
350401,Week,PM,42,3
350401,Week,PM,69,3
350401,Weekend,AM,14,128
350401,Weekend,AM,16,8
350401,Weekend,AM,17,6
350401,Weekend,AM,19,17
350401,Weekend,AM,20,4
350401,Weekend,AM,21,4
350401,Weekend,AM,31,63
350401,Weekend,AM,38,5
350401,Weekend,AM,40,25
350401,Weekend,AM,46,19
350401,Weekend,AM,47,18
350401,Weekend,AM,69,26
350401,Weekend,AM,71,2
350407,Week,AM,14,1046
350407,Week,AM,16,68
350407,Week,AM,17,76
350407,Week,AM,19,112
350407,Week,AM,20,192
350407,Week,AM,21,139
350407,Week,AM,31,28
350407,Week,AM,37,4
350407,Week,AM,38,48
350407,Week,AM,40,68
350407,Week,AM,42,2
350407,Week,AM,46,181
350407,Week,AM,69,95
350407,Week,AM,71,84
350407,Week,PM,14,98
350407,Week,PM,16,1
350407,Week,PM,17,6
350407,Week,PM,19,16
350407,Week,PM,20,36
350407,Week,PM,21,5
350407,Week,PM,31,2
350407,Week,PM,38,16
350407,Week,PM,40,8
350407,Week,PM,46,28
350407,Week,PM,69,5
350407,Week,PM,71,2
350407,Weekend,AM,14,164
350407,Weekend,AM,16,3
350407,Weekend,AM,17,8
350407,Weekend,AM,19,34
350407,Weekend,AM,20,31
350407,Weekend,AM,21,2
350407,Weekend,AM,31,1
350407,Weekend,AM,38,17
350407,Weekend,AM,40,14
350407,Weekend,AM,46,35
350407,Weekend,AM,69,10
350407,Weekend,AM,71,8
350407,Weekend,PM,14,16
350407,Weekend,PM,19,6
350407,Weekend,PM,20,18
350407,Weekend,PM,38,5
350407,Weekend,PM,40,10
350407,Weekend,PM,46,1
350407,Weekend,PM,69,1
350423,Week,AM,14,12
350423,Week,AM,17,6
350423,Week,AM,20,39
350423,Week,AM,21,6
350423,Week,AM,38,46
350423,Week,AM,40,5
350423,Week,AM,69,1
350423,Week,AM,71,3
350423,Week,PM,14,185
350423,Week,PM,16,17
350423,Week,PM,17,124
350423,Week,PM,19,26
350423,Week,PM,20,407
350423,Week,PM,21,11
350423,Week,PM,31,42
350423,Week,PM,38,1378
350423,Week,PM,40,65
350423,Week,PM,46,22
350423,Week,PM,47,41
350423,Week,PM,69,145
350423,Week,PM,71,158
350423,Weekend,AM,14,6
350423,Weekend,AM,16,2
350423,Weekend,AM,17,4
350423,Weekend,AM,19,1
350423,Weekend,AM,20,25
350423,Weekend,AM,21,1
350423,Weekend,AM,38,19
350423,Weekend,AM,40,2
350423,Weekend,AM,69,1
350423,Weekend,AM,71,4
350423,Weekend,PM,14,32
350423,Weekend,PM,16,19
350423,Weekend,PM,17,58
350423,Weekend,PM,19,3
350423,Weekend,PM,20,68
350423,Weekend,PM,31,3
350423,Weekend,PM,38,424
350423,Weekend,PM,40,35
350423,Weekend,PM,47,1
350423,Weekend,PM,69,2
350423,Weekend,PM,71,54
350424,Week,AM,14,119
350424,Week,AM,16,4
350424,Week,AM,17,7
350424,Week,AM,19,30
350424,Week,AM,20,8
350424,Week,AM,21,10
350424,Week,AM,31,129
350424,Week,AM,37,1
350424,Week,AM,38,10
350424,Week,AM,40,7
350424,Week,AM,42,1
350424,Week,AM,46,13
350424,Week,AM,47,64
350424,Week,AM,69,52
350424,Week,AM,71,4
350424,Week,PM,14,638
350424,Week,PM,16,31
350424,Week,PM,17,19
350424,Week,PM,19,56
350424,Week,PM,20,34
350424,Week,PM,31,898
350424,Week,PM,38,28
350424,Week,PM,40,9
350424,Week,PM,42,2
350424,Week,PM,46,52
350424,Week,PM,47,98
350424,Week,PM,69,92
350424,Week,PM,71,16
350424,Weekend,AM,14,19
350424,Weekend,AM,16,9
350424,Weekend,AM,17,1
350424,Weekend,AM,19,4
350424,Weekend,AM,20,8
350424,Weekend,AM,21,11
350424,Weekend,AM,31,22
350424,Weekend,AM,38,11
350424,Weekend,AM,40,1
350424,Weekend,AM,46,2
350424,Weekend,AM,47,2
350424,Weekend,AM,69,3
350424,Weekend,PM,14,15
350424,Weekend,PM,19,1
350424,Weekend,PM,20,1
350424,Weekend,PM,31,21
350424,Weekend,PM,46,1
350424,Weekend,PM,69,2
350425,Week,AM,14,259
350425,Week,AM,16,46
350425,Week,AM,17,14
350425,Week,AM,19,53
350425,Week,AM,20,102
350425,Week,AM,21,724
350425,Week,AM,37,8
350425,Week,AM,38,103
350425,Week,AM,40,122
350425,Week,AM,46,99
350425,Week,AM,71,43
350425,Week,PM,14,20
350425,Week,PM,16,28
350425,Week,PM,20,10
350425,Week,PM,37,2
350425,Week,PM,38,8
350425,Week,PM,40,25
350425,Week,PM,46,21
350425,Week,PM,71,1
350425,Weekend,AM,14,23
350425,Weekend,AM,16,5
350425,Weekend,AM,17,5
350425,Weekend,AM,19,8
350425,Weekend,AM,20,6
350425,Weekend,AM,21,97
350425,Weekend,AM,38,44
350425,Weekend,AM,40,28
350425,Weekend,AM,46,5
350425,Weekend,AM,71,3
350425,Weekend,PM,19,1
350433,Week,AM,14,216
350433,Week,AM,16,25
350433,Week,AM,17,1
350433,Week,AM,19,65
350433,Week,AM,20,219
350433,Week,AM,21,1757
350433,Week,AM,37,4
350433,Week,AM,38,207
350433,Week,AM,40,832
350433,Week,AM,46,69
350433,Week,AM,71,114
350433,Week,PM,14,17
350433,Week,PM,16,1
350433,Week,PM,19,3
350433,Week,PM,20,5
350433,Week,PM,21,8
350433,Week,PM,37,1
350433,Week,PM,38,4
350433,Week,PM,40,26
350433,Week,PM,46,48
350433,Week,PM,71,2
350433,Weekend,AM,14,105
350433,Weekend,AM,16,1
350433,Weekend,AM,17,2
350433,Weekend,AM,19,29
350433,Weekend,AM,20,81
350433,Weekend,AM,21,298
350433,Weekend,AM,37,1
350433,Weekend,AM,38,50
350433,Weekend,AM,40,282
350433,Weekend,AM,46,8
350433,Weekend,AM,71,46
350433,Weekend,PM,19,3
350433,Weekend,PM,38,1
350433,Weekend,PM,40,12
350433,Weekend,PM,71,2
350439,Week,AM,14,18
350439,Week,AM,16,4
350439,Week,AM,17,1
350439,Week,AM,19,18
350439,Week,AM,20,7
350439,Week,AM,21,20
350439,Week,AM,37,1
350439,Week,AM,38,249
350439,Week,AM,40,23
350439,Week,AM,46,14
350439,Week,AM,69,1
350439,Week,AM,71,9
350439,Week,PM,14,304
350439,Week,PM,16,10
350439,Week,PM,17,28
350439,Week,PM,19,75
350439,Week,PM,20,20
350439,Week,PM,21,8
350439,Week,PM,31,340
350439,Week,PM,38,215
350439,Week,PM,40,36
350439,Week,PM,42,3
350439,Week,PM,46,38
350439,Week,PM,47,24
350439,Week,PM,69,164
350439,Week,PM,71,3
350439,Weekend,AM,16,1
350439,Weekend,AM,38,13
350439,Weekend,AM,40,1
350439,Weekend,AM,46,1
350439,Weekend,PM,14,7
350439,Weekend,PM,16,1
350439,Weekend,PM,20,1
350439,Weekend,PM,31,1
350439,Weekend,PM,38,15
350439,Weekend,PM,40,2
350439,Weekend,PM,47,1
350439,Weekend,PM,69,1
350439,Weekend,PM,71,2
351239,Week,AM,19,1
351239,Week,AM,20,6
351239,Week,AM,37,2
351239,Week,AM,38,4
351239,Week,AM,40,4
351239,Week,PM,14,358
351239,Week,PM,16,29
351239,Week,PM,17,34
351239,Week,PM,19,219
351239,Week,PM,20,247
351239,Week,PM,37,15
351239,Week,PM,38,57
351239,Week,PM,40,512
351239,Week,PM,46,566
351239,Week,PM,71,62
351239,Weekend,AM,14,8
351239,Weekend,AM,19,8
351239,Weekend,AM,20,15
351239,Weekend,AM,21,9
351239,Weekend,AM,38,21
351239,Weekend,AM,40,101
351239,Weekend,AM,46,21
351239,Weekend,AM,71,2
351239,Weekend,PM,14,9
351239,Weekend,PM,19,20
351239,Weekend,PM,20,8
351239,Weekend,PM,37,5
351239,Weekend,PM,38,14
351239,Weekend,PM,40,56
351239,Weekend,PM,46,44
351239,Weekend,PM,71,8
351274,Week,AM,14,1972
351274,Week,AM,16,36
351274,Week,AM,17,53
351274,Week,AM,19,234
351274,Week,AM,20,9
351274,Week,AM,21,17
351274,Week,AM,31,156
351274,Week,AM,40,53
351274,Week,AM,42,7
351274,Week,AM,46,66
351274,Week,AM,47,271
351274,Week,AM,69,160
351274,Week,AM,71,35
351274,Week,PM,14,496
351274,Week,PM,16,146
351274,Week,PM,17,3
351274,Week,PM,19,60
351274,Week,PM,20,34
351274,Week,PM,31,52
351274,Week,PM,37,2
351274,Week,PM,38,14
351274,Week,PM,40,49
351274,Week,PM,42,5
351274,Week,PM,46,191
351274,Week,PM,47,52
351274,Week,PM,69,14
351274,Week,PM,71,19
351274,Weekend,AM,14,177
351274,Weekend,AM,16,36
351274,Weekend,AM,17,3
351274,Weekend,AM,19,10
351274,Weekend,AM,20,5
351274,Weekend,AM,31,21
351274,Weekend,AM,38,5
351274,Weekend,AM,40,13
351274,Weekend,AM,46,35
351274,Weekend,AM,47,34
351274,Weekend,AM,69,6
351274,Weekend,AM,71,4
351274,Weekend,PM,14,70
351274,Weekend,PM,16,4
351274,Weekend,PM,19,7
351274,Weekend,PM,20,3
351274,Weekend,PM,31,16
351274,Weekend,PM,38,2
351274,Weekend,PM,40,6
351274,Weekend,PM,42,1
351274,Weekend,PM,46,11
351274,Weekend,PM,47,13
351274,Weekend,PM,71,6
351280,Week,AM,14,462
351280,Week,AM,16,253
351280,Week,AM,17,42
351280,Week,AM,19,118
351280,Week,AM,20,304
351280,Week,AM,21,994
351280,Week,AM,31,5
351280,Week,AM,37,4
351280,Week,AM,38,7
351280,Week,AM,40,70
351280,Week,AM,46,163
351280,Week,AM,69,3
351280,Week,AM,71,108
351280,Week,PM,14,20
351280,Week,PM,16,12
351280,Week,PM,17,1
351280,Week,PM,19,3
351280,Week,PM,20,11
351280,Week,PM,21,17
351280,Week,PM,38,1
351280,Week,PM,40,1
351280,Week,PM,46,13
351280,Week,PM,71,1
351280,Weekend,AM,14,56
351280,Weekend,AM,16,16
351280,Weekend,AM,17,15
351280,Weekend,AM,19,16
351280,Weekend,AM,20,127
351280,Weekend,AM,21,57
351280,Weekend,AM,37,1
