Issuer_id,Week_AM_14_,Week_AM_38_,Week_AM_69_,Week_AM_21_,Week_AM_37_,Week_AM_20_,Week_AM_31_,Week_AM_16_,Week_AM_46_,Week_AM_40_,Week_AM_47_,Week_AM_19_,Week_AM_42_,Week_AM_71_,Week_AM_17_,Week_PM_14_,Week_PM_38_,Week_PM_69_,Week_PM_21_,Week_PM_37_,Week_PM_20_,Week_PM_31_,Week_PM_16_,Week_PM_46_,Week_PM_40_,Week_PM_47_,Week_PM_19_,Week_PM_42_,Week_PM_71_,Week_PM_17_,Weekend_AM_14_,Weekend_AM_38_,Weekend_AM_69_,Weekend_AM_21_,Weekend_AM_37_,Weekend_AM_20_,Weekend_AM_31_,Weekend_AM_16_,Weekend_AM_46_,Weekend_AM_40_,Weekend_AM_47_,Weekend_AM_19_,Weekend_AM_42_,Weekend_AM_71_,Weekend_AM_17_,Weekend_PM_14_,Weekend_PM_38_,Weekend_PM_69_,Weekend_PM_21_,Weekend_PM_37_,Weekend_PM_20_,Weekend_PM_31_,Weekend_PM_16_,Weekend_PM_46_,Weekend_PM_40_,Weekend_PM_47_,Weekend_PM_19_,Weekend_PM_42_,Weekend_PM_71_,Weekend_PM_17_
330001,1533,3,50,107,4,44,194,195,46,26,261,150,0,27,24,13,0,0,0,0,6,14,17,5,0,1,3,0,2,0,158,5,3,1,1,15,24,25,15,92,16,40,0,10,24,126,0,2,0,0,18,52,47,17,81,5,27,0,11,10
357802,8,3,17,0,2,1,24,0,2,0,6,7,5,5,0,641,170,167,0,196,38,742,21,100,38,140,71,111,61,42,11,0,0,0,0,0,0,0,5,1,0,2,0,6,7,14,9,1,0,3,8,4,0,8,2,2,9,3,13,11
358187,6,9,0,0,0,2,0,0,1,0,0,0,0,1,0,741,383,134,0,393,155,47,363,130,13,0,46,71,48,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,217,3,0,93,7,4,4,2,1,0,2,1,21,4
351274,1972,0,160,17,0,9,156,36,66,53,271,234,7,35,53,496,14,14,0,2,34,52,146,191,49,52,60,5,19,3,177,5,6,0,0,5,21,36,35,13,34,10,0,4,3,70,2,0,0,0,3,16,4,11,6,13,7,1,6,0
345331,161,53,0,1349,0,545,0,42,29,140,0,68,0,172,24,4,0,0,6,0,0,0,0,0,1,0,0,0,0,1,35,43,0,214,0,108,0,8,3,78,0,29,0,93,7,1,0,0,0,0,6,0,2,0,5,0,7,0,5,0
356214,145,851,2,891,624,36,1,92,16,38,0,57,0,61,12,20,181,0,10,218,12,0,27,13,11,0,15,0,14,4,4,140,0,36,13,10,0,48,7,24,0,4,0,63,0,0,12,0,0,7,1,0,0,1,2,0,0,0,5,0
357360,131,47,5,0,17,29,2,802,27,9,0,15,3,19,43,426,418,164,0,621,124,215,1245,48,32,0,44,97,89,96,39,6,2,5,8,8,3,5,5,11,0,2,0,19,30,116,252,3,0,215,46,24,61,7,21,0,6,1,62,61
349850,313,140,0,2323,1,263,0,24,134,226,0,41,0,164,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,58,122,0,292,0,33,0,1,17,65,0,16,0,23,18,2,1,0,0,0,2,0,0,2,7,0,1,0,5,0
346105,169,143,0,2097,13,926,0,58,120,162,0,123,0,150,53,107,107,0,21,88,97,0,19,190,72,0,57,0,80,19,46,55,0,127,1,159,0,19,19,71,0,35,0,67,5,2,1,0,0,0,10,0,1,5,5,0,4,0,2,1
347593,318,64,8,1352,6,93,8,225,156,398,0,130,1,37,22,21,25,1,14,16,1,9,11,7,16,0,17,0,4,0,25,36,0,31,0,11,0,19,13,132,0,18,0,1,1,2,3,0,0,0,1,0,0,2,6,0,2,0,0,0
355677,45,704,0,243,653,27,0,22,16,112,0,31,0,44,5,59,324,1,15,634,57,1,17,26,127,0,34,0,38,9,14,0,0,0,0,22,0,0,7,153,0,9,0,66,10,41,190,2,0,294,79,0,48,6,121,0,29,0,44,6
354084,19,6,0,2,8,37,0,27,1,4,0,5,0,6,1,483,643,0,0,316,611,0,199,347,143,0,277,0,228,215,55,133,0,112,0,100,0,52,4,82,0,43,0,118,21,10,66,0,0,30,38,0,7,3,4,0,21,0,16,2
355675,228,153,1005,81,54,96,113,1,0,5,268,23,133,44,26,39,24,430,0,42,143,62,6,1,0,94,6,246,16,29,32,176,35,115,21,3,27,0,1,3,61,5,1,34,11,9,15,5,0,11,1,3,0,0,1,10,3,0,5,10
346109,1393,0,211,0,0,42,350,15,206,23,260,88,17,2,25,54,0,4,0,0,14,25,20,3,0,2,2,1,0,0,55,8,11,0,0,4,16,5,15,3,10,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345536,384,4,60,17,0,7,63,16,5,10,75,24,4,5,5,151,14,1,0,0,15,28,21,35,30,10,12,1,4,5,70,7,2,1,1,11,20,10,31,31,12,8,0,8,4,96,2,3,0,0,8,32,15,13,29,8,5,0,2,10
349481,389,11,131,79,5,2,76,16,5,18,82,33,35,9,2,995,37,343,0,23,35,649,158,35,63,220,60,255,34,21,60,10,8,2,5,3,13,5,2,16,6,27,1,11,5,59,21,1,0,11,10,15,4,5,24,3,38,0,4,6
345560,227,16,0,1391,0,429,0,57,344,520,0,138,0,86,5,0,0,0,17,0,0,0,0,2,0,0,0,0,1,0,21,5,0,83,0,50,0,3,5,80,0,21,0,29,2,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0
348520,1289,2,151,0,0,5,374,4,36,10,64,38,2,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344778,229,27,0,1901,4,326,0,65,114,790,0,44,0,74,16,2,1,0,36,0,4,0,3,12,11,0,1,0,0,1,113,112,0,277,2,175,0,43,7,801,0,41,0,46,14,0,0,0,0,0,4,0,2,0,24,0,3,0,3,1
351997,215,334,0,1983,0,98,0,111,162,200,0,258,0,33,25,10,90,0,36,1,15,0,16,65,32,0,20,0,2,1,36,172,0,223,0,18,0,46,32,76,0,83,0,3,3,8,20,0,0,0,2,0,7,5,17,0,6,0,0,0
353486,751,0,175,4,0,13,271,113,32,59,43,73,1,11,28,120,0,3,0,0,8,33,53,5,11,4,10,0,1,2,50,0,2,0,0,5,10,13,6,10,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351995,148,59,65,190,15,674,16,639,91,67,0,4,15,49,32,19,56,16,1,16,160,31,163,21,30,0,6,4,19,4,118,64,5,26,26,206,9,68,20,102,0,16,1,109,7,94,13,0,0,3,85,3,45,9,110,0,11,0,37,5
355497,292,378,1074,116,127,12,143,0,21,37,536,50,121,22,43,25,43,57,0,26,1,6,1,3,10,42,6,30,3,1,23,135,63,29,20,0,14,0,5,5,57,8,4,13,6,1,18,4,0,7,0,10,2,0,7,9,0,0,10,8
357078,260,253,859,83,88,23,128,3,0,8,309,42,133,22,28,84,64,349,0,95,20,99,5,3,4,82,20,197,16,9,47,155,52,62,34,1,9,3,0,1,65,7,6,30,1,8,43,14,0,26,2,8,0,0,1,16,1,7,8,2
357721,14,13,3,7,2,19,3,7,4,2,0,2,0,0,2,409,86,60,2,41,777,27,217,137,95,0,80,6,41,75,6,6,0,0,0,14,0,2,1,1,0,2,1,3,2,16,2,0,0,0,48,7,22,3,6,0,1,0,3,1
357689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,44,1,0,30,1,1,10,2,2,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,6,0,1,0,0,0,1,0
358579,169,20,47,2,14,131,19,194,10,7,0,22,12,8,24,386,124,150,0,158,552,147,477,23,31,0,28,75,44,61,22,18,5,2,0,4,2,19,1,3,0,1,2,6,5,32,147,1,0,109,22,12,18,2,14,0,3,1,30,19
349538,444,147,114,96,64,491,53,523,20,87,0,75,14,65,102,124,59,23,2,38,229,33,89,7,17,0,30,14,21,14,67,84,0,0,12,31,0,12,4,22,0,4,0,64,1,11,16,0,0,8,5,0,0,5,21,0,3,0,18,4
337778,42,251,0,267,261,85,0,69,198,38,0,31,3,146,16,53,313,3,132,418,91,2,52,157,69,0,43,4,147,17,15,79,0,4,46,25,2,16,20,35,0,12,0,104,4,4,42,0,0,52,11,0,5,13,12,0,7,0,24,4
333163,517,0,0,11,0,87,275,121,244,163,37,87,0,114,134,19,1,0,0,0,35,7,13,60,24,0,9,0,5,15,58,0,0,0,0,21,19,22,74,76,2,40,0,18,47,34,0,0,0,0,14,17,8,43,40,0,35,0,3,21
