issuer_code,type_day,violation_category,count
353070,Weekend,4,16
353070,Weekend,5,59
353164,Week,2,1513
353164,Week,3,134
353164,Week,4,277
353164,Week,5,441
353164,Week,6,11
353164,Weekend,2,767
353164,Weekend,3,79
353164,Weekend,4,124
353164,Weekend,5,276
353164,Weekend,6,8
353176,Week,1,584
353176,Week,2,488
353176,Week,3,28
353176,Week,4,366
353176,Week,5,498
353176,Weekend,1,248
353176,Weekend,2,269
353176,Weekend,3,16
353176,Weekend,4,15
353176,Weekend,5,159
353194,Week,1,831
353194,Week,2,2068
353194,Week,3,630
353194,Week,5,165
353194,Weekend,1,30
353194,Weekend,2,171
353194,Weekend,3,74
353194,Weekend,5,36
353408,Week,1,627
353408,Week,2,739
353408,Week,3,284
353408,Week,4,4
353408,Week,5,216
353408,Week,6,1
353408,Weekend,1,33
353408,Weekend,2,165
353408,Weekend,3,55
353408,Weekend,4,1
353408,Weekend,5,141
353424,Week,1,763
353424,Week,2,2057
353424,Week,3,227
353424,Week,4,6
353424,Week,5,222
353424,Weekend,1,24
353424,Weekend,2,298
353424,Weekend,3,30
353424,Weekend,4,8
353424,Weekend,5,64
353486,Week,1,4
353486,Week,2,1680
353486,Week,3,125
353486,Week,4,1
353486,Week,5,304
353486,Week,6,43
353486,Weekend,2,101
353486,Weekend,3,13
353486,Weekend,5,8
353486,Weekend,6,2
353508,Week,1,1
353508,Week,2,1510
353508,Week,3,462
353508,Week,4,351
353508,Week,5,1568
353508,Week,6,28
353508,Weekend,1,41
353508,Weekend,2,1103
353508,Weekend,3,124
353508,Weekend,4,21
353508,Weekend,5,270
354043,Week,1,787
354043,Week,2,584
354043,Week,3,12
354043,Week,4,1181
354043,Week,5,1115
354043,Weekend,2,70
354043,Weekend,3,1
354043,Weekend,4,133
354043,Weekend,5,187
354084,Week,1,2
354084,Week,2,2031
354084,Week,3,501
354084,Week,4,324
354084,Week,5,947
354084,Weekend,1,112
354084,Weekend,2,436
354084,Weekend,3,37
354084,Weekend,4,30
354084,Weekend,5,361
354098,Week,1,2129
354098,Week,2,1734
354098,Week,3,174
354098,Week,4,17
354098,Week,5,238
354098,Weekend,1,194
354098,Weekend,2,937
354098,Weekend,3,51
354098,Weekend,4,8
354098,Weekend,5,197
354125,Week,1,157
354125,Week,2,1259
354125,Week,3,92
354125,Week,4,921
354125,Week,5,1463
354125,Weekend,1,7
354125,Weekend,2,137
354125,Weekend,3,16
354125,Weekend,4,130
354125,Weekend,5,278
354205,Week,2,1980
354205,Week,3,261
354205,Week,4,343
354205,Week,5,908
354205,Week,6,83
354205,Weekend,2,286
354205,Weekend,3,90
354205,Weekend,4,27
354205,Weekend,5,218
354205,Weekend,6,8
355050,Week,1,349
355050,Week,2,1162
355050,Week,3,947
355050,Week,4,45
355050,Week,5,675
355050,Week,6,5
355050,Weekend,1,44
355050,Weekend,2,171
355050,Weekend,3,99
355050,Weekend,4,1
355050,Weekend,5,46
355073,Week,1,563
355073,Week,2,1589
355073,Week,3,909
355073,Week,4,29
355073,Week,5,828
355073,Weekend,1,61
355073,Weekend,2,281
355073,Weekend,3,52
355073,Weekend,4,1
355073,Weekend,5,74
355080,Week,1,262
355080,Week,2,943
355080,Week,3,976
355080,Week,5,1296
355080,Weekend,2,36
355080,Weekend,3,37
355080,Weekend,5,43
355113,Week,1,836
355113,Week,2,1057
355113,Week,3,73
355113,Week,4,707
355113,Week,5,1420
355113,Weekend,1,23
355113,Weekend,2,435
355113,Weekend,3,32
355113,Weekend,4,103
355113,Weekend,5,487
355117,Week,1,817
355117,Week,2,1270
355117,Week,3,571
355117,Week,4,4
355117,Week,5,466
355117,Week,6,2
355117,Weekend,2,235
355117,Weekend,3,56
355117,Weekend,5,47
355134,Week,1,1153
355134,Week,2,2203
355134,Week,3,251
355134,Week,4,11
355134,Week,5,250
355134,Weekend,1,165
355134,Weekend,2,685
355134,Weekend,3,33
355134,Weekend,5,169
355134,Weekend,6,1
355144,Week,1,42
355144,Week,2,1988
355144,Week,3,672
355144,Week,4,21
355144,Week,5,909
355144,Weekend,1,9
355144,Weekend,2,228
355144,Weekend,3,47
355144,Weekend,5,55
355145,Week,2,1966
355145,Week,3,158
355145,Week,4,436
355145,Week,5,569
355145,Week,6,93
355145,Weekend,2,941
355145,Weekend,3,24
355145,Weekend,4,87
355145,Weekend,5,253
355145,Weekend,6,12
355156,Week,1,1211
355156,Week,2,1249
355156,Week,3,83
355156,Week,4,6
355156,Week,5,106
355156,Weekend,1,134
355156,Weekend,2,889
355156,Weekend,3,71
355156,Weekend,4,10
355156,Weekend,5,124
355156,Weekend,6,1
355205,Week,1,865
355205,Week,2,1115
355205,Week,3,62
355205,Week,4,578
355205,Week,5,997
355205,Weekend,2,558
355205,Weekend,3,11
355205,Weekend,4,4
355205,Weekend,5,98
355212,Week,1,761
355212,Week,2,1198
355212,Week,3,846
355212,Week,4,46
355212,Week,5,924
355212,Weekend,1,119
355212,Weekend,2,284
355212,Weekend,3,80
355212,Weekend,5,108
355218,Week,1,1005
355218,Week,2,1058
355218,Week,3,136
355218,Week,4,1
355218,Week,5,156
355218,Week,6,1
355218,Weekend,1,162
355218,Weekend,2,730
355218,Weekend,3,157
355218,Weekend,4,1
355218,Weekend,5,128
355220,Week,1,34
355220,Week,2,1987
355220,Week,3,356
355220,Week,4,50
355220,Week,5,857
355220,Weekend,1,30
355220,Weekend,2,1074
355220,Weekend,3,53
355220,Weekend,4,12
355220,Weekend,5,184
355220,Weekend,6,1
355224,Week,2,1158
355224,Week,3,932
355224,Week,4,538
355224,Week,5,1121
355224,Weekend,1,13
355224,Weekend,2,185
355224,Weekend,3,86
355224,Weekend,4,133
355224,Weekend,5,354
355283,Week,1,768
355283,Week,2,2474
355283,Week,3,388
355283,Week,4,11
355283,Week,5,397
355283,Weekend,1,16
355283,Weekend,2,203
355283,Weekend,3,41
355283,Weekend,4,10
355283,Weekend,5,90
355417,Week,1,450
355417,Week,2,1108
355417,Week,3,118
355417,Week,4,874
355417,Week,5,1199
355417,Weekend,1,5
355417,Weekend,2,642
355417,Weekend,3,76
355417,Weekend,4,104
355417,Weekend,5,450
355428,Week,2,1065
355428,Week,3,154
355428,Week,4,147
355428,Week,5,165
355428,Week,6,11
355428,Weekend,2,263
355428,Weekend,3,22
355428,Weekend,4,12
355428,Weekend,5,19
355428,Weekend,6,1
355438,Week,2,1488
355438,Week,3,420
355438,Week,4,494
355438,Week,5,1558
355438,Week,6,23
355438,Weekend,1,5
355438,Weekend,2,237
355438,Weekend,3,50
355438,Weekend,4,38
355438,Weekend,5,346
355438,Weekend,6,1
355446,Week,2,1059
355446,Week,3,446
355446,Week,4,341
355446,Week,5,2037
355446,Weekend,2,174
355446,Weekend,3,46
355446,Weekend,4,29
355446,Weekend,5,311
355451,Week,1,753
355451,Week,2,1846
355451,Week,3,217
355451,Week,4,8
355451,Week,5,326
355451,Weekend,1,15
355451,Weekend,2,168
355451,Weekend,3,15
355451,Weekend,4,10
355451,Weekend,5,36
355453,Week,1,274
355453,Week,2,1955
355453,Week,3,851
355453,Week,4,25
355453,Week,5,591
355453,Week,6,1
355453,Weekend,1,45
355453,Weekend,2,200
355453,Weekend,3,111
355453,Weekend,5,73
355453,Weekend,6,1
355492,Week,1,763
355492,Week,2,694
355492,Week,3,411
355492,Week,4,1
355492,Week,5,197
355492,Week,6,6
355497,Week,1,116
355497,Week,2,688
355497,Week,3,648
355497,Week,4,304
355497,Week,5,1647
355497,Weekend,1,29
355497,Weekend,2,92
355497,Weekend,3,77
355497,Weekend,4,31
355497,Weekend,5,257
355530,Week,1,74
355530,Week,2,1602
355530,Week,3,386
355530,Week,4,514
355530,Week,5,965
355530,Week,6,37
355530,Weekend,2,91
355530,Weekend,3,9
355530,Weekend,4,8
355530,Weekend,5,6
355530,Weekend,6,4
355532,Week,1,11
355532,Week,2,756
355532,Week,3,504
355532,Week,4,178
355532,Week,5,656
355532,Week,6,4
355532,Weekend,2,261
355532,Weekend,3,107
355532,Weekend,4,8
355532,Weekend,5,79
355532,Weekend,6,13
355538,Week,1,119
355538,Week,2,2451
355538,Week,3,482
355538,Week,4,593
355538,Week,5,1352
355538,Week,6,17
355538,Weekend,2,15
355538,Weekend,3,3
355538,Weekend,5,8
355538,Weekend,6,2
355546,Week,1,12
355546,Week,2,1243
355546,Week,3,276
355546,Week,4,49
355546,Week,5,214
355546,Week,6,138
355546,Weekend,1,4
355546,Weekend,2,308
355546,Weekend,3,57
355546,Weekend,4,14
355546,Weekend,5,46
355546,Weekend,6,25
355567,Week,1,20
355567,Week,2,1916
355567,Week,3,467
355567,Week,4,122
355567,Week,5,492
355567,Weekend,1,3
355567,Weekend,2,478
355567,Weekend,3,52
355567,Weekend,4,35
355567,Weekend,5,152
355588,Week,1,1
355588,Week,2,938
355588,Week,3,367
355588,Week,4,6
355588,Week,5,249
355588,Week,6,9
355588,Weekend,2,239
355588,Weekend,3,42
355588,Weekend,5,40
355619,Week,1,48
355619,Week,2,1716
355619,Week,3,1047
355619,Week,4,48
355619,Week,5,297
355619,Week,6,73
355619,Weekend,1,1
355619,Weekend,2,182
355619,Weekend,3,59
355619,Weekend,4,1
355619,Weekend,5,19
355619,Weekend,6,23
355639,Week,1,8
355639,Week,2,2029
355639,Week,3,402
355639,Week,4,31
355639,Week,5,282
355639,Weekend,2,78
355639,Weekend,3,12
355639,Weekend,4,1
355639,Weekend,5,6
355642,Week,2,563
355642,Week,3,420
355642,Week,4,998
355642,Week,5,1875
355642,Weekend,1,18
355642,Weekend,2,86
355642,Weekend,3,50
355642,Weekend,4,176
355642,Weekend,5,354
355675,Week,1,81
355675,Week,2,812
355675,Week,3,386
355675,Week,4,475
355675,Week,5,1783
355675,Weekend,1,115
355675,Weekend,2,118
355675,Weekend,3,81
355675,Weekend,4,33
355675,Weekend,5,298
355677,Week,1,258
355677,Week,2,566
355677,Week,3,76
355677,Week,4,1287
355677,Week,5,1181
355677,Weekend,2,612
355677,Weekend,3,19
355677,Weekend,4,294
355677,Weekend,5,402
355710,Week,1,1304
355710,Week,2,1599
355710,Week,3,271
355710,Week,4,110
355710,Week,5,611
355710,Weekend,1,20
355710,Weekend,2,328
355710,Weekend,3,76
355710,Weekend,4,18
355710,Weekend,5,191
355710,Weekend,6,1
356181,Week,1,17
356181,Week,2,2643
356181,Week,3,338
356181,Week,4,9
356181,Week,5,496
356181,Week,6,39
356181,Weekend,1,1
356181,Weekend,2,237
356181,Weekend,3,33
356181,Weekend,4,4
356181,Weekend,5,29
356181,Weekend,6,1
356214,Week,1,901
356214,Week,2,619
356214,Week,3,47
356214,Week,4,845
356214,Week,5,1204
356214,Weekend,1,36
356214,Weekend,2,94
356214,Weekend,3,8
356214,Weekend,4,20
356214,Weekend,5,268
356225,Week,1,248
356225,Week,2,2872
356225,Week,3,360
356225,Week,4,126
356225,Week,5,544
356225,Weekend,1,5
356225,Weekend,2,827
356225,Weekend,3,103
356225,Weekend,4,11
356225,Weekend,5,112
356259,Week,1,6
356259,Week,2,1330
356259,Week,3,119
356259,Week,4,63
356259,Week,5,346
356259,Weekend,2,1097
356259,Weekend,3,34
356259,Weekend,4,11
356259,Weekend,5,143
356261,Week,1,983
356261,Week,2,1695
356261,Week,3,172
356261,Week,4,245
356261,Week,5,679
356261,Weekend,1,6
356261,Weekend,2,301
356261,Weekend,3,21
356261,Weekend,4,9
356261,Weekend,5,113
356262,Week,1,106
356262,Week,2,1521
356262,Week,3,487
356262,Week,4,165
356262,Week,5,1621
356262,Week,6,1
356262,Weekend,1,116
356262,Weekend,2,370
356262,Weekend,3,56
356262,Weekend,4,14
356262,Weekend,5,415
356262,Weekend,6,2
356304,Week,2,1752
356304,Week,3,661
356304,Week,4,642
356304,Week,5,1866
356304,Week,6,12
356304,Weekend,1,53
356304,Weekend,2,308
356304,Weekend,3,114
356304,Weekend,4,121
356304,Weekend,5,406
356304,Weekend,6,1
356314,Week,1,314
356314,Week,2,333
356314,Week,3,40
356314,Week,4,1953
356314,Week,5,1423
356314,Weekend,2,309
356314,Weekend,3,22
356314,Weekend,4,298
356314,Weekend,5,608
356352,Week,1,509
356352,Week,2,2321
356352,Week,3,288
356352,Week,4,4
356352,Week,5,126
356352,Week,6,127
356352,Weekend,2,395
356352,Weekend,3,73
356352,Weekend,4,4
356352,Weekend,5,43
356356,Week,1,795
356356,Week,2,1240
356356,Week,3,1005
356356,Week,4,42
356356,Week,5,548
356356,Week,6,2
356484,Week,2,1037
356484,Week,3,837
356484,Week,4,239
356484,Week,5,1823
356484,Week,6,4
356484,Weekend,1,71
356484,Weekend,2,145
356484,Weekend,3,119
356484,Weekend,4,22
356484,Weekend,5,329
356512,Week,2,1958
356512,Week,3,223
356512,Week,4,196
356512,Week,5,357
356512,Weekend,2,859
356512,Weekend,3,50
356512,Weekend,4,51
356512,Weekend,5,147
356518,Week,1,427
356518,Week,2,1184
356518,Week,3,225
356518,Week,4,617
356518,Week,5,1032
356518,Week,6,16
356518,Weekend,1,5
356518,Weekend,2,183
356518,Weekend,3,45
356518,Weekend,4,25
356518,Weekend,5,315
356522,Week,2,399
356522,Week,3,189
356522,Week,4,713
356522,Week,5,914
356522,Week,6,7
356522,Weekend,1,60
356522,Weekend,2,287
356522,Weekend,3,50
356522,Weekend,4,109
356522,Weekend,5,449
356565,Week,1,1133
356565,Week,2,817
356565,Week,3,314
356565,Week,4,131
356565,Week,5,811
356565,Weekend,1,6
356565,Weekend,2,244
356565,Weekend,3,59
356565,Weekend,4,22
356565,Weekend,5,404
356959,Week,2,1297
356959,Week,3,609
356959,Week,4,84
356959,Week,5,405
356959,Weekend,2,120
356959,Weekend,3,67
356959,Weekend,4,9
356959,Weekend,5,52
356964,Week,2,2627
356964,Week,3,236
356964,Week,4,79
356964,Week,5,145
356964,Weekend,1,3
356964,Weekend,2,13
356964,Weekend,3,4
356964,Weekend,5,8
357068,Week,1,880
357068,Week,2,1375
357068,Week,3,546
357068,Week,4,21
357068,Week,5,503
357068,Week,6,16
357073,Week,1,6
357073,Week,2,916
357073,Week,3,242
357073,Week,4,972
357073,Week,5,1380
357073,Week,6,9
357073,Weekend,1,93
357073,Weekend,2,83
357073,Weekend,3,32
357073,Weekend,4,116
357073,Weekend,5,531
357073,Weekend,6,1
357078,Week,1,83
357078,Week,2,799
357078,Week,3,410
357078,Week,4,513
357078,Week,5,1674
357078,Weekend,1,62
357078,Weekend,2,100
357078,Weekend,3,83
357078,Weekend,4,73
357078,Weekend,5,326
357086,Week,1,37
357086,Week,2,3075
357086,Week,3,295
357086,Week,4,404
357086,Week,5,732
357086,Week,6,1
357086,Weekend,1,1
357086,Weekend,2,763
357086,Weekend,3,34
357086,Weekend,4,55
357086,Weekend,5,248
357086,Weekend,6,2
357088,Week,1,1
357088,Week,2,964
357088,Week,3,168
357088,Week,4,914
357088,Week,5,1011
357088,Week,6,1
357088,Weekend,2,684
