issuer_code,day_period,violation_code,count
331261,AM,31,429
331261,AM,40,3
331261,AM,46,2
331261,AM,47,79
331261,AM,51,1
331261,AM,69,271
331261,AM,70,2
331261,AM,74,15
331261,AM,82,662
331261,AM,84,10
331261,PM,14,26
331261,PM,19,1
331261,PM,31,25
331261,PM,47,5
331261,PM,69,8
331261,PM,74,2
331261,PM,82,30
331261,PM,84,1
331356,AM,14,21
331356,AM,16,6
331356,AM,19,3
331356,AM,20,9
331356,AM,31,1
331356,AM,37,1
331356,AM,38,20
331356,AM,40,9
331356,AM,46,3
331356,AM,47,4
331356,AM,48,4
331356,AM,70,1
331356,AM,71,6
331356,AM,74,4
331356,AM,83,4
331356,AM,84,2
331356,PM,10,7
331356,PM,13,8
331356,PM,14,247
331356,PM,16,109
331356,PM,17,10
331356,PM,19,9
331356,PM,20,173
331356,PM,24,7
331356,PM,31,77
331356,PM,37,3
331356,PM,38,22
331356,PM,40,54
331356,PM,45,7
331356,PM,46,16
331356,PM,47,16
331356,PM,48,13
331356,PM,50,1
331356,PM,51,11
331356,PM,53,2
331356,PM,60,1
331356,PM,61,2
331356,PM,64,1
331356,PM,66,1
331356,PM,70,10
331356,PM,71,28
331356,PM,74,7
331356,PM,75,1
331356,PM,82,5
331356,PM,83,29
331356,PM,84,13
331794,AM,11,1
331794,AM,14,16
331794,AM,16,38
331794,AM,17,2
331794,AM,18,1
331794,AM,19,9
331794,AM,20,17
331794,AM,21,30
331794,AM,24,1
331794,AM,37,81
331794,AM,38,108
331794,AM,40,16
331794,AM,46,2
331794,AM,48,1
331794,AM,53,5
331794,AM,69,1
331794,AM,70,11
331794,AM,71,15
331794,AM,74,4
331794,AM,82,4
331794,PM,10,5
331794,PM,13,6
331794,PM,14,133
331794,PM,16,68
331794,PM,17,16
331794,PM,18,1
331794,PM,19,32
331794,PM,20,82
331794,PM,21,24
331794,PM,24,5
331794,PM,37,394
331794,PM,38,484
331794,PM,39,9
331794,PM,40,63
331794,PM,42,1
331794,PM,46,17
331794,PM,48,6
331794,PM,50,2
331794,PM,51,2
331794,PM,53,8
331794,PM,69,2
331794,PM,70,43
331794,PM,71,65
331794,PM,74,15
331794,PM,82,18
331829,AM,10,1
331829,AM,11,14
331829,AM,13,39
331829,AM,14,84
331829,AM,17,41
331829,AM,19,12
331829,AM,27,1
331829,AM,31,31
331829,AM,37,2
331829,AM,38,15
331829,AM,40,65
331829,AM,42,3
331829,AM,46,9
331829,AM,47,32
331829,AM,48,1
331829,AM,50,3
331829,AM,51,2
331829,AM,60,1
331829,AM,61,3
331829,AM,64,5
331829,AM,69,26
331829,AM,70,7
331829,AM,71,31
331829,AM,82,19
331829,AM,83,32
331829,AM,84,2
331829,AM,89,11
331829,PM,9,12
331829,PM,10,2
331829,PM,11,5
331829,PM,13,50
331829,PM,14,262
331829,PM,17,49
331829,PM,19,17
331829,PM,20,6
331829,PM,31,273
331829,PM,37,3
331829,PM,38,12
331829,PM,40,61
331829,PM,42,56
331829,PM,46,17
331829,PM,47,13
331829,PM,48,4
331829,PM,50,7
331829,PM,51,45
331829,PM,61,1
331829,PM,64,3
331829,PM,67,1
331829,PM,69,107
331829,PM,70,8
331829,PM,71,24
331829,PM,74,2
331829,PM,82,54
331829,PM,83,9
331829,PM,84,2
331829,PM,89,65
332944,AM,4,1
332944,AM,8,11
332944,AM,10,13
332944,AM,13,4
332944,AM,14,266
332944,AM,16,99
332944,AM,17,12
332944,AM,18,23
332944,AM,19,30
332944,AM,20,80
332944,AM,21,25
332944,AM,31,106
332944,AM,38,29
332944,AM,40,14
332944,AM,42,1
332944,AM,46,26
332944,AM,47,25
332944,AM,48,4
332944,AM,50,2
332944,AM,51,11
332944,AM,53,2
332944,AM,61,1
332944,AM,64,8
332944,AM,66,15
332944,AM,69,34
332944,AM,70,19
332944,AM,71,59
332944,AM,72,1
332944,AM,74,15
332944,AM,77,13
332944,AM,79,1
332944,AM,82,73
332944,AM,83,5
332944,AM,84,10
332944,AM,89,1
332944,AM,98,1
332944,PM,8,3
332944,PM,10,3
332944,PM,14,109
332944,PM,16,47
332944,PM,17,3
332944,PM,18,3
332944,PM,19,21
332944,PM,20,30
332944,PM,21,2
332944,PM,23,2
332944,PM,31,67
332944,PM,37,3
332944,PM,38,15
332944,PM,40,5
332944,PM,46,19
332944,PM,47,6
332944,PM,48,2
332944,PM,51,7
332944,PM,53,1
332944,PM,64,2
332944,PM,66,1
332944,PM,67,1
332944,PM,69,16
332944,PM,70,5
332944,PM,71,25
332944,PM,74,5
332944,PM,77,11
332944,PM,82,26
332944,PM,83,1
332944,PM,84,1
341171,AM,11,20
341171,AM,13,8
341171,AM,14,617
341171,AM,16,214
341171,AM,17,74
341171,AM,19,28
341171,AM,20,199
341171,AM,21,174
341171,AM,23,7
341171,AM,31,2
341171,AM,37,79
341171,AM,38,402
341171,AM,40,27
341171,AM,43,47
341171,AM,46,1
341171,AM,48,21
341171,AM,50,5
341171,AM,51,3
341171,AM,53,3
341171,AM,61,1
341171,AM,69,308
341171,AM,70,26
341171,AM,71,55
341171,PM,11,1
341171,PM,13,1
341171,PM,14,83
341171,PM,16,5
341171,PM,17,6
341171,PM,19,14
341171,PM,20,15
341171,PM,21,1
341171,PM,23,1
341171,PM,37,23
341171,PM,38,111
341171,PM,40,6
341171,PM,43,5
341171,PM,48,9
341171,PM,53,2
341171,PM,69,35
341171,PM,70,3
341171,PM,71,5
341240,AM,14,9
341240,AM,17,3
341240,AM,31,2
341240,AM,40,5
341240,AM,42,3
341240,AM,50,2
341240,AM,69,4
341240,AM,82,1
341240,PM,14,581
341240,PM,16,1
341240,PM,17,14
341240,PM,19,20
341240,PM,20,4
341240,PM,31,271
341240,PM,35,2
341240,PM,38,2
341240,PM,40,22
341240,PM,42,316
341240,PM,43,1
341240,PM,46,9
341240,PM,47,154
341240,PM,48,16
341240,PM,50,20
341240,PM,51,3
341240,PM,64,24
341240,PM,67,1
341240,PM,69,407
341240,PM,70,10
341240,PM,71,18
341240,PM,74,3
341240,PM,82,25
341240,PM,84,6
341891,AM,8,9
341891,AM,9,18
341891,AM,13,16
341891,AM,14,225
341891,AM,17,20
341891,AM,19,7
341891,AM,20,3
341891,AM,31,165
341891,AM,38,4
341891,AM,40,9
341891,AM,42,73
341891,AM,46,28
341891,AM,47,125
341891,AM,48,2
341891,AM,50,1
341891,AM,51,1
341891,AM,64,15
341891,AM,69,694
341891,AM,70,9
341891,AM,71,12
341891,AM,74,4
341891,AM,82,17
341891,AM,83,1
341891,AM,84,18
341891,AM,89,21
341891,PM,13,5
341891,PM,14,17
341891,PM,17,1
341891,PM,19,1
341891,PM,31,21
341891,PM,42,11
341891,PM,47,6
341891,PM,69,22
341891,PM,71,2
341891,PM,82,1
341891,PM,89,1
341964,AM,13,21
341964,AM,14,521
341964,AM,16,2
341964,AM,17,20
341964,AM,18,2
341964,AM,19,17
341964,AM,20,2
341964,AM,31,74
341964,AM,38,13
341964,AM,40,35
341964,AM,42,82
341964,AM,46,1
341964,AM,47,195
341964,AM,50,5
341964,AM,64,18
341964,AM,69,903
341964,AM,70,2
341964,AM,74,1
341964,AM,81,1
341964,AM,84,25
341964,PM,13,2
341964,PM,14,40
341964,PM,17,2
341964,PM,19,1
341964,PM,31,22
341964,PM,37,2
341964,PM,38,3
341964,PM,40,2
341964,PM,42,22
341964,PM,47,12
341964,PM,64,2
341964,PM,69,80
341964,PM,70,1
343455,AM,4,3
343455,AM,8,15
343455,AM,10,8
343455,AM,11,13
343455,AM,13,8
343455,AM,14,359
343455,AM,16,31
343455,AM,17,20
343455,AM,18,3
343455,AM,19,23
343455,AM,20,29
343455,AM,21,36
343455,AM,31,56
343455,AM,35,4
343455,AM,37,4
343455,AM,38,30
343455,AM,40,17
343455,AM,42,36
343455,AM,46,8
343455,AM,47,96
343455,AM,48,9
343455,AM,51,9
343455,AM,61,5
343455,AM,64,5
343455,AM,66,39
343455,AM,67,3
343455,AM,69,195
343455,AM,70,25
343455,AM,71,60
343455,AM,72,1
343455,AM,73,2
343455,AM,74,11
343455,AM,82,24
343455,AM,83,30
343455,AM,84,18
343455,AM,85,1
343455,AM,89,25
343455,PM,8,1
343455,PM,11,2
343455,PM,13,7
343455,PM,14,109
343455,PM,16,17
343455,PM,17,5
343455,PM,19,10
343455,PM,20,15
343455,PM,21,3
343455,PM,31,18
343455,PM,37,5
343455,PM,38,6
343455,PM,40,7
343455,PM,42,5
343455,PM,46,4
343455,PM,47,7
343455,PM,48,1
343455,PM,51,3
343455,PM,52,1
343455,PM,69,32
343455,PM,70,8
343455,PM,71,32
343455,PM,74,2
343455,PM,82,8
343455,PM,83,8
343455,PM,84,4
343455,PM,85,1
343455,PM,89,9
343930,AM,8,1
343930,AM,10,13
343930,AM,13,8
343930,AM,14,118
343930,AM,16,127
343930,AM,17,7
343930,AM,18,8
343930,AM,19,44
343930,AM,20,28
343930,AM,21,442
343930,AM,37,59
343930,AM,38,200
343930,AM,40,43
343930,AM,46,28
343930,AM,48,9
343930,AM,50,1
343930,AM,51,1
343930,AM,53,3
343930,AM,61,1
343930,AM,67,1
343930,AM,69,5
343930,AM,70,12
343930,AM,71,27
343930,AM,72,1
343930,AM,73,1
343930,AM,74,6
343930,AM,82,8
343930,AM,83,19
343930,AM,84,26
343930,AM,98,2
343930,PM,10,1
343930,PM,13,2
343930,PM,14,9
343930,PM,16,21
343930,PM,19,29
343930,PM,20,6
343930,PM,21,13
343930,PM,37,20
343930,PM,38,31
343930,PM,39,3
343930,PM,40,19
343930,PM,46,29
343930,PM,70,2
343930,PM,71,4
343930,PM,74,1
343930,PM,82,2
343930,PM,83,1
343930,PM,84,1
345369,AM,8,1
345369,AM,13,19
345369,AM,14,738
345369,AM,17,36
345369,AM,18,1
345369,AM,19,21
345369,AM,20,11
345369,AM,31,29
345369,AM,37,4
345369,AM,38,33
345369,AM,40,20
345369,AM,42,39
345369,AM,46,3
345369,AM,47,297
345369,AM,50,2
345369,AM,51,7
345369,AM,60,9
345369,AM,61,1
345369,AM,64,1
345369,AM,69,536
345369,AM,70,4
345369,AM,71,3
345369,AM,74,1
345369,AM,84,117
345369,PM,13,2
345369,PM,14,57
345369,PM,17,6
345369,PM,19,2
345369,PM,31,3
345369,PM,37,2
345369,PM,38,2
345369,PM,40,1
345369,PM,42,4
345369,PM,47,22
345369,PM,69,30
345369,PM,70,1
345369,PM,84,2
345388,AM,8,3
345388,AM,10,6
345388,AM,11,6
345388,AM,13,8
345388,AM,14,291
345388,AM,16,5
345388,AM,17,8
345388,AM,19,17
345388,AM,20,2
345388,AM,21,2
345388,AM,31,78
345388,AM,37,1
345388,AM,38,3
345388,AM,40,15
345388,AM,42,56
345388,AM,46,7
345388,AM,47,189
345388,AM,53,1
345388,AM,64,10
345388,AM,69,505
345388,AM,70,5
345388,AM,71,29
345388,AM,74,8
345388,AM,82,19
345388,AM,84,69
345388,AM,89,4
345388,PM,13,1
345388,PM,14,17
345388,PM,17,1
345388,PM,31,19
345388,PM,37,2
345388,PM,38,1
345388,PM,40,1
345388,PM,42,21
345388,PM,46,1
345388,PM,47,27
345388,PM,64,1
345388,PM,69,34
345388,PM,70,2
345388,PM,71,3
345388,PM,74,3
345388,PM,82,1
345388,PM,84,3
345388,PM,89,1
345513,AM,10,6
345513,AM,11,9
345513,AM,13,17
345513,AM,14,385
345513,AM,17,12
345513,AM,19,30
345513,AM,20,3
345513,AM,21,9
345513,AM,23,1
345513,AM,31,59
345513,AM,37,2
345513,AM,38,12
345513,AM,39,1
345513,AM,40,25
345513,AM,42,166
345513,AM,47,222
345513,AM,48,4
345513,AM,50,4
345513,AM,51,11
345513,AM,59,1
345513,AM,60,1
345513,AM,64,21
345513,AM,69,618
345513,AM,70,8
345513,AM,71,33
345513,AM,74,5
345513,AM,82,6
345513,AM,84,76
345513,PM,10,2
345513,PM,11,1
345513,PM,13,4
345513,PM,14,62
345513,PM,17,3
345513,PM,19,7
345513,PM,20,3
345513,PM,31,21
345513,PM,37,3
345513,PM,38,6
345513,PM,40,5
345513,PM,42,43
345513,PM,46,2
345513,PM,47,33
345513,PM,51,1
345513,PM,64,1
345513,PM,69,76
345513,PM,70,2
345513,PM,71,11
345513,PM,82,1
345513,PM,84,9
345535,AM,10,22
345535,AM,13,2
345535,AM,14,149
345535,AM,16,39
345535,AM,17,3
345535,AM,18,19
345535,AM,19,64
345535,AM,20,12
345535,AM,21,46
345535,AM,31,3
345535,AM,40,40
345535,AM,45,1
345535,AM,46,14
345535,AM,47,1
345535,AM,48,1
345535,AM,50,4
345535,AM,51,2
345535,AM,59,1
345535,AM,70,6
345535,AM,71,4
345535,AM,74,1
345535,AM,82,1
345535,AM,84,5
345535,PM,10,68
345535,PM,13,1
345535,PM,14,384
345535,PM,16,33
345535,PM,17,20
345535,PM,18,79
345535,PM,19,145
345535,PM,20,71
345535,PM,31,2
345535,PM,40,177
345535,PM,46,73
345535,PM,48,18
345535,PM,50,9
345535,PM,51,9
345535,PM,53,1
345535,PM,59,2
345535,PM,60,2
345535,PM,61,2
345535,PM,64,4
345535,PM,67,8
345535,PM,70,8
345535,PM,71,7
345535,PM,73,1
345535,PM,74,5
345535,PM,82,12
345535,PM,83,2
345535,PM,84,10
345551,AM,8,32
345551,AM,9,2
345551,AM,10,22
345551,AM,11,4
345551,AM,13,7
345551,AM,14,688
345551,AM,16,9
345551,AM,17,6
345551,AM,18,14
345551,AM,19,35
345551,AM,20,9
345551,AM,21,264
345551,AM,31,33
345551,AM,38,6
345551,AM,40,19
345551,AM,45,2
345551,AM,46,54
345551,AM,47,163
345551,AM,48,28
345551,AM,50,5
345551,AM,51,27
345551,AM,52,1
345551,AM,53,4
345551,AM,60,2
345551,AM,61,6
345551,AM,64,6
345551,AM,66,34
345551,AM,69,31
345551,AM,70,6
345551,AM,71,20
345551,AM,74,5
345551,AM,75,1
345551,AM,77,1
345551,AM,82,6
345551,AM,83,4
345551,AM,84,86
345551,AM,89,7
345551,AM,98,3
345551,PM,8,1
345551,PM,9,2
345551,PM,10,2
345551,PM,11,2
345551,PM,13,5
345551,PM,14,131
345551,PM,16,5
345551,PM,19,17
345551,PM,20,2
345551,PM,21,13
345551,PM,31,26
345551,PM,38,2
345551,PM,40,4
345551,PM,42,1
345551,PM,46,4
345551,PM,47,20
345551,PM,48,4
345551,PM,51,1
345551,PM,53,1
345551,PM,61,2
345551,PM,66,2
345551,PM,69,11
345551,PM,70,2
345551,PM,71,7
345551,PM,77,2
345551,PM,82,1
345551,PM,83,1
345551,PM,84,11
345557,AM,8,4
345557,AM,10,3
345557,AM,13,4
345557,AM,14,118
345557,AM,16,5
345557,AM,17,5
345557,AM,18,1
345557,AM,19,10
345557,AM,20,4
345557,AM,21,33
345557,AM,31,48
345557,AM,38,15
345557,AM,40,19
345557,AM,42,9
345557,AM,46,5
345557,AM,47,34
345557,AM,48,4
345557,AM,51,9
345557,AM,69,371
345557,AM,70,5
345557,AM,71,8
345557,AM,74,5
345557,AM,82,5
345557,AM,83,1
345557,AM,84,19
345557,AM,89,3
345557,PM,10,2
345557,PM,14,27
345557,PM,17,1
345557,PM,19,6
345557,PM,20,3
345557,PM,31,10
345557,PM,38,10
345557,PM,40,6
345557,PM,42,7
345557,PM,47,8
345557,PM,48,3
345557,PM,51,1
345557,PM,61,1
345557,PM,69,58
345557,PM,70,3
345557,PM,71,4
345557,PM,84,3
345557,PM,89,2
346045,AM,13,1
346045,AM,14,180
346045,AM,16,41
346045,AM,17,14
346045,AM,19,64
346045,AM,20,39
346045,AM,21,215
346045,AM,34,1
346045,AM,37,163
346045,AM,38,297
346045,AM,40,48
346045,AM,45,273
346045,AM,46,38
346045,AM,50,2
346045,AM,60,2
346045,AM,70,10
346045,AM,71,24
346045,AM,74,2
346045,AM,84,26
346045,PM,14,9
346045,PM,19,3
346045,PM,20,1
346045,PM,21,2
346045,PM,37,10
346045,PM,38,6
346045,PM,45,16
346045,PM,46,1
346045,PM,50,2
346045,PM,69,1
346045,PM,84,2
346086,AM,10,11
346086,AM,14,372
346086,AM,16,516
346086,AM,17,7
346086,AM,18,2
346086,AM,19,46
346086,AM,20,110
346086,AM,21,566
346086,AM,31,1
346086,AM,37,56
346086,AM,38,155
346086,AM,40,141
346086,AM,46,46
346086,AM,48,11
346086,AM,50,13
346086,AM,51,11
346086,AM,53,2
346086,AM,64,1
346086,AM,69,1
346086,AM,70,10
346086,AM,71,42
346086,AM,72,1
346086,AM,74,4
346086,AM,75,1
346086,AM,82,5
346086,AM,84,25
346086,PM,10,1
346086,PM,13,1
346086,PM,14,46
346086,PM,16,92
346086,PM,17,2
346086,PM,19,24
346086,PM,20,35
346086,PM,21,25
346086,PM,31,1
346086,PM,37,3
346086,PM,38,20
346086,PM,40,27
346086,PM,45,2
346086,PM,46,18
346086,PM,48,3
346086,PM,50,5
346086,PM,51,2
346086,PM,70,1
346086,PM,71,5
346086,PM,72,1
346086,PM,74,1
346086,PM,82,2
346086,PM,84,5
346157,AM,10,23
346157,AM,13,10
346157,AM,14,328
346157,AM,16,405
346157,AM,17,51
346157,AM,19,32
346157,AM,20,150
346157,AM,21,212
346157,AM,24,2
346157,AM,31,18
346157,AM,37,101
346157,AM,38,260
346157,AM,40,20
346157,AM,42,23
346157,AM,46,20
346157,AM,48,6
346157,AM,50,2
346157,AM,51,5
346157,AM,53,5
346157,AM,69,66
346157,AM,70,21
346157,AM,71,41
346157,AM,74,2
346157,AM,82,24
346157,AM,84,4
346157,PM,10,5
346157,PM,13,2
346157,PM,14,42
346157,PM,16,26
346157,PM,17,13
346157,PM,19,4
346157,PM,20,16
346157,PM,31,8
346157,PM,37,37
346157,PM,38,40
346157,PM,40,6
346157,PM,42,4
346157,PM,46,5
346157,PM,48,2
346157,PM,51,4
346157,PM,53,2
346157,PM,69,12
346157,PM,70,2
346157,PM,71,8
346157,PM,74,1
346157,PM,82,2
346166,AM,8,27
346166,AM,10,4
346166,AM,11,3
346166,AM,13,21
346166,AM,14,747
346166,AM,16,4
346166,AM,17,45
346166,AM,19,31
346166,AM,20,9
346166,AM,21,2
346166,AM,31,177
346166,AM,37,7
346166,AM,38,47
346166,AM,40,10
346166,AM,42,125
346166,AM,46,63
346166,AM,47,342
346166,AM,48,12
346166,AM,50,11
346166,AM,51,9
346166,AM,64,3
346166,AM,69,693
346166,AM,70,15
346166,AM,71,25
346166,AM,74,3
346166,AM,75,1
346166,AM,82,50
346166,AM,83,8
346166,AM,84,65
346166,PM,8,1
346166,PM,13,1
346166,PM,14,70
346166,PM,16,1
346166,PM,17,2
346166,PM,19,4
346166,PM,20,1
346166,PM,31,36
346166,PM,38,1
346166,PM,40,3
346166,PM,42,21
346166,PM,46,4
346166,PM,47,21
346166,PM,50,1
346166,PM,69,43
346166,PM,70,3
346166,PM,71,3
346166,PM,82,6
346166,PM,84,2
346167,AM,10,6
346167,AM,11,5
346167,AM,13,22
346167,AM,14,550
346167,AM,17,18
346167,AM,19,23
346167,AM,20,3
346167,AM,31,67
346167,AM,37,1
346167,AM,38,16
346167,AM,40,26
346167,AM,42,110
346167,AM,46,3
346167,AM,47,295
346167,AM,48,4
346167,AM,49,1
346167,AM,51,2
346167,AM,53,1
346167,AM,64,22
346167,AM,69,671
346167,AM,70,10
346167,AM,71,19
346167,AM,73,1
346167,AM,74,4
346167,AM,82,15
346167,AM,84,79
346167,AM,98,3
346167,PM,10,2
346167,PM,13,6
346167,PM,14,70
346167,PM,17,3
346167,PM,19,2
346167,PM,31,10
346167,PM,37,1
346167,PM,38,1
346167,PM,40,4
346167,PM,42,43
346167,PM,47,38
346167,PM,48,2
346167,PM,53,1
346167,PM,69,64
346167,PM,71,4
346167,PM,84,9
346192,AM,8,4
346192,AM,10,1
346192,AM,13,55
346192,AM,14,266
346192,AM,16,9
346192,AM,17,11
346192,AM,19,24
346192,AM,20,3
346192,AM,31,71
346192,AM,38,2
346192,AM,40,19
346192,AM,42,81
346192,AM,46,8
346192,AM,47,126
346192,AM,48,6
346192,AM,51,2
346192,AM,64,5
346192,AM,69,650
346192,AM,70,8
346192,AM,71,20
346192,AM,82,4
346192,AM,83,1
346192,AM,84,9
346192,AM,89,46
346192,PM,13,19
346192,PM,14,20
346192,PM,17,1
346192,PM,19,2
346192,PM,20,2
346192,PM,31,28
346192,PM,40,5
346192,PM,42,33
346192,PM,47,13
346192,PM,51,2
346192,PM,69,40
346192,PM,71,4
346192,PM,82,3
346192,PM,84,2
346192,PM,89,18
346204,AM,8,1
346204,AM,10,11
346204,AM,11,5
