issuer_code,day_week,day_period,violation_code,count
330593,2,PM,37,3
330593,2,PM,38,2
330593,2,PM,42,7
330593,2,PM,47,1
330593,2,PM,69,15
330593,2,PM,71,1
330593,3,AM,14,63
330593,3,AM,17,3
330593,3,AM,31,11
330593,3,AM,37,3
330593,3,AM,38,5
330593,3,AM,42,48
330593,3,AM,47,27
330593,3,AM,69,158
330593,3,AM,71,4
330593,3,PM,14,8
330593,3,PM,19,1
330593,3,PM,31,3
330593,3,PM,38,1
330593,3,PM,42,7
330593,3,PM,47,2
330593,3,PM,69,12
330593,3,PM,71,1
330593,4,AM,14,70
330593,4,AM,17,4
330593,4,AM,19,2
330593,4,AM,31,6
330593,4,AM,38,1
330593,4,AM,42,55
330593,4,AM,47,21
330593,4,AM,69,130
330593,4,AM,71,4
330593,4,PM,14,9
330593,4,PM,19,1
330593,4,PM,31,3
330593,4,PM,37,2
330593,4,PM,38,1
330593,4,PM,42,5
330593,4,PM,47,2
330593,4,PM,69,11
330593,5,AM,14,47
330593,5,AM,17,1
330593,5,AM,19,3
330593,5,AM,31,10
330593,5,AM,37,2
330593,5,AM,40,2
330593,5,AM,42,44
330593,5,AM,47,23
330593,5,AM,69,149
330593,5,AM,71,9
330593,5,PM,14,5
330593,5,PM,31,6
330593,5,PM,37,2
330593,5,PM,38,1
330593,5,PM,42,9
330593,5,PM,47,6
330593,5,PM,69,16
330593,6,AM,14,2
330593,6,AM,69,1
330593,6,PM,69,1
330924,1,AM,14,89
330924,1,AM,16,2
330924,1,AM,17,3
330924,1,AM,19,8
330924,1,AM,20,1
330924,1,AM,31,37
330924,1,AM,40,3
330924,1,AM,42,7
330924,1,AM,46,1
330924,1,AM,47,39
330924,1,AM,69,79
330924,1,AM,71,8
330924,1,PM,14,3
330924,1,PM,19,4
330924,1,PM,31,7
330924,1,PM,42,1
330924,1,PM,47,4
330924,1,PM,69,8
330924,2,AM,14,86
330924,2,AM,16,1
330924,2,AM,17,2
330924,2,AM,19,10
330924,2,AM,20,2
330924,2,AM,31,23
330924,2,AM,40,1
330924,2,AM,42,4
330924,2,AM,46,3
330924,2,AM,47,76
330924,2,AM,69,79
330924,2,AM,71,5
330924,2,PM,14,4
330924,2,PM,19,3
330924,2,PM,31,8
330924,2,PM,40,1
330924,2,PM,47,5
330924,2,PM,69,4
330924,2,PM,71,1
330924,3,AM,14,95
330924,3,AM,16,1
330924,3,AM,17,1
330924,3,AM,19,5
330924,3,AM,31,31
330924,3,AM,40,7
330924,3,AM,42,6
330924,3,AM,46,1
330924,3,AM,47,53
330924,3,AM,69,107
330924,3,AM,71,4
330924,3,PM,14,4
330924,3,PM,19,1
330924,3,PM,31,7
330924,3,PM,47,4
330924,3,PM,69,1
330924,4,AM,14,119
330924,4,AM,17,1
330924,4,AM,19,5
330924,4,AM,31,23
330924,4,AM,40,5
330924,4,AM,42,4
330924,4,AM,46,1
330924,4,AM,47,61
330924,4,AM,69,112
330924,4,PM,14,6
330924,4,PM,19,1
330924,4,PM,31,5
330924,4,PM,42,2
330924,4,PM,47,7
330924,4,PM,69,11
330924,5,AM,14,126
330924,5,AM,16,2
330924,5,AM,17,1
330924,5,AM,19,6
330924,5,AM,31,37
330924,5,AM,40,8
330924,5,AM,42,11
330924,5,AM,47,104
330924,5,AM,69,114
330924,5,AM,71,3
330924,5,PM,14,4
330924,5,PM,19,7
330924,5,PM,31,8
330924,5,PM,38,1
330924,5,PM,42,2
330924,5,PM,47,6
330924,5,PM,69,7
330924,5,PM,71,1
330924,6,PM,14,31
330924,6,PM,16,9
330924,6,PM,19,5
330924,6,PM,20,2
330924,6,PM,31,15
330924,6,PM,37,8
330924,6,PM,38,35
330924,6,PM,46,3
330924,6,PM,47,2
330924,6,PM,69,3
330924,6,PM,71,4
330957,1,AM,42,2
330957,1,PM,14,57
330957,1,PM,17,4
330957,1,PM,19,3
330957,1,PM,20,5
330957,1,PM,31,78
330957,1,PM,38,5
330957,1,PM,40,6
330957,1,PM,42,44
330957,1,PM,46,13
330957,1,PM,47,3
330957,1,PM,69,89
330957,1,PM,71,5
330957,2,AM,31,1
330957,2,AM,69,1
330957,2,PM,14,60
330957,2,PM,16,1
330957,2,PM,17,5
330957,2,PM,19,5
330957,2,PM,20,1
330957,2,PM,31,62
330957,2,PM,37,7
330957,2,PM,38,14
330957,2,PM,40,6
330957,2,PM,42,23
330957,2,PM,46,17
330957,2,PM,47,11
330957,2,PM,69,73
330957,2,PM,71,8
330957,3,AM,69,1
330957,3,PM,14,57
330957,3,PM,17,8
330957,3,PM,19,6
330957,3,PM,20,1
330957,3,PM,31,68
330957,3,PM,37,5
330957,3,PM,38,13
330957,3,PM,40,4
330957,3,PM,42,31
330957,3,PM,46,12
330957,3,PM,47,7
330957,3,PM,69,67
330957,3,PM,71,4
330957,4,AM,14,1
330957,4,AM,69,1
330957,4,PM,14,49
330957,4,PM,17,9
330957,4,PM,19,5
330957,4,PM,31,61
330957,4,PM,37,5
330957,4,PM,38,6
330957,4,PM,40,5
330957,4,PM,42,30
330957,4,PM,46,21
330957,4,PM,47,12
330957,4,PM,69,66
330957,4,PM,71,3
330957,5,AM,69,2
330957,5,PM,14,57
330957,5,PM,17,11
330957,5,PM,19,2
330957,5,PM,31,52
330957,5,PM,37,1
330957,5,PM,38,1
330957,5,PM,40,6
330957,5,PM,42,33
330957,5,PM,46,9
330957,5,PM,47,4
330957,5,PM,69,62
330957,5,PM,71,2
330978,1,AM,14,68
330978,1,AM,16,4
330978,1,AM,17,1
330978,1,AM,19,10
330978,1,AM,20,39
330978,1,AM,21,78
330978,1,AM,31,5
330978,1,AM,38,3
330978,1,AM,40,6
330978,1,AM,42,3
330978,1,AM,46,1
330978,1,AM,47,15
330978,1,AM,69,18
330978,1,AM,71,8
330978,1,PM,14,6
330978,1,PM,20,5
330978,1,PM,21,1
330978,1,PM,31,2
330978,1,PM,40,2
330978,1,PM,42,1
330978,1,PM,47,1
330978,1,PM,69,3
330978,1,PM,71,1
330978,2,AM,14,54
330978,2,AM,16,2
330978,2,AM,19,6
330978,2,AM,21,32
330978,2,AM,31,3
330978,2,AM,38,5
330978,2,AM,40,1
330978,2,AM,42,1
330978,2,AM,47,25
330978,2,AM,69,18
330978,2,PM,14,5
330978,2,PM,16,1
330978,2,PM,17,1
330978,2,PM,19,1
330978,2,PM,31,3
330978,2,PM,38,1
330978,2,PM,69,5
330978,2,PM,71,2
330978,3,AM,14,42
330978,3,AM,16,3
330978,3,AM,17,2
330978,3,AM,19,6
330978,3,AM,20,5
330978,3,AM,21,5
330978,3,AM,31,7
330978,3,AM,38,3
330978,3,AM,46,1
330978,3,AM,47,45
330978,3,AM,69,20
330978,3,AM,71,5
330978,3,PM,14,5
330978,3,PM,19,1
330978,3,PM,20,1
330978,3,PM,47,3
330978,3,PM,69,2
330978,3,PM,71,2
330978,4,AM,14,58
330978,4,AM,19,7
330978,4,AM,20,5
330978,4,AM,21,36
330978,4,AM,31,5
330978,4,AM,38,5
330978,4,AM,40,3
330978,4,AM,42,2
330978,4,AM,46,1
330978,4,AM,47,19
330978,4,AM,69,12
330978,4,AM,71,3
330978,4,PM,14,2
330978,4,PM,31,1
330978,4,PM,38,2
330978,4,PM,47,10
330978,4,PM,69,6
330978,5,AM,14,51
330978,5,AM,16,3
330978,5,AM,17,1
330978,5,AM,19,4
330978,5,AM,20,4
330978,5,AM,21,47
330978,5,AM,31,10
330978,5,AM,38,2
330978,5,AM,40,5
330978,5,AM,46,1
330978,5,AM,47,22
330978,5,AM,69,6
330978,5,AM,71,2
330978,5,PM,14,10
330978,5,PM,16,1
330978,5,PM,31,4
330978,5,PM,38,1
330978,5,PM,42,1
330978,5,PM,47,4
330978,5,PM,69,3
330978,6,AM,14,20
330978,6,AM,16,5
330978,6,AM,17,5
330978,6,AM,19,15
330978,6,AM,20,28
330978,6,AM,21,5
330978,6,AM,31,9
330978,6,AM,37,1
330978,6,AM,38,24
330978,6,AM,40,7
330978,6,AM,42,3
330978,6,AM,46,3
330978,6,AM,47,57
330978,6,AM,69,7
330978,6,AM,71,5
330978,6,PM,14,53
330978,6,PM,16,5
330978,6,PM,17,3
330978,6,PM,19,7
330978,6,PM,20,6
330978,6,PM,31,61
330978,6,PM,37,4
330978,6,PM,38,28
330978,6,PM,40,4
330978,6,PM,42,5
330978,6,PM,47,19
330978,6,PM,69,10
330978,6,PM,71,7
330978,7,AM,14,15
330978,7,AM,16,7
330978,7,AM,17,1
330978,7,AM,19,1
330978,7,AM,20,9
330978,7,AM,40,8
330978,7,AM,46,2
330978,7,AM,71,6
330978,7,PM,14,19
330978,7,PM,16,8
330978,7,PM,17,8
330978,7,PM,19,4
330978,7,PM,20,12
330978,7,PM,40,5
330978,7,PM,46,1
330978,7,PM,71,11
331074,1,AM,14,23
331074,1,AM,16,3
331074,1,AM,17,1
331074,1,AM,19,1
331074,1,AM,20,25
331074,1,AM,21,65
331074,1,AM,31,3
331074,1,AM,38,5
331074,1,AM,40,3
331074,1,AM,47,5
331074,1,AM,69,8
331074,1,AM,71,10
331074,1,PM,14,1
331074,1,PM,21,1
331074,1,PM,31,2
331074,1,PM,38,3
331074,1,PM,40,1
331074,1,PM,69,4
331074,2,AM,14,56
331074,2,AM,16,2
331074,2,AM,17,1
331074,2,AM,19,4
331074,2,AM,20,6
331074,2,AM,21,16
331074,2,AM,31,1
331074,2,AM,38,6
331074,2,AM,40,3
331074,2,AM,47,3
331074,2,AM,69,8
331074,2,AM,71,9
331074,2,PM,14,4
331074,2,PM,20,1
331074,2,PM,38,2
331074,2,PM,40,2
331074,2,PM,47,2
331074,2,PM,69,3
331074,3,AM,14,10
331074,3,AM,16,1
331074,3,AM,17,1
331074,3,AM,21,7
331074,3,AM,38,3
331074,3,AM,47,5
331074,3,AM,69,5
331074,3,AM,71,7
331074,3,PM,14,2
331074,3,PM,16,1
331074,3,PM,19,1
331074,3,PM,31,1
331074,3,PM,38,2
331074,3,PM,40,2
331074,3,PM,69,1
331074,3,PM,71,1
331074,4,AM,14,44
331074,4,AM,16,1
331074,4,AM,19,2
331074,4,AM,20,8
331074,4,AM,21,37
331074,4,AM,31,1
331074,4,AM,37,1
331074,4,AM,38,10
331074,4,AM,40,1
331074,4,AM,47,7
331074,4,AM,69,5
331074,4,AM,71,5
331074,4,PM,14,5
331074,4,PM,21,1
331074,4,PM,69,1
331074,5,AM,14,20
331074,5,AM,16,1
331074,5,AM,19,2
331074,5,AM,20,1
331074,5,AM,21,37
331074,5,AM,31,2
331074,5,AM,38,6
331074,5,AM,47,10
331074,5,AM,69,14
331074,5,AM,71,1
331074,5,PM,14,2
331074,5,PM,69,5
331074,6,AM,14,6
331074,6,AM,19,2
331074,6,AM,38,10
331074,6,AM,40,3
331074,6,AM,47,1
331074,6,AM,71,5
331074,6,PM,14,14
331074,6,PM,16,6
331074,6,PM,17,1
331074,6,PM,20,5
331074,6,PM,31,1
331074,6,PM,38,5
331074,6,PM,40,8
331074,6,PM,47,1
331074,6,PM,69,2
331074,6,PM,71,16
331074,7,AM,14,10
331074,7,AM,17,6
331074,7,AM,19,2
331074,7,AM,20,4
331074,7,AM,40,7
331074,7,AM,71,19
331074,7,PM,14,14
331074,7,PM,17,5
331074,7,PM,19,1
331074,7,PM,20,5
331074,7,PM,40,10
331074,7,PM,71,26
331261,1,AM,14,84
331261,1,AM,16,13
331261,1,AM,17,3
331261,1,AM,19,1
331261,1,AM,31,88
331261,1,AM,47,8
331261,1,AM,69,36
331261,1,PM,14,3
331261,1,PM,31,2
331261,1,PM,47,1
331261,2,AM,14,94
331261,2,AM,16,25
331261,2,AM,17,3
331261,2,AM,31,104
331261,2,AM,40,1
331261,2,AM,46,1
331261,2,AM,47,24
331261,2,AM,69,59
331261,2,PM,14,6
331261,2,PM,31,3
331261,2,PM,69,5
331261,3,AM,14,94
331261,3,AM,16,23
331261,3,AM,17,5
331261,3,AM,19,6
331261,3,AM,20,2
331261,3,AM,31,90
331261,3,AM,40,1
331261,3,AM,47,18
331261,3,AM,69,68
331261,3,PM,14,2
331261,3,PM,31,7
331261,3,PM,69,2
331261,4,AM,14,83
331261,4,AM,16,7
331261,4,AM,17,4
331261,4,AM,31,61
331261,4,AM,40,1
331261,4,AM,47,19
331261,4,AM,69,65
331261,4,PM,14,8
331261,4,PM,31,5
331261,4,PM,47,1
331261,5,AM,14,71
331261,5,AM,16,10
331261,5,AM,19,1
331261,5,AM,20,1
331261,5,AM,31,86
331261,5,AM,47,10
331261,5,AM,69,43
331261,5,PM,14,7
331261,5,PM,19,1
331261,5,PM,31,8
331261,5,PM,47,3
331261,5,PM,69,1
331261,7,AM,14,1
331261,7,AM,19,1
331261,7,AM,46,1
331356,1,PM,14,34
331356,1,PM,16,28
331356,1,PM,19,1
331356,1,PM,20,32
331356,1,PM,31,9
331356,1,PM,38,2
331356,1,PM,40,3
331356,1,PM,46,2
331356,1,PM,47,1
331356,1,PM,71,4
331356,2,PM,14,30
331356,2,PM,16,13
331356,2,PM,19,1
331356,2,PM,20,23
331356,2,PM,31,16
331356,2,PM,37,3
331356,2,PM,38,5
331356,2,PM,40,7
331356,2,PM,46,3
331356,2,PM,47,1
331356,2,PM,71,6
331356,3,PM,14,34
331356,3,PM,16,12
331356,3,PM,17,1
331356,3,PM,19,1
331356,3,PM,20,19
331356,3,PM,31,19
331356,3,PM,38,2
331356,3,PM,40,10
331356,3,PM,46,3
331356,3,PM,71,3
331356,4,PM,14,50
331356,4,PM,16,22
331356,4,PM,19,3
331356,4,PM,20,33
331356,4,PM,31,12
331356,4,PM,40,6
331356,4,PM,46,2
331356,4,PM,47,4
331356,4,PM,71,6
331356,5,PM,14,57
331356,5,PM,16,18
331356,5,PM,17,1
331356,5,PM,19,1
331356,5,PM,20,50
331356,5,PM,31,17
331356,5,PM,38,2
331356,5,PM,40,12
331356,5,PM,46,3
331356,5,PM,47,4
331356,5,PM,71,2
331356,6,AM,14,21
331356,6,AM,16,6
331356,6,AM,19,3
331356,6,AM,20,9
331356,6,AM,31,1
331356,6,AM,37,1
331356,6,AM,38,20
331356,6,AM,40,9
331356,6,AM,46,3
331356,6,AM,47,4
331356,6,AM,71,6
331356,6,PM,14,42
331356,6,PM,16,16
331356,6,PM,17,8
331356,6,PM,19,2
331356,6,PM,20,16
331356,6,PM,31,4
331356,6,PM,38,11
331356,6,PM,40,16
331356,6,PM,46,3
331356,6,PM,47,6
331356,6,PM,71,7
331794,1,AM,38,1
331794,1,PM,14,16
331794,1,PM,16,4
331794,1,PM,17,3
331794,1,PM,19,2
331794,1,PM,20,17
331794,1,PM,21,1
331794,1,PM,37,52
331794,1,PM,38,58
331794,1,PM,40,6
331794,1,PM,71,1
331794,2,AM,14,1
331794,2,AM,16,14
331794,2,AM,19,7
331794,2,AM,20,3
331794,2,AM,21,9
331794,2,AM,37,27
331794,2,AM,38,37
331794,2,AM,40,2
331794,2,AM,46,2
331794,2,AM,71,4
331794,2,PM,14,13
331794,2,PM,16,8
331794,2,PM,17,3
331794,2,PM,19,6
331794,2,PM,20,12
331794,2,PM,21,11
331794,2,PM,37,98
331794,2,PM,38,111
331794,2,PM,40,10
331794,2,PM,46,5
331794,2,PM,69,2
331794,2,PM,71,17
331794,3,AM,14,5
331794,3,AM,16,9
331794,3,AM,20,1
331794,3,AM,37,14
331794,3,AM,38,12
331794,3,AM,40,4
331794,3,AM,69,1
331794,3,AM,71,3
331794,3,PM,14,40
331794,3,PM,16,23
331794,3,PM,19,7
331794,3,PM,20,17
331794,3,PM,37,75
331794,3,PM,38,105
331794,3,PM,40,10
331794,3,PM,46,2
331794,3,PM,71,10
331794,4,AM,14,6
331794,4,AM,16,8
331794,4,AM,19,1
331794,4,AM,20,7
331794,4,AM,21,8
331794,4,AM,37,26
331794,4,AM,38,30
331794,4,AM,40,6
331794,4,AM,71,3
331794,4,PM,14,20
331794,4,PM,16,19
331794,4,PM,17,5
331794,4,PM,19,12
331794,4,PM,20,14
331794,4,PM,21,4
331794,4,PM,37,63
331794,4,PM,38,89
331794,4,PM,40,18
331794,4,PM,46,2
331794,4,PM,71,16
331794,5,AM,14,4
331794,5,AM,16,7
331794,5,AM,17,2
331794,5,AM,19,1
331794,5,AM,20,6
331794,5,AM,21,13
331794,5,AM,37,14
331794,5,AM,38,28
331794,5,AM,40,4
331794,5,AM,71,5
331794,5,PM,14,38
331794,5,PM,16,14
331794,5,PM,17,5
331794,5,PM,19,5
331794,5,PM,20,20
331794,5,PM,21,8
331794,5,PM,37,104
331794,5,PM,38,112
331794,5,PM,40,15
331794,5,PM,42,1
331794,5,PM,46,8
331794,5,PM,71,16
331794,6,PM,14,6
331794,6,PM,20,2
331794,6,PM,37,2
331794,6,PM,38,9
331794,6,PM,40,4
331794,6,PM,71,5
331829,1,AM,14,2
331829,1,AM,69,1
331829,1,PM,14,44
331829,1,PM,17,3
331829,1,PM,19,2
331829,1,PM,31,80
331829,1,PM,40,3
331829,1,PM,42,24
331829,1,PM,46,2
331829,1,PM,47,2
331829,1,PM,69,31
331829,1,PM,71,1
331829,2,AM,14,13
331829,2,AM,17,1
331829,2,AM,19,1
331829,2,AM,31,7
331829,2,AM,40,1
331829,2,AM,42,2
331829,2,AM,46,1
331829,2,AM,69,11
331829,2,PM,14,33
331829,2,PM,17,6
331829,2,PM,19,3
331829,2,PM,31,69
331829,2,PM,40,2
331829,2,PM,42,16
331829,2,PM,46,2
331829,2,PM,47,1
331829,2,PM,69,23
331829,2,PM,71,2
331829,3,PM,14,26
331829,3,PM,17,2
331829,3,PM,31,46
331829,3,PM,40,2
331829,3,PM,42,10
331829,3,PM,47,1
331829,3,PM,69,18
331829,3,PM,71,2
331829,4,PM,14,40
331829,4,PM,17,3
331829,4,PM,19,1
331829,4,PM,20,1
331829,4,PM,31,36
331829,4,PM,40,2
331829,4,PM,42,2
331829,4,PM,46,1
331829,4,PM,47,1
331829,4,PM,69,21
331829,4,PM,71,3
331829,5,PM,14,44
331829,5,PM,17,1
331829,5,PM,31,29
331829,5,PM,42,3
331829,5,PM,47,1
331829,5,PM,69,11
331829,5,PM,71,1
331829,6,AM,14,51
331829,6,AM,17,29
331829,6,AM,19,11
331829,6,AM,31,24
331829,6,AM,37,2
331829,6,AM,38,15
331829,6,AM,40,52
331829,6,AM,42,1
331829,6,AM,46,5
331829,6,AM,47,32
331829,6,AM,69,14
331829,6,AM,71,20
331829,6,PM,14,25
331829,6,PM,17,12
331829,6,PM,19,3
331829,6,PM,31,13
331829,6,PM,37,3
331829,6,PM,38,12
331829,6,PM,40,8
331829,6,PM,42,1
331829,6,PM,46,2
331829,6,PM,47,7
331829,6,PM,69,3
