issuer_code,vcount,dcount
557610,1,1
559384,1,1
559420,1,1
560172,2,1
562422,1,1
565412,2,2
566285,1,1
566739,1,1
568132,1,1
568133,10,5
568733,1,1
568907,1,1
569012,5,5
574149,1,1
574651,7,4
576864,2,1
576961,1,1
577595,1,1
580335,1,1
581327,1,1
581339,11,7
582045,1,1
582095,105,49
582179,4,4
582262,1,1
582495,1,1
582540,1,1
582836,1,1
582840,36,13
582895,1,1
582902,7,5
582930,8,4
582932,1,1
582936,1,1
582955,1,1
582962,110,50
582967,1,1
582982,1,1
583261,2,1
583267,1,1
583307,23,7
584005,1,1
584325,1,1
584328,6,4
584504,1,1
584506,13,3
584510,3,1
584589,2,2
584902,1,1
586958,9,5
586967,31,16
586977,5,2
587090,5,5
587099,5,4
587132,1,1
587402,1,1
587605,4,3
587610,27,15
587614,1,1
587620,6,5
587626,187,39
587676,2,2
587902,1,1
587994,1,1
588343,79,22
588361,1,1
588431,4,2
588441,1,1
588562,18,10
588751,1,1
588771,8,2
588801,3,3
588819,1,1
588837,210,47
588951,2,2
589211,2,2
589219,82,32
589249,1,1
589307,36,12
589308,120,28
589321,3,2
589327,8,2
589384,54,41
589390,7,5
589402,91,29
589480,1,1
589504,1,1
589508,1,1
589610,2,2
592755,1,1
592962,2,2
593045,1,1
593210,1,1
594079,1,1
594296,2,1
594423,28,5
594617,5,1
594621,44,14
594627,4,3
594635,6,3
594636,10,2
594643,15,5
594656,1,1
594675,3,3
594679,71,27
594680,3,1
594697,1,1
594706,20,8
594717,5,4
594721,1,1
594821,1,1
594827,1,1
594955,1,1
595469,1,1
596283,1,1
596729,175,58
596886,6,1
596897,1,1
597517,1,1
597545,4,2
597546,2,2
597556,1,1
597564,21,16
597565,1,1
597572,1,1
598308,1,1
598504,14,10
598514,1,1
598529,2,2
598546,1,1
599420,2,2
599434,8,6
599556,1,1
599562,1,1
599621,2,2
599627,1,1
599759,7,2
599821,1,1
600023,19,12
600033,9,8
600067,3,3
600110,1,1
600119,32,14
600120,24,13
600121,59,30
600122,92,35
600123,56,29
600125,20,7
600129,1,1
600263,2,1
600275,40,18
600920,1,1
601068,1,1
601094,2,1
601495,20,9
601532,8,4
601581,3,3
601590,1,1
603728,41,10
604529,1,1
604920,95,43
605410,3,3
606275,1,1
606987,38,16
607492,1,1
610146,1,1
610157,8,3
610393,1,1
610395,1,1
611161,2,2
611163,1,1
611177,58,13
611201,63,20
612313,8,3
612357,6,2
612502,2,1
612522,9,3
613542,74,52
620308,129,29
622660,1,1
624795,1,1
625687,1,1
627690,1,1
627890,70,29
629445,1,1
631542,1,1
633400,1,1
635766,1,1
637007,1,1
637036,4,2
637844,1,1
638282,1,1
643097,1,1
644236,2,2
645428,10,8
646045,1,1
650968,61,30
650992,2,2
653082,1,1
654046,1,1
655684,1,1
656173,1,1
660055,1,1
664920,1,1
665410,56,30
665411,1,1
665417,1,1
665669,6,5
668407,1,1
668674,7,4
668904,1,1
668907,134,24
669814,1,1
674906,1,1
685410,1,1
685597,1,1
685827,1,1
685887,1,1
685897,24,15
691170,1,1
702195,1,1
707209,1,1
709279,9,6
715444,1,1
716577,1,1
718279,1,1
720546,1,1
722229,1,1
725004,18,11
725695,1,1
725698,64,24
726031,78,31
726090,1,1
726096,30,12
726296,1,1
726395,1,1
726431,3,3
726927,1,1
726931,1,1
727144,1,1
728640,1,1
729429,53,35
732072,1,1
732640,1,1
732845,1,1
733149,2,2
733391,1,1
734247,1,1
736686,1,1
739359,1,1
741075,1,1
741114,2,1
741245,1,1
741368,1,1
741499,2,2
742465,22,13
742631,1,1
742651,1,1
743697,1,1
743829,1,1
743879,1,1
744589,2,2
745098,1,1
745482,1,1
745607,1,1
746211,2,2
748707,1,1
748931,1,1
749158,1,1
749241,1,1
749281,1,1
749878,1,1
749927,1,1
749929,1,1
750203,1,1
750936,2,1
752327,1,1
752543,1,1
752582,1,1
753194,1,1
754169,1,1
754257,1,1
755164,2,2
755290,1,1
760195,3,2
782072,30,22
786083,1,1
792152,1,1
792763,1,1
793218,1,1
794099,19,3
794299,1,1
794624,1,1
794765,1,1
797937,1,1
803304,1,1
803997,1,1
805052,1,1
805412,1,1
807537,1,1
812678,1,1
813510,1,1
814163,1,1
814913,1,1
814963,1,1
815830,1,1
816113,1,1
816143,1,1
816163,1,1
816173,1,1
816213,4,4
816263,1,1
816267,1,1
816363,1,1
816710,1,1
816713,7,7
816740,1,1
816743,1,1
816763,3,3
816783,3,3
816910,1,1
816913,1,1
816943,6,6
816953,2,1
816963,3,3
816983,2,2
816987,1,1
818746,1,1
818915,1,1
819983,1,1
821117,1,1
821703,1,1
821713,1,1
821763,1,1
821912,1,1
822783,1,1
823739,1,1
823743,1,1
824143,1,1
824163,1,1
824213,2,2
824243,1,1
824287,1,1
824713,1,1
824863,1,1
825450,1,1
826103,1,1
826113,2,2
826143,1,1
826144,1,1
826153,2,2
826163,1,1
826167,1,1
826183,2,2
826210,1,1
826213,20,3
826243,3,3
826245,1,1
826253,1,1
826263,5,5
826273,1,1
826313,1,1
826395,1,1
826413,1,1
826420,1,1
826473,1,1
826487,1,1
826553,1,1
826586,1,1
826712,1,1
826713,12,6
826740,1,1
826743,18,13
826753,1,1
826763,1,1
826782,1,1
826783,3,3
826913,12,10
826923,1,1
826943,6,6
826953,1,1
826957,2,1
826963,2,2
826970,1,1
826973,1,1
826983,1,1
827867,1,1
827896,1,1
828290,3,3
828296,140,33
828785,1,1
828883,1,1
829688,1,1
829753,1,1
829963,1,1
829983,1,1
830512,2,2
831207,1,1
831528,1,1
831917,4,3
831967,1,1
832511,1,1
832512,53,30
832514,1,1
832602,1,1
834247,1,1
835309,1,1
835620,1,1
835650,1,1
835969,2,2
836143,1,1
836183,1,1
836283,1,1
836343,1,1
836453,1,1
836704,1,1
836743,2,2
836753,1,1
836913,1,1
836943,3,3
837522,1,1
838251,1,1
838548,1,1
838588,1,1
838788,1,1
839271,1,1
839680,1,1
840181,1,1
840197,1,1
841131,1,1
841342,1,1
841552,1,1
842916,1,1
843340,1,1
843483,1,1
844144,1,1
844602,1,1
844650,1,1
844743,1,1
844753,1,1
844793,1,1
844955,1,1
844963,1,1
845034,1,1
845264,1,1
845302,1,1
845321,1,1
845409,1,1
845465,1,1
845469,5,5
845585,1,1
845909,1,1
845964,1,1
845965,1,1
845969,8,8
846140,1,1
846143,2,2
846163,1,1
846173,2,2
846183,3,3
846192,2,2
846213,3,3
846283,1,1
846313,1,1
846342,1,1
846403,1,1
846413,2,2
846435,1,1
846453,1,1
846463,1,1
846473,2,2
846480,1,1
846497,1,1
846710,1,1
846713,9,8
846741,1,1
846743,53,23
846753,1,1
846762,1,1
846763,5,4
846773,1,1
846783,3,3
846793,4,1
846910,2,2
846913,8,8
846943,28,14
846973,1,1
846983,1,1
847660,1,1
848182,1,1
848350,1,1
848421,1,1
849430,1,1
849650,5,5
849657,1,1
849680,1,1
849811,1,1
849815,1,1
849940,1,1
850898,1,1
851462,1,1
852141,2,2
852229,1,1
852510,1,1
852512,1,1
853184,1,1
853265,1,1
854077,1,1
854884,1,1
855650,1,1
855680,1,1
855974,1,1
856173,1,1
856968,6,1
856980,1,1
859944,1,1
861688,1,1
862010,1,1
865410,1,1
866650,1,1
866743,1,1
867683,1,1
867880,1,1
869652,1,1
869799,7,2
870703,1,1
870713,2,2
870973,1,1
871144,1,1
871213,1,1
871713,1,1
871983,1,1
872273,1,1
872313,1,1
872763,1,1
872944,1,1
873153,1,1
873253,1,1
873263,1,1
873943,1,1
874143,1,1
874163,1,1
874183,2,2
874243,1,1
874263,1,1
874703,1,1
874713,8,7
874717,2,2
874743,7,6
874753,5,5
874763,2,2
874783,4,4
874787,1,1
874913,4,4
874943,4,4
874963,2,2
874973,2,2
874983,3,3
875153,1,1
875465,1,1
875530,1,1
875743,1,1
875783,1,1
875943,1,1
875969,1,1
875970,1,1
876056,3,1
876113,6,4
876117,2,2
876130,1,1
876143,7,7
876150,1,1
876153,3,3
876160,1,1
876163,6,5
876173,2,2
876180,1,1
876183,5,5
876200,1,1
876213,5,5
876217,2,2
876243,4,3
876247,1,1
876263,7,4
876273,2,1
876283,6,5
876313,1,1
876343,1,1
876363,2,2
876373,1,1
876383,2,2
876410,1,1
876413,2,2
876453,1,1
876455,1,1
876463,3,3
876473,3,3
876483,2,2
876488,5,4
876543,1,1
876710,3,3
876713,113,33
876740,3,3
876743,167,44
876747,1,1
876750,2,2
876753,45,13
876757,3,3
876760,2,2
876762,1,1
876763,93,23
876765,1,1
876767,1,1
876773,7,5
876780,6,5
876783,79,25
876787,1,1
876793,6,5
876910,1,1
876913,76,32
876917,3,3
876943,94,42
876953,27,14
876957,1,1
876963,27,15
876970,1,1
876973,16,8
876977,1,1
876983,32,9
876987,2,1
878886,2,2
879243,1,1
879643,1,1
879650,1,1
879903,20,4
879931,1,1
879937,103,38
879943,1,1
881448,1,1
881462,1,1
881688,24,5
882620,40,32
882709,1,1
882851,1,1
882881,1,1
882997,1,1
883395,1,1
883947,1,1
883997,41,10
885831,1,1
886220,1,1
886225,2,2
886228,154,22
886242,1,1
886332,1,1
886342,205,68
886343,1,1
886347,594,97
886362,4,4
886372,1,1
886377,1,1
886392,1,1
886547,2,2
886642,1,1
886758,14,3
887452,1,1
887626,1,1
889248,43,26
890301,1,1
890330,1,1
890335,1,1
890520,1,1
890540,1,1
890650,1,1
890657,1,1
890731,1,1
890783,1,1
890813,1,1
890953,2,1
891031,88,40
891293,1,1
891300,1,1
891330,1,1
891342,39,7
891347,6,5
891413,1,1
891541,78,51
891652,1,1
891743,1,1
891753,1,1
891822,51,25
891840,1,1
891846,21,11
891983,1,1
892070,1,1
892140,1,1
892201,1,1
892204,2,2
892209,6,6
892264,54,32
892284,2,2
892320,1,1
892350,2,2
892700,1,1
892701,1,1
892703,1,1
892704,1,1
892705,11,10
892706,1,1
892708,1,1
892709,95,42
892729,1,1
892770,1,1
892785,1,1
892913,1,1
892930,1,1
892937,7,6
892992,1,1
893261,1,1
893300,1,1
893352,1,1
893380,1,1
893429,1,1
893496,5,4
893650,2,1
893682,1,1
893688,1,1
893721,1,1
893727,1,1
893729,52,16
893743,1,1
893779,1,1
893783,1,1
893937,8,7
893953,1,1
893987,1,1
894117,1,1
894183,1,1
894243,1,1
894377,1,1
894600,1,1
894607,2,1
894610,2,2
894643,1,1
894650,13,11
894652,1,1
894658,2,2
894660,1,1
894680,4,4
894681,1,1
894686,1,1
894713,3,3
894743,7,7
894753,3,3
894763,3,3
894771,1,1
894783,1,1
894832,1,1
894877,1,1
894913,4,4
894943,8,8
894953,2,1
894955,1132,91
894973,4,3
894983,1,1
895000,2,2
895015,1,1
895169,1,1
895196,1,1
895210,1,1
895300,5,5
895302,4,4
895305,1,1
895310,1,1
895312,1,1
895320,7,4
895324,1,1
895328,1,1
895330,7,7
895341,16,11
895344,1,1
895350,47,30
895352,8,7
895354,1,1
895365,1,1
895369,1,1
895380,5,5
895381,2,1
895405,1,1
895409,12,11
895419,1,1
895460,1,1
895464,4,4
895465,3,3
895469,50,36
895490,3,2
895495,1,1
895496,1420,135
895530,126,51
895550,1,1
895583,3,3
895585,130,92
895608,1,1
895609,1,1
895650,2,2
895658,1,1
895680,1,1
895696,1,1
895765,1,1
895815,146,62
895875,8,7
895905,2,2
895906,1,1
895909,24,19
895915,1,1
895919,1,1
895943,1,1
895953,1,1
895957,1,1
895963,1,1
895964,4,3
895965,13,10
895966,1,1
895969,194,80
896040,59,19
896063,1,1
896110,1,1
896112,1,1
896113,4,4
896136,1,1
896140,1,1
896143,12,12
896152,1,1
896153,3,2
896163,6,4
896173,6,6
896180,2,2
896183,5,4
896187,1,1
896190,71,30
896203,1,1
896213,12,8
896240,1,1
896243,20,19
896250,1,1
896253,1,1
896263,7,5
896270,1,1
896273,2,2
896280,1,1
896283,77,58
896343,5,5
896350,2,2
896353,2,2
896363,1,1
896373,1,1
896383,1,1
896403,1,1
896413,4,4
896443,4,4
896453,3,3
896460,1,1
896463,1,1
896467,1,1
896473,3,3
896474,1,1
896483,3,3
896513,1,1
896542,1,1
896650,2,2
896652,1,1
896658,1,1
896680,1,1
896703,2,2
896710,2,2
896712,1,1
896713,142,36
896725,85,48
896727,1,1
896740,4,3
896743,594,77
896744,1,1
896747,2,2
896750,3,3
896753,32,13
896760,1,1
896762,1,1
896763,79,27
896767,1,1
896770,1,1
896773,5,5
896780,5,5
896783,101,29
896787,1,1
896793,8,5
896903,4,4
896913,168,36
896943,520,78
896947,2,2
896950,1,1
896953,24,10
896957,1,1
896960,1,1
896963,118,23
896967,2,2
896973,34,13
896983,92,19
896987,1,1
896993,4,4
897070,2,1
897111,1,1
897185,1,1
897188,20,10
897287,1,1
897339,5,1
897387,1,1
897424,3,3
897437,1,1
897445,76,26
897537,3,3
897562,3,3
897564,1,1
897587,2,2
897600,2,2
897624,81,45
897640,1,1
897660,121,67
897662,1,1
897664,31,18
897666,1,1
897683,1,1
897724,1,1
897737,1,1
897793,1,1
897837,1,1
897927,4,4
897929,1,1
897930,5,3
897931,33,23
897932,2,2
897934,7,7
897937,1261,111
897939,10,8
897941,1,1
897981,6,4
897983,4,4
897987,274,63
897989,5,5
898022,231,58
898135,86,45
898139,150,60
898209,1,1
898260,5,1
898300,2,2
898313,1,1
898320,2,2
898353,2,2
898713,1,1
898785,42,21
898965,1,1
899002,1,1
899012,1,1
899052,1,1
899058,1,1
899067,1,1
899077,1,1
899213,1,1
899243,1,1
899277,1,1
899421,10,5
899427,1,1
899450,1,1
899452,1,1
899471,2,2
899477,222,88
899496,1,1
899530,1,1
899550,1,1
899581,10,8
899600,11,11
899601,1,1
899602,4,4
899605,2,2
899608,4,4
899610,1,1
899618,1,1
899620,2,2
899622,1,1
899630,3,3
899632,1,1
899650,447,115
899651,7,7
899652,25,20
899653,1,1
899654,1,1
899655,1,1
899657,7,7
899658,51,38
899660,1,1
899680,107,54
899681,2,2
899682,15,10
899687,6,6
899688,17,14
899692,1,1
899712,28,8
899713,1,1
899728,81,49
899753,1,1
899811,79,27
899813,1,1
899815,42,7
899827,1,1
899850,1,1
899877,51,34
899927,1,1
899930,1,1
899937,2,2
899950,3,3
899977,6,6
899978,1,1
899981,1,1
900065,1,1
900102,1,1
900122,1,1
900127,1,1
900131,18,11
900255,1,1
900275,1,1
900288,1,1
900326,1,1
900356,2,2
900358,1,1
900450,61,40
900456,1,1
900460,4,4
900598,1,1
900614,55,16
900615,17,6
900625,2,1
900642,1,1
900684,3,2
900756,2,2
900846,2,1
900890,1,1
900898,1,1
900920,1,1
901050,1,1
901102,6,5
901122,17,9
901143,1,1
901169,2,2
901262,8,6
901320,4,4
901326,81,37
901328,3,3
901336,1,1
901376,1,1
901431,710,105
901433,1,1
901437,3,3
901439,1,1
901465,1,1
901471,1,1
901506,1,1
901565,1,1
901604,1,1
901615,1,1
901636,4,3
901648,33,26
901650,1,1
901656,479,58
901698,1,1
901749,5,1
901778,1,1
901787,74,50
901820,3,3
901843,69,6
901870,1,1
901880,1,1
901890,1472,134
901896,1,1
901931,1,1
901992,4,1
902001,1,1
902039,11,9
902060,1,1
902084,1,1
902102,1,1
902145,27,7
902146,1,1
902185,1,1
902196,85,23
902215,1,1
902218,16,4
902222,1,1
902223,100,51
902225,2,2
902227,1,1
902273,1,1
902281,1,1
902294,1,1
902299,42,21
902312,36,15
902313,1,1
902317,1,1
902331,1,1
902362,13,3
902372,2,1
902389,26,23
902395,9,2
902448,108,32
902483,13,6
902520,59,29
902530,1,1
902534,43,30
902536,1,1
902539,1,1
902562,15,7
902639,130,60
902689,1,1
902700,1,1
902812,1,1
902867,2,2
902990,1,1
903017,1,1
903030,2,2
903102,1,1
903103,2,2
903106,2098,117
903107,1,1
903130,10,8
903166,3,3
903181,69,34
903184,1,1
903234,5,1
903258,1,1
903266,1,1
903277,1,1
903289,1,1
903295,2,2
903326,8,7
903350,21,9
903368,2,2
903383,1,1
903395,1,1
903404,1,1
903406,11,8
903429,12,8
903430,1,1
903437,19,4
903484,1,1
903492,1,1
903505,1,1
903510,1,1
903513,3,3
903517,78,37
903520,5,4
903530,1030,115
903532,13,7
903537,1,1
903538,1,1
903540,1,1
903543,1,1
903545,4,4
903549,1,1
903550,1,1
903558,19,3
903577,3,2
903583,15,12
903586,91,25
903588,57,30
903589,3,3
903593,1,1
903595,90,31
903597,1,1
903600,2,2
903602,2,2
903604,1,1
903606,224,38
903607,1,1
903613,2,1
903626,1,1
903630,2,2
903650,1,1
903656,1,1
903666,1,1
903670,1,1
903686,2,1
903696,1,1
903706,1,1
903730,1,1
903734,4,3
903750,2,2
903753,4,3
903798,1,1
903830,34,21
903839,1,1
903850,1,1
903883,1,1
903884,6,2
903889,1,1
903928,1,1
903946,1,1
903975,20,16
904033,8,2
904050,57,40
904052,1,1
904099,2,2
904102,1,1
904116,86,43
904176,1,1
904189,2,2
904222,1,1
904226,2,2
904258,4,4
904259,1,1
904277,2,2
904280,1,1
904281,1,1
904284,1,1
904287,1,1
904289,77,39
904296,1,1
904481,1,1
904492,1,1
904522,18,12
904527,2,2
904529,1,1
904530,1,1
904547,1,1
904590,1,1
904592,8,2
904593,4,4
904597,2481,115
904614,3,2
904619,1,1
904655,1,1
904659,3,3
904673,48,22
904679,1,1
904690,1,1
904693,3,3
904695,13,9
904697,1,1
904699,277,73
904708,1,1
904712,156,10
904713,1,1
904718,3,3
904726,1,1
904728,6,5
904750,1,1
904758,8,7
904770,3,3
904773,1,1
904776,66,26
904777,1,1
904778,303,36
904779,1,1
904784,43,34
904788,1,1
904789,4,4
904792,1,1
904798,2,1
904811,14,2
904850,1,1
904864,201,55
904865,1,1
904866,1,1
904873,1,1
904897,2,2
904908,1,1
904974,1,1
904979,1,1
904988,61,39
904994,4,2
905008,1,1
905024,10,2
905065,6,6
905068,90,31
905074,28,17
905076,1,1
905090,66,33
905092,11,8
905106,2,2
905158,1,1
905194,8,7
905236,2,2
905253,2,2
905258,2,2
905268,1,1
905282,6,4
905290,1,1
905325,1,1
905351,1,1
905353,1,1
905361,54,28
905375,6,4
905391,79,26
905393,7,2
905402,1,1
905407,1,1
905412,1,1
905419,70,28
905428,1,1
905438,1,1
905442,1,1
905462,1,1
905493,1,1
905520,1,1
905523,1,1
905530,13,11
905539,3,3
905588,1,1
905606,1,1
905607,1,1
905612,113,53
905630,1,1
905638,1,1
905639,2,2
905652,45,33
905657,5,5
905660,2,1
905662,22,17
905670,1,1
905682,5,4
905713,1,1
905732,1,1
905733,3,3
905737,1,1
905738,1,1
905750,2,2
905752,8,8
905753,209,26
905755,1,1
905757,8,6
905760,1,1
905761,18,2
905775,1,1
905794,2,1
905798,157,32
905807,1,1
905809,1,1
905812,149,8
905820,5,4
905822,194,54
905826,1,1
905830,2,2
905856,1,1
905858,71,16
905868,1,1
905869,37,23
905883,40,15
905897,11,4
905906,1,1
905907,28,14
905938,66,43
905939,2,2
905951,50,19
905957,2,2
905965,1,1
905966,1,1
905968,18,2
905969,2,2
905975,1,1
905981,1,1
906010,1,1
906017,1,1
906021,1,1
906024,3,3
906027,50,30
906039,3,3
906045,1,1
906047,1,1
906048,162,35
906050,3,2
906065,74,36
906068,2,2
906080,1,1
906087,1,1
906089,165,57
906106,1,1
906108,1,1
906164,37,8
906201,1,1
906202,2,2
906208,9,7
906218,11,10
906222,2,2
906223,1,1
906227,6,6
906238,1,1
906246,2,1
906250,1,1
906253,1,1
906258,2013,133
906259,2,2
906265,1,1
906268,28,7
906285,3,3
906288,27,17
906314,1,1
906320,1,1
906322,6,2
906323,11,8
906329,2,2
906330,1,1
906337,1,1
906340,2,2
906347,6,3
906351,2,2
906355,1,1
906357,116,26
906358,1,1
906364,1,1
906367,5,4
906373,66,39
906379,66,24
906382,1,1
906387,4,4
906388,1,1
906391,1,1
906397,61,20
906400,2,1
906404,1,1
906420,4,4
906422,1,1
906440,1,1
906446,70,26
906448,1,1
906449,113,25
906450,2,2
906453,9,3
906457,1,1
906460,2,2
906480,164,14
906482,1,1
906485,82,46
906486,1,1
906490,1,1
906560,10,5
906566,5,3
906567,1,1
906591,1,1
906602,1,1
906607,16,10
906615,1,1
906627,1,1
906634,2,2
906635,2,2
906638,1,1
906639,75,24
906640,67,40
906647,1,1
906655,18,14
906657,28,19
906659,967,91
906669,1,1
906682,1,1
906689,2,2
906690,1,1
906694,3,1
906695,45,23
906698,1,1
906699,3,3
906701,1,1
906706,66,51
906727,1,1
906730,1,1
906732,45,19
906737,1,1
906738,1,1
906744,1,1
906757,1,1
906758,7,7
906780,1,1
906798,1,1
906813,2,1
906817,6,5
906850,30,7
906858,3,3
906860,1,1
906888,1,1
906890,6,3
906891,1,1
906898,1,1
906902,1,1
906907,1,1
906910,6,5
906912,22,16
906922,1,1
906927,1,1
906940,1,1
906957,1,1
906980,1,1
906985,90,30
907001,1,1
907004,1,1
907006,105,22
907013,1,1
907018,1,1
907024,2,2
907031,58,20
907035,1,1
907036,6,2
907038,41,28
907040,3,3
907041,1882,131
907042,15,12
907043,7,6
907045,13,12
907047,43,22
907049,2,2
907051,1,1
907065,29,19
907084,44,10
907100,2,1
907101,1,1
907102,467,51
907103,1,1
907107,4,4
907108,1,1
907116,1,1
907119,1,1
907122,242,44
907123,1,1
907126,1,1
907127,13,8
907128,2,2
907135,1,1
907142,3,3
907143,54,33
907148,1,1
907162,1,1
907177,1,1
907182,1,1
907183,1,1
907185,8,8
907188,1,1
907189,127,52
907193,94,49
907231,1,1
907238,1,1
907241,2,2
907248,1,1
907289,4,1
907306,1,1
907313,12,10
907328,1,1
907330,1,1
907373,7,6
907393,1,1
907403,11,9
907413,73,42
907415,3,3
907431,5,5
907453,1,1
907473,1,1
907480,1,1
907492,12,3
907508,5,1
907530,1,1
907552,34,18
907560,234,24
907573,5,2
907578,2,2
907589,1,1
907595,1,1
907603,1,1
907604,7,6
907606,2,2
907607,1,1
907609,1,1
907615,2,1
907656,1,1
907657,20,5
907677,1,1
907689,1,1
907697,6,5
907706,1,1
907726,4,4
907784,1,1
907789,1,1
907806,1,1
907830,1,1
907841,1,1
907890,13,10
907903,1,1
907907,1,1
907952,1,1
907967,7,7
908003,1,1
908075,1,1
908102,1,1
908106,1,1
908114,1,1
908232,1,1
908391,4,3
908453,1,1
908530,1,1
908556,1,1
908682,1,1
908699,1,1
908760,1,1
908820,1,1
908822,1,1
908838,1,1
908856,1,1
908951,1,1
909070,1,1
909116,3,3
909167,1,1
909289,1,1
909314,11,11
909349,1,1
909393,1,1
909407,1,1
909530,1,1
909603,1,1
909662,1,1
909699,4,4
909700,1,1
909778,1,1
909822,1,1
909885,1,1
909903,1,1
909923,20,15
910093,1,1
910202,1,1
910217,1,1
910239,1,1
910409,1,1
910423,1,1
910483,1,1
910560,5,5
910577,1,1
910633,4,1
910637,2,2
910669,2,2
910682,1,1
910683,85,34
910708,1,1
910752,1,1
910778,1,1
910832,1,1
910838,1,1
910844,1,1
910890,2,1
910894,1,1
910902,1,1
910904,1,1
910915,1,1
910924,12,3
911008,94,30
911028,1,1
911045,18,10
911068,1,1
911100,1,1
911102,2,1
911110,1,1
911120,4,4
911170,711,58
911176,1,1
911177,1,1
911201,1,1
911211,1,1
911278,3,2
911310,1,1
911347,5,3
911413,1,1
911450,1,1
911453,18,10
911528,1,1
911529,3,2
911536,33,19
911570,1,1
911573,2,2
911575,2,2
911578,1,1
911579,105,45
911603,1,1
911683,1,1
911743,1,1
911795,1,1
911836,3,3
911844,1,1
911870,5,5
911964,1,1
911974,4,3
912004,20,8
912007,3,2
912011,1,1
912027,17,2
912044,2,1
912047,1,1
912049,2,2
912060,6,4
912061,2,1
912062,1,1
912063,4,2
912064,30,5
912065,1,1
912066,2,1
912067,168,14
912068,2,2
912069,5,4
912100,3,1
912164,1,1
912207,1,1
912208,1,1
912295,2,2
912367,1,1
912379,1,1
912410,1,1
912442,1,1
912447,12,4
912554,1,1
912597,1,1
912625,1,1
912749,1,1
912819,1,1
912868,1,1
912902,1,1
912941,1,1
913025,2,2
913073,2,2
913082,1,1
913238,1,1
913260,1,1
913291,1,1
913347,1,1
913348,1,1
913456,1,1
913458,1,1
913555,1,1
913560,1,1
913574,1,1
913628,1,1
913663,1,1
913665,96,41
913666,1,1
913669,1,1
913701,1,1
913744,3,1
913748,1,1
913750,10,9
913796,8,7
913909,1,1
913931,47,6
913943,8,6
914067,1,1
914073,1,1
914082,1,1
914102,1,1
914122,1,1
914150,1,1
914153,1,1
914247,2,2
914272,1,1
914289,1,1
914297,1,1
914324,1,1
914330,2,2
914346,1,1
914349,2,2
914431,1,1
914432,1,1
914449,1,1
914465,2,2
914469,1,1
914488,1,1
914501,106,26
914523,1,1
914546,132,11
914574,1,1
914577,1,1
914584,1,1
914605,15,5
914613,4,4
914615,3,3
914618,2,2
914624,2,2
914628,1,1
914639,2,2
914665,1,1
914666,1,1
914685,1,1
914720,9,6
914721,1,1
914722,3,1
914735,1,1
914741,5,1
914746,1,1
914775,20,5
914776,1,1
914830,3,2
914831,2,2
914832,1,1
914834,10,7
914837,1,1
914844,10,4
914858,1,1
914900,1,1
914906,2,1
914946,1,1
914977,1,1
914988,1,1
915013,3,3
915017,1,1
915020,2,2
915021,1,1
915023,5,5
915025,80,33
915026,2,2
915028,12,10
915030,2,2
915043,1,1
915047,1,1
915048,2,2
915050,1,1
915060,13,12
915061,38,24
915070,1,1
915072,2,2
915073,247,42
915082,1,1
915100,26,10
915104,29,10
915106,6,3
915120,1,1
915132,1,1
915133,4,3
915137,94,37
915139,1,1
915206,1,1
915208,1,1
915210,1,1
915211,150,24
915236,10,8
915240,1,1
915243,1,1
915246,5,5
915257,1,1
915273,1,1
915287,1,1
915291,12,10
915296,25,11
915315,1,1
915317,1,1
915318,73,36
915323,1,1
915324,10,9
915329,73,53
915341,1,1
915346,1,1
915360,1,1
915375,1,1
915381,1,1
915391,102,37
915397,1,1
915400,1,1
915404,1,1
915412,1,1
915421,1,1
915423,1,1
915438,2,1
915439,5,5
915440,2,2
915444,133,37
915447,6,5
915448,2,2
915454,16,4
915458,6,3
915460,223,31
915462,96,16
915467,1,1
915478,4,2
915479,3,2
915484,1,1
915512,1,1
915513,1,1
915517,89,34
915522,55,9
915523,361,65
915525,1,1
915527,1,1
915532,1,1
915546,4,4
915547,4,4
915551,1,1
915560,1360,118
915569,1,1
915580,1,1
915584,2,1
915585,26,8
915586,2,2
915588,3,2
915591,1,1
915594,1,1
915609,1,1
915619,1,1
915623,67,33
915625,5,4
915628,3,3
915630,1,1
915636,1,1
915638,4,2
915644,16,7
915645,1,1
915652,1,1
915660,2,2
915665,2,2
915669,57,36
915673,2,2
915677,1,1
915678,122,53
915691,1,1
915709,1,1
915713,1,1
915717,1,1
915718,15,2
915737,1,1
915741,1,1
915746,1,1
915748,193,22
915768,1,1
915775,1,1
915796,450,27
915798,2,2
915800,1,1
915825,1,1
915830,119,48
915832,3,3
915833,2,2
915836,10,5
915838,162,32
915859,4,1
915860,6,5
915874,1,1
915888,1,1
915890,2,2
915900,139,50
915913,3,2
915915,1,1
915917,1,1
915921,1,1
915923,1,1
915932,2,2
915934,1,1
915938,2,2
915950,3,3
915951,10,3
915952,246,38
915953,5,2
915956,54,29
915960,2,2
915978,1,1
915982,1,1
916003,1,1
916010,9,9
916014,25,18
916022,1,1
916037,1,1
916049,1,1
916064,1,1
916067,1,1
916079,2,2
916081,1,1
916083,2,2
916085,4,3
916087,1,1
916088,1,1
916094,2,2
916097,1,1
916099,2,2
916100,13,5
916103,1,1
916104,33,9
916109,1,1
916112,1,1
916120,25,7
916139,1,1
916149,7,6
916159,20,16
916160,1,1
916164,1,1
916171,5,5
916177,1,1
916184,2,2
916193,1,1
916200,1,1
916201,1,1
916202,61,11
916211,1,1
916217,71,30
