issuer_code,violation_category,violation_time_bucket,count
349570,1,6,1213
349570,1,7,63
349570,2,1,243
349570,2,2,418
349570,2,3,147
349570,2,4,171
349570,2,5,128
349570,2,6,128
349570,2,7,73
349570,2,8,430
349570,2,9,424
349570,2,10,116
349570,2,11,18
349570,2,12,4
349570,3,1,16
349570,3,2,16
349570,3,3,42
349570,3,4,57
349570,3,5,54
349570,3,6,74
349570,3,7,47
349570,3,8,176
349570,3,9,110
349570,3,10,39
349570,3,11,1
349570,4,4,5
349570,4,5,5
349570,4,6,11
349570,4,7,2
349570,4,8,4
349570,4,9,8
349570,4,10,5
349570,5,1,29
349570,5,2,122
349570,5,3,123
349570,5,4,263
349570,5,5,87
349570,5,6,88
349570,5,7,23
349570,5,8,40
349570,5,9,44
349570,5,10,10
349570,5,11,1
349570,6,2,1
349570,6,3,1
349570,6,5,1
349570,6,6,1
349576,2,2,12
349576,2,3,30
349576,2,4,191
349576,2,5,142
349576,2,6,80
349576,2,7,120
349576,2,8,199
349576,2,9,150
349576,2,10,139
349576,2,11,148
349576,2,12,165
349576,3,3,9
349576,3,4,41
349576,3,5,41
349576,3,6,27
349576,3,7,32
349576,3,8,34
349576,3,9,33
349576,3,10,20
349576,3,11,10
349576,3,12,8
349576,4,3,9
349576,4,4,65
349576,4,5,107
349576,4,6,76
349576,4,7,127
349576,4,8,179
349576,4,9,123
349576,4,10,131
349576,4,11,71
349576,4,12,104
349576,5,2,11
349576,5,3,200
349576,5,4,264
349576,5,5,226
349576,5,6,164
349576,5,7,190
349576,5,8,242
349576,5,9,188
349576,5,10,179
349576,5,11,147
349576,5,12,131
349576,6,4,3
349576,6,5,1
349576,6,7,3
349576,6,8,7
349576,6,9,3
349576,6,10,2
349576,6,12,1
349850,1,1,152
349850,1,2,212
349850,1,3,942
349850,1,4,815
349850,1,5,82
349850,1,6,751
349850,1,7,9
349850,2,1,260
349850,2,2,586
349850,2,3,252
349850,2,4,94
349850,2,5,60
349850,2,6,68
349850,2,7,16
349850,3,1,65
349850,3,2,63
349850,3,3,65
349850,3,4,59
349850,3,5,87
349850,3,6,53
349850,3,7,6
349850,4,5,1
349850,5,1,41
349850,5,2,124
349850,5,3,117
349850,5,4,238
349850,5,5,70
349850,5,6,41
349850,5,7,12
349850,6,1,7
349850,6,2,27
349850,6,4,2
349850,6,5,4
349850,6,6,1
349850,6,7,2
350401,1,3,10
350401,1,5,4
350401,2,1,770
350401,2,2,756
350401,2,3,696
350401,2,4,542
350401,2,5,308
350401,2,6,52
350401,2,8,6
350401,2,9,8
350401,2,10,1
350401,3,1,152
350401,3,2,141
350401,3,3,87
350401,3,4,76
350401,3,5,50
350401,3,6,3
350401,4,2,1
350401,4,3,1
350401,4,4,5
350401,4,5,6
350401,4,8,3
350401,5,1,178
350401,5,2,187
350401,5,3,105
350401,5,4,72
350401,5,5,49
350401,5,6,12
350401,5,8,3
350401,5,9,1
350401,6,1,2
350401,6,2,3
350401,6,3,1
350401,6,4,1
350407,1,2,9
350407,1,3,23
350407,1,4,59
350407,1,5,6
350407,1,6,58
350407,1,7,6
350407,2,1,29
350407,2,2,600
350407,2,3,615
350407,2,4,564
350407,2,5,263
350407,2,6,231
350407,2,7,153
350407,2,8,33
350407,2,9,36
350407,2,10,26
350407,2,11,5
350407,2,12,3
350407,3,1,18
350407,3,2,166
350407,3,3,209
350407,3,4,153
350407,3,5,131
350407,3,6,85
350407,3,7,50
350407,3,8,12
350407,3,9,14
350407,3,10,15
350407,3,11,2
350407,3,12,1
350407,4,4,1
350407,4,5,3
350407,4,6,2
350407,5,1,10
350407,5,2,252
350407,5,3,252
350407,5,4,169
350407,5,5,105
350407,5,6,80
350407,5,7,43
350407,5,8,10
350407,5,9,9
350407,5,10,6
350407,5,11,1
350407,5,12,1
350407,6,1,1
350407,6,2,40
350407,6,3,17
350407,6,4,3
350407,6,5,1
350407,6,9,2
350423,1,3,1
350423,1,6,6
350423,1,7,11
350423,2,2,9
350423,2,3,49
350423,2,4,26
350423,2,5,19
350423,2,6,16
350423,2,7,221
350423,2,8,422
350423,2,9,251
350423,2,10,127
350423,2,11,112
350423,2,12,220
350423,3,2,3
350423,3,4,1
350423,3,5,1
350423,3,6,2
350423,3,7,59
350423,3,8,41
350423,3,9,28
350423,3,10,12
350423,3,11,12
350423,3,12,11
350423,5,2,6
350423,5,3,11
350423,5,4,13
350423,5,5,46
350423,5,6,21
350423,5,7,106
350423,5,8,622
350423,5,9,660
350423,5,10,230
350423,5,11,203
350423,5,12,635
350424,1,2,2
350424,1,3,25
350424,2,1,2
350424,2,2,88
350424,2,3,96
350424,2,4,108
350424,2,5,96
350424,2,6,42
350424,2,7,48
350424,2,8,308
350424,2,9,608
350424,2,10,481
350424,2,11,440
350424,2,12,226
350424,3,2,13
350424,3,3,11
350424,3,4,33
350424,3,5,26
350424,3,6,16
350424,3,7,13
350424,3,8,51
350424,3,9,48
350424,3,10,40
350424,3,11,28
350424,3,12,14
350424,4,4,1
350424,4,5,1
350424,4,7,1
350424,4,9,1
350424,5,2,15
350424,5,3,17
350424,5,4,45
350424,5,5,22
350424,5,6,11
350424,5,7,12
350424,5,8,55
350424,5,9,93
350424,5,10,60
350424,5,11,43
350424,5,12,14
350424,6,3,4
350424,6,4,3
350424,6,5,5
350424,6,6,1
350424,6,7,7
350424,6,8,64
350424,6,9,100
350424,6,10,8
350424,6,11,1
350424,6,12,1
350425,1,1,29
350425,1,2,126
350425,1,3,321
350425,1,4,181
350425,1,5,5
350425,1,6,159
350425,2,1,139
350425,2,2,276
350425,2,3,131
350425,2,4,96
350425,2,5,31
350425,2,6,39
350425,2,7,1
350425,2,8,7
350425,2,9,5
350425,2,10,20
350425,2,11,52
350425,2,12,35
350425,3,1,40
350425,3,2,162
350425,3,3,72
350425,3,4,55
350425,3,5,37
350425,3,6,25
350425,3,7,2
350425,3,8,10
350425,3,9,1
350425,3,10,12
350425,3,11,21
350425,3,12,12
350425,4,3,3
350425,4,5,3
350425,4,6,2
350425,4,7,2
350425,5,1,73
350425,5,2,147
350425,5,3,164
350425,5,4,114
350425,5,5,19
350425,5,6,27
350425,5,7,4
350425,5,8,5
350425,5,9,1
350425,5,10,11
350425,5,11,13
350425,5,12,7
350425,6,1,8
350425,6,2,47
350425,6,5,2
350425,6,6,1
350425,6,7,1
350433,1,1,100
350433,1,2,439
350433,1,3,791
350433,1,4,705
350433,1,5,62
350433,1,6,360
350433,1,7,8
350433,2,1,1020
350433,2,2,814
350433,2,3,161
350433,2,4,134
350433,2,5,122
350433,2,6,62
350433,2,7,16
350433,2,8,27
350433,2,9,24
350433,2,10,1
350433,2,11,1
350433,3,1,81
350433,3,2,68
350433,3,3,33
350433,3,4,30
350433,3,5,39
350433,3,6,23
350433,3,7,4
350433,3,8,35
350433,3,9,24
350433,3,10,2
350433,4,4,3
350433,4,5,3
350433,4,9,1
350433,5,1,199
350433,5,2,254
350433,5,3,289
350433,5,4,199
350433,5,5,103
350433,5,6,55
350433,5,7,8
350433,5,8,9
350433,5,9,12
350433,5,10,3
350439,1,4,2
350439,1,5,40
350439,1,6,56
350439,1,7,54
350439,2,3,1
350439,2,4,12
350439,2,5,72
350439,2,6,89
350439,2,7,62
350439,2,8,245
350439,2,9,209
350439,2,10,206
350439,2,11,101
350439,2,12,139
350439,3,5,17
350439,3,6,21
350439,3,7,36
350439,3,8,24
350439,3,9,21
350439,3,10,14
350439,3,11,2
350439,3,12,6
350439,4,6,1
350439,4,10,1
350439,4,11,1
350439,4,12,1
350439,5,3,2
350439,5,4,28
350439,5,5,220
350439,5,6,244
350439,5,7,148
350439,5,8,185
350439,5,9,110
350439,5,10,71
350439,5,11,8
350439,5,12,22
350439,6,9,1
351239,1,2,3
351239,1,3,6
351239,2,1,13
351239,2,2,37
351239,2,3,31
351239,2,4,18
351239,2,5,29
351239,2,6,17
351239,2,7,36
351239,2,8,459
351239,2,9,482
351239,2,10,340
351239,2,11,327
351239,2,12,172
351239,3,1,2
351239,3,2,7
351239,3,3,6
351239,3,4,5
351239,3,5,13
351239,3,6,4
351239,3,7,26
351239,3,8,263
351239,3,9,261
351239,3,10,191
351239,3,11,140
351239,3,12,112
351239,4,3,1
351239,4,4,1
351239,4,8,4
351239,4,9,9
351239,4,10,1
351239,4,11,2
351239,4,12,4
351239,5,1,2
351239,5,2,1
351239,5,3,9
351239,5,4,10
351239,5,5,7
351239,5,6,1
351239,5,7,5
351239,5,8,82
351239,5,9,53
351239,5,10,43
351239,5,11,30
351239,5,12,21
351239,6,8,11
351239,6,9,4
351239,6,10,1
351239,6,11,1
351274,1,3,2
351274,1,5,15
351274,2,1,859
351274,2,2,1030
351274,2,3,793
351274,2,4,706
351274,2,5,268
351274,2,6,98
351274,2,7,87
351274,2,8,713
351274,2,9,330
351274,2,10,56
351274,2,11,6
351274,2,12,5
351274,3,1,70
351274,3,2,97
351274,3,3,138
351274,3,4,128
351274,3,5,101
351274,3,6,31
351274,3,7,38
351274,3,8,265
351274,3,9,90
351274,3,10,16
351274,3,11,3
351274,4,2,1
351274,4,3,3
351274,4,4,2
351274,4,5,1
351274,4,7,1
351274,4,8,7
351274,5,1,97
351274,5,2,144
351274,5,3,107
351274,5,4,59
351274,5,5,29
351274,5,6,9
351274,5,7,7
351274,5,8,53
351274,5,9,21
351274,5,10,3
351274,5,11,2
351280,1,2,67
351280,1,3,229
351280,1,4,448
351280,1,5,24
351280,1,6,504
351280,1,7,24
351280,2,1,244
351280,2,2,480
351280,2,3,392
351280,2,4,298
351280,2,5,341
351280,2,6,237
351280,2,7,88
351280,2,8,66
351280,2,9,14
351280,2,10,2
351280,2,11,1
351280,3,1,100
351280,3,2,63
351280,3,3,133
351280,3,4,112
351280,3,5,89
351280,3,6,168
351280,3,7,32
351280,3,8,8
351280,3,9,4
351280,3,10,1
351280,4,4,1
351280,4,5,1
351280,4,6,3
351280,4,7,1
351280,5,1,67
351280,5,2,64
351280,5,3,59
351280,5,4,61
351280,5,5,50
351280,5,6,47
351280,5,7,11
351280,5,8,6
351280,5,9,1
351280,5,11,1
351280,6,1,46
351280,6,2,30
351280,6,3,2
351280,6,4,7
351280,6,5,3
351280,6,6,2
351280,6,7,1
351280,6,8,1
351919,1,3,1
351919,2,2,2
351919,2,3,12
351919,2,4,17
351919,2,5,13
351919,2,6,17
351919,2,7,99
351919,2,8,694
351919,2,9,314
351919,2,10,138
351919,2,11,480
351919,2,12,192
351919,3,3,3
351919,3,4,8
351919,3,5,4
351919,3,6,8
351919,3,7,15
351919,3,8,68
351919,3,9,76
351919,3,10,31
351919,3,11,21
351919,3,12,29
351919,4,4,6
351919,4,5,8
351919,4,6,10
351919,4,7,60
351919,4,8,316
351919,4,9,212
351919,4,10,81
351919,4,11,106
351919,4,12,61
351919,5,2,7
351919,5,3,7
351919,5,4,18
351919,5,5,28
351919,5,6,28
351919,5,7,101
351919,5,8,485
351919,5,9,255
351919,5,10,88
351919,5,11,140
351919,5,12,67
351919,6,8,3
351929,2,5,108
351929,2,6,148
351929,2,7,288
351929,2,8,767
351929,2,9,801
351929,2,10,509
351929,2,11,522
351929,2,12,190
351929,3,5,2
351929,3,6,7
351929,3,7,65
351929,3,8,108
351929,3,9,78
351929,3,10,37
351929,3,11,13
351929,3,12,3
351929,4,7,24
351929,4,8,71
351929,4,9,122
351929,4,10,76
351929,4,11,58
351929,4,12,36
351929,5,5,29
351929,5,6,56
351929,5,7,114
351929,5,8,189
351929,5,9,334
351929,5,10,206
351929,5,11,164
351929,5,12,108
351929,6,8,1
351995,1,2,16
351995,1,3,30
351995,1,4,84
351995,1,5,148
351995,1,6,12
351995,1,7,1
351995,2,1,1
351995,2,2,89
351995,2,3,210
351995,2,4,344
351995,2,5,1282
351995,2,6,632
351995,2,7,357
351995,2,8,225
351995,2,9,159
351995,2,10,120
351995,2,11,80
351995,2,12,3
351995,3,1,1
351995,3,2,7
351995,3,3,26
351995,3,4,117
351995,3,5,258
351995,3,6,101
351995,3,7,62
351995,3,8,35
351995,3,9,32
351995,3,10,24
351995,3,11,8
351995,3,12,1
351995,4,3,8
351995,4,4,17
351995,4,5,21
351995,4,6,15
351995,4,7,5
351995,4,8,4
351995,4,9,5
351995,4,10,8
351995,4,11,3
351995,5,1,1
351995,5,2,16
351995,5,3,65
351995,5,4,188
351995,5,5,248
351995,5,6,105
351995,5,7,67
351995,5,8,54
351995,5,9,48
351995,5,10,45
351995,5,11,16
351995,6,5,1
351995,6,6,2
351995,6,7,2
351995,6,8,2
351997,1,1,33
351997,1,2,483
351997,1,3,835
351997,1,4,551
351997,1,5,157
351997,1,6,587
351997,1,7,36
351997,2,1,153
351997,2,2,382
351997,2,3,224
351997,2,4,233
351997,2,5,218
351997,2,6,192
351997,2,7,73
351997,2,8,30
351997,2,9,18
351997,2,10,19
351997,2,11,4
351997,2,12,2
351997,3,1,31
351997,3,2,42
351997,3,3,48
351997,3,4,87
351997,3,5,71
351997,3,6,65
351997,3,7,28
351997,3,8,20
351997,3,9,33
351997,3,10,8
351997,3,11,2
351997,3,12,1
351997,4,5,1
351997,4,7,1
351997,5,1,7
351997,5,2,33
351997,5,3,146
351997,5,4,216
351997,5,5,191
351997,5,6,123
351997,5,7,38
351997,5,8,40
351997,5,9,39
351997,5,10,11
351997,5,11,4
351997,6,6,1
352036,1,2,246
352036,1,3,525
352036,1,4,266
352036,1,5,117
352036,1,6,313
352036,1,7,12
352036,2,1,6
352036,2,2,83
352036,2,3,426
352036,2,4,284
352036,2,5,265
352036,2,6,381
352036,2,7,349
352036,2,8,142
352036,2,9,124
352036,2,10,259
352036,2,11,213
352036,2,12,61
352036,3,1,1
352036,3,2,21
352036,3,3,46
352036,3,4,100
352036,3,5,131
352036,3,6,116
352036,3,7,107
352036,3,8,15
352036,3,9,7
352036,3,10,29
352036,3,11,21
352036,3,12,10
352036,4,4,1
352036,4,5,3
352036,4,6,6
352036,4,7,5
352036,4,8,4
352036,4,9,2
352036,4,10,4
352036,4,11,4
352036,4,12,2
352036,5,1,1
352036,5,2,29
352036,5,3,135
352036,5,4,223
352036,5,5,149
352036,5,6,104
352036,5,7,101
352036,5,8,34
352036,5,9,35
352036,5,10,82
352036,5,11,41
352036,5,12,12
352070,1,3,29
352070,1,4,38
352070,1,5,6
352070,1,7,13
352070,2,3,3
352070,2,4,17
352070,2,5,11
352070,2,6,2
352070,2,7,29
352070,2,8,299
352070,2,9,273
352070,2,10,178
352070,2,11,231
352070,2,12,55
352070,3,4,1
352070,3,6,1
352070,3,7,9
352070,3,8,117
352070,3,9,103
352070,3,10,76
352070,3,11,24
352070,3,12,11
352070,4,4,9
352070,4,5,8
352070,4,6,5
352070,4,7,26
352070,4,8,218
352070,4,9,256
352070,4,10,205
352070,4,11,69
352070,4,12,42
352070,5,3,4
352070,5,4,50
352070,5,5,22
352070,5,6,11
352070,5,7,64
352070,5,8,522
352070,5,9,575
352070,5,10,282
352070,5,11,87
352070,5,12,72
352079,1,2,228
352079,1,3,159
352079,1,4,390
352079,1,5,8
352079,1,6,426
352079,1,7,5
352079,2,1,321
352079,2,2,650
352079,2,3,863
352079,2,4,462
352079,2,5,332
352079,2,6,276
352079,2,7,93
352079,2,8,120
352079,2,9,57
352079,2,10,21
352079,2,11,29
352079,3,1,39
352079,3,2,38
352079,3,3,140
352079,3,4,102
352079,3,5,32
352079,3,6,25
352079,3,7,3
352079,3,8,3
352079,3,9,2
352079,3,10,1
352079,3,11,1
352079,4,5,2
352079,4,6,8
352079,4,7,3
352079,4,8,1
352079,5,1,64
352079,5,2,111
352079,5,3,180
352079,5,4,77
352079,5,5,88
352079,5,6,40
352079,5,7,8
352079,5,8,6
352079,5,9,2
352079,5,10,2
352079,5,11,1
352079,6,1,25
352079,6,2,13
352079,6,3,3
352079,6,4,3
352079,6,5,2
352946,1,4,1
352946,1,5,3
352946,1,6,5
352946,1,7,3
352946,2,1,22
352946,2,2,34
352946,2,3,19
352946,2,4,16
352946,2,5,16
352946,2,6,9
352946,2,7,18
352946,2,8,363
352946,2,9,371
352946,2,10,288
352946,2,11,273
352946,2,12,81
352946,3,1,13
352946,3,2,26
352946,3,3,11
352946,3,4,9
352946,3,5,8
352946,3,6,4
352946,3,7,12
352946,3,8,470
352946,3,9,417
352946,3,10,316
352946,3,11,223
352946,3,12,76
352946,4,3,1
352946,4,6,2
352946,4,7,1
352946,4,8,2
352946,4,9,5
352946,4,10,8
352946,4,11,6
352946,4,12,7
352946,5,2,2
352946,5,3,3
352946,5,4,4
352946,5,5,2
352946,5,7,1
352946,5,8,66
352946,5,9,63
352946,5,10,66
352946,5,11,27
352946,5,12,26
352946,6,8,1
352950,1,3,5
352950,1,4,3
352950,1,6,2
352950,1,8,2
352950,2,2,3
352950,2,3,34
352950,2,4,114
352950,2,5,77
352950,2,6,48
352950,2,7,161
352950,2,8,1138
352950,2,9,972
352950,2,10,719
352950,2,11,662
352950,2,12,282
352950,3,2,1
352950,3,3,6
352950,3,4,27
352950,3,5,21
352950,3,6,14
352950,3,7,75
352950,3,8,197
352950,3,9,105
352950,3,10,49
352950,3,11,34
352950,3,12,8
352950,4,8,6
352950,4,9,5
352950,4,10,3
352950,5,3,3
352950,5,4,18
352950,5,5,17
352950,5,6,16
352950,5,7,12
352950,5,8,121
352950,5,9,50
352950,5,10,31
352950,5,11,14
352950,5,12,5
352950,6,8,19
352992,1,2,101
352992,1,3,248
352992,1,4,26
352992,1,5,3
352992,1,6,27
352992,1,7,11
352992,2,1,120
352992,2,2,165
352992,2,3,36
352992,2,4,29
352992,2,5,16
352992,2,6,23
352992,2,7,46
352992,2,8,365
352992,2,9,328
352992,2,10,291
352992,2,11,354
352992,2,12,68
352992,3,1,6
352992,3,2,21
352992,3,3,9
352992,3,4,4
352992,3,5,4
352992,3,6,16
352992,3,7,40
352992,3,8,191
352992,3,9,121
352992,3,10,184
352992,3,11,97
352992,3,12,40
352992,4,3,1
352992,4,4,2
352992,4,5,4
352992,4,6,3
352992,4,7,5
352992,4,8,13
352992,4,9,53
352992,4,10,36
352992,4,11,57
352992,4,12,9
352992,5,1,4
352992,5,2,12
352992,5,3,62
352992,5,4,79
352992,5,5,11
352992,5,6,10
352992,5,7,12
352992,5,8,46
352992,5,9,67
352992,5,10,68
352992,5,11,78
352992,5,12,21
353069,1,3,144
353069,1,4,152
353069,1,5,16
353069,1,6,17
353069,1,7,51
353069,2,2,2
353069,2,3,20
353069,2,4,40
353069,2,5,32
353069,2,6,46
353069,2,7,90
353069,2,8,189
353069,2,9,221
353069,2,10,107
353069,2,11,100
353069,2,12,39
353069,3,3,8
353069,3,4,14
353069,3,5,12
353069,3,6,6
353069,3,7,25
353069,3,8,45
353069,3,9,25
353069,3,10,9
353069,3,11,12
353069,3,12,3
353069,4,3,4
353069,4,4,107
353069,4,5,100
353069,4,6,119
353069,4,7,293
353069,4,8,316
353069,4,9,282
353069,4,10,199
353069,4,11,116
353069,4,12,52
353069,5,2,1
353069,5,3,144
353069,5,4,343
353069,5,5,175
353069,5,6,161
353069,5,7,254
353069,5,8,359
353069,5,9,252
353069,5,10,178
353069,5,11,119
353069,5,12,84
353070,1,3,188
353070,1,4,117
353070,1,5,4
353070,2,2,35
353070,2,3,107
353070,2,4,149
353070,2,5,97
353070,2,6,85
353070,2,7,201
353070,2,8,684
353070,2,9,745
353070,2,10,234
353070,2,11,633
353070,2,12,252
353070,3,2,5
353070,3,3,26
353070,3,4,29
353070,3,5,17
353070,3,6,25
353070,3,7,56
353070,3,8,137
353070,3,9,155
353070,3,10,59
353070,3,11,21
353070,3,12,16
353070,4,3,6
353070,4,4,35
353070,4,5,20
353070,4,6,6
353070,4,7,62
353070,4,8,280
353070,4,9,76
353070,4,10,20
353070,4,11,15
353070,4,12,8
353070,5,2,3
353070,5,3,89
353070,5,4,77
353070,5,5,26
353070,5,6,15
353070,5,7,85
353070,5,8,384
353070,5,9,120
353070,5,10,61
353070,5,11,53
353070,5,12,35
353164,2,2,3
353164,2,3,9
353164,2,4,8
353164,2,5,84
353164,2,6,120
353164,2,7,220
353164,2,8,666
353164,2,9,576
353164,2,10,308
353164,2,11,432
353164,2,12,305
353164,3,4,1
353164,3,5,10
353164,3,6,16
353164,3,7,42
353164,3,8,103
353164,3,9,39
353164,3,10,18
353164,3,11,16
353164,3,12,12
353164,4,7,39
353164,4,8,79
353164,4,9,126
353164,4,10,73
353164,4,11,91
353164,4,12,81
353164,5,5,17
353164,5,6,40
353164,5,7,137
353164,5,8,181
353164,5,9,166
353164,5,10,81
353164,5,11,102
353164,5,12,128
353164,6,6,4
353164,6,7,2
353164,6,8,5
353164,6,9,4
353164,6,10,2
353164,6,11,4
353164,6,12,1
353176,1,2,89
353176,1,3,134
353176,1,4,28
353176,1,5,8
353176,1,6,525
353176,1,7,48
353176,2,1,34
353176,2,2,60
353176,2,3,27
353176,2,4,41
353176,2,5,124
353176,2,6,208
353176,2,7,137
353176,2,8,35
353176,2,9,46
353176,2,10,26
353176,2,11,8
353176,2,12,11
353176,3,1,1
353176,3,2,4
353176,3,3,2
353176,3,4,3
353176,3,5,9
353176,3,6,9
353176,3,7,5
353176,3,8,1
353176,3,9,1
353176,3,10,3
353176,3,11,2
353176,3,12,4
353176,4,3,1
353176,4,4,2
353176,4,5,219
353176,4,6,57
353176,4,7,27
353176,4,8,10
353176,4,9,4
353176,4,10,5
353176,4,11,5
353176,4,12,51
353176,5,2,6
353176,5,3,30
353176,5,4,104
353176,5,5,294
353176,5,6,86
353176,5,7,48
353176,5,8,17
353176,5,9,13
353176,5,10,9
353176,5,11,3
353176,5,12,47
353194,1,2,111
353194,1,3,229
353194,1,4,416
353194,1,5,10
353194,1,6,325
353194,2,1,431
353194,2,2,761
353194,2,3,663
353194,2,4,472
353194,2,5,208
353194,2,6,110
353194,2,7,22
353194,2,8,21
353194,2,9,2
353194,3,1,152
353194,3,2,117
353194,3,3,190
353194,3,4,197
353194,3,5,94
353194,3,6,73
353194,3,7,6
353194,3,8,2
353194,5,1,79
353194,5,2,47
353194,5,3,35
353194,5,4,54
353194,5,5,16
353194,5,6,7
353194,5,7,4
353408,1,2,17
353408,1,3,87
353408,1,4,237
353408,1,5,12
353408,1,6,290
353408,1,7,17
353408,2,1,12
353408,2,2,139
353408,2,3,211
353408,2,4,144
353408,2,5,154
353408,2,6,125
353408,2,7,58
353408,2,8,11
353408,2,9,26
353408,2,10,17
353408,2,11,5
353408,2,12,2
353408,3,1,5
353408,3,2,51
353408,3,3,43
353408,3,4,40
353408,3,5,81
353408,3,6,62
353408,3,7,26
353408,3,8,8
353408,3,9,12
353408,3,10,10
353408,3,12,1
353408,4,4,2
353408,4,7,2
353408,4,10,1
353408,5,1,2
353408,5,2,19
353408,5,3,57
353408,5,4,150
353408,5,5,64
353408,5,6,32
353408,5,7,16
353408,5,8,6
353408,5,9,8
353408,5,10,2
353408,5,11,1
353408,6,12,1
353424,1,2,25
353424,1,3,127
353424,1,4,357
353424,1,5,5
353424,1,6,501
353424,1,7,13
353424,2,1,19
353424,2,2,402
353424,2,3,535
353424,2,4,423
353424,2,5,505
353424,2,6,325
353424,2,7,277
353424,2,8,82
353424,2,9,76
353424,2,10,46
353424,2,11,53
353424,2,12,22
353424,3,1,6
353424,3,2,33
353424,3,3,51
353424,3,4,40
353424,3,5,48
353424,3,6,47
353424,3,7,47
353424,3,8,8
353424,3,9,7
353424,3,11,1
353424,3,12,1
353424,4,4,4
353424,4,5,3
353424,4,6,3
353424,4,7,4
353424,4,8,1
353424,5,1,1
353424,5,2,34
353424,5,3,47
353424,5,4,99
353424,5,5,52
353424,5,6,47
353424,5,7,49
353424,5,8,16
353424,5,9,4
353424,5,11,2
353486,1,2,7
353486,1,3,10
353486,1,5,1
353486,2,1,610
353486,2,2,535
353486,2,3,292
353486,2,4,261
353486,2,5,202
353486,2,6,28
353486,2,7,16
353486,2,8,188
353486,2,9,83
353486,2,10,41
353486,2,11,11
353486,2,12,3
353486,3,1,43
353486,3,2,24
353486,3,3,30
353486,3,4,29
353486,3,5,16
353486,3,6,1
353486,3,8,15
353486,3,9,4
353486,3,12,1
353486,4,4,1
353486,5,1,245
353486,5,2,78
353486,5,3,37
353486,5,4,19
353486,5,5,31
353486,5,6,4
353486,5,7,1
353486,5,8,21
353486,5,9,1
353486,5,10,3
353486,6,1,26
353486,6,2,10
353486,6,3,7
353486,6,4,3
353486,6,5,1
353486,6,8,3
353486,6,9,3
353508,1,3,44
353508,1,6,1
353508,2,1,58
353508,2,2,475
353508,2,3,434
353508,2,4,511
353508,2,5,295
353508,2,6,352
353508,2,7,260
353508,2,8,175
353508,2,9,291
353508,2,10,129
353508,2,11,53
353508,2,12,1
353508,3,1,8
353508,3,2,102
353508,3,3,112
353508,3,4,197
353508,3,5,92
353508,3,6,78
353508,3,7,40
353508,3,8,24
353508,3,9,26
353508,3,10,10
353508,3,11,2
353508,4,2,9
353508,4,3,45
353508,4,4,70
353508,4,5,69
353508,4,6,42
353508,4,7,34
353508,4,8,15
353508,4,9,92
353508,4,10,48
353508,4,11,8
353508,4,12,1
353508,5,1,9
353508,5,2,633
353508,5,3,408
353508,5,4,461
353508,5,5,234
353508,5,6,115
353508,5,7,78
353508,5,8,15
353508,5,9,181
353508,5,10,87
353508,5,11,14
353508,5,12,1
353508,6,2,4
353508,6,3,3
353508,6,4,6
353508,6,5,7
353508,6,8,1
353508,6,9,6
353508,6,10,1
354043,1,3,191
354043,1,4,554
354043,1,5,40
354043,1,6,152
354043,1,7,8
354043,2,2,17
354043,2,3,150
354043,2,4,132
354043,2,5,82
354043,2,6,67
354043,2,7,68
354043,2,8,37
354043,2,9,29
354043,2,10,57
354043,2,11,47
354043,2,12,55
354043,3,4,5
354043,3,5,2
354043,3,6,1
354043,3,7,1
354043,3,10,4
354043,3,12,2
354043,4,3,72
354043,4,4,137
354043,4,5,282
354043,4,6,234
354043,4,7,133
354043,4,8,81
354043,4,9,43
354043,4,10,235
354043,4,11,197
354043,4,12,132
354043,5,2,3
354043,5,3,60
354043,5,4,227
354043,5,5,314
354043,5,6,133
354043,5,7,122
354043,5,8,86
354043,5,9,42
354043,5,10,187
354043,5,11,204
354043,5,12,158
354084,1,2,69
354084,1,3,89
354084,2,1,171
354084,2,2,189
354084,2,3,92
354084,2,4,63
354084,2,5,27
354084,2,6,28
354084,2,7,122
354084,2,8,419
354084,2,9,584
354084,2,10,420
354084,2,11,539
354084,2,12,193
354084,3,1,11
354084,3,2,16
354084,3,3,10
354084,3,4,12
354084,3,5,2
354084,3,6,2
354084,3,7,6
354084,3,8,427
354084,3,9,67
354084,3,10,38
354084,3,11,38
354084,3,12,9
354084,4,6,10
354084,4,7,13
354084,4,8,113
354084,4,9,145
354084,4,10,97
354084,4,11,13
354084,4,12,35
354084,5,1,10
354084,5,2,74
354084,5,3,172
354084,5,4,106
354084,5,5,22
354084,5,6,22
354084,5,7,43
354084,5,8,330
354084,5,9,327
354084,5,10,330
354084,5,11,64
354084,5,12,92
354098,1,1,28
354098,1,2,400
354098,1,3,849
354098,1,4,708
354098,1,5,100
354098,1,6,453
354098,1,7,17
354098,2,1,427
354098,2,2,916
354098,2,3,340
354098,2,4,344
354098,2,5,217
354098,2,6,181
354098,2,7,98
354098,2,8,119
354098,2,9,118
354098,2,10,45
354098,2,11,24
354098,2,12,17
354098,3,1,38
354098,3,2,24
354098,3,3,17
354098,3,4,29
354098,3,5,11
354098,3,6,27
354098,3,7,5
354098,3,8,54
354098,3,9,17
354098,3,10,9
354098,3,11,1
354098,3,12,2
354098,4,3,5
354098,4,4,4
354098,4,5,7
354098,4,6,4
354098,4,8,4
354098,4,9,3
354098,4,10,1
354098,5,1,33
354098,5,2,36
354098,5,3,161
354098,5,4,95
354098,5,5,48
